Entry	Entry Name	Protein names	Gene Names
A0A2V1AN76	A0A2V1AN76_9ASCO	ADP/ATP translocase (ADP,ATP carrier protein)	CXQ85_001472
A0A2V1ANE0	A0A2V1ANE0_9ASCO	HECT-type E3 ubiquitin transferase (EC 2.3.2.26)	CXQ85_001371
A0A2V1ANE9	A0A2V1ANE9_9ASCO	Lysophospholipase (EC 3.1.1.5)	CXQ85_003655
A0A2V1ANG3	A0A2V1ANG3_9ASCO	Saccharopine dehydrogenase [NAD(+), L-lysine-forming] (SDH) (EC 1.5.1.7) (Lysine--2-oxoglutarate reductase)	CXQ85_003263
A0A2V1ANJ0	A0A2V1ANJ0_9ASCO	alpha-1,2-Mannosidase (EC 3.2.1.-)	CXQ85_003285
A0A2V1ANJ4	A0A2V1ANJ4_9ASCO	NADH-cytochrome b5 reductase (EC 1.6.2.2)	CXQ85_003272
A0A2V1ANK0	A0A2V1ANK0_9ASCO	RuvB-like helicase (EC 3.6.4.12)	CXQ85_001608
A0A2V1ANS5	A0A2V1ANS5_9ASCO	mRNA-capping enzyme subunit beta (EC 3.6.1.74) (mRNA 5'-phosphatase) (mRNA 5'-triphosphate monophosphatase)	CXQ85_001184
A0A2V1ANV6	A0A2V1ANV6_9ASCO	Small nuclear ribonucleoprotein Sm D2 (Sm-D2) (snRNP core protein D2)	CXQ85_003224
A0A2V1ANX9	A0A2V1ANX9_9ASCO	Isocitrate lyase	CXQ85_003426
A0A2V1AP06	A0A2V1AP06_9ASCO	Serine/threonine-protein phosphatase (EC 3.1.3.16)	CXQ85_001592
A0A2V1AP49	A0A2V1AP49_9ASCO	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	CXQ85_003358
A0A2V1AP68	A0A2V1AP68_9ASCO	Ketol-acid reductoisomerase, mitochondrial (EC 1.1.1.86) (Acetohydroxy-acid reductoisomerase) (Alpha-keto-beta-hydroxylacyl reductoisomerase)	CXQ85_003487
A0A2V1AP91	A0A2V1AP91_9ASCO	Elongation of fatty acids protein (EC 2.3.1.-)	CXQ85_001368
A0A2V1APB2	A0A2V1APB2_9ASCO	Cysteine proteinase 1, mitochondrial (EC 3.4.22.40)	CXQ85_001080
A0A2V1APB4	A0A2V1APB4_9ASCO	Thiamine thiazole synthase (Thiazole biosynthetic enzyme) (EC 2.4.2.60)	THI4 CXQ85_003226
A0A2V1APF1	A0A2V1APF1_9ASCO	Chromatin modification-related protein	CXQ85_003494
A0A2V1APH3	A0A2V1APH3_9ASCO	DNA topoisomerase I (EC 5.6.2.1) (DNA topoisomerase 1)	CXQ85_003470
A0A2V1APH7	A0A2V1APH7_9ASCO	NAD(P)H-hydrate epimerase (EC 5.1.99.6) (NAD(P)HX epimerase)	CXQ85_001151
A0A2V1APH9	A0A2V1APH9_9ASCO	Ceramide very long chain fatty acid hydroxylase (EC 1.-.-.-)	CXQ85_001757
A0A2V1API7	A0A2V1API7_9ASCO	Cysteine protease (EC 3.4.22.-)	CXQ85_003539
A0A2V1APJ2	A0A2V1APJ2_9ASCO	adenosylmethionine decarboxylase (EC 4.1.1.50)	CXQ85_001473
A0A2V1APN9	A0A2V1APN9_9ASCO	DNA replication licensing factor MCM4 (EC 3.6.4.12)	CXQ85_003514
A0A2V1APQ7	A0A2V1APQ7_9ASCO	Adenosine kinase (AK) (EC 2.7.1.20) (Adenosine 5'-phosphotransferase)	CXQ85_003696
A0A2V1APT1	A0A2V1APT1_9ASCO	Glycine cleavage system P protein (EC 1.4.4.2)	CXQ85_003643
A0A2V1APT6	A0A2V1APT6_9ASCO	NADPH-dependent diflavin oxidoreductase 1 (EC 1.18.1.-) (NADPH-dependent FMN and FAD-containing oxidoreductase)	TAH18 CXQ85_003382
A0A2V1APT7	A0A2V1APT7_9ASCO	Maintenance of ploidy protein mob1	CXQ85_001643
A0A2V1APU2	A0A2V1APU2_9ASCO	Pre-mRNA-processing factor 19 (EC 2.3.2.27)	CXQ85_003610
A0A2V1APU9	A0A2V1APU9_9ASCO	Serine/threonine-protein phosphatase (EC 3.1.3.16)	CXQ85_001880
A0A2V1APV0	A0A2V1APV0_9ASCO	Serine/threonine-protein phosphatase 2A activator 1 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase PTPA-1) (Phosphotyrosyl phosphatase activator 1)	CXQ85_002042
A0A2V1APV7	A0A2V1APV7_9ASCO	DNA polymerase epsilon catalytic subunit A (EC 2.7.7.7) (DNA polymerase II subunit A)	CXQ85_001696
A0A2V1APW6	A0A2V1APW6_9ASCO	Methylthioribulose-1-phosphate dehydratase (MTRu-1-P dehydratase) (EC 4.2.1.109)	MDE1 CXQ85_001675
A0A2V1AQ16	A0A2V1AQ16_9ASCO	ABC transporter domain-containing protein	CXQ85_001725
A0A2V1AQ24	A0A2V1AQ24_9ASCO	Integrase catalytic domain-containing protein	CXQ85_001756
A0A2V1AQ37	A0A2V1AQ37_9ASCO	ATP-dependent RNA helicase DBP5 (EC 3.6.4.13) (ATP-dependent RNA helicase dbp5)	CXQ85_001745
A0A2V1AQ58	A0A2V1AQ58_9ASCO	Lon protease homolog 2, peroxisomal (EC 3.4.21.-)	CXQ85_001993
A0A2V1AQ61	A0A2V1AQ61_9ASCO	ATP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.93) (ATP-dependent NAD(P)HX dehydratase)	CXQ85_003712
A0A2V1AQ62	A0A2V1AQ62_9ASCO	Golgi to ER traffic protein 1 (Guided entry of tail-anchored proteins 1)	GET1 CXQ85_001657
A0A2V1AQ82	A0A2V1AQ82_9ASCO	DNA replication ATP-dependent helicase/nuclease (EC 3.1.-.-) (EC 3.6.4.12)	CXQ85_001679
A0A2V1AQA8	A0A2V1AQA8_9ASCO	Uncharacterized protein	CXQ85_002045
A0A2V1AQB9	A0A2V1AQB9_9ASCO	Formate dehydrogenase (FDH) (EC 1.17.1.9) (NAD-dependent formate dehydrogenase)	CXQ85_002055
A0A2V1AQC7	A0A2V1AQC7_9ASCO	Cation-transporting ATPase (EC 7.2.2.-)	CXQ85_001772
A0A2V1AQC9	A0A2V1AQC9_9ASCO	Phospholipid-transporting ATPase (EC 7.6.2.1)	CXQ85_001471
A0A2V1AQG2	A0A2V1AQG2_9ASCO	Acyl-coenzyme A oxidase	CXQ85_001741
A0A2V1AQH1	A0A2V1AQH1_9ASCO	5-aminolevulinate synthase, mitochondrial (EC 2.3.1.37) (5-aminolevulinic acid synthase) (Delta-ALA synthase) (Delta-aminolevulinate synthase)	CXQ85_001878
A0A2V1AQK4	A0A2V1AQK4_9ASCO	ATP-dependent RNA helicase (EC 3.6.4.13)	CXQ85_001940
A0A2V1AQM1	A0A2V1AQM1_9ASCO	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial (EC 2.1.1.201) (Ubiquinone biosynthesis methyltransferase COQ5)	COQ5 CXQ85_003664
A0A2V1AQN0	A0A2V1AQN0_9ASCO	tRNA-dihydrouridine(47) synthase [NAD(P)(+)] (EC 1.3.1.89) (mRNA-dihydrouridine synthase DUS3) (tRNA-dihydrouridine synthase 3)	CXQ85_003674
A0A2V1AQN6	A0A2V1AQN6_9ASCO	18S rRNA aminocarboxypropyltransferase (EC 2.5.1.157)	TSR3 CXQ85_001577
A0A2V1AQQ6	A0A2V1AQQ6_9ASCO	Serine/threonine-protein kinase ATG1 (EC 2.7.11.1) (Autophagy-related protein 1) (Serine/threonine-protein kinase atg1)	CXQ85_003409
A0A2V1AQR2	A0A2V1AQR2_9ASCO	Acetolactate synthase (EC 2.2.1.6)	CXQ85_002003
A0A2V1AQR8	A0A2V1AQR8_9ASCO	NAD-dependent protein deacylase (EC 2.3.1.-) (Regulatory protein SIR2 homolog 5)	CXQ85_001971
A0A2V1AQS4	A0A2V1AQS4_9ASCO	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase (EC 2.1.1.205) (2'-O-ribose RNA methyltransferase TRM7 homolog)	TRM7 CXQ85_001871
A0A2V1AQT9	A0A2V1AQT9_9ASCO	Replication protein A subunit	CXQ85_001651
A0A2V1AQU7	A0A2V1AQU7_9ASCO	GH16 domain-containing protein	CXQ85_001892
A0A2V1AQV4	A0A2V1AQV4_9ASCO	Elongator complex protein 3 (EC 2.3.1.-)	CXQ85_001902
A0A2V1AQX0	A0A2V1AQX0_9ASCO	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase (EC 2.4.1.131) (Alpha-1,2-mannosyltransferase ALG11) (Asparagine-linked glycosylation protein 11) (Glycolipid 2-alpha-mannosyltransferase)	CXQ85_001914
A0A2V1AQY1	A0A2V1AQY1_9ASCO	E3 ubiquitin-protein ligase listerin (EC 2.3.2.27) (RING-type E3 ubiquitin transferase listerin)	CXQ85_002043
A0A2V1AQZ5	A0A2V1AQZ5_9ASCO	DNA replication licensing factor MCM3 (EC 3.6.4.12)	CXQ85_001944
A0A2V1AR32	A0A2V1AR32_9ASCO	Phosphomannomutase (EC 5.4.2.8)	CXQ85_001977
A0A2V1AR42	A0A2V1AR42_9ASCO	Golgi to ER traffic protein 2	GET2 CXQ85_002105
A0A2V1AR85	A0A2V1AR85_9ASCO	Pescadillo homolog (Nucleolar protein 7 homolog)	NOP7 CXQ85_002374
A0A2V1AR89	A0A2V1AR89_9ASCO	DNA 3'-5' helicase (EC 5.6.2.4)	CXQ85_003621
A0A2V1ARB5	A0A2V1ARB5_9ASCO	26S protease subunit RPT4	CXQ85_001835
A0A2V1ARC5	A0A2V1ARC5_9ASCO	Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 93 kDa subunit homolog) (eIF3 p93) (Translation initiation factor eIF3, p93 subunit homolog)	NIP1 CXQ85_003347
A0A2V1ARJ0	A0A2V1ARJ0_9ASCO	Catabolic 3-dehydroquinase (cDHQase) (EC 4.2.1.10) (3-dehydroquinate dehydratase)	DQD1 CXQ85_002141
A0A2V1ARJ1	A0A2V1ARJ1_9ASCO	Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Peptidase M)	MAP2 CXQ85_001916
A0A2V1ARM6	A0A2V1ARM6_9ASCO	Cysteine proteinase 1, mitochondrial (EC 3.4.22.40)	CXQ85_002311
A0A2V1ARN8	A0A2V1ARN8_9ASCO	alpha,alpha-trehalase (EC 3.2.1.28)	CXQ85_003448
A0A2V1ART9	A0A2V1ART9_9ASCO	Endonuclease III homolog (EC 3.2.2.-) (EC 4.2.99.18) (Bifunctional DNA N-glycosylase/DNA-(apurinic or apyrimidinic site) lyase) (DNA glycosylase/AP lyase)	NTG1 CXQ85_002245
A0A2V1ARY3	A0A2V1ARY3_9ASCO	Phosphatidylinositol 4-kinase (EC 2.7.1.67)	CXQ85_001822
A0A2V1ARY4	A0A2V1ARY4_9ASCO	Sterol 3-beta-glucosyltransferase (EC 2.4.1.173) (Autophagy-related protein 26)	CXQ85_002072
A0A2V1ARZ6	A0A2V1ARZ6_9ASCO	N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase)	CXQ85_002083
A0A2V1AS01	A0A2V1AS01_9ASCO	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	CXQ85_002429
A0A2V1AS42	A0A2V1AS42_9ASCO	V-type proton ATPase catalytic subunit A (EC 7.1.2.2)	CXQ85_001883
A0A2V1AS56	A0A2V1AS56_9ASCO	DNA 3'-5' helicase (EC 5.6.2.4)	CXQ85_002358
A0A2V1AS72	A0A2V1AS72_9ASCO	Transketolase (EC 2.2.1.1)	CXQ85_003649
A0A2V1AS85	A0A2V1AS85_9ASCO	Kynurenine formamidase (KFA) (KFase) (EC 3.5.1.9) (Arylformamidase) (N-formylkynurenine formamidase) (FKF)	BNA7 CXQ85_002398
A0A2V1AS86	A0A2V1AS86_9ASCO	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)] (EC 1.3.1.88)	CXQ85_001933
A0A2V1AS94	A0A2V1AS94_9ASCO	Clathrin heavy chain	CXQ85_002411
A0A2V1ASA2	A0A2V1ASA2_9ASCO	aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	CXQ85_003679
A0A2V1ASB7	A0A2V1ASB7_9ASCO	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial (Glu-AdT subunit A) (EC 6.3.5.7)	HER2 CXQ85_004254
A0A2V1ASB8	A0A2V1ASB8_9ASCO	DNA ligase (EC 6.5.1.1)	CXQ85_002204
A0A2V1ASG9	A0A2V1ASG9_9ASCO	DNA 3'-5' helicase (EC 5.6.2.4)	CXQ85_004186
A0A2V1ASH2	A0A2V1ASH2_9ASCO	Maintenance of mitochondrial morphology protein 1	MMM1 CXQ85_004239
A0A2V1ASJ4	A0A2V1ASJ4_9ASCO	S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP) (MTAPase)	MEU1 CXQ85_001688
A0A2V1ASJ5	A0A2V1ASJ5_9ASCO	Phospholipid-transporting ATPase (EC 7.6.2.1)	CXQ85_000035
A0A2V1ASJ6	A0A2V1ASJ6_9ASCO	glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase)	CXQ85_004337
A0A2V1ASK0	A0A2V1ASK0_9ASCO	Small nuclear ribonucleoprotein Sm D3 (Sm-D3) (snRNP core protein D3)	CXQ85_002277
A0A2V1ASL1	A0A2V1ASL1_9ASCO	PAN2-PAN3 deadenylation complex subunit PAN3 (PAB1P-dependent poly(A)-specific ribonuclease) (Poly(A)-nuclease deadenylation complex subunit 3) (PAN deadenylation complex subunit 3)	PAN3 CXQ85_000045
A0A2V1ASL6	A0A2V1ASL6_9ASCO	Glycosidase (EC 3.2.-.-)	CXQ85_004236
A0A2V1AST6	A0A2V1AST6_9ASCO	HECT-type E3 ubiquitin transferase (EC 2.3.2.26)	CXQ85_004400
A0A2V1ASU9	A0A2V1ASU9_9ASCO	Serine/threonine-protein kinase RIO1 (EC 2.7.11.1)	CXQ85_000249
A0A2V1ASW7	A0A2V1ASW7_9ASCO	CTP synthase (EC 6.3.4.2) (UTP--ammonia ligase)	CXQ85_004350
A0A2V1ASW9	A0A2V1ASW9_9ASCO	Chromatin structure-remodeling complex subunit SFH1 (RSC complex subunit SFH1) (SNF5 homolog 1)	CXQ85_004407
A0A2V1ASX5	A0A2V1ASX5_9ASCO	Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (S-methyl-5-thioribose-1-phosphate isomerase) (Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein)	MRI1 CXQ85_002181
A0A2V1ASX7	A0A2V1ASX7_9ASCO	Actin cytoskeleton-regulatory complex protein PAN1 (Actin cytoskeleton-regulatory complex protein pan1)	CXQ85_004360
A0A2V1ASY6	A0A2V1ASY6_9ASCO	Integrase catalytic domain-containing protein	CXQ85_004372
A0A2V1AT23	A0A2V1AT23_9ASCO	Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase)	CXQ85_001870
A0A2V1AT30	A0A2V1AT30_9ASCO	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	CXQ85_004416
A0A2V1AT36	A0A2V1AT36_9ASCO	Rad50/SbcC-type AAA domain-containing protein	CXQ85_004481
A0A2V1AT38	A0A2V1AT38_9ASCO	CCR4-Not complex 3'-5'-exoribonuclease subunit Ccr4 (EC 3.1.13.4) (Carbon catabolite repressor protein 4) (Cytoplasmic deadenylase) (Glucose-repressible alcohol dehydrogenase transcriptional effector)	CXQ85_002244
A0A2V1AT57	A0A2V1AT57_9ASCO	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase (EC 2.1.1.14)	CXQ85_000354
A0A2V1AT92	A0A2V1AT92_9ASCO	Casein kinase II subunit alpha (CK II alpha) (EC 2.7.11.1)	CXQ85_004543
A0A2V1AT98	A0A2V1AT98_9ASCO	Adenylate kinase isoenzyme 6 homolog (AK6) (EC 2.7.4.3) (Dual activity adenylate kinase/ATPase) (AK/ATPase)	CXQ85_004498
A0A2V1ATA1	A0A2V1ATA1_9ASCO	EKC/KEOPS complex subunit BUD32 (EC 2.7.11.1) (Atypical Serine/threonine protein kinase BUD32) (EKC/KEOPS complex subunit bud32)	CXQ85_004240
A0A2V1ATC5	A0A2V1ATC5_9ASCO	Protein transport protein BOS1	CXQ85_001974
A0A2V1ATG2	A0A2V1ATG2_9ASCO	Uracil-DNA glycosylase (UDG) (EC 3.2.2.27)	UNG1 CXQ85_000060
A0A2V1ATH6	A0A2V1ATH6_9ASCO	Mitogen-activated protein kinase (EC 2.7.11.24)	CXQ85_004324
A0A2V1ATK7	A0A2V1ATK7_9ASCO	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1)	CXQ85_002056
A0A2V1ATN4	A0A2V1ATN4_9ASCO	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	CXQ85_000089
A0A2V1ATT3	A0A2V1ATT3_9ASCO	S-(Hydroxymethyl)glutathione dehydrogenase	CXQ85_002128
A0A2V1ATU6	A0A2V1ATU6_9ASCO	Acyl-coenzyme A diphosphatase SCS3 (EC 3.6.1.-) (FIT family protein SCS3)	SCS3 FIT2B CXQ85_000569
A0A2V1ATV0	A0A2V1ATV0_9ASCO	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (Succinyl-CoA synthetase beta chain) (SCS-beta)	CXQ85_000491
A0A2V1ATW8	A0A2V1ATW8_9ASCO	Serine hydroxymethyltransferase (EC 2.1.2.1)	CXQ85_000589
A0A2V1ATY0	A0A2V1ATY0_9ASCO	Cell division control protein 42 homolog (EC 3.6.5.2)	CXQ85_000270
A0A2V1ATY2	A0A2V1ATY2_9ASCO	Integrase catalytic domain-containing protein	CXQ85_004492
A0A2V1AU06	A0A2V1AU06_9ASCO	Ribosomal RNA-processing protein 8 (EC 2.1.1.-)	CXQ85_000302
A0A2V1AU08	A0A2V1AU08_9ASCO	Adenine deaminase (ADE) (EC 3.5.4.2) (Adenine aminohydrolase) (AAH)	AAH1 CXQ85_000293
A0A2V1AU17	A0A2V1AU17_9ASCO	4-hydroxybenzoate polyprenyltransferase, mitochondrial (4-HB polyprenyltransferase) (EC 2.5.1.39) (4-hydroxybenzoate hexaprenyltransferase) (Para-hydroxybenzoate--polyprenyltransferase) (PHB:PPT) (PHB:polyprenyltransferase)	COQ2 CXQ85_004534
A0A2V1AU80	A0A2V1AU80_9ASCO	Structural maintenance of chromosomes protein 4	CXQ85_000316
A0A2V1AUB5	A0A2V1AUB5_9ASCO	Autophagy-related protein 2	CXQ85_002303
A0A2V1AUB9	A0A2V1AUB9_9ASCO	Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53)	ADI1 CXQ85_000666
A0A2V1AUD0	A0A2V1AUD0_9ASCO	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	CXQ85_000369
