complex_id,avg_correlation,num_proteins,num_pairs,proteins_used
FAL1-SGD1_complex,0.13165445856991256,2,1,"['OG6_102915', 'OG6_101114']"
"GID_E3_ubiquitin_ligase_complex,_GID4_variant",-0.007037748891751687,5,10,"['OG6_102395', 'OG6_104071', 'OG6_103231', 'OG6_102407', 'OG6_102297']"
Endoplasmic_Reticulum_Membrane_Complex,-0.07859774918918594,2,1,"['OG6_102462', 'OG6_102320']"
Glutathione_hydrolase_complex,-0.05473862541615501,2,1,"['OG6_100503', 'OG6_106702']"
CLB1-CDC28_kinase_complex,-0.18158422395065185,2,1,"['OG6_100334', 'OG6_100199']"
CLB3-CDC28_kinase_complex,-0.18158422395065185,2,1,"['OG6_100334', 'OG6_100199']"
CLB4-CDC28_kinase_complex,-0.18158422395065185,2,1,"['OG6_100334', 'OG6_100199']"
CLN2-CDC28_kinase_complex,0.03312059982659216,3,3,"['OG6_100334', 'OG6_222615', 'OG6_100899']"
ATG2-ATG18_complex,0.01129384878631566,2,1,"['OG6_103112', 'OG6_102791']"
TAH18-DRE2_complex,-0.065033247714309,2,1,"['OG6_102453', 'OG6_100390']"
Coenzyme_A-synthesizing_protein_complex,-0.049096348925996854,4,6,"['OG6_100772', 'OG6_102247', 'OG6_101466', 'OG6_101308']"
Glutamyl-tRNA(Gln)_amidotransferase_complex,-0.046829290579084706,2,1,"['OG6_101213', 'OG6_101205']"
Glucosidase_II_complex,-0.06539354547257463,2,1,"['OG6_100592', 'OG6_102618']"
ELG1-RFC_complex_,-0.05405405405405407,4,1,"['OG6_102480', 'OG6_100321', 'OG6_100321', 'OG6_101335']"
"Elongation_Factor_eEF1_complex,_variant_TEF4",0.17866568333813912,3,3,"['OG6_100227', 'OG6_101695', 'OG6_101050']"
PAN1_actin_cytoskeleton-regulatory_complex,0.8572740543991811,3,3,"['OG6_113577', 'OG6_113608', 'OG6_123057']"
Eukaryotic_translation_initiation_factor_2_complex,0.08485341132336988,3,3,"['OG6_101265', 'OG6_101220', 'OG6_101121']"
Eukaryotic_translation_initiation_factor_2B_complex,0.08481911719571561,4,6,"['OG6_102755', 'OG6_101847', 'OG6_102141', 'OG6_101778']"
"Eukaryotic_translation_initiation_factor_4F_complex,_variant_TIF4631",0.4582310225831165,3,3,"['OG6_100627', 'OG6_101294', 'OG6_111107']"
"Eukaryotic_translation_initiation_factor_4F_complex,_variant_TIF4632",0.4582310225831165,3,3,"['OG6_100627', 'OG6_101294', 'OG6_111107']"
ERF1-ERF3_translation_release_factor_complex,0.03855418260329352,2,1,"['OG6_101550', 'OG6_100994']"
DOM34-HBS1_ribosome_dissociation_complex,0.4729729729729729,2,1,"['OG6_103149', 'OG6_101450']"
TOM40_mitochondrial_outer_membrane_translocase_holocomplex,-0.06438361238717932,2,1,"['OG6_104251', 'OG6_111918']"
Adaptor_complex_AP-1,-0.0200426007000145,3,3,"['OG6_100684', 'OG6_101263', 'OG6_101228']"
Adaptor_complex_AP-1R,-0.06711560552140244,2,1,"['OG6_100684', 'OG6_101228']"
Adapter_complex_AP-2,-0.05055353680690761,3,3,"['OG6_100684', 'OG6_101447', 'OG6_102976']"
Adapter_complex_AP-3,-0.046829290579084706,2,1,"['OG6_101595', 'OG6_102126']"
cAMP-dependent_protein_kinase_complex_variant_1,0.11763380078830749,2,1,"['OG6_100326', 'OG6_100449']"
cAMP-dependent_protein_kinase_complex_variant_2,0.11763380078830749,2,1,"['OG6_100326', 'OG6_100449']"
DNA_replication_factor_C_complex,-0.07399630265554202,5,3,"['OG6_102480', 'OG6_100321', 'OG6_101059', 'OG6_100321', 'OG6_101335']"
NDC80_complex,-0.12209353913347193,2,1,"['OG6_103226', 'OG6_116989']"
Mitochondrial_isocitrate_dehydrogenase_complex_(NAD+),0.9796953602250635,2,1,"['OG6_100541', 'OG6_101342']"
Mitochondrial_respiratory_chain_complex_II,0.17270812220224932,4,6,"['OG6_100664', 'OG6_103173', 'OG6_103841', 'OG6_100447']"
Mitochondrial_respiratory_chain_complex_III,0.08790092179550989,7,21,"['OG6_102683', 'OG6_103572', 'OG6_102032', 'OG6_109499', 'OG6_103720', 'OG6_101749', 'OG6_105128']"
Chromatin_assembly_factor_1_complex,-0.11400345906270323,2,1,"['OG6_101102', 'OG6_102357']"
cAMP-dependent_protein_kinase_complex_variant_3,0.11763380078830749,2,1,"['OG6_100326', 'OG6_100449']"
Carbamoyl-phosphate_synthase_arginine-specific,0.986260495936101,2,1,"['OG6_100435', 'OG6_103680']"
mRNA_capping_enzyme_complex,0.0464990554975277,2,1,"['OG6_111222', 'OG6_101990']"
Calcineurin_complex_variant_1,0.7611708276982945,2,1,"['OG6_100566', 'OG6_101614']"
Calcineurin_complex_variant_2,0.7611708276982945,2,1,"['OG6_100566', 'OG6_101614']"
"Nuclear/nucleolar_exosome_complex,_DIS3-RRP6_variant",0.009724828532796107,7,21,"['OG6_101400', 'OG6_103234', 'OG6_101821', 'OG6_101226', 'OG6_102463', 'OG6_101473', 'OG6_129058']"
"Cytoplasmic_exosome_complex,_DIS3_variant",0.0032155514829438317,6,15,"['OG6_101400', 'OG6_103234', 'OG6_101821', 'OG6_101226', 'OG6_102463', 'OG6_129058']"
Actin-related_protein_2/3_complex,-0.04619442098956369,5,10,"['OG6_102757', 'OG6_102934', 'OG6_101628', 'OG6_102024', 'OG6_102851']"
Signal_recognition_particle,0.29333246238699834,6,15,"['OG6_100507', 'OG6_101284', 'OG6_499891', 'OG6_102026', 'OG6_102219', 'OG6_103910']"
ISW1a_chromatin_remodeling_complex,0.08189254821003347,2,1,"['OG6_100877', 'OG6_222577']"
SAGA_complex,0.061499344565383474,15,105,"['OG6_105306', 'OG6_104616', 'OG6_102222', 'OG6_112471', 'OG6_102926', 'OG6_101815', 'OG6_114268', 'OG6_102914', 'OG6_500210', 'OG6_103103', 'OG6_120122', 'OG6_100940', 'OG6_101489', 'OG6_103784', 'OG6_119711']"
Adenylyl_cyclase_complex,-0.007608384994781003,2,1,"['OG6_102913', 'OG6_101374']"
ISW2_chromatin_remodeling_complex,-0.047503174228523466,3,3,"['OG6_108356', 'OG6_103217', 'OG6_100877']"
Box_C/D_snoRNP_complex,0.08006428757904281,4,6,"['OG6_100868', 'OG6_101116', 'OG6_101480', 'OG6_101575']"
ISW2_chromatin_remodeling_complex_variant_2,-0.01572109410145857,2,1,"['OG6_108356', 'OG6_100877']"
Box_H/ACA_ribonucleoprotein_complex,-0.06267260083646788,3,3,"['OG6_102146', 'OG6_102271', 'OG6_100327']"
Anaphase-Promoting_core_complex_,0.01842300047160676,7,21,"['OG6_102501', 'OG6_102790', 'OG6_101939', 'OG6_102115', 'OG6_104954', 'OG6_103498', 'OG6_103028']"
"Anaphase-Promoting_Complex,_CDC20_variant",0.03378468151260166,8,28,"['OG6_102501', 'OG6_102790', 'OG6_101791', 'OG6_101939', 'OG6_102115', 'OG6_104954', 'OG6_103498', 'OG6_103028']"
"Anaphase-Promoting_Complex,_CDH1_variant",0.01842300047160676,7,21,"['OG6_102501', 'OG6_102790', 'OG6_101939', 'OG6_102115', 'OG6_104954', 'OG6_103498', 'OG6_103028']"
Anaphase-Promoting_complex_AMA1_variant,0.01842300047160676,7,21,"['OG6_102501', 'OG6_102790', 'OG6_101939', 'OG6_102115', 'OG6_104954', 'OG6_103498', 'OG6_103028']"
Nuclear_origin_recognition_complex,0.014796936557092308,4,6,"['OG6_102887', 'OG6_500607', 'OG6_100406', 'OG6_104370']"
UTP-C_complex_variant_2,-0.07324674216525885,3,3,"['OG6_100821', 'OG6_103832', 'OG6_102389']"
UTP-C_complex_variant_1,-0.06220907522417994,4,1,"['OG6_100821', 'OG6_100821', 'OG6_103832', 'OG6_102389']"
UTP-C_complex_variant_3,-0.07324674216525885,3,3,"['OG6_100821', 'OG6_103832', 'OG6_102389']"
CURI_complex_variant_1,-0.06220907522417994,4,1,"['OG6_100821', 'OG6_100821', 'OG6_103832', 'OG6_102389']"
CURI_complex_variant_2,-0.07324674216525885,3,3,"['OG6_100821', 'OG6_103832', 'OG6_102389']"
CURI_complex_variant_3,-0.07324674216525885,3,3,"['OG6_100821', 'OG6_103832', 'OG6_102389']"
Elongator_holoenzyme_complex,0.10925801643877003,4,6,"['OG6_137837', 'OG6_103229', 'OG6_103712', 'OG6_100741']"
Signal_recognition_particle_receptor_complex,-0.0377157143202357,2,1,"['OG6_100631', 'OG6_103000']"
NatB_N-alpha-acetyltransferase_complex,-0.06298626852192385,2,1,"['OG6_102129', 'OG6_102465']"
NatA_N-alpha-acetyltransferase_complex,0.150283107014505,3,3,"['OG6_100590', 'OG6_101670', 'OG6_102120']"
Palmitoyltransferase_ERF2/SHR5_complex,-0.07073688181720797,2,1,"['OG6_500327', 'OG6_100625']"
INO80_chromatin_remodeling_complex,0.04179049057777731,9,36,"['OG6_123100', 'OG6_123088', 'OG6_103743', 'OG6_104278', 'OG6_100127', 'OG6_102754', 'OG6_101792', 'OG6_104893', 'OG6_101635']"
ESCRT-I_complex,-0.046829290579084706,2,1,"['OG6_102944', 'OG6_103220']"
MBP_transcription_complex,-0.11070186069251195,2,1,"['OG6_115793', 'OG6_111252']"
GET_complex,0.07556271130976759,3,3,"['OG6_198766', 'OG6_105089', 'OG6_100709']"
"Mitotic_spindle_assembly_checkpoint,_MAD1-MAD2_complex",-0.06917144638660745,2,1,"['OG6_103958', 'OG6_103574']"
"Mitotic_checkpoint_complex,_CDC20-MAD2_subcomplex",-0.08905284928918414,2,1,"['OG6_101791', 'OG6_103574']"
"Mitotic_checkpoint_complex,_MAD2-MAD3-BUB3-CDC20",-0.07792036859819153,3,3,"['OG6_101791', 'OG6_102928', 'OG6_103574']"
CDC24-FAR1-Gbetagamma_complex,-0.01895173160073321,3,3,"['OG6_112509', 'OG6_101247', 'OG6_110251']"
KEOPS_tRNA_N6-adenosine_threonylcarbamoyltransferase_complex,0.6011283391066768,2,1,"['OG6_100288', 'OG6_500766']"
DRS2-CDC50_P4-ATPase_complex,0.21078933020269666,2,1,"['OG6_100927', 'OG6_100089']"
DNF3-CRF1_P4-ATPase_complex,0.07922853521230828,2,1,"['OG6_100927', 'OG6_102565']"
NEO1-MON2-ARL1-DOP1_membrane_remodeling_complex,0.06664059408238264,3,3,"['OG6_101160', 'OG6_102916', 'OG6_102162']"
DNA_mismatch_repair_MutSbeta_complex,-0.11551819645158155,2,1,"['OG6_105075', 'OG6_102031']"
DNA_mismatch_repair_MutSalpha_complex,0.3252628994213014,2,1,"['OG6_102031', 'OG6_100652']"
COMPASS_complex,0.020939857866367276,4,6,"['OG6_102214', 'OG6_101262', 'OG6_103359', 'OG6_102272']"
SKI_complex,0.23126735319163041,3,3,"['OG6_103307', 'OG6_100340', 'OG6_103719']"
DASH_complex,-0.026315789473684216,2,1,"['OG6_117018', 'OG6_122175']"
Cleavage_and_polyadenylation_specificity_factor_complex,0.06264153250664624,10,45,"['OG6_100691', 'OG6_100222', 'OG6_102091', 'OG6_102214', 'OG6_102397', 'OG6_103053', 'OG6_137869', 'OG6_103251', 'OG6_101260', 'OG6_103351']"
"Importin_complex,_KAP60-KAP95",0.32312101302892204,2,1,"['OG6_100442', 'OG6_101642']"
RecQ_helicase-Topo_III_complex,-0.06793905234723145,3,3,"['OG6_101027', 'OG6_100352', 'OG6_104074']"
RNA_polymerase_I_upstream_activating_factor_complex,0.6560688621115215,2,1,"['OG6_100120', 'OG6_100119']"
HICS_complex,0.18068369421918465,4,6,"['OG6_114267', 'OG6_198998', 'OG6_103923', 'OG6_129980']"
MOT1-TBP_transcription_regulation_complex,0.040614777080541155,2,1,"['OG6_100597', 'OG6_101665']"
General_transcription_factor_TFIIIB_complex,0.0648427408349286,3,3,"['OG6_100597', 'OG6_101494', 'OG6_105326']"
General_transcription_factor_TFIIF_complex,-0.025275935865170362,3,3,"['OG6_123100', 'OG6_115055', 'OG6_102568']"
SWI/SNF_chromatin_remodelling_complex,0.25201544657741654,6,15,"['OG6_103095', 'OG6_101122', 'OG6_100909', 'OG6_123100', 'OG6_100964', 'OG6_137766']"
ARGR-MCM1_transcription_regulation_complex,-0.044007653961860044,3,3,"['OG6_186968', 'OG6_113316', 'OG6_103066']"
CoQ_biosynthetic_complex,-0.03335942184618952,5,10,"['OG6_103250', 'OG6_104460', 'OG6_101003', 'OG6_102655', 'OG6_104041']"
Cytoplasmic_dynein_complex,0.32682646240202756,3,3,"['OG6_100025', 'OG6_101571', 'OG6_101264']"
Kinetochore_MIS12_complex,0.018201338288099295,3,3,"['OG6_121243', 'OG6_107147', 'OG6_124902']"
COMA_complex,-0.17627096045294854,2,1,"['OG6_500389', 'OG6_500273']"
DPB11-SLD3-SLD2_DNA_replication_complex,0.32707423458390394,3,3,"['OG6_500056', 'OG6_102493', 'OG6_500639']"
TUL1_E3_ubiquitin_ligase_complex,0.057365769377299945,4,6,"['OG6_105468', 'OG6_104409', 'OG6_112869', 'OG6_102329']"
Global_genome_repair_CUL3-RAD7-RAD16-ELC1_ubiquitin_ligase_complex,-0.06318725340311124,2,1,"['OG6_102066', 'OG6_102390']"
Gamma_tubulin_small_complex,-0.08396742695628599,2,1,"['OG6_101900', 'OG6_101897']"
SDS22-GLC7_phosphatase_complex,0.08634991182056025,2,1,"['OG6_100222', 'OG6_102267']"
SDS22-GLC7-YPI1_phosphatase_complex,0.08634991182056025,2,1,"['OG6_100222', 'OG6_102267']"
REG1-GLC7_phosphatase_complex,-0.09475800096308809,2,1,"['OG6_100222', 'OG6_500869']"
Glycine_decarboxylase_multienzyme_complex_,0.4322447367971447,4,6,"['OG6_100523', 'OG6_100619', 'OG6_101103', 'OG6_101195']"
Glycosylphosphatidylinositol-mannosyltransferase_I_complex,-0.026315789473684216,2,1,"['OG6_121253', 'OG6_102429']"
Glycosylphosphatidylinositol-N-acetylglucosaminyltransferase_complex,-0.0377157143202357,2,1,"['OG6_103823', 'OG6_105076']"
"LMA1_complex,_TRX1_variant",0.9762112137480424,2,1,"['OG6_110554', 'OG6_100096']"
"LMA1_complex,_TRX2_variant",0.9762112137480424,2,1,"['OG6_110554', 'OG6_100096']"
Luminal_surveillance_complex,0.28951982039795376,2,1,"['OG6_100083', 'OG6_101047']"
HTM1-PDI1_exomannosidase_complex,0.5352560946233726,2,1,"['OG6_100478', 'OG6_101442']"
Mitochondrial_2-oxoglutarate_dehydrogenase_complex,0.3644361593419146,3,3,"['OG6_100523', 'OG6_101182', 'OG6_100311']"
MYO2-VAC17-VAC8_transport_complex,-0.15811388300841897,2,1,"['OG6_100101', 'OG6_108710']"
"Nascent_polypeptide-associated_complex,_EGD1-EGD2_variant",0.748608420133247,2,1,"['OG6_101216', 'OG6_101091']"
"Nascent_polypeptide-associated_complex,_BTT1-EGD2_variant",0.748608420133247,2,1,"['OG6_101216', 'OG6_101091']"
Nonsense-mediated_decay_complex,-0.05735393346764045,2,1,"['OG6_101981', 'OG6_103377']"
NRD1_snoRNA_termination_complex,0.09996432413034648,2,1,"['OG6_129981', 'OG6_101455']"
PSTB_lipid_transfer_acceptor_membrane_complex,-0.12175581373539464,2,1,"['OG6_107063', 'OG6_102382']"
RAD53-ASF1_complex,-0.09216541681391492,2,1,"['OG6_101842', 'OG6_101293']"
CDC48-RAD23-UFD2_complex,0.04954120188602784,3,3,"['OG6_100525', 'OG6_101279', 'OG6_101833']"
RAT1-RAI1_RNA_polymerase_II_termination_complex,0.32481469664404555,2,1,"['OG6_104243', 'OG6_100417']"
RTT109-VPS75_histone_acetyltransferase_complex,0.2785230199659492,2,1,"['OG6_132519', 'OG6_113601']"
RVS161-RVS167_amphiphysin_complex,0.06574396037977713,2,1,"['OG6_105748', 'OG6_109735']"
SEC23-LST1_COPII_cargo_recruitment_complex,-0.08427009716003842,2,1,"['OG6_100992', 'OG6_101536']"
SET3C_histone_deacetylase_complex,0.14676832651934865,6,15,"['OG6_100528', 'OG6_118281', 'OG6_102387', 'OG6_100104', 'OG6_100248', 'OG6_103854']"
SLAC_complex,-0.10969978075511487,2,1,"['OG6_113608', 'OG6_104030']"
SLX4-RAD1-RAD10_endonuclease_complex,0.0529139766982781,2,1,"['OG6_101959', 'OG6_102832']"
SAW1-RAD1-RAD10_endonuclease_complex,0.0529139766982781,2,1,"['OG6_101959', 'OG6_102832']"
SMC5-SMC6_SUMO_ligase_complex,0.18637690448000696,5,10,"['OG6_103911', 'OG6_102377', 'OG6_103559', 'OG6_102083', 'OG6_102062']"
SNT2C_histone_deacetylase_complex,0.051220177853156766,2,1,"['OG6_100248', 'OG6_113007']"
SNX4-ATG20_sorting_nexin_complex,0.07444629683114777,2,1,"['OG6_106436', 'OG6_111249']"
SNX4-SNX41_sorting_nexin_complex,0.07444629683114777,2,1,"['OG6_106436', 'OG6_111249']"
Mitochondrial_succinyl-CoA_synthetase_complex,0.9565567443116201,2,1,"['OG6_100409', 'OG6_100834']"
TAP42-RRD2-PPH21_phosphatase_complex,0.5155570190368395,2,1,"['OG6_100547', 'OG6_101438']"
TAP42-RRD2-PPH22_phosphatase_complex,0.5155570190368395,2,1,"['OG6_100547', 'OG6_101438']"
TRAPPIII_protein_complex,-0.08840827068734435,4,6,"['OG6_102403', 'OG6_102292', 'OG6_102833', 'OG6_102399']"
Nuclear_meiotic_cohesin_complex,-0.0511624420526915,2,1,"['OG6_101499', 'OG6_101525']"
UTP-A_complex,0.006207161830341032,5,10,"['OG6_102005', 'OG6_500457', 'OG6_102924', 'OG6_102917', 'OG6_102666']"
UTP-B_complex,0.619821099534997,6,15,"['OG6_102497', 'OG6_102672', 'OG6_102475', 'OG6_102171', 'OG6_102184', 'OG6_102330']"
UBP3-BRE5_ubiquitin_hydrolase_complex,-0.16638902352272053,2,1,"['OG6_102794', 'OG6_103260']"
UBA3-ULA1_E1_enzyme,-0.1350154312168304,2,1,"['OG6_101722', 'OG6_101845']"
NOP8_60s_ribosome_pre-assembly_complex,-0.047768153338037855,4,6,"['OG6_104307', 'OG6_103754', 'OG6_116846', 'OG6_500385']"
TEL2-TTI1-TTI2_complex,-0.0758721223333605,2,1,"['OG6_104423', 'OG6_103878']"
COX1_pre-assembly_complex,-0.12090616173652255,2,1,"['OG6_100423', 'OG6_114133']"
"Tubulin_alpha-beta_heterodimeric_complex,_TUB1_variant",0.9017719296338533,2,1,"['OG6_100137', 'OG6_100108']"
"Tubulin_alpha-beta_heterodimeric_complex,_TUB3_variant",0.9017719296338533,2,1,"['OG6_100137', 'OG6_100108']"
Myosin_class_II_complex,0.29717634300882856,2,1,"['OG6_100110', 'OG6_113025']"
"Myosin_class_V_complex,_MYO4_variant",0.6060306459048617,3,3,"['OG6_100851', 'OG6_100101', 'OG6_113025']"
40S_cytosolic_small_ribosomal_subunit,0.6634800168307572,9,36,"['OG6_100514', 'OG6_100971', 'OG6_101107', 'OG6_100429', 'OG6_100920', 'OG6_101640', 'OG6_100367', 'OG6_101261', 'OG6_100373']"
60S_cytosolic_large_ribosomal_subunit,0.7053738226406907,8,28,"['OG6_100748', 'OG6_101109', 'OG6_100781', 'OG6_100665', 'OG6_100789', 'OG6_100702', 'OG6_100701', 'OG6_101624']"
54S_mitochondrial_large_ribosomal_subunit,0.3487734758502248,31,465,"['OG6_101181', 'OG6_114551', 'OG6_105720', 'OG6_100929', 'OG6_116994', 'OG6_105363', 'OG6_104265', 'OG6_100949', 'OG6_105622', 'OG6_100234', 'OG6_103727', 'OG6_100370', 'OG6_105063', 'OG6_104174', 'OG6_100325', 'OG6_100988', 'OG6_124821', 'OG6_117012', 'OG6_103501', 'OG6_117002', 'OG6_103062', 'OG6_119806', 'OG6_143261', 'OG6_101573', 'OG6_101040', 'OG6_100766', 'OG6_101227', 'OG6_102992', 'OG6_103158', 'OG6_500647', 'OG6_101118']"
37S_mitochondrial_small_ribosomal_subunit,0.09900832947652628,25,253,"['OG6_110914', 'OG6_115955', 'OG6_102116', 'OG6_101240', 'OG6_112859', 'OG6_102025', 'OG6_101759', 'OG6_104516', 'OG6_101155', 'OG6_111592', 'OG6_101408', 'OG6_115945', 'OG6_115955', 'OG6_102117', 'OG6_119810', 'OG6_109870', 'OG6_101451', 'OG6_100373', 'OG6_100333', 'OG6_104079', 'OG6_143686', 'OG6_100367', 'OG6_100208', 'OG6_100322', 'OG6_112794']"
RCL1-BMS1_40S_ribosomal_subunit_maturation_complex,0.6977407149243606,2,1,"['OG6_102522', 'OG6_102112']"
"Nucleosome,_variant_HTA2-HTB2_",0.6420534442221516,4,6,"['OG6_100082', 'OG6_100120', 'OG6_100077', 'OG6_100119']"
"Nucleosome,_variant_HTA2-HTB1_",0.6420534442221516,4,6,"['OG6_100082', 'OG6_100120', 'OG6_100077', 'OG6_100119']"
"Nucleosome,_variant_HTA1-HTB1_",0.6420534442221516,4,6,"['OG6_100082', 'OG6_100120', 'OG6_100077', 'OG6_100119']"
"Nucleosome,_variant_HTZ1-HTB1_",0.7074579717051247,4,6,"['OG6_100082', 'OG6_100120', 'OG6_100119', 'OG6_101774']"
"Nucleosome,_variant_HTZ1-HTB2",0.7074579717051247,4,6,"['OG6_100082', 'OG6_100120', 'OG6_100119', 'OG6_101774']"
Clathrin_complex,0.9591875565887378,2,1,"['OG6_103026', 'OG6_101144']"
CLA4-BEM1-CDC24_polarity_complex,0.1545045612873899,3,3,"['OG6_112509', 'OG6_114264', 'OG6_100484']"
MIH_complex,0.04395520181436035,3,3,"['OG6_113025', 'OG6_103923', 'OG6_101564']"
ATR-ATRIP_DNA_damage-sensing_kinase_complex,0.25059649849243626,2,1,"['OG6_102609', 'OG6_500211']"
SCF-Ydr131c_ubiquitin_ligase_complex,0.057665517462465614,3,3,"['OG6_104162', 'OG6_100934', 'OG6_101330']"
Nuclear_pore_complex,0.08722191627469422,23,136,"['OG6_102783', 'OG6_139042', 'OG6_500518', 'OG6_103333', 'OG6_116656', 'OG6_102040', 'OG6_102040', 'OG6_101883', 'OG6_108801', 'OG6_143877', 'OG6_103030', 'OG6_111140', 'OG6_137446', 'OG6_103478', 'OG6_103638', 'OG6_121211', 'OG6_101756', 'OG6_101756', 'OG6_101264', 'OG6_209971', 'OG6_101941', 'OG6_209971', 'OG6_103111']"
"alpha-1,6-mannosyltransferase_complex,_M-Pol_II_variant",0.03791142113934605,5,10,"['OG6_129583', 'OG6_132885', 'OG6_119656', 'OG6_106964', 'OG6_133176']"
ESCRT-0_complex,-0.05150535271439556,2,1,"['OG6_103033', 'OG6_110729']"
ESCRT-III_complex,-0.05899730483050092,3,3,"['OG6_103236', 'OG6_102450', 'OG6_100985']"
HOPS_tethering_complex,0.058934608316789865,4,6,"['OG6_102537', 'OG6_101460', 'OG6_103391', 'OG6_102133']"
CORVET_tethering_complex,0.052861101250671505,5,10,"['OG6_102537', 'OG6_101460', 'OG6_173107', 'OG6_102677', 'OG6_102133']"
RAVE_complex,-0.06526084182136589,3,3,"['OG6_115930', 'OG6_100934', 'OG6_500644']"
TIM22_mitochondrial_inner_membrane_twin-pore_carrier_translocase_complex,0.04189028980903201,6,15,"['OG6_103037', 'OG6_500836', 'OG6_113593', 'OG6_103064', 'OG6_103841', 'OG6_102845']"
Mitochondrial_processing_peptidase_complex,-0.05173182753754854,2,1,"['OG6_100777', 'OG6_102381']"
Transcription_factor_TFIIA_complex,0.8229100595532387,2,1,"['OG6_107535', 'OG6_103706']"
Protein_farnesyltransferase_complex,0.4028786520369262,2,1,"['OG6_101706', 'OG6_102620']"
Protein_geranylgeranyltransferase_type_I_complex,0.3507853424905877,2,1,"['OG6_103705', 'OG6_102620']"
Protein_geranylgeranyltransferase_type_II_complex,-0.04394808402890489,2,1,"['OG6_102449', 'OG6_103227']"
"Oligosaccharyl_transferase_complex,_OST6_variant",-0.059262691472978545,3,3,"['OG6_103031', 'OG6_100521', 'OG6_102688']"
"Oligosaccharyl_transferase_complex,_OST3_variant",0.029877305719590408,4,6,"['OG6_103031', 'OG6_100521', 'OG6_102688', 'OG6_101708']"
Nucleotide_excision_repair_factor_2_complex,0.2487393196456341,2,1,"['OG6_102113', 'OG6_101279']"
GINS_complex,0.8148921021035788,3,3,"['OG6_102987', 'OG6_102982', 'OG6_103148']"
General_transcription_factor_complex_TFIID,0.048705750317475545,12,66,"['OG6_100597', 'OG6_102824', 'OG6_123100', 'OG6_102926', 'OG6_102499', 'OG6_105779', 'OG6_103103', 'OG6_104008', 'OG6_103964', 'OG6_102177', 'OG6_103784', 'OG6_133395']"
UDP-N-acetylglucosamine_transferase_complex,-0.13024182848307495,2,1,"['OG6_102531', 'OG6_102820']"
Ste4-Ste18_heterodimer,1.3877787807814457e-17,2,1,"['OG6_101247', 'OG6_110251']"
G_protein_heterotrimer,-0.016321851974726572,3,3,"['OG6_100285', 'OG6_101247', 'OG6_110251']"
SF3B_complex,-0.02911641243641766,4,6,"['OG6_101702', 'OG6_102282', 'OG6_102496', 'OG6_102421']"
SF3A_complex,0.20199031551669033,3,3,"['OG6_102364', 'OG6_102246', 'OG6_102158']"
