complex_id,avg_correlation,num_proteins,num_pairs,proteins_used
FET5-FTH1_high_affinity_iron_exporter_complex,-0.08292796479973422,2,1,"['OG6_107140', 'OG6_100257']"
MBP_transcription_complex,0.14458547469981597,2,1,"['OG6_115793', 'OG6_111252']"
GET_complex,-0.13916112040632467,2,1,"['OG6_198766', 'OG6_100709']"
"Mitotic_spindle_assembly_checkpoint,_MAD1-MAD2_complex",-0.07118684968143743,2,1,"['OG6_103958', 'OG6_103574']"
"Mitotic_checkpoint_complex,_CDC20-MAD2_subcomplex",-0.04813109511118896,2,1,"['OG6_101791', 'OG6_103574']"
"Mitotic_checkpoint_complex,_MAD2-MAD3-BUB3-CDC20",-0.0606588253122212,3,3,"['OG6_101791', 'OG6_102928', 'OG6_103574']"
CDC24-FAR1-Gbetagamma_complex,-0.16201851746019652,2,1,"['OG6_112509', 'OG6_101247']"
KEOPS_tRNA_N6-adenosine_threonylcarbamoyltransferase_complex,0.20834531497367992,4,6,"['OG6_100288', 'OG6_500766', 'OG6_103892', 'OG6_104774']"
DRS2-CDC50_P4-ATPase_complex,-0.13319466108225864,2,1,"['OG6_100927', 'OG6_100089']"
DNF1-LEM3_P4-ATPase_complex,-0.0030931451438592147,2,1,"['OG6_100089', 'OG6_138269']"
DNF2-LEM3_P4-ATPase_complex,-0.0030931451438592147,2,1,"['OG6_138269', 'OG6_100089']"
DNF3-CRF1_P4-ATPase_complex,-0.07398532461669938,2,1,"['OG6_100927', 'OG6_102565']"
NEO1-MON2-ARL1-DOP1_membrane_remodeling_complex,0.04145028287030165,4,6,"['OG6_103249', 'OG6_101160', 'OG6_102916', 'OG6_102162']"
DNA_mismatch_repair_MutSbeta_complex,-0.06900655593423544,2,1,"['OG6_105075', 'OG6_102031']"
DNA_mismatch_repair_MutSalpha_complex,0.2844972711960656,2,1,"['OG6_102031', 'OG6_100652']"
COMPASS_complex,0.09564571504913877,6,15,"['OG6_102214', 'OG6_101464', 'OG6_101262', 'OG6_103359', 'OG6_102272', 'OG6_119798']"
SKI_complex,0.1154859092357254,3,3,"['OG6_103307', 'OG6_100340', 'OG6_103719']"
DASH_complex,-0.034841817618746634,3,3,"['OG6_122175', 'OG6_120624', 'OG6_113505']"
Cleavage_and_polyadenylation_specificity_factor_complex,0.05879822688024987,11,55,"['OG6_100691', 'OG6_100222', 'OG6_102091', 'OG6_102214', 'OG6_103053', 'OG6_103165', 'OG6_137869', 'OG6_103251', 'OG6_101260', 'OG6_103351', 'OG6_103283']"
"Importin_complex,_KAP60-KAP95",0.455516475433753,2,1,"['OG6_100442', 'OG6_101642']"
RecQ_helicase-Topo_III_complex,-0.09928058891982623,3,3,"['OG6_101027', 'OG6_100352', 'OG6_104074']"
RNA_polymerase_I_upstream_activating_factor_complex,0.18905281082467798,3,3,"['OG6_100120', 'OG6_100119', 'OG6_104393']"
HICS_complex,0.011453786190699972,3,3,"['OG6_114267', 'OG6_198998', 'OG6_129980']"
MEX67-MTR2_mRNA_nuclear_export_factor_complex,-0.06399221901922214,2,1,"['OG6_500004', 'OG6_102057']"
General_transcription_factor_TFIIIB_complex,-0.06528427303903445,2,1,"['OG6_101494', 'OG6_105326']"
General_transcription_factor_TFIIF_complex,-0.10041928905068676,2,1,"['OG6_115055', 'OG6_102568']"
SWI/SNF_chromatin_remodelling_complex,0.02640665122387409,6,15,"['OG6_103095', 'OG6_101122', 'OG6_100909', 'OG6_103225', 'OG6_100964', 'OG6_137766']"
ARGR-MCM1_transcription_regulation_complex,0.01061099675598772,3,3,"['OG6_186968', 'OG6_113316', 'OG6_103066']"
CoQ_biosynthetic_complex,0.021765619648075243,4,6,"['OG6_103250', 'OG6_102172', 'OG6_104460', 'OG6_102655']"
Central_kinetochore_CTF19_complex,-0.03665904147391028,2,1,"['OG6_143758', 'OG6_121243']"
CUL8-MMS1-MMS22-ESC4_E3_ubiquitin_ligase_complex,0.3607952260897491,2,1,"['OG6_119473', 'OG6_102466']"
CUL8-MMS1-MMS22-CTF4_E3_ubiquitin_ligase_complex,0.040209636589962475,2,1,"['OG6_102719', 'OG6_102466']"
CUL8-MMS1-ORC5_E3_ubiquitin_ligase_complex,-0.08712087927825199,2,1,"['OG6_103513', 'OG6_102466']"
Cytoplasmic_dynein_complex,0.39280679648817884,2,1,"['OG6_100025', 'OG6_101264']"
Kinetochore_MIS12_complex,-0.052558833122763673,2,1,"['OG6_121243', 'OG6_107147']"
DPB11-SLD3-SLD2_DNA_replication_complex,-0.1108523465278052,2,1,"['OG6_500056', 'OG6_102493']"
TUL1_E3_ubiquitin_ligase_complex,-0.038053779878892226,4,6,"['OG6_105468', 'OG6_104409', 'OG6_112869', 'OG6_102329']"
Global_genome_repair_CUL3-RAD7-RAD16-ELC1_ubiquitin_ligase_complex,-0.07320057358024953,4,6,"['OG6_109058', 'OG6_105241', 'OG6_102066', 'OG6_102390']"
Gamma_tubulin_small_complex,-0.025432962605597718,3,3,"['OG6_101900', 'OG6_101897', 'OG6_101925']"
SDS22-GLC7_phosphatase_complex,-0.014513803385368493,2,1,"['OG6_100222', 'OG6_102267']"
SDS22-GLC7-YPI1_phosphatase_complex,0.19018279192531592,3,3,"['OG6_100222', 'OG6_102267', 'OG6_104011']"
REG1-GLC7_phosphatase_complex,-0.14007888143205532,2,1,"['OG6_100222', 'OG6_500869']"
Glycine_decarboxylase_multienzyme_complex_,0.3932429133458186,4,6,"['OG6_100523', 'OG6_100619', 'OG6_101103', 'OG6_101195']"
Glycosylphosphatidylinositol-mannosyltransferase_I_complex,-0.027027027027027032,2,1,"['OG6_121253', 'OG6_102429']"
Glycosylphosphatidylinositol-N-acetylglucosaminyltransferase_complex,-0.038749212914606444,2,1,"['OG6_100580', 'OG6_105076']"
GPI-anchor_transamidase_complex,-0.04886154970674337,4,6,"['OG6_103068', 'OG6_104164', 'OG6_101767', 'OG6_103860']"
"LMA1_complex,_TRX1_variant",-0.04635964355062575,2,1,"['OG6_110554', 'OG6_100096']"
"LMA1_complex,_TRX2_variant",-0.04635964355062575,2,1,"['OG6_110554', 'OG6_100096']"
HTM1-PDI1_exomannosidase_complex,0.07167999310037096,2,1,"['OG6_100478', 'OG6_101442']"
Mitochondrial_2-oxoglutarate_dehydrogenase_complex,0.06979127089059974,3,3,"['OG6_100523', 'OG6_101182', 'OG6_100311']"
MKT1-PBP1_translation_regulation_complex,0.3718639916459085,2,1,"['OG6_109072', 'OG6_111536']"
MYO2-VAC17-VAC8_transport_complex,-0.09174698042719673,2,1,"['OG6_100101', 'OG6_108710']"
"Nascent_polypeptide-associated_complex,_EGD1-EGD2_variant",0.8432989386606311,2,1,"['OG6_101216', 'OG6_101091']"
"Nascent_polypeptide-associated_complex,_BTT1-EGD2_variant",0.8432989386606311,2,1,"['OG6_101216', 'OG6_101091']"
Nonsense-mediated_decay_complex,-0.053174553373949,3,3,"['OG6_101981', 'OG6_103377', 'OG6_104140']"
NRD1_snoRNA_termination_complex,0.041378080336939876,2,1,"['OG6_129981', 'OG6_101455']"
PSTB_lipid_transfer_acceptor_membrane_complex,0.041378080336939876,2,1,"['OG6_107063', 'OG6_102382']"
Peptide:N-glycanase-Rad23_complex,0.8946946157683309,2,1,"['OG6_101279', 'OG6_103952']"
RAD53-ASF1_complex,-0.07834273322022034,2,1,"['OG6_101842', 'OG6_101293']"
CDC48-RAD23-UFD2_complex,-0.06499839097769633,3,3,"['OG6_100525', 'OG6_101279', 'OG6_101833']"
RAT1-RAI1_RNA_polymerase_II_termination_complex,0.15151515151515155,2,1,"['OG6_104243', 'OG6_100417']"
RTT109-VPS75_histone_acetyltransferase_complex,0.35297876191346433,2,1,"['OG6_132519', 'OG6_113601']"
RVS161-RVS167_amphiphysin_complex,-0.09174698042719671,2,1,"['OG6_105748', 'OG6_109735']"
SET3C_histone_deacetylase_complex,0.010292825909247095,6,15,"['OG6_100528', 'OG6_118281', 'OG6_102387', 'OG6_100104', 'OG6_100248', 'OG6_103854']"
SLAC_complex,-0.08282301328557354,2,1,"['OG6_113608', 'OG6_104030']"
RTT107-SLX4-SLX1_complex,-0.09174698042719673,2,1,"['OG6_119473', 'OG6_500568']"
SLX4-RAD1-RAD10_endonuclease_complex,0.15748493772950053,3,3,"['OG6_101959', 'OG6_102832', 'OG6_500568']"
SAW1-RAD1-RAD10_endonuclease_complex,0.23677982184174345,2,1,"['OG6_101959', 'OG6_102832']"
SMC5-SMC6_SUMO_ligase_complex,-0.0065667837521869,5,10,"['OG6_103911', 'OG6_102377', 'OG6_103559', 'OG6_102083', 'OG6_102062']"
SNT2C_histone_deacetylase_complex,0.4623795239898396,2,1,"['OG6_100248', 'OG6_113007']"
SNX4-ATG20_sorting_nexin_complex,-0.07294025576341294,2,1,"['OG6_106436', 'OG6_111249']"
SNX4-SNX41_sorting_nexin_complex,-0.07294025576341294,2,1,"['OG6_106436', 'OG6_111249']"
Mitochondrial_succinyl-CoA_synthetase_complex,0.9789918989509244,2,1,"['OG6_100409', 'OG6_100834']"
TAP42-RRD2-PPH21_phosphatase_complex,-0.06150116618733903,3,3,"['OG6_100547', 'OG6_102570', 'OG6_101438']"
TAP42-RRD2-PPH22_phosphatase_complex,-0.06150116618733903,3,3,"['OG6_100547', 'OG6_102570', 'OG6_101438']"
TRAPPIII_protein_complex,0.03864096625075631,5,10,"['OG6_102403', 'OG6_102292', 'OG6_102833', 'OG6_102532', 'OG6_102793']"
Nuclear_meiotic_cohesin_complex,-0.1796848297060294,2,1,"['OG6_101499', 'OG6_101525']"
UTP-A_complex,-0.01818701361587108,6,15,"['OG6_102005', 'OG6_500457', 'OG6_102924', 'OG6_102917', 'OG6_102263', 'OG6_102666']"
UTP-B_complex,0.07425976096604729,6,15,"['OG6_102497', 'OG6_102672', 'OG6_102475', 'OG6_102171', 'OG6_102184', 'OG6_102330']"
UBP3-BRE5_ubiquitin_hydrolase_complex,-0.12599424750427832,2,1,"['OG6_102794', 'OG6_103260']"
UBA3-ULA1_E1_enzyme,0.4722222222222223,2,1,"['OG6_101722', 'OG6_101845']"
BBP-MUD2_branchpoint-binding_complex_,-0.04813109511118895,2,1,"['OG6_101356', 'OG6_102013']"
NOP8_60s_ribosome_pre-assembly_complex,-0.11396057645963796,2,1,"['OG6_104307', 'OG6_500385']"
TEL2-TTI1-TTI2_complex,-0.13095620211677125,3,3,"['OG6_104423', 'OG6_115935', 'OG6_103878']"
COX1_pre-assembly_complex,0.09010812246177662,3,3,"['OG6_100423', 'OG6_114133', 'OG6_116114']"
"Tubulin_alpha-beta_heterodimeric_complex,_TUB1_variant",0.9454750493123076,2,1,"['OG6_100137', 'OG6_100108']"
"Tubulin_alpha-beta_heterodimeric_complex,_TUB3_variant",0.9454750493123076,2,1,"['OG6_100137', 'OG6_100108']"
Myosin_class_II_complex,0.23404011704029645,2,1,"['OG6_100110', 'OG6_113025']"
"Myosin_class_I_complex,_MYO5_variant",0.13383094893123132,2,1,"['OG6_100851', 'OG6_100187']"
"Myosin_class_I_complex,_MYO3_variant",0.13383094893123132,2,1,"['OG6_100851', 'OG6_100187']"
"Myosin_class_V_complex,_MYO4_variant",0.43612600293737547,3,3,"['OG6_100851', 'OG6_100101', 'OG6_113025']"
40S_cytosolic_small_ribosomal_subunit,0.6266480822519098,9,36,"['OG6_100514', 'OG6_100971', 'OG6_101107', 'OG6_100429', 'OG6_100920', 'OG6_101640', 'OG6_100367', 'OG6_101261', 'OG6_100373']"
60S_cytosolic_large_ribosomal_subunit,0.4452852946500766,8,28,"['OG6_100748', 'OG6_100781', 'OG6_100932', 'OG6_100665', 'OG6_100789', 'OG6_100702', 'OG6_100701', 'OG6_101624']"
54S_mitochondrial_large_ribosomal_subunit,0.5608181519995487,37,666,"['OG6_101181', 'OG6_114551', 'OG6_100929', 'OG6_116994', 'OG6_123089', 'OG6_105363', 'OG6_101282', 'OG6_100949', 'OG6_105622', 'OG6_115525', 'OG6_100234', 'OG6_103727', 'OG6_100370', 'OG6_105063', 'OG6_104174', 'OG6_100325', 'OG6_100988', 'OG6_124821', 'OG6_117012', 'OG6_103501', 'OG6_102880', 'OG6_117002', 'OG6_103062', 'OG6_119806', 'OG6_104091', 'OG6_103648', 'OG6_101573', 'OG6_101040', 'OG6_101056', 'OG6_100766', 'OG6_100842', 'OG6_101227', 'OG6_100942', 'OG6_103158', 'OG6_500647', 'OG6_111451', 'OG6_101118']"
37S_mitochondrial_small_ribosomal_subunit,0.09588629955066871,25,253,"['OG6_115955', 'OG6_102116', 'OG6_500655', 'OG6_101240', 'OG6_112859', 'OG6_102025', 'OG6_101759', 'OG6_104516', 'OG6_101155', 'OG6_111592', 'OG6_101408', 'OG6_119305', 'OG6_115955', 'OG6_102117', 'OG6_119810', 'OG6_109870', 'OG6_101451', 'OG6_100373', 'OG6_100333', 'OG6_101089', 'OG6_143686', 'OG6_100367', 'OG6_100208', 'OG6_100322', 'OG6_112794']"
"Nucleosome,_variant_HTA2-HTB2_",0.6423959657660959,4,6,"['OG6_100082', 'OG6_100120', 'OG6_100077', 'OG6_100119']"
"Nucleosome,_variant_HTA2-HTB1_",0.6423959657660959,4,6,"['OG6_100082', 'OG6_100120', 'OG6_100077', 'OG6_100119']"
"Nucleosome,_variant_HTA1-HTB1_",0.6423959657660959,4,6,"['OG6_100082', 'OG6_100120', 'OG6_100077', 'OG6_100119']"
"Nucleosome,_variant_HTZ1-HTB1_",0.4218538658832362,4,6,"['OG6_100082', 'OG6_100120', 'OG6_100119', 'OG6_101774']"
"Nucleosome,_variant_HTZ1-HTB2",0.4218538658832362,4,6,"['OG6_100082', 'OG6_100120', 'OG6_100119', 'OG6_101774']"
Clathrin_complex,0.8696115432369775,2,1,"['OG6_103026', 'OG6_101144']"
LAS1_RNA_processome_complex,-0.027027027027027032,2,1,"['OG6_103624', 'OG6_103124']"
CLA4-BEM1-CDC24_polarity_complex,0.23882324178491898,3,3,"['OG6_112509', 'OG6_114264', 'OG6_100484']"
MIH_complex,-0.030415083239531508,2,1,"['OG6_113025', 'OG6_101564']"
ATR-ATRIP_DNA_damage-sensing_kinase_complex,0.3470121714725874,2,1,"['OG6_102609', 'OG6_500211']"
SCF-Ydr131c_ubiquitin_ligase_complex,0.1530184730384546,4,6,"['OG6_104162', 'OG6_100934', 'OG6_102466', 'OG6_101330']"
