Entry	Gene Names	Orthomcl ID
A0A2V1AMS9	CXQ85_001390	OG6_101619
A0A2V1AMT2	CXQ85_003220	OG6_100378
A0A2V1AN35	CXQ85_003326	OG6_100454
A0A2V1AN54	CXQ85_003346	OG6_100947
A0A2V1AN76	CXQ85_001472	OG6_100505
A0A2V1ANE0	CXQ85_001371	OG6_101783
A0A2V1ANE9	CXQ85_003655	OG6_108039
A0A2V1ANG3	CXQ85_003263	OG6_111236
A0A2V1ANJ0	CXQ85_003285	OG6_100239
A0A2V1ANJ4	CXQ85_003272	OG6_100179
A0A2V1ANK0	CXQ85_001608	OG6_101635
A0A2V1ANS5	CXQ85_001184	OG6_111222
A0A2V1ANV6	CXQ85_003224	OG6_102323
A0A2V1ANX9	CXQ85_003426	OG6_104865
A0A2V1AP06	CXQ85_001592	OG6_100566
A0A2V1AP49	CXQ85_003358	OG6_100218
A0A2V1AP68	CXQ85_003487	OG6_102960
A0A2V1AP91	CXQ85_001368	OG6_100813
A0A2V1APB2	CXQ85_001080	OG6_105635
A0A2V1APB4	CXQ85_003226	OG6_105683
A0A2V1APF1	CXQ85_003494	OG6_107420
A0A2V1APH3	CXQ85_003470	OG6_101409
A0A2V1APH7	CXQ85_001151	OG6_102975
A0A2V1APH9	CXQ85_001757	OG6_103477
A0A2V1API7	CXQ85_003539	OG6_100501
A0A2V1APJ2	CXQ85_001473	OG6_102374
A0A2V1APN9	CXQ85_003514	OG6_101805
A0A2V1APQ7	CXQ85_003696	OG6_100649
A0A2V1APT1	CXQ85_003643	OG6_101195
A0A2V1APT6	CXQ85_003382	OG6_100390
A0A2V1APT7	CXQ85_001643	OG6_101569
A0A2V1APU2	CXQ85_003610	OG6_102145
A0A2V1APU9	CXQ85_001880	OG6_100547
A0A2V1APV0	CXQ85_002042	OG6_101438
A0A2V1APV7	CXQ85_001696	OG6_101586
A0A2V1APW6	CXQ85_001675	OG6_103116
A0A2V1AQ16	CXQ85_001725	OG6_100236
A0A2V1AQ24	CXQ85_001756	OG6_100069
A0A2V1AQ37	CXQ85_001745	OG6_101341
A0A2V1AQ58	CXQ85_001993	OG6_100411
A0A2V1AQ61	CXQ85_003712	OG6_100751
A0A2V1AQ62	CXQ85_001657	OG6_105089
A0A2V1AQ82	CXQ85_001679	OG6_102643
A0A2V1AQA8	CXQ85_002045	OG6_100216
A0A2V1AQB9	CXQ85_002055	OG6_112762
A0A2V1AQC7	CXQ85_001772	OG6_100379
A0A2V1AQC9	CXQ85_001471	OG6_100089
A0A2V1AQG2	CXQ85_001741	OG6_100457
A0A2V1AQH1	CXQ85_001878	OG6_100359
A0A2V1AQK4	CXQ85_001940	OG6_103754
A0A2V1AQM1	CXQ85_003664	OG6_101003
A0A2V1AQN0	CXQ85_003674	OG6_101202
A0A2V1AQN6	CXQ85_001577	OG6_101679
A0A2V1AQQ6	CXQ85_003409	OG6_101938
A0A2V1AQR2	CXQ85_002003	OG6_100369
A0A2V1AQR8	CXQ85_001971	OG6_102326
A0A2V1AQS4	CXQ85_001871	OG6_102125
A0A2V1AQT9	CXQ85_001651	OG6_101316
A0A2V1AQU7	CXQ85_001892	OG6_101600
A0A2V1AQV4	CXQ85_001902	OG6_100741
A0A2V1AQX0	CXQ85_001914	OG6_101404
A0A2V1AQY1	CXQ85_002043	OG6_105606
A0A2V1AQZ5	CXQ85_001944	OG6_101598
A0A2V1AR32	CXQ85_001977	OG6_101634
A0A2V1AR42	CXQ85_002105	OG6_198766
A0A2V1AR85	CXQ85_002374	OG6_102136
A0A2V1AR89	CXQ85_003621	OG6_100352
A0A2V1ARB5	CXQ85_001835	OG6_101751
A0A2V1ARC5	CXQ85_003347	OG6_101999
A0A2V1ARJ0	CXQ85_002141	OG6_109302
A0A2V1ARJ1	CXQ85_001916	OG6_100815
A0A2V1ARM6	CXQ85_002311	OG6_105635
A0A2V1ARN8	CXQ85_003448	OG6_103857
A0A2V1ART9	CXQ85_002245	OG6_100563
A0A2V1ARY3	CXQ85_001822	OG6_101496
A0A2V1ARY4	CXQ85_002072	OG6_102789
A0A2V1ARZ6	CXQ85_002083	OG6_100288
A0A2V1AS01	CXQ85_002429	OG6_100639
A0A2V1AS42	CXQ85_001883	OG6_100902
A0A2V1AS56	CXQ85_002358	OG6_100822
A0A2V1AS72	CXQ85_003649	OG6_100329
A0A2V1AS85	CXQ85_002398	OG6_112755
A0A2V1AS86	CXQ85_001933	OG6_101867
A0A2V1AS94	CXQ85_002411	OG6_101144
A0A2V1ASA2	CXQ85_003679	OG6_102581
A0A2V1ASB7	CXQ85_004254	OG6_101205
A0A2V1ASB8	CXQ85_002204	OG6_100906
A0A2V1ASG9	CXQ85_004186	OG6_101651
A0A2V1ASH2	CXQ85_004239	OG6_110538
A0A2V1ASJ4	CXQ85_001688	OG6_101599
A0A2V1ASJ5	CXQ85_000035	OG6_101160
A0A2V1ASJ6	CXQ85_004337	OG6_100613
A0A2V1ASK0	CXQ85_002277	OG6_102085
A0A2V1ASL1	CXQ85_000045	OG6_103887
A0A2V1ASL6	CXQ85_004236	OG6_142788
A0A2V1AST6	CXQ85_004400	OG6_102181
A0A2V1ASU9	CXQ85_000249	OG6_101068
A0A2V1ASW7	CXQ85_004350	OG6_100470
A0A2V1ASW9	CXQ85_004407	OG6_103095
A0A2V1ASX5	CXQ85_002181	OG6_101270
A0A2V1ASX7	CXQ85_004360	OG6_113577
A0A2V1ASY6	CXQ85_004372	OG6_100069
A0A2V1AT23	CXQ85_001870	OG6_100559
A0A2V1AT30	CXQ85_004416	OG6_100659
A0A2V1AT36	CXQ85_004481	OG6_101667
A0A2V1AT38	CXQ85_002244	OG6_101771
A0A2V1AT57	CXQ85_000354	OG6_103138
A0A2V1AT92	CXQ85_004543	OG6_100821
A0A2V1AT98	CXQ85_004498	OG6_101453
A0A2V1ATA1	CXQ85_004240	OG6_101388
A0A2V1ATC5	CXQ85_001974	OG6_102735
A0A2V1ATG2	CXQ85_000060	OG6_101690
A0A2V1ATH6	CXQ85_004324	OG6_102675
A0A2V1ATK7	CXQ85_002056	OG6_100664
A0A2V1ATN4	CXQ85_000089	OG6_100534
A0A2V1ATT3	CXQ85_002128	OG6_100471
A0A2V1ATU6	CXQ85_000569	OG6_105238
A0A2V1ATV0	CXQ85_000491	OG6_100409
A0A2V1ATW8	CXQ85_000589	OG6_100262
A0A2V1ATY0	CXQ85_000270	OG6_104797
A0A2V1ATY2	CXQ85_004492	OG6_100069
A0A2V1AU06	CXQ85_000302	OG6_102474
A0A2V1AU08	CXQ85_000293	OG6_103627
A0A2V1AU17	CXQ85_004534	OG6_101249
A0A2V1AU80	CXQ85_000316	OG6_101525
A0A2V1AUB5	CXQ85_002303	OG6_102791
A0A2V1AUB9	CXQ85_000666	OG6_102069
A0A2V1AUD0	CXQ85_000369	OG6_100995
A0A2V1AUD1	CXQ85_000361	OG6_103728
A0A2V1AUD5	CXQ85_000101	OG6_102165
A0A2V1AUD8	CXQ85_000689	OG6_100907
A0A2V1AUL2	CXQ85_000444	OG6_102972
A0A2V1AUN0	CXQ85_000464	OG6_105385
A0A2V1AUQ0	CXQ85_000526	OG6_101108
A0A2V1AUQ2	CXQ85_000822	OG6_112022
A0A2V1AUR7	CXQ85_000505	OG6_102525
A0A2V1AUS0	CXQ85_000028	OG6_124904
A0A2V1AUU9	CXQ85_000058	OG6_103524
A0A2V1AUV1	CXQ85_000577	OG6_101916
A0A2V1AUV9	CXQ85_000068	OG6_100697
A0A2V1AUX8	CXQ85_000566	OG6_101725
A0A2V1AV65	CXQ85_004278	OG6_102072
A0A2V1AV85	CXQ85_004299	OG6_102565
A0A2V1AV96	CXQ85_000735	OG6_102172
A0A2V1AVC6	CXQ85_000722	OG6_101262
A0A2V1AVD9	CXQ85_004749	OG6_103198
A0A2V1AVE6	CXQ85_000743	OG6_111526
A0A2V1AVH7	CXQ85_000773	OG6_101854
A0A2V1AVH9	CXQ85_000817	OG6_101640
A0A2V1AVL4	CXQ85_004827	OG6_103699
A0A2V1AVM3	CXQ85_000832	OG6_101336
A0A2V1AVN4	CXQ85_000843	OG6_101162
A0A2V1AVP3	CXQ85_000854	OG6_100712
A0A2V1AVQ6	CXQ85_004477	OG6_100364
A0A2V1AVS6	CXQ85_004889	OG6_101850
A0A2V1AVU9	CXQ85_004643	OG6_101049
A0A2V1AVZ3	CXQ85_004629	OG6_101713
A0A2V1AW05	CXQ85_004634	OG6_100562
A0A2V1AW11	CXQ85_004647	OG6_102668
A0A2V1AW13	CXQ85_004693	OG6_102884
A0A2V1AWA9	CXQ85_004753	OG6_110260
A0A2V1AWB7	CXQ85_000595	OG6_103680
A0A2V1AWC7	CXQ85_000605	OG6_102020
A0A2V1AWC8	CXQ85_004781	OG6_101473
A0A2V1AWF9	CXQ85_004793	OG6_101264
A0A2V1AWG4	CXQ85_005009	OG6_100431
A0A2V1AWG6	CXQ85_000647	OG6_100903
A0A2V1AWG8	CXQ85_004822	OG6_101842
A0A2V1AWI1	CXQ85_000669	OG6_102802
A0A2V1AWI8	CXQ85_004887	OG6_100342
A0A2V1AWJ0	CXQ85_000871	OG6_102343
A0A2V1AWJ5	CXQ85_004834	OG6_101659
A0A2V1AWJ6	CXQ85_005036	OG6_100435
A0A2V1AWK1	CXQ85_004839	OG6_100632
A0A2V1AWK7	CXQ85_005049	OG6_102175
A0A2V1AWN6	CXQ85_004590	OG6_101231
A0A2V1AWR8	CXQ85_000774	OG6_102717
A0A2V1AWX7	CXQ85_005159	OG6_100089
A0A2V1AWZ2	CXQ85_005183	OG6_108099
A0A2V1AX02	CXQ85_004943	OG6_100418
A0A2V1AX32	CXQ85_004940	OG6_101387
A0A2V1AX40	CXQ85_004997	OG6_102413
A0A2V1AX96	CXQ85_005402	OG6_102563
A0A2V1AXA7	CXQ85_005412	OG6_100496
A0A2V1AXA8	CXQ85_005054	OG6_100313
A0A2V1AXB1	CXQ85_005021	OG6_104840
A0A2V1AXC3	CXQ85_004987	OG6_100284
A0A2V1AXD0	CXQ85_004679	OG6_103841
A0A2V1AXE3	CXQ85_002476	OG6_103743
A0A2V1AXG1	CXQ85_004712	OG6_100263
A0A2V1AXJ9	CXQ85_004752	OG6_100069
A0A2V1AXN0	CXQ85_004782	OG6_101130
A0A2V1AXP0	CXQ85_005192	OG6_102537
A0A2V1AXP8	CXQ85_005189	OG6_100919
A0A2V1AXQ9	CXQ85_005212	OG6_106961
A0A2V1AXR0	CXQ85_005156	OG6_100975
A0A2V1AXT7	CXQ85_005242	OG6_100752
A0A2V1AXV1	CXQ85_001401	OG6_100069
A0A2V1AXV5	CXQ85_004863	OG6_100262
A0A2V1AXW2	CXQ85_002675	OG6_102322
A0A2V1AXX7	CXQ85_005218	OG6_101887
A0A2V1AXX8	CXQ85_005246	OG6_102183
A0A2V1AY00	CXQ85_005203	OG6_101994
A0A2V1AY54	CXQ85_002507	OG6_101164
A0A2V1AY82	CXQ85_002786	OG6_103317
A0A2V1AY94	CXQ85_002483	OG6_102056
A0A2V1AYF1	CXQ85_005097	OG6_102101
A0A2V1AYI2	CXQ85_005127	OG6_105799
A0A2V1AYM2	CXQ85_002690	OG6_102138
A0A2V1AYR0	CXQ85_002730	OG6_102827
A0A2V1AYR7	CXQ85_004646	OG6_100800
A0A2V1AYT2	CXQ85_005094	OG6_101866
A0A2V1AYT9	CXQ85_002979	OG6_103256
A0A2V1AYU5	CXQ85_002774	OG6_100414
A0A2V1AYV9	CXQ85_002994	OG6_101742
A0A2V1AYW7	CXQ85_002758	OG6_101983
A0A2V1AYX1	CXQ85_002664	OG6_103565
A0A2V1AZ23	CXQ85_002714	OG6_100396
A0A2V1AZ25	CXQ85_002465	OG6_101046
A0A2V1AZ32	CXQ85_002790	OG6_100794
A0A2V1AZ36	CXQ85_002876	OG6_100218
A0A2V1AZ56	CXQ85_005207	OG6_104243
A0A2V1AZA6	CXQ85_004881	OG6_101792
A0A2V1AZD8	CXQ85_002944	OG6_101402
A0A2V1AZE3	CXQ85_003727	OG6_101632
A0A2V1AZL1	CXQ85_003062	OG6_108914
A0A2V1AZQ1	CXQ85_002577	OG6_101293
A0A2V1AZT0	CXQ85_003096	OG6_100691
A0A2V1AZV5	CXQ85_002928	OG6_102655
A0A2V1AZX1	CXQ85_003149	OG6_101632
A0A2V1AZX3	CXQ85_003152	OG6_102067
A0A2V1AZY2	CXQ85_002678	OG6_101296
A0A2V1B015	CXQ85_003951	OG6_100981
A0A2V1B020	CXQ85_003788	OG6_100069
A0A2V1B022	CXQ85_003948	OG6_101373
A0A2V1B044	CXQ85_002748	OG6_100687
A0A2V1B056	CXQ85_002885	OG6_102426
A0A2V1B0B3	CXQ85_003083	OG6_100507
A0A2V1B0B5	CXQ85_004040	OG6_101177
A0A2V1B0B9	CXQ85_002945	OG6_118316
A0A2V1B0G9	CXQ85_003000	OG6_100573
A0A2V1B0H6	CXQ85_003905	OG6_100089
A0A2V1B0K0	CXQ85_003030	OG6_101013
A0A2V1B0L1	CXQ85_003946	OG6_101828
A0A2V1B0R0	CXQ85_002997	OG6_103907
A0A2V1B0R8	CXQ85_003007	OG6_105226
A0A2V1B0S9	CXQ85_003809	OG6_104759
A0A2V1B0U7	CXQ85_004058	OG6_103117
A0A2V1B105	CXQ85_004139	OG6_101348
A0A2V1B119	CXQ85_003786	OG6_101990
A0A2V1B136	CXQ85_003816	OG6_101499
A0A2V1B154	CXQ85_003981	OG6_104734
A0A2V1B1E4	CXQ85_002787	OG6_101312
A0A2V1B1P9	CXQ85_004130	OG6_100108
A0A2V1B1Q0	CXQ85_004046	OG6_100169
A0A2V1B1R9	CXQ85_002971	OG6_101479
A0A2V1B1W6	CXQ85_003045	OG6_102429
A0A2V1B2K2	CXQ85_003963	OG6_109868
A0A2V1B2M8	CXQ85_004014	OG6_101178
A0A2V1AJX1	CXQ85_000889	OG6_105688
A0A2V1AJZ2	CXQ85_000899	OG6_101359
A0A2V1AK00	CXQ85_000909	OG6_100316
A0A2V1AK20	CXQ85_000929	OG6_103824
A0A2V1AK40	CXQ85_000950	OG6_104021
A0A2V1AK50	CXQ85_000962	OG6_105326
A0A2V1AK65	CXQ85_000983	OG6_102246
A0A2V1AK74	CXQ85_000993	OG6_137720
A0A2V1AK94	CXQ85_001013	OG6_101628
A0A2V1AKA3	CXQ85_001023	OG6_104988
A0A2V1AKE3	CXQ85_001066	OG6_112353
A0A2V1AKF1	CXQ85_001076	OG6_102324
A0A2V1AKH0	CXQ85_001096	OG6_103309
A0A2V1AKI0	CXQ85_001107	OG6_102996
A0A2V1AKK0	CXQ85_001127	OG6_102847
A0A2V1AKK8	CXQ85_001137	OG6_115844
A0A2V1AKL7	CXQ85_001147	OG6_102399
A0A2V1AKN1	CXQ85_000892	OG6_102820
A0A2V1AKP8	CXQ85_000902	OG6_103927
A0A2V1AKQ7	CXQ85_001188	OG6_100484
A0A2V1AKR5	CXQ85_000922	OG6_115946
A0A2V1AKR7	CXQ85_001199	OG6_100144
A0A2V1AKS3	CXQ85_000932	OG6_104575
A0A2V1AKS6	CXQ85_001209	OG6_103646
A0A2V1AKT3	CXQ85_001219	OG6_101052
A0A2V1AKU1	CXQ85_000953	OG6_100455
A0A2V1AKU9	CXQ85_000965	OG6_101386
A0A2V1AKV9	CXQ85_000975	OG6_100011
A0A2V1AKW1	CXQ85_001249	OG6_101118
A0A2V1AKX4	CXQ85_001259	OG6_101921
A0A2V1AKX9	CXQ85_000996	OG6_222561
A0A2V1AKY8	CXQ85_001006	OG6_101689
A0A2V1AKZ4	CXQ85_001281	OG6_118235
A0A2V1AL02	CXQ85_001291	OG6_104282
A0A2V1AL06	CXQ85_001026	OG6_100304
A0A2V1AL11	CXQ85_001301	OG6_103250
A0A2V1AL22	CXQ85_001311	OG6_121034
A0A2V1AL50	CXQ85_001342	OG6_100525
A0A2V1AL53	CXQ85_001079	OG6_103046
A0A2V1AL59	CXQ85_000901	OG6_102291
A0A2V1AL61	CXQ85_001352	OG6_100101
A0A2V1AL63	CXQ85_001089	OG6_101059
A0A2V1AL77	CXQ85_000890	OG6_127329
A0A2V1AL78	CXQ85_000921	OG6_156413
A0A2V1AL84	CXQ85_001110	OG6_107650
A0A2V1AL94	CXQ85_000942	OG6_100157
A0A2V1ALA6	CXQ85_001402	OG6_103515
A0A2V1ALA9	CXQ85_001140	OG6_101829
A0A2V1ALB5	CXQ85_000952	OG6_113593
A0A2V1ALC2	CXQ85_000964	OG6_100220
A0A2V1ALC9	CXQ85_001160	OG6_115064
A0A2V1ALD8	CXQ85_000985	OG6r20_115406
A0A2V1ALD9	CXQ85_001171	OG6_101886
A0A2V1ALE4	CXQ85_001181	OG6_100523
A0A2V1ALF1	CXQ85_000995	OG6_102579
A0A2V1ALG6	CXQ85_001202	OG6_100839
A0A2V1ALG9	CXQ85_001015	OG6_186829
A0A2V1ALH9	CXQ85_000973	OG6_100144
A0A2V1ALI1	CXQ85_000907	OG6_101212
A0A2V1ALI5	CXQ85_001222	OG6_103276
A0A2V1ALI9	CXQ85_000984	OG6_100737
A0A2V1ALJ1	CXQ85_000917	OG6_102222
A0A2V1ALJ7	CXQ85_001047	OG6_100577
A0A2V1ALK0	CXQ85_001477	OG6_100327
A0A2V1ALK5	CXQ85_001057	OG6_100725
A0A2V1ALL1	CXQ85_001488	OG6_112509
A0A2V1ALL2	CXQ85_000938	OG6_102772
A0A2V1ALL9	CXQ85_000948	OG6_100581
A0A2V1ALM1	CXQ85_000894	OG6_102767
A0A2V1ALM3	CXQ85_001014	OG6_102776
A0A2V1ALM4	CXQ85_001498	OG6_107815
A0A2V1ALM8	CXQ85_000960	OG6_111250
A0A2V1ALP7	CXQ85_000981	OG6_105071
A0A2V1ALP8	CXQ85_000914	OG6_114877
A0A2V1ALP9	CXQ85_001109	OG6_104452
A0A2V1ALQ3	CXQ85_001528	OG6_103228
A0A2V1ALQ4	CXQ85_001294	OG6_100625
A0A2V1ALQ7	CXQ85_000991	OG6_102025
A0A2V1ALR0	CXQ85_001119	OG6_101124
A0A2V1ALR1	CXQ85_000896	OG6_101019
A0A2V1ALR6	CXQ85_001001	OG6_109735
A0A2V1ALS1	CXQ85_001067	OG6_102548
A0A2V1ALS4	CXQ85_001552	OG6_101721
A0A2V1ALS6	CXQ85_001011	OG6_122175
A0A2V1ALT0	CXQ85_000906	OG6_101697
A0A2V1ALT1	CXQ85_001077	OG6_112515
A0A2V1ALT2	CXQ85_001324	OG6_101218
A0A2V1ALT6	CXQ85_001021	OG6_100282
A0A2V1ALT7	CXQ85_001149	OG6_103775
A0A2V1ALU0	CXQ85_000916	OG6_102911
A0A2V1ALU2	CXQ85_001334	OG6_109251
A0A2V1ALU3	CXQ85_000967	OG6_100541
A0A2V1ALU7	CXQ85_001031	OG6_100850
A0A2V1ALV3	CXQ85_001345	OG6_100619
A0A2V1ALV5	CXQ85_001170	OG6_101172
A0A2V1ALW0	CXQ85_001108	OG6_103222
A0A2V1ALW2	CXQ85_000988	OG6_500046
A0A2V1ALW3	CXQ85_001355	OG6_101474
A0A2V1ALW6	CXQ85_001593	OG6_100277
A0A2V1ALW7	CXQ85_001180	OG6_100669
A0A2V1ALW9	CXQ85_000998	OG6_100351
A0A2V1ALX6	CXQ85_001603	OG6_102211
A0A2V1ALX9	CXQ85_001128	OG6_102783
A0A2V1ALY4	CXQ85_001375	OG6_101137
A0A2V1ALY5	CXQ85_001074	OG6_100703
A0A2V1ALY8	CXQ85_001613	OG6r20_101516
A0A2V1ALY9	CXQ85_001138	OG6_100927
A0A2V1ALZ1	CXQ85_001018	OG6_100716
A0A2V1ALZ3	CXQ85_001385	OG6_100996
A0A2V1ALZ8	CXQ85_001623	OG6_100634
A0A2V1AM02	CXQ85_001395	OG6_101323
A0A2V1AM04	CXQ85_001028	OG6_103433
A0A2V1AM05	CXQ85_000990	OG6_103112
A0A2V1AM13	CXQ85_001038	OG6_100318
A0A2V1AM14	CXQ85_001405	OG6_102597
A0A2V1AM20	CXQ85_001115	OG6_101211
A0A2V1AM24	CXQ85_001010	OG6_100666
A0A2V1AM27	CXQ85_003186	OG6_139042
A0A2V1AM29	CXQ85_000888	OG6_105688
A0A2V1AM30	CXQ85_001125	OG6_107446
A0A2V1AM33	CXQ85_001020	OG6_102485
A0A2V1AM38	CXQ85_003196	OG6_102742
A0A2V1AM40	CXQ85_001135	OG6_100198
A0A2V1AM42	CXQ85_001437	OG6_101741
A0A2V1AM44	CXQ85_001200	OG6_101294
A0A2V1AM45	CXQ85_001261	OG6_103999
A0A2V1AM48	CXQ85_003206	OG6_104704
A0A2V1AM49	CXQ85_001081	OG6_102876
A0A2V1AM50	CXQ85_001145	OG6_210852
A0A2V1AM57	CXQ85_000908	OG6_111461
A0A2V1AM60	CXQ85_003216	OG6_104144
A0A2V1AM61	CXQ85_001155	OG6_101971
A0A2V1AM62	CXQ85_001460	OG6_103579
A0A2V1AM67	CXQ85_000918	OG6_101314
A0A2V1AM70	CXQ85_001470	OG6_105857
A0A2V1AM75	CXQ85_001293	OG6_103308
A0A2V1AM77	CXQ85_001073	OG6_103520
A0A2V1AM81	CXQ85_001481	OG6_101849
A0A2V1AM83	CXQ85_001240	OG6_111918
A0A2V1AM84	CXQ85_001303	OG6_112760
A0A2V1AM86	CXQ85_000939	OG6r20_101793
A0A2V1AM87	CXQ85_001083	OG6_104311
A0A2V1AM89	CXQ85_001186	OG6_104881
A0A2V1AM90	CXQ85_001491	OG6_101674
A0A2V1AM91	CXQ85_001122	OG6_103288
A0A2V1AM93	CXQ85_001250	OG6_102167
A0A2V1AM98	CXQ85_001197	OG6_103329
A0A2V1AMA0	CXQ85_001132	OG6_101377
A0A2V1AMA1	CXQ85_003261	OG6_104017
A0A2V1AMB2	CXQ85_001511	OG6_101673
A0A2V1AMB3	CXQ85_001271	OG6_104893
A0A2V1AMB7	CXQ85_000971	OG6_100642
A0A2V1AMB8	CXQ85_001217	OG6_119416
A0A2V1AMC2	CXQ85_001282	OG6_102318
A0A2V1AMC3	CXQ85_001152	OG6_101642
A0A2V1AMC5	CXQ85_001124	OG6_104777
A0A2V1AMC8	CXQ85_001344	OG6_100083
A0A2V1AMD0	CXQ85_003293	OG6_100780
A0A2V1AMD2	CXQ85_001531	OG6_102180
A0A2V1AMD3	CXQ85_001163	OG6_104555
A0A2V1AMD4	CXQ85_001134	OG6_102868
A0A2V1AMD8	CXQ85_001354	OG6_143281
A0A2V1AME1	CXQ85_001173	OG6_107467
A0A2V1AME4	CXQ85_001144	OG6_117943
A0A2V1AMF3	CXQ85_001183	OG6_101465
A0A2V1AMF5	CXQ85_003313	OG6_122793
A0A2V1AMG0	CXQ85_001374	OG6_101845
A0A2V1AMG3	CXQ85_001022	OG6_100072
A0A2V1AMG4	CXQ85_001193	OG6_102045
A0A2V1AMG6	CXQ85_001267	OG6_100076
A0A2V1AMH0	CXQ85_001175	OG6_104816
A0A2V1AMH1	CXQ85_001576	OG6_100892
A0A2V1AMH4	CXQ85_001204	OG6_500422
A0A2V1AMH5	CXQ85_001343	OG6_101277
A0A2V1AMH8	CXQ85_001278	OG6_101440
A0A2V1AMI2	CXQ85_001586	OG6_100476
A0A2V1AMI4	CXQ85_001353	OG6_105067
A0A2V1AMI5	CXQ85_001214	OG6_102617
A0A2V1AMI7	CXQ85_003343	OG6_101072
A0A2V1AMI8	CXQ85_001289	OG6_101107
A0A2V1AMI9	CXQ85_001196	OG6_103858
A0A2V1AMJ2	CXQ85_001404	OG6_100860
A0A2V1AMJ5	CXQ85_001224	OG6_102497
A0A2V1AMK2	CXQ85_001373	OG6_105470
A0A2V1AMK5	CXQ85_001309	OG6_100913
A0A2V1AMK6	CXQ85_001234	OG6_100299
A0A2V1AML2	CXQ85_001616	OG6r20_101974
A0A2V1AML8	CXQ85_001226	OG6_102392
A0A2V1AMM1	CXQ85_001627	OG6_100026
A0A2V1AMM5	CXQ85_001329	OG6_129934
A0A2V1AMM6	CXQ85_001085	OG6_103051
A0A2V1AMM8	CXQ85_001095	OG6_101229
A0A2V1AMM9	CXQ85_001236	OG6_104251
A0A2V1AMN0	CXQ85_001403	OG6_102708
A0A2V1AMN2	CXQ85_003383	OG6_102538
A0A2V1AMN5	CXQ85_001447	OG6_103000
A0A2V1AMN6	CXQ85_001637	OG6_115961
A0A2V1AMN9	CXQ85_001246	OG6_100903
A0A2V1AMP0	CXQ85_001275	OG6_102673
A0A2V1AMP3	CXQ85_003393	OG6_101733
A0A2V1AMQ0	CXQ85_001360	OG6_112813
A0A2V1AMQ1	CXQ85_003189	OG6_101102
A0A2V1AMQ6	CXQ85_001469	OG6_101934
A0A2V1AMQ8	CXQ85_001296	OG6_103841
A0A2V1AMR1	CXQ85_001266	OG6_101424
A0A2V1AMR2	CXQ85_003199	OG6_100909
A0A2V1AMR5	CXQ85_003413	OG6_104146
A0A2V1AMR7	CXQ85_001446	OG6_102633
A0A2V1AMR8	CXQ85_001380	OG6_102110
A0A2V1AMS3	CXQ85_003209	OG6_100635
A0A2V1AMS7	CXQ85_001458	OG6_152921
A0A2V1AMT7	CXQ85_001298	OG6_101396
A0A2V1AMU0	CXQ85_001156	OG6_101106
A0A2V1AMU6	CXQ85_001478	OG6_500327
A0A2V1AMU7	CXQ85_001167	OG6_102812
A0A2V1AMU9	CXQ85_001308	OG6_100420
A0A2V1AMV1	CXQ85_001336	OG6_101769
A0A2V1AMV2	CXQ85_003242	OG6_101696
A0A2V1AMV3	CXQ85_001520	OG6_102905
A0A2V1AMV8	CXQ85_001318	OG6_102188
A0A2V1AMW1	CXQ85_001347	OG6_100127
A0A2V1AMW2	CXQ85_003254	OG6_112959
