Uniprot ID	Orthomcl ID
A0A1D8PNP9	OG6_102418
A0A1D8PNS1	OG6_112762
A0A1D8PP00	OG6_102008
A0A1D8PP04	OG6_102094
A0A1D8PP14	OG6_100717
A0A1D8PP58	OG6_101614
A0A1D8PPC1	OG6_105019
A0A1D8PPC8	OG6_102613
A0A1D8PPD8	OG6_100257
A0A1D8PPE0	OG6_100971
A0A1D8PPE6	OG6_100257
A0A1D8PPG7	OG6_102960
A0A1D8PPJ3	OG6_119603
A0A1D8PPN6	OG6_100702
A0A1D8PPT5	OG6_100370
A0A1D8PPU8	OG6_101841
A0A1D8PPV5	OG6_101404
A0A1D8PQ26	OG6_100649
A0A1D8PQ59	OG6_101128
A0A1D8PQ62	OG6_104245
A0A1D8PQ75	OG6_105094
A0A1D8PQ82	OG6_101829
A0A1D8PQ84	OG6_106789
A0A1D8PQA0	OG6_100222
A0A1D8PQA6	OG6_101734
A0A1D8PQH7	OG6_103907
A0A1D8PQI4	OG6_100819
A0A1D8PQK5	OG6_103350
A0A1D8PQL1	OG6_102160
A0A1D8PQL3	OG6_103009
A0A1D8PQL4	OG6_100577
A0A1D8PQP2	OG6_101335
A0A1D8PQZ0	OG6_100479
A0A1D8PR50	OG6_102392
A0A1D8PR52	OG6_101544
A0A1D8PRB3	OG6_100262
A0A1D8PRE0	OG6_102261
A0A1D8PRE9	OG6_101130
A0A1D8PRI0	OG6_109462
A0A1D8PRN2	OG6_100907
A0A1D8PRR3	OG6_111461
A0A1D8PS11	OG6_100519
A0A1D8PS79	OG6_100639
A0A1D8PSA6	OG6_100248
A0A1D8PSC5	OG6_100748
A0A1D8PSF4	OG6_102660
A0A1D8PSJ8	OG6_101963
A0A1D8PSL3	OG6_101898
A0A1D8PSP7	OG6_103409
A0A1D8PT49	OG6_110015
A0A1D8PT56	OG6_100666
A0A1D8PT60	OG6_101628
A0A1D8PT90	OG6_100360
A0A1D8PTB5	OG6_100409
A0A1D8PTI7	OG6_100584
A0A1D8PTR4	OG6_101365
A0A1D8PTV3	OG6_103535
A0A1D8PTV4	OG6_100108
A0A1D8PU17	OG6_108039
A0A1D8PU61	OG6_100471
A0A1D8PU83	OG6_101249
A0A1D8PUA2	OG6_100821
A0A1D8PUB9	OG6_100402
O42617	OG6_100691
O59931	OG6_100961
O94030	OG6_104129
O94038	OG6_100245
O94048	OG6_101048
O94083	OG6_100628
P0C8K9	OG6_102770
P0CB54	OG6_100709
P0CB63	OG6r20_303524
P0CH67	OG6_100980
P0CH96	OG6_100659
P0CY19	OG6_101166
P22274	OG6_100600
P40910	OG6_100723
P43065	OG6_111236
P46250	OG6_100867
P46586	OG6_103082
P46589	OG6r20_126569
P53709	OG6_104388
P79023	OG6_103629
P83777	OG6_100346
P83778	OG6_100601
P83781	OG6_101484
P83783	OG6_100715
P87163	OG6_101778
P87206	OG6_101294
Q59K86	OG6_105385
Q59KQ1	OG6_100613
Q59L13	OG6_101255
Q59L86	OG6r20_139678
Q59LF9	OG6_100815
Q59LS1	OG6_100665
Q59M49	OG6_102068
Q59M70	OG6_105883
Q59MG1	OG6_101267
Q59MP1	OG6_100169
Q59MR4	OG6_101984
Q59MV1	OG6_101293
Q59MZ8	OG6_102056
Q59N74	OG6_103999
Q59NG8	OG6_100371
Q59NQ5	OG6_101659
Q59NQ6	OG6_102085
Q59P50	OG6_101260
Q59P53	OG6_100972
Q59P56	OG6_100378
Q59PF0	OG6_100254
Q59PR3	OG6_102828
Q59Q44	OG6_100293
Q59QB9	OG6_100157
Q59QC5	OG6_102376
Q59QH0	OG6_103394
Q59QH2	OG6_101126
Q59QN6	OG6_112762
Q59QT0	OG6_101231
Q59R09	OG6_101840
Q59RB8	OG6_104865
Q59RQ6	OG6_100523
Q59S06	OG6_101575
Q59SI2	OG6_101286
Q59SS1	OG6_102313
Q59ST1	OG6_101599
Q59ST2	OG6_100318
Q59ST6	OG6_101438
Q59T44	OG6_100802
Q59T95	OG6_100154
Q59TE0	OG6_100758
Q59TV7	OG6_100714
Q59TZ8	OG6_100418
Q59U06	OG6_100222
Q59U59	OG6_100536
Q59UP8	OG6_100186
Q59UQ7	OG6_105690
Q59US5	OG6_106883
Q59V01	OG6r20_303536
Q59V02	OG6r20_139687
Q59V63	OG6_101558
Q59V93	OG6_100431
Q59VN4	OG6_100120
Q59VR3	OG6_104296
Q59VX7	OG6_101642
Q59VY8	OG6_102769
Q59W50	OG6_106961
Q59W54	OG6_100654
Q59WE2	OG6_100934
Q59WG0	OG6_100377
Q59WI0	OG6_101068
Q59WJ5	OG6_102069
Q59WK2	OG6_102802
Q59X39	OG6r20_104614
Q59X89	OG6_100743
Q59X94	OG6_101949
Q59XU9	OG6_100385
Q59YD9	OG6_100169
Q59YE8	OG6_101550
Q59Z11	OG6_102024
Q59Z17	OG6_109302
Q59ZB1	OG6_103627
Q59ZE2	OG6_101003
Q5A017	OG6_101088
Q5A0H8	OG6_101567
Q5A0V9	OG6_100868
Q5A0W7	OG6_101792
Q5A1A0	OG6_102422
Q5A1B2	OG6r20_119392
Q5A1B3	OG6r20_139611
Q5A1Z4	OG6_100198
Q5A2L2	OG6_121392
Q5A2T6	OG6_105688
Q5A2T7	OG6_101882
Q5A302	OG6_101611
Q5A389	OG6_100367
Q5A396	OG6_101547
Q5A416	OG6_100880
Q5A4H9	OG6_103590
Q5A4P9	OG6_102730
Q5A4X9	OG6_102078
Q5A500	OG6_100343
Q5A516	OG6_100505
Q5A594	OG6_103535
Q5A5A0	OG6_100111
Q5A5K7	OG6r20_140394
Q5A5P7	OG6_102268
Q5A5P8	OG6_100738
Q5A5S6	OG6_101212
Q5A668	OG6_103477
Q5A672	OG6r20_101805
Q5A678	OG6_115931
Q5A6A1	OG6_101189
Q5A6A4	OG6_100288
Q5A6M2	OG6r20_112958
Q5A6M9	OG6_102271
Q5A6R1	OG6_100733
Q5A6S2	OG6_101751
Q5A748	OG6_103563
Q5A756	OG6_102330
Q5A7K0	OG6_100698
Q5A7Q5	OG6_102346
Q5A860	OG6_101832
Q5A869	OG6_100807
Q5A879	OG6_118086
Q5A885	OG6_100507
Q5A886	OG6_103784
Q5A8X6	OG6_100834
Q5A8Y7	OG6_102167
Q5A8Z4	OG6_100280
Q5A900	OG6_100429
Q5A904	OG6_500422
Q5A9C1	OG6_100991
Q5A9Z6	OG6_101114
Q5AA33	OG6r20_101795
Q5AB74	OG6_102087
Q5AB84	OG6_102437
Q5ABB2	OG6_102622
Q5AC00	OG6_102229
Q5AC22	OG6_101569
Q5ACI8	OG6_103831
Q5ACK7	OG6_102067
Q5ACM4	OG6_101323
Q5ACM9	OG6_103515
Q5ACU6	OG6_101585
Q5AD34	OG6r20_119384
Q5AD47	OG6_100060
Q5ADL0	OG6_102375
Q5ADN1	OG6_101100
Q5ADP0	OG6_100248
Q5ADQ0	OG6_100119
Q5ADQ7	OG6r20_166882
Q5ADU0	OG6_102125
Q5AEE1	OG6_101774
Q5AEF2	OG6_101941
Q5AEL8	OG6_100535
Q5AF95	OG6_102138
Q5AG43	OG6_100920
Q5AG68	OG6_100304
Q5AG73	OG6_103116
Q5AG89	OG6_101104
Q5AGF0	OG6_101097
Q5AGX6	OG6_100555
Q5AH09	OG6_104162
Q5AHD6	OG6r20_101234
Q5AHE8	OG6r20_126559
Q5AI37	OG6_191818
Q5AI79	OG6_101684
Q5AI86	OG6_101932
Q5AIA2	OG6_100697
Q5AIA6	OG6_102840
Q5AIB8	OG6_100701
Q5AJ92	OG6_101105
Q5AJ93	OG6_101127
Q5AJC2	OG6_100384
Q5AJD2	OG6_103222
Q5AJH3	OG6_101677
Q5AJS6	OG6_102169
Q5AJX2	OG6_101167
Q5AJY2	OG6_102200
Q5AJY4	OG6_101263
Q5AJZ3	OG6_100493
Q5AK05	OG6_100285
Q5AK46	OG6_102275
Q5AK73	OG6_102281
Q5AK79	OG6_100470
Q5AK97	OG6r20_166844
Q5AKA5	OG6_100503
Q5AKW4	OG6_102413
Q5AKW7	OG6_100569
Q5ALK3	OG6_100356
Q5ALM0	OG6_102581
Q5ALM6	OG6_100528
Q5ALV6	OG6_100814
Q5ALX8	OG6_101012
Q5AM72	OG6_102894
Q5AMF7	OG6r20_126573
Q5AML2	OG6_100947
Q5AMN0	OG6_100882
Q5AMP4	OG6_101212
Q5AMP9	OG6_103032
Q5AMR4	OG6_101074
Q5ANA1	OG6_101259
Q5ANA8	OG6_101407
Q5ANA9	OG6_104157
Q5ANB7	OG6_105683
Q5ANC6	OG6_100752
Q5AND4	OG6_102354
Q5ANL6	OG6_101116
Q5ANN6	OG6_100147
Q5ANP2	OG6_101216
Q5APG6	OG6_102607
Q5APN0	OG6_100381
Q5APT8	OG6_108375
Q5AQ76	OG6_101023
Q71U11	OG6r20_119408
Q92209	OG6_103889
Q92210	OG6_101589
Q96WL3	OG6_100130
Q9B8D5	OG6_101507
Q9B8D8	OG6_103253
Q9HFQ7	OG6_101037
Q9P975	OG6_100627
Q9UVL1	OG6_100324
A0A1D8PC38	OG6r20_292278
A0A1D8PC67	OG6r20_103089
A0A1D8PCC8	OG6_102760
A0A1D8PCD0	OG6_101401
A0A1D8PCD8	OG6_102127
A0A1D8PCE7	OG6_102463
A0A1D8PCF5	OG6r20_126654
A0A1D8PCG3	OG6_100839
A0A1D8PCG7	OG6_101819
A0A1D8PCG9	OG6_101861
A0A1D8PCI5	OG6_100350
A0A1D8PCI8	OG6r20_126631
A0A1D8PCK2	OG6r20_112566
A0A1D8PCP4	OG6_101971
A0A1D8PCP6	OG6_102808
A0A1D8PCR4	OG6_124587
A0A1D8PCR9	OG6_103042
A0A1D8PCT4	OG6_100669
A0A1D8PCV0	OG6_118170
A0A1D8PCW6	OG6_100841
A0A1D8PD78	OG6_101126
A0A1D8PDD1	OG6_112026
A0A1D8PDE8	OG6_100571
A0A1D8PDK6	OG6_102705
A0A1D8PDM9	OG6_100109
A0A1D8PDN3	OG6_101112
A0A1D8PDN9	OG6_101243
A0A1D8PDP4	OG6_100584
A0A1D8PDT0	OG6_100820
A0A1D8PDT4	OG6_101109
A0A1D8PDT9	OG6_102188
A0A1D8PDZ1	OG6_100855
A0A1D8PE45	OG6_101905
A0A1D8PEE2	OG6_102226
A0A1D8PEG8	OG6_114945
A0A1D8PEH4	OG6_100887
A0A1D8PEJ9	OG6_109045
A0A1D8PEM5	OG6_101342
A0A1D8PEN6	OG6_107202
A0A1D8PES2	OG6_106533
A0A1D8PES3	OG6_101526
A0A1D8PEV8	OG6_104486
A0A1D8PEW1	OG6_100516
A0A1D8PEY9	OG6_100832
A0A1D8PF08	OG6_100234
A0A1D8PF11	OG6_101259
A0A1D8PF33	OG6r20_101798
A0A1D8PF50	OG6_101493
A0A1D8PF56	OG6_102146
A0A1D8PF69	OG6_104172
A0A1D8PF79	OG6_104611
A0A1D8PFA3	OG6_103275
A0A1D8PFB4	OG6r20_292331
A0A1D8PFE2	OG6r20_109131
A0A1D8PFF9	OG6_101344
A0A1D8PFL8	OG6_102000
A0A1D8PFM9	OG6_101705
A0A1D8PFT1	OG6_100775
A0A1D8PFT5	OG6_500442
A0A1D8PFT9	OG6_100743
A0A1D8PFU8	OG6_100490
A0A1D8PFV2	OG6_107140
A0A1D8PFW8	OG6_101163
A0A1D8PFX4	OG6_103447
A0A1D8PFX8	OG6_100967
A0A1D8PFZ8	OG6_101835
A0A1D8PG00	OG6_100703
A0A1D8PG14	OG6_100945
A0A1D8PG37	OG6_101311
A0A1D8PG46	OG6_101229
A0A1D8PG80	OG6_102480
A0A1D8PG81	OG6_100060
A0A1D8PG82	OG6_100060
A0A1D8PGA3	OG6_103593
A0A1D8PGG3	OG6_103503
A0A1D8PGI8	OG6_103629
A0A1D8PGK8	OG6r20_119410
A0A1D8PGM8	OG6_100255
A0A1D8PGN5	OG6_101746
A0A1D8PGN7	OG6_500169
A0A1D8PGP3	OG6_102382
A0A1D8PGP8	OG6_103811
A0A1D8PGR0	OG6_100255
A0A1D8PGS2	OG6_102380
A0A1D8PGS6	OG6_102403
A0A1D8PGT5	OG6_100163
A0A1D8PGY0	OG6_100663
A0A1D8PH05	OG6r20_101646
A0A1D8PH08	OG6_104716
A0A1D8PH13	OG6_102470
A0A1D8PH21	OG6_101322
A0A1D8PH37	OG6_100703
A0A1D8PH46	OG6_100482
A0A1D8PH51	OG6_166515
A0A1D8PH72	OG6_102606
A0A1D8PH74	OG6_100482
A0A1D8PH89	OG6_103525
A0A1D8PH92	OG6r20_161387
A0A1D8PH93	OG6_102871
A0A1D8PHC3	OG6r20_140384
A0A1D8PHC4	OG6_102938
A0A1D8PHC9	OG6_100337
A0A1D8PHD8	OG6_102180
A0A1D8PHF5	OG6_100706
A0A1D8PHF7	OG6_103160
A0A1D8PHF8	OG6_116982
A0A1D8PHG0	OG6r20_166885
A0A1D8PHG1	OG6_112328
A0A1D8PHH4	OG6_100954
A0A1D8PHJ3	OG6_172856
A0A1D8PHK1	OG6r20_172314
A0A1D8PHP8	OG6_103278
A0A1D8PHS1	OG6r20_119386
A0A1D8PHV2	OG6_100775
A0A1D8PHW1	OG6_100325
A0A1D8PHX2	OG6_102522
A0A1D8PHY1	OG6_108000
A0A1D8PHZ5	OG6_119796
A0A1D8PI17	OG6_100537
A0A1D8PI35	OG6_101750
A0A1D8PI48	OG6_123074
A0A1D8PI68	OG6r20_166814
A0A1D8PI93	OG6_101513
A0A1D8PI94	OG6_105018
A0A1D8PI95	OG6_108976
A0A1D8PIB8	OG6r20_115334
A0A1D8PID4	OG6_101019
A0A1D8PIF7	OG6_108518
A0A1D8PIF8	OG6_110817
A0A1D8PIG7	OG6_103216
A0A1D8PIG8	OG6_114127
A0A1D8PIJ2	OG6_103633
A0A1D8PIL6	OG6r20_167129
A0A1D8PIN1	OG6r20_119388
A0A1D8PIN9	OG6_102481
A0A1D8PIV7	OG6_101477
A0A1D8PJ20	OG6_102240
A0A1D8PJ23	OG6_105720
A0A1D8PJ45	OG6_123074
A0A1D8PJ57	OG6_101806
A0A1D8PJ64	OG6_103717
A0A1D8PJ68	OG6r20_292322
A0A1D8PJ76	OG6_103017
A0A1D8PJD2	OG6_101093
A0A1D8PJD7	OG6_103239
A0A1D8PJE0	OG6_153159
A0A1D8PJE6	OG6r20_110705
A0A1D8PJF2	OG6_100186
A0A1D8PJH2	OG6_102458
A0A1D8PJI6	OG6_100684
A0A1D8PJJ9	OG6_133599
A0A1D8PJK2	OG6_101644
A0A1D8PJP4	OG6_100524
A0A1D8PJQ9	OG6_101412
A0A1D8PJS2	OG6_100695
A0A1D8PJV4	OG6_104005
A0A1D8PJX7	OG6r20_315316
A0A1D8PJZ9	OG6_100336
A0A1D8PK30	OG6_100532
A0A1D8PK43	OG6_100803
A0A1D8PK85	OG6_101390
A0A1D8PK91	OG6_100176
A0A1D8PKB6	OG6_105803
