Accession	Group ID	Entry
YBL009W	OG7_0008020	P32789
YBL010C	OG7_0155494	P32788
YBL011W	OG7_0008954	P32784
YBL013W	OG7_0002044	P32785
YBL014C	OG7_0048691	P32786
YBL015W	OG7_0010909	P32316
YBL016W	OG7_0000396	P16892
YBL017C	OG7_0003289	P32319
YBL018C	OG7_0065399	P38208
YBL019W	OG7_0003524	P38207
YBL020W	OG7_0007807	P38206
YBL021C	OG7_0002789	P13434
YBL022C	OG7_0002930	P36775
YBL023C	OG7_0001163	P29469
YBL024W	OG7_0004943	P38205
YBL025W	OG7_0155597	P38204
YBL026W	OG7_0003633	P38203
YBL027W	OG7_0005190	P0CX83
YBL028C	OG7_0034374	P38202
YBL029C-A	OG7_0022165	Q3E756
YBL029W	OG7_0156102	P38201
YBL030C	OG7_0003519	P18239
YBL031W	OG7_0155952	P38200
YBL032W	OG7_0001644	P38199
YBL033C	OG7_0005722	P38066
YBL034C	OG7_0002851	P38198
YBL035C	OG7_0007326	P38121
YBL036C	OG7_0006095	P38197
YBL037W	OG7_0002298	P38065
YBL038W	OG7_0006778	P38064
YBL039C	OG7_0003758	P28274
YBL039W-B	OG7_0155986	P0C268
YBL040C	OG7_0004183	P18414
YBL041W	OG7_0007295	P23724
YBL042C	OG7_0011734	P38196
YBL043W	OG7_0036294	P38195
YBL044W	OG7_0155718	P38194
YBL045C	OG7_0001878	P07256
YBL046W	OG7_0008147	P38193
YBL047C	OG7_0001721	P34216
YBL049W	OG7_0003654	P38191
YBL050W	OG7_0005444	P32602
YBL051C	OG7_0018863	P34217
YBL052C	OG7_0002440	P34218
YBL054W	OG7_0053568	P34219
YBL055C	OG7_0002527	P34220
YBL056W	OG7_0000783	P34221
YBL057C	OG7_0005002	P34222
YBL058W	OG7_0005644	P34223
YBL059C-A	OG7_0009323	Q3E7A4
YBL059W	OG7_0101615	P34224
YBL060W	OG7_0001170	P34225
YBL061C	OG7_0004212	P34226
YBL063W	OG7_0000136	P28742
YBL064C	OG7_0001521	P34227
YBL066C	OG7_0028306	P34228
YBL067C	OG7_0001828	P38187
YBL068W	OG7_0002319	P38063
YBL069W	OG7_0001074	P35183
YBL071C-B	OG7_0155694	Q8TGU8
YBL071W-A	OG7_0005982	Q3E840
YBL072C	OG7_0005073	P0CX39
YBL074C	OG7_0008863	P32357
YBL075C	OG7_0000779	P09435
YBL076C	OG7_0003029	P09436
YBL078C	OG7_0002923	P38182
YBL079W	OG7_0006587	P38181
YBL080C	OG7_0005283	P33893
YBL081W	OG7_0155504	P38180
YBL082C	OG7_0008238	P38179
YBL084C	OG7_0003813	P38042
YBL085W	OG7_0004569	P38041
YBL086C	OG7_0007138	P38177
YBL087C	OG7_0003211	P0CX41
YBL088C	OG7_0001934	P38110
YBL089W	OG7_0001448	P38176
YBL090W	OG7_0012034	P38175
YBL091C	OG7_0005696	P38174
YBL091C-A	OG7_0002921	Q6Q595
YBL092W	OG7_0004998	P38061
YBL093C	OG7_0041041	P25046
YBL095W	OG7_0007260	P38172
YBL097W	OG7_0006779	P38170
YBL098W	OG7_0006093	P38169
YBL099W	OG7_0004945	P07251
YBL100W-A	OG7_0011767	Q12260
YBL100W-B	OG7_0011767	Q12491
YBL100W-C	OG7_0155748	P0C269
YBL101C	OG7_0101690	P38167
YBL102W	OG7_0003990	P38166
YBL103C	OG7_0004173	P38165
YBL104C	OG7_0008372	P38164
YBL105C	OG7_0000103	P24583
YBL106C	OG7_0002691	P38163
YBL107C	OG7_0033015	P38162
YBL108C-A	OG7_0014528	Q3E770
YBL111C	OG7_0014529	Q3E7Y5
YBL112C	OG7_0014529	Q3E7Y4
YBL113C	OG7_0014529	Q7M4S9
YBR001C	OG7_0005760	P35172
YBR002C	OG7_0004076	P35196
YBR003W	OG7_0002153	P18900
YBR004C	OG7_0007603	P38211
YBR005W	OG7_0101687	P38212
YBR006W	OG7_0000704	P38067
YBR007C	OG7_0015057	P38213
YBR008C	OG7_0003055	P38124
YBR009C	OG7_0002354	P02309
YBR010W	OG7_0001575	P61830
YBR011C	OG7_0003350	P00817
YBR012W-A	OG7_0014733	Q12217
YBR012W-B	OG7_0011767	Q12193
YBR013C	OG7_0155749	P38215
YBR014C	OG7_0002700	P38068
YBR015C	OG7_0009716	P38069
YBR016W	OG7_0018974	P38216
YBR017C	OG7_0005206	P38217
YBR018C	OG7_0007662	P08431
YBR019C	OG7_0001250	P04397
YBR020W	OG7_0004338	P04385
YBR021W	OG7_0011734	P05316
YBR022W	OG7_0009125	P38218
YBR023C	OG7_0002753	P29465
YBR024W	OG7_0005441	P38072
YBR025C	OG7_0003363	P38219
YBR026C	OG7_0001074	P38071
YBR028C	OG7_0000103	P38070
YBR029C	OG7_0003730	P38221
YBR030W	OG7_0001717	P38222
YBR031W	OG7_0005381	P10664
YBR033W	OG7_0015588	P38073
YBR034C	OG7_0001729	P38074
YBR035C	OG7_0007198	P38075
YBR036C	OG7_0156126	P35206
YBR037C	OG7_0005441	P23833
YBR038W	OG7_0008184	P14180
YBR039W	OG7_0005012	P38077
YBR040W	OG7_0155469	P38224
YBR041W	OG7_0003456	P38225
YBR042C	OG7_0003547	P38226
YBR043C	OG7_0003055	P38227
YBR044C	OG7_0155964	P38228
YBR045C	OG7_0155879	P38229
YBR046C	OG7_0001083	P38230
YBR047W	OG7_0155514	P38231
YBR048W	OG7_0003138	P0CX48
YBR049C	OG7_0007842	P21538
YBR050C	OG7_0155688	P38232
YBR052C	OG7_0006510	P38234
YBR053C	OG7_0004689	P38235
YBR054W	OG7_0010526	P38079
YBR055C	OG7_0007564	P19735
YBR056W	OG7_0006512	P38081
YBR056W-A	OG7_0155920	I2HB52
YBR057C	OG7_0155652	P38236
YBR058C	OG7_0005679	P38237
YBR058C-A	OG7_0155534	Q3E790
YBR059C	OG7_0002079	P38080
YBR060C	OG7_0007857	P32833
YBR061C	OG7_0002819	P38238
YBR062C	OG7_0000431	P38239
YBR063C	OG7_0156067	P38083
YBR065C	OG7_0007086	P38241
YBR066C	OG7_0000135	P38082
YBR067C	OG7_0014528	P27654
YBR068C	OG7_0005294	P38084
YBR069C	OG7_0005294	P38085
YBR070C	OG7_0007583	P38242
YBR071W	OG7_0156151	P38243
YBR072C-A	OG7_0156245	Q3E794
YBR072W	OG7_0002245	P15992
YBR073W	OG7_0000402	P38086
YBR074W	OG7_0005285	P38244
YBR076W	OG7_0155779	P38246
YBR077C	OG7_0156230	P38247
YBR078W	OG7_0020661	P38248
YBR079C	OG7_0007068	P38249
YBR080C	OG7_0005344	P18759
YBR081C	OG7_0003727	P35177
YBR082C	OG7_0001016	P15731
YBR083W	OG7_0003546	P18412
YBR084C-A	OG7_0005190	P0CX82
YBR084W	OG7_0002735	P09440
YBR085C-A	OG7_0155473	O43137
YBR085W	OG7_0003519	P18238
YBR086C	OG7_0001359	P38250
YBR087W	OG7_0001167	P38251
YBR088C	OG7_0005136	P15873
YBR089C-A	OG7_0000969	P11633
YBR090C	OG7_0155890	P38253
YBR091C	OG7_0008515	P32830
YBR092C	OG7_0005430	P24031
YBR093C	OG7_0005430	P00635
YBR094W	OG7_0008727	P38254
YBR095C	OG7_0028329	P38255
YBR096W	OG7_0009040	P38256
YBR097W	OG7_0006224	P22219
YBR098W	OG7_0155797	P38257
YBR101C	OG7_0004971	P38260
YBR102C	OG7_0007470	P38261
YBR103W	OG7_0005716	P38262
YBR104W	OG7_0001718	P38087
YBR105C	OG7_0009170	P38263
YBR106W	OG7_0012576	P38264
YBR107C	OG7_0156231	P38265
YBR108W	OG7_0155524	P38266
YBR109C	OG7_0000434	P06787
YBR110W	OG7_0007281	P16661
YBR111C	OG7_0006514	Q01976
YBR111W-A	OG7_0008817	Q6WNK7
YBR112C	OG7_0004817	P14922
YBR114W	OG7_0000402	P31244
YBR115C	OG7_0000535	P07702
YBR117C	OG7_0003500	P33315
YBR118W	OG7_0001444	P02994
YBR119W	OG7_0005049	P32605
YBR120C	OG7_0025520	P07253
YBR121C	OG7_0004176	P38088
YBR122C	OG7_0021334	P36531
YBR123C	OG7_0008038	P32367
YBR125C	OG7_0000783	P38089
YBR126C	OG7_0003699	Q00764
YBR126W-A	OG7_0155658	Q8TGU7
YBR127C	OG7_0005088	P16140
YBR128C	OG7_0156022	P38270
YBR129C	OG7_0155599	P38271
YBR130C	OG7_0155931	P38272
YBR131W	OG7_0155963	P38273
YBR132C	OG7_0005294	P38090
YBR133C	OG7_0006807	P38274
YBR135W	OG7_0005421	P20486
YBR136W	OG7_0001934	P38111
YBR137W	OG7_0021306	P38276
YBR138C	OG7_0155973	P38277
YBR139W	OG7_0001279	P38109
YBR140C	OG7_0005066	P18963
YBR141C	OG7_0015549	P38278
YBR142W	OG7_0000117	P38112
YBR143C	OG7_0005645	P12385
YBR145W	OG7_0001101	P38113
YBR146W	OG7_0003127	P38120
YBR147W	OG7_0006909	P38279
YBR148W	OG7_0155593	P38280
YBR149W	OG7_0001209	P38115
YBR150C	OG7_0002985	P38114
YBR151W	OG7_0010238	P38281
YBR152W	OG7_0156084	P38282
YBR153W	OG7_0006067	P33312
YBR154C	OG7_0005341	P20434
YBR155W	OG7_0007988	P33313
YBR156C	OG7_0008448	P38283
YBR157C	OG7_0155642	P38284
YBR158W	OG7_0029289	P38285
YBR159W	OG7_0000100	P38286
YBR160W	OG7_0000396	P00546
YBR161W	OG7_0006663	P38287
YBR162C	OG7_0013780	P38288
YBR162W-A	OG7_0038125	P38374
YBR163W	OG7_0011441	P38289
YBR164C	OG7_0000557	P38116
YBR165W	OG7_0155802	P38290
YBR166C	OG7_0013168	P20049
YBR167C	OG7_0048882	P38291
YBR168W	OG7_0016789	P38292
YBR169C	OG7_0000779	P32590
YBR170C	OG7_0007128	P33755
YBR171W	OG7_0015550	P33754
YBR172C	OG7_0005351	P32909
YBR173C	OG7_0007515	P38293
YBR175W	OG7_0006315	P38123
YBR176W	OG7_0008181	P38122
YBR177C	OG7_0002952	P38295
YBR179C	OG7_0017545	P38297
YBR180W	OG7_0003055	P38125
YBR181C	OG7_0004891	P0CX38
YBR182C	OG7_0001527	P38128
YBR182C-A	OG7_0155431	Q8TGU6
YBR183W	OG7_0006006	P38298
YBR184W	OG7_0156024	P38299
YBR185C	OG7_0155719	P38300
YBR186W	OG7_0008342	P38126
YBR187W	OG7_0005080	P38301
YBR188C	OG7_0155525	P38302
YBR189W	OG7_0003589	P05755
YBR191W	OG7_0004780	Q02753
YBR192W	OG7_0001013	P38127
YBR193C	OG7_0025214	P38304
YBR194W	OG7_0155546	P38305
YBR195C	OG7_0004181	P13712
YBR196C	OG7_0004783	P12709
YBR196C-A	OG7_0155887	Q3E820
YBR196C-B	OG7_0156034	Q3E778
YBR197C	OG7_0101624	P38306
YBR198C	OG7_0006335	P38129
YBR199W	OG7_0007223	P38131
YBR200W	OG7_0004284	P29366
YBR200W-A	OG7_0155436	Q3E755
YBR201C-A	OG7_0155605	Q2V2Q3
YBR201W	OG7_0003695	P38307
YBR202W	OG7_0001163	P38132
YBR203W	OG7_0101663	P38308
YBR204C	OG7_0004121	P38139
YBR205W	OG7_0007223	P38130
YBR207W	OG7_0013042	P38310
YBR208C	OG7_0001431	P32528
YBR210W	OG7_0004880	P38312
YBR211C	OG7_0156055	P38313
YBR212W	OG7_0000011	P32831
YBR213W	OG7_0012718	P15807
YBR214W	OG7_0002529	P38314
YBR215W	OG7_0036325	Q01448
YBR216C	OG7_0101610	P38315
YBR217W	OG7_0009049	P38316
YBR218C	OG7_0001443	P32327
YBR219C	OG7_0005287	P38317
YBR220C	OG7_0005287	P38318
YBR221C	OG7_0003146	P32473
YBR221W-A	OG7_0155914	Q3E781
YBR222C	OG7_0000508	P38137
YBR223C	OG7_0006309	P38319
YBR225W	OG7_0155747	P38321
YBR227C	OG7_0004131	P38323
YBR228W	OG7_0008052	P38324
YBR229C	OG7_0001836	P38138
YBR230C	OG7_0156234	P38325
YBR230W-A	OG7_0155823	Q3E762
YBR231C	OG7_0008715	P38326
YBR233W	OG7_0001644	P38151
YBR233W-A	OG7_0022605	P69850
YBR234C	OG7_0006264	P38328
YBR235W	OG7_0003268	P38329
YBR236C	OG7_0006447	P32783
YBR237W	OG7_0000120	P21372
YBR238C	OG7_0101659	P38330
YBR239C	OG7_0007261	P38140
YBR240C	OG7_0017967	P38141
YBR241C	OG7_0000446	P38142
YBR242W	OG7_0006399	P38331
YBR243C	OG7_0004432	P07286
YBR244W	OG7_0002331	P38143
YBR245C	OG7_0000402	P38144
YBR246W	OG7_0007677	P38332
YBR247C	OG7_0007469	P38333
YBR248C	OG7_0004919	P33734
YBR249C	OG7_0009286	P32449
YBR250W	OG7_0156253	P33757
YBR251W	OG7_0002866	P33759
YBR252W	OG7_0005325	P33317
YBR253W	OG7_0156017	P32570
YBR254C	OG7_0004832	P38334
YBR255C-A	OG7_0155587	Q3E776
YBR255W	OG7_0156065	P38335
YBR256C	OG7_0009767	P38145
YBR257W	OG7_0007820	P38336
YBR258C	OG7_0155440	P38337
YBR259W	OG7_0155636	P38338
YBR260C	OG7_0001056	P38339
YBR261C	OG7_0006624	P38340
YBR262C	OG7_0156104	P38341
YBR263W	OG7_0003031	P37292
YBR264C	OG7_0000131	P38146
YBR265W	OG7_0000080	P38342
YBR267W	OG7_0006562	P38344
YBR268W	OG7_0009759	P36532
YBR269C	OG7_0008876	P38345
YBR270C	OG7_0101612	P38346
YBR271W	OG7_0001290	P38347
YBR272C	OG7_0156164	P38348
YBR273C	OG7_0006386	P38349
YBR274W	OG7_0000009	P38147
YBR275C	OG7_0156103	P29539
YBR276C	OG7_0000772	P38148
YBR278W	OG7_0002332	P27344
YBR279W	OG7_0008777	P38351
YBR280C	OG7_0000958	P38352
YBR281C	OG7_0004687	P38149
YBR282W	OG7_0009172	P36526
YBR283C	OG7_0004691	P38353
YBR284W	OG7_0156157	P38150
YBR285W	OG7_0156242	P38354
YBR286W	OG7_0007451	P37302
YBR287W	OG7_0007965	P38355
YBR288C	OG7_0155671	P38153
YBR289W	OG7_0006729	P18480
YBR290W	OG7_0008330	P38356
YBR291C	OG7_0004112	P38152
YBR293W	OG7_0002008	P38358
YBR294W	OG7_0001293	P38359
YBR295W	OG7_0002077	P38360
YBR296C	OG7_0003397	P38361
YBR296C-A	OG7_0156173	Q8TGU5
YBR297W	OG7_0026597	P38157
YBR298C	OG7_0012907	P38156
YBR298C-A	OG7_0155909	Q8TGK4
YBR299W	OG7_0002410	P38158
YBR301W	OG7_0014528	P38155
YBR302C	OG7_0017420	P0CX12
YCL001W	OG7_0006706	P25560
YCL001W-A	OG7_0006531	P87012
YCL001W-B	OG7_0006531	Q96VH2
YCL002C	OG7_0155595	P25565
YCL004W	OG7_0008032	P25578
YCL005W	OG7_0156169	P25587
YCL005W-A	OG7_0007118	Q3E7B6
YCL008C	OG7_0005919	P25604
YCL009C	OG7_0009003	P25605
YCL010C	OG7_0008064	P25554
YCL011C	OG7_0000011	P25555
YCL012C	OG7_0018423	Q8J0M4
YCL014W	OG7_0040963	P25558
YCL016C	OG7_0009337	P25559
YCL017C	OG7_0002726	P25374
YCL018W	OG7_0002141	P04173
YCL019W	OG7_0011767	P25384
YCL020W	OG7_0011767	P25383
YCL021W-A	OG7_0155826	Q96VH3
YCL024W	OG7_0000009	P25389
YCL025C	OG7_0005294	P25376
YCL026C-A	OG7_0015590	P37261
YCL026C-B	OG7_0015590	Q96VH4
YCL027W	OG7_0012108	P11710
YCL028W	OG7_0156243	P25367
YCL029C	OG7_0002326	P11709
YCL030C	OG7_0008670	P00815
YCL031C	OG7_0008716	P25368
YCL032W	OG7_0004569	P25344
YCL033C	OG7_0003890	P25566
YCL034W	OG7_0001949	P25369
YCL035C	OG7_0002700	P25373
YCL036W	OG7_0020046	P25370
YCL037C	OG7_0005009	P25567
YCL038C	OG7_0010582	P25568
YCL039W	OG7_0006924	P25569
YCL040W	OG7_0002467	P17709
YCL042W	OG7_0156161	P25572
YCL043C	OG7_0000478	P17967
YCL044C	OG7_0155537	P25573
YCL045C	OG7_0006927	P25574
YCL047C	OG7_0020656	P25576
YCL048W	OG7_0020661	P25380
YCL048W-A	OG7_0101673	Q2V2Q2
YCL049C	OG7_0156235	P25577
YCL050C	OG7_0014583	P16550
YCL051W	OG7_0101681	P25579
YCL052C	OG7_0026604	P25580
YCL054W	OG7_0002819	P25582
YCL054W-A	OG7_0155583	A0A0B7P221
YCL055W	OG7_0009833	P25583
YCL056C	OG7_0155933	P25584
YCL057C-A	OG7_0009829	Q96VH5
YCL057W	OG7_0002961	P25375
YCL058C	OG7_0156207	P25585
YCL058W-A	OG7_0155743	Q2V2Q1
YCL059C	OG7_0007358	P25586
YCL061C	OG7_0033013	P25588
YCL063W	OG7_0156261	P25591
YCL064C	OG7_0002180	P25379
YCL066W	OG7_0067405	P0CY07
YCL067C	OG7_0071883	P0CY09
YCL068C	OG7_0101645	P25593
YCL069W	OG7_0002006	P25594
YCL073C	OG7_0011977	P25596
YCR002C	OG7_0001286	P25342
YCR003W	OG7_0010045	P25348
YCR004C	OG7_0006510	P25349
YCR005C	OG7_0003353	P08679
YCR007C	OG7_0017420	P25354
YCR008W	OG7_0010344	P25333
YCR009C	OG7_0010709	P25343
YCR010C	OG7_0007009	P25613
YCR011C	OG7_0001022	P25371
YCR012W	OG7_0003822	P00560
YCR014C	OG7_0003693	P25615
YCR015C	OG7_0005719	P25616
YCR016W	OG7_0010384	P25617
YCR017C	OG7_0010521	P25618
YCR018C	OG7_0001357	P09007
YCR019W	OG7_0017136	P23060
YCR020C	OG7_0005719	P25362
YCR020C-A	OG7_0004920	P23059
YCR020W-B	OG7_0155863	Q9URQ5
YCR021C	OG7_0010526	P25619
YCR023C	OG7_0001701	P25351
YCR024C	OG7_0002299	P25345
YCR024C-A	OG7_0101625	P32903
YCR024C-B	OG7_0155570	Q3E7Z8
YCR026C	OG7_0002831	P25353
YCR027C	OG7_0001070	P25378
YCR028C	OG7_0002542	P25621
YCR028C-A	OG7_0006092	P32445
YCR030C	OG7_0004543	P25623
YCR031C	OG7_0003058	P06367
YCR032W	OG7_0001358	P25356
YCR033W	OG7_0004509	P25357
YCR034W	OG7_0001356	P25358
YCR035C	OG7_0002825	P25359
YCR036W	OG7_0002446	P25332
YCR037C	OG7_0002970	P25360
YCR038C	OG7_0101645	P25300
YCR039C	OG7_0071883	P0CY08
YCR040W	OG7_0067405	P0CY06
YCR041W	OG7_0155666	P37265
YCR042C	OG7_0006745	P23255
YCR043C	OG7_0155622	P25361
YCR044C	OG7_0007125	P25625
YCR045C	OG7_0001376	P25381
YCR046C	OG7_0006366	P25626
YCR047C	OG7_0006713	P25627
YCR048W	OG7_0003638	P25628
YCR050C	OG7_0156201	P25630
YCR051W	OG7_0010166	P25631
YCR052W	OG7_0004787	P25632
YCR053W	OG7_0007901	P16120
YCR054C	OG7_0009050	P25355
YCR057C	OG7_0007331	P25635
YCR059C	OG7_0005985	P25637
YCR060W	OG7_0001150	P25638
YCR061W	OG7_0022159	P25639
YCR063W	OG7_0007584	P25337
YCR065W	OG7_0000970	P25364
YCR066W	OG7_0009650	P10862
YCR067C	OG7_0007638	P25365
YCR068W	OG7_0015334	P25641
YCR069W	OG7_0000556	P25334
YCR071C	OG7_0009537	P25642
YCR072C	OG7_0003581	P25382
YCR073C	OG7_0000432	P25390
YCR073W-A	OG7_0006485	P37262
YCR075C	OG7_0006953	P17261
YCR075W-A	OG7_0155908	Q3E830
YCR076C	OG7_0155490	P25659
YCR077C	OG7_0008776	P25644
YCR079W	OG7_0000783	P25646
YCR081W	OG7_0006502	P25648
YCR082W	OG7_0155589	P25649
YCR083W	OG7_0000495	P25372
YCR084C	OG7_0013468	P16649
YCR086W	OG7_0155560	P25651
YCR087C-A	OG7_0008529	P37263
YCR088W	OG7_0002917	P15891
YCR089W	OG7_0024920	P25653
YCR090C	OG7_0007468	P25654
YCR091W	OG7_0000103	P25341
YCR092C	OG7_0001337	P25336
YCR093W	OG7_0005420	P25655
YCR094W	OG7_0003685	P25656
YCR095C	OG7_0005394	P25366
YCR095W-A	OG7_0156264	Q3E787
YCR096C	OG7_0071883	P0CY13
YCR097W	OG7_0000401	P0CY11
YCR098C	OG7_0002865	P25346
YCR099C	OG7_0003289	P25657
YCR100C	OG7_0003289	P25606
YCR101C	OG7_0003289	P25607
YCR102C	OG7_0001074	P25608
YCR104W	OG7_0014528	P25610
YCR105W	OG7_0001102	P25377
YCR106W	OG7_0061105	P25611
YCR107W	OG7_0001184	P25612
YCR108C	OG7_0155758	Q3E819
YDL001W	OG7_0005782	Q03441
YDL002C	OG7_0000969	Q03435
YDL003W	OG7_0005429	Q12158
YDL004W	OG7_0006530	Q12165
YDL005C	OG7_0156039	Q12124
YDL006W	OG7_0000783	P35182
YDL007C-A	OG7_0155984	Q2V2Q0
YDL007W	OG7_0000949	P40327
YDL008W	OG7_0003367	Q12157
YDL009C	OG7_0155661	Q12210
YDL010W	OG7_0002700	Q12438
YDL012C	OG7_0018974	Q12489
YDL013W	OG7_0156018	P32828
YDL014W	OG7_0005355	P15646
YDL015C	OG7_0006198	Q99190
YDL017W	OG7_0008039	P06243
YDL018C	OG7_0001609	Q12403
YDL019C	OG7_0001714	Q12451
YDL020C	OG7_0024025	Q03465
YDL021W	OG7_0002311	Q12008
YDL022C-A	OG7_0155840	P0C5L6
YDL022W	OG7_0003522	Q00055
YDL024C	OG7_0005430	P52290
YDL025C	OG7_0010344	Q12100
YDL027C	OG7_0155878	Q07349
YDL028C	OG7_0007945	P54199
YDL029W	OG7_0000774	P32381
YDL030W	OG7_0007130	P19736
YDL031W	OG7_0000128	Q12389
YDL033C	OG7_0006065	Q12093
YDL035C	OG7_0045813	Q12361
YDL036C	OG7_0001865	Q12069
YDL037C	OG7_0071890	Q12140
YDL039C	OG7_0155584	Q12459
YDL040C	OG7_0006342	P12945
YDL042C	OG7_0001462	P06700
YDL043C	OG7_0007521	Q07350
YDL044C	OG7_0023023	P10849
YDL045C	OG7_0003015	P38913
YDL045W-A	OG7_0016788	O75012
YDL046W	OG7_0008810	Q12408
YDL047W	OG7_0000696	P20604
YDL048C	OG7_0038960	Q07351
YDL049C	OG7_0071888	P50112
YDL051W	OG7_0002532	P33399
YDL052C	OG7_0003864	P33333
YDL053C	OG7_0155470	Q07362
YDL054C	OG7_0004823	Q07376
YDL055C	OG7_0001668	P41940
YDL056W	OG7_0009582	P39678
YDL057W	OG7_0010849	Q07379
YDL058W	OG7_0006564	P25386
YDL059C	OG7_0009911	Q12223
YDL060W	OG7_0007760	Q07381
YDL061C	OG7_0006728	P41058
YDL063C	OG7_0010224	Q07395
YDL064W	OG7_0006107	P50623
YDL065C	OG7_0008539	Q07418
YDL066W	OG7_0004251	P21954
YDL067C	OG7_0020662	P07255
YDL069C	OG7_0155711	P14066
YDL070W	OG7_0001365	Q07442
YDL072C	OG7_0007710	Q07451
YDL073W	OG7_0155822	Q07454
YDL074C	OG7_0005532	Q07457
YDL075W	OG7_0004750	P0C2H8
YDL076C	OG7_0012099	Q07458
YDL077C	OG7_0004559	Q07468
YDL078C	OG7_0004751	P32419
YDL079C	OG7_0003063	P50873
YDL080C	OG7_0009289	Q07471
