Gene Names	Accession
YBL055C	OG6_100330
YBL056W	OG6_100270
YBL057C	OG6_100991
YBL058W	OG6_102041
YBL059C-A	OG6_104914
YBL059W	OG6_143732
YBL060W	OG6_500753
YBL061C	OG6_118125
YBL063W	OG6_102884
YBL064C	OG6_100111
YBL066C	OG6_500036
YBL067C	OG6_101733
YBL068W	OG6_100356
YBL069W	OG6_187137
YBL071C-B	OG6_500572
YBL071W-A	OG6_103160
YBL072C	OG6_100802
YBL074C	OG6_103436
YBL075C	OG6_100083
YBL076C	OG6_100811
YBL078C	OG6_100707
YBL079W	OG6_102040
YBL080C	OG6_101213
YBL081W	OG6_500348
YBL082C	OG6_103036
YBL084C	OG6_101939
YBL085W	OG6_103553
YBL086C	OG6_109471
YBL087C	OG6_100370
YBL088C	OG6_102827
YBL089W	OG6_100459
YBL090W	OG6_106076
YBL091C	OG6_100815
YBL091C-A	OG6_101143
YBL092W	OG6_100702
YBL093C	OG6_500254
YBL095W	OG6_103459
YBL097W	OG6_103100
YBL098W	OG6_103174
YBL099W	OG6_100771
YBL100W-A	OG6_100069
YBL100W-B	OG6_100069
YBL100W-C	OG6_500419
YBL101C	OG6_222544
YBL102W	OG6_103301
YBL103C	OG6_500054
YBL104C	OG6_104395
YBL105C	OG6_102972
YBL106C	OG6_115599
YBL107C	OG6_129167
YBL108C-A	OG6_109825
YBL111C	OG6_108906
YBL112C	OG6_108906
YBL113C	OG6_108906
YBR001C	OG6_111461
YBR002C	OG6_100493
YBR003W	OG6_100316
YBR004C	OG6_103140
YBR005W	OG6_160274
YBR006W	OG6_102015
YBR007C	OG6_111244
YBR008C	OG6_127591
YBR009C	OG6_100120
YBR010W	OG6_100119
YBR011C	OG6_100346
YBR012W-A	OG6_100069
YBR012W-B	OG6_100069
YBR013C	OG6_500158
YBR014C	OG6_100315
YBR015C	OG6_116848
YBR016W	OG6_500623
YBR017C	OG6_101362
YBR018C	OG6_101745
YBR019C	OG6_100506
YBR020W	OG6_102769
YBR021W	OG6_110303
YBR022W	OG6_166187
YBR023C	OG6_105483
YBR024W	OG6_100983
YBR025C	OG6_100571
YBR026C	OG6_100989
YBR028C	OG6_100157
YBR029C	OG6_101561
YBR030W	OG6_103554
YBR031W	OG6_100849
YBR033W	OG6_173339
YBR034C	OG6_101444
YBR035C	OG6_103552
YBR036C	OG6_500344
YBR037C	OG6_100983
YBR038W	OG6_103535
YBR039W	OG6_100847
YBR040W	OG6_143735
YBR041W	OG6_100576
YBR042C	OG6_102498
YBR043C	OG6_104355
YBR044C	OG6_500105
YBR045C	OG6_499872
YBR046C	OG6_102213
YBR047W	OG6_500771
YBR048W	OG6_100208
YBR049C	OG6_104743
YBR050C	OG6_499841
YBR052C	OG6_500598
YBR053C	OG6_101744
YBR054W	OG6_108032
YBR055C	OG6_102682
YBR056W	OG6_124567
YBR056W-A	OG6_500800
YBR057C	OG6_105437
YBR058C	OG6_101380
YBR058C-A	OG6_500581
YBR059C	OG6_101386
YBR060C	OG6_102887
YBR061C	OG6_102125
YBR062C	OG6_153256
YBR063C	OG6_114772
YBR065C	OG6_102614
YBR066C	OG6_222545
YBR067C	OG6_109825
YBR068C	OG6_142238
YBR069C	OG6_142238
YBR070C	OG6_102531
YBR071W	OG6_500785
YBR072C-A	OG6_500253
YBR072W	OG6_100183
YBR073W	OG6_105504
YBR074W	OG6_116543
YBR076W	OG6_500336
YBR077C	OG6_500185
YBR078W	OG6_117007
YBR079C	OG6_102668
YBR080C	OG6_101440
YBR081C	OG6_112471
YBR082C	OG6_100671
YBR083W	OG6_127159
YBR084C-A	OG6_100773
YBR084W	OG6_100216
YBR085C-A	OG6_500098
YBR085W	OG6_100505
YBR086C	OG6_100943
YBR087W	OG6_102480
YBR088C	OG6_100882
YBR089C-A	OG6_100324
YBR090C	OG6_500696
YBR091C	OG6_500836
YBR092C	OG6_101372
YBR093C	OG6_101372
YBR094W	OG6_111397
YBR095C	OG6_500066
YBR096W	OG6_116641
YBR097W	OG6_102384
YBR098W	OG6_105221
YBR101C	OG6_103411
YBR102C	OG6_104892
YBR103W	OG6_102387
YBR104W	OG6_101471
YBR105C	OG6_104071
YBR106W	OG6_106805
YBR107C	OG6_500694
YBR108W	OG6_500593
YBR109C	OG6_100851
YBR110W	OG6_102371
YBR111C	OG6_101523
YBR111W-A	OG6_103619
YBR112C	OG6_101645
YBR114W	OG6_105241
YBR115C	OG6_100454
YBR117C	OG6_100329
YBR118W	OG6_100227
YBR119W	OG6_100753
YBR120C	OG6_107653
YBR121C	OG6_100673
YBR122C	OG6_119806
YBR123C	OG6_103019
YBR125C	OG6_499951
YBR126C	OG6_100616
YBR126W-A	OG6_500584
YBR127C	OG6_100544
YBR128C	OG6_499992
YBR129C	OG6_500710
YBR130C	OG6_500127
YBR131W	OG6_500065
YBR132C	OG6_129674
YBR133C	OG6_101720
YBR135W	OG6_100899
YBR136W	OG6_102609
YBR137W	OG6_121320
YBR138C	OG6_500621
YBR139W	OG6_100109
YBR140C	OG6_103500
YBR141C	OG6_109956
YBR142W	OG6_102605
YBR143C	OG6_100994
YBR145W	OG6_100245
YBR146W	OG6_101155
YBR147W	OG6_102512
YBR148W	OG6_500930
YBR149W	OG6_100072
YBR150C	OG6_222546
YBR151W	OG6_105567
YBR152W	OG6_111911
YBR153W	OG6_101319
YBR154C	OG6_101049
YBR155W	OG6_102484
YBR156C	OG6_109783
YBR157C	OG6_500849
YBR158W	OG6_110409
YBR159W	OG6_100431
YBR160W	OG6_100334
YBR161W	OG6_108518
YBR162C	OG6_114872
YBR162W-A	OG6_133599
YBR163W	OG6_106506
YBR164C	OG6_103249
YBR165W	OG6_500368
YBR166C	OG6_106957
YBR167C	OG6_152915
YBR168W	OG6_181303
YBR169C	OG6_100680
YBR170C	OG6_101880
YBR171W	OG6_114113
YBR172C	OG6_500543
YBR173C	OG6_102572
YBR175W	OG6_101464
YBR176W	OG6_102860
YBR177C	OG6_100540
YBR179C	OG6_112063
YBR180W	OG6_104355
YBR181C	OG6_100737
YBR182C	OG6_103662
YBR182C-A	OG6_500350
YBR183W	OG6_104603
YBR184W	OG6_499849
YBR185C	OG6_500900
YBR186W	OG6_103946
YBR187W	OG6_101338
YBR188C	OG6_499972
YBR189W	OG6_100955
YBR191W	OG6_100663
YBR192W	OG6_103444
YBR193C	OG6_122984
YBR194W	OG6_499965
YBR195C	OG6_101102
YBR196C	OG6_100716
YBR196C-A	OG6_500281
YBR196C-B	OG6_500541
YBR197C	OG6_222547
YBR198C	OG6_102926
YBR199W	OG6_129979
YBR200W	OG6_114264
YBR200W-A	OG6_500641
YBR201C-A	OG6_499887
YBR201W	OG6_101672
YBR202W	OG6_102101
YBR203W	OG6_500405
YBR204C	OG6_112275
YBR205W	OG6_104259
YBR207W	OG6_107140
YBR208C	OG6_108968
YBR210W	OG6_101313
YBR211C	OG6_500389
YBR212W	OG6_102296
YBR213W	OG6_106954
YBR214W	OG6_106150
YBR215W	OG6_500101
YBR216C	OG6_222548
YBR217W	OG6_103577
YBR218C	OG6_101725
YBR219C	OG6_500171
YBR220C	OG6_101700
YBR221C	OG6_101309
YBR221W-A	OG6_499941
YBR222C	OG6_100107
YBR223C	OG6_101894
YBR225W	OG6_125232
YBR227C	OG6_101643
YBR228W	OG6_103129
YBR229C	OG6_100592
YBR230C	OG6_500975
YBR230W-A	OG6_500440
YBR231C	OG6_104154
YBR233W	OG6_103287
YBR233W-A	OG6_122175
YBR234C	OG6_101628
YBR235W	OG6_104998
YBR236C	OG6_102244
YBR237W	OG6_102375
YBR238C	OG6_222549
YBR239C	OG6_116987
YBR240C	OG6_500465
YBR241C	OG6_100060
YBR242W	OG6_101371
YBR243C	OG6_101483
YBR244W	OG6_100297
YBR245C	OG6_100877
YBR246W	OG6_103086
YBR247C	OG6_102261
YBR248C	OG6_101130
YBR249C	OG6_103629
YBR250W	OG6_499955
YBR251W	OG6_104516
YBR252W	OG6_101166
YBR253W	OG6_500147
YBR254C	OG6_102292
YBR255C-A	OG6_500153
YBR255W	OG6_500783
YBR256C	OG6_104340
YBR257W	OG6_101654
YBR258C	OG6_500021
YBR259W	OG6_500365
YBR260C	OG6_113547
YBR261C	OG6_102160
YBR262C	OG6_500443
YBR263W	OG6_100262
YBR264C	OG6_500608
YBR265W	OG6_102003
YBR267W	OG6_101830
YBR268W	OG6_104091
YBR269C	OG6_104552
YBR270C	OG6_221330
YBR271W	OG6_111528
YBR272C	OG6_500408
YBR273C	OG6_105479
YBR274W	OG6_104812
YBR275C	OG6_500376
YBR276C	OG6_120864
YBR278W	OG6_104378
YBR279W	OG6_104057
YBR280C	OG6_123854
YBR281C	OG6_100503
YBR282W	OG6_102880
YBR283C	OG6_500287
YBR284W	OG6_222550
YBR285W	OG6_500855
YBR286W	OG6_108976
YBR287W	OG6_105935
YBR288C	OG6_500162
YBR289W	OG6_103095
YBR290W	OG6_112257
YBR291C	OG6_104005
YBR293W	OG6_143704
YBR294W	OG6_100144
YBR295W	OG6_129394
YBR296C	OG6_100354
YBR296C-A	OG6_500702
YBR297W	OG6_123060
YBR298C	OG6_113013
YBR298C-A	OG6_500758
YBR299W	OG6_100402
YBR301W	OG6_109825
YBR302C	OG6_111794
YCL001W	OG6_101272
YCL001W-A	OG6_500528
YCL001W-B	OG6_500973
YCL002C	OG6_500732
YCL004W	OG6_102888
YCL005W	OG6_500434
YCL005W-A	OG6_102348
YCL008C	OG6_102944
YCL009C	OG6_104341
YCL010C	OG6_122832
YCL011C	OG6_103495
YCL012C	OG6_115065
YCL014W	OG6_500262
YCL016C	OG6_103866
YCL017C	OG6_100745
YCL018W	OG6_103350
YCL019W	OG6_100069
YCL020W	OG6_100069
YCL021W-A	OG6_500041
YCL024W	OG6_100252
YCL025C	OG6_142238
YCL026C-A	OG6_110917
YCL026C-B	OG6_110917
YCL027W	OG6_500039
YCL028W	OG6_500670
YCL029C	OG6_137870
YCL030C	OG6_103269
YCL031C	OG6_103832
YCL032W	OG6_113385
YCL033C	OG6_100783
YCL034W	OG6_118310
YCL035C	OG6_100315
YCL036W	OG6_117004
YCL037C	OG6_103868
YCL038C	OG6_105093
YCL039W	OG6_102395
YCL040W	OG6_100418
YCL042W	OG6_500955
YCL043C	OG6_100478
YCL044C	OG6_499879
YCL045C	OG6_102462
YCL047C	OG6_118130
YCL048W	OG6_117007
YCL048W-A	OG6_500603
YCL049C	OG6_500161
YCL050C	OG6_108841
YCL051W	OG6_222551
YCL052C	OG6_121253
YCL054W	OG6_101655
YCL054W-A	OG6_500006
YCL055W	OG6_104881
YCL056C	OG6_499857
YCL057C-A	OG6_103551
YCL057W	OG6_100561
YCL058C	OG6_500525
YCL058W-A	OG6_500596
YCL059C	OG6_102159
YCL061C	OG6_500789
YCL063W	OG6_500078
YCL064C	OG6_105174
YCL066W	OG6_222552
YCL067C	OG6_176789
YCL068C	OG6_222553
YCL069W	OG6_100558
YCL073C	OG6_105688
YCR002C	OG6_104031
YCR003W	OG6_105363
YCR004C	OG6_101948
YCR005C	OG6_101425
YCR007C	OG6_111794
YCR008W	OG6_110015
YCR009C	OG6_105748
YCR010C	OG6_103278
YCR011C	OG6_100076
YCR012W	OG6_100440
YCR014C	OG6_101198
YCR015C	OG6_106503
YCR016W	OG6_105869
YCR017C	OG6_105956
YCR018C	OG6_500566
YCR019W	OG6_115007
YCR020C	OG6_144034
YCR020C-A	OG6_105331
YCR020W-B	OG6_499925
YCR021C	OG6_108032
YCR023C	OG6_101689
YCR024C	OG6_101288
YCR024C-A	OG6_222554
YCR024C-B	OG6_500155
YCR026C	OG6_100651
YCR027C	OG6_104157
YCR028C	OG6_124156
YCR028C-A	OG6_101436
YCR030C	OG6_124880
YCR031C	OG6_100266
YCR032W	OG6_102608
YCR033W	OG6_115537
YCR034W	OG6_100254
YCR035C	OG6_100420
YCR036W	OG6_100800
YCR037C	OG6_191423
YCR038C	OG6_222553
YCR039C	OG6_176789
YCR040W	OG6_222552
YCR041W	OG6_500176
YCR042C	OG6_102824
YCR043C	OG6_500225
YCR044C	OG6_104144
YCR045C	OG6_105356
YCR046C	OG6_101282
YCR047C	OG6_102190
YCR048W	OG6_101524
YCR050C	OG6_500403
YCR051W	OG6_109900
YCR052W	OG6_100964
YCR053W	OG6_102837
YCR054C	OG6_104233
YCR057C	OG6_102497
YCR059C	OG6_103276
YCR060W	OG6_177806
YCR061W	OG6_118311
YCR063W	OG6_102341
YCR065W	OG6_109619
YCR066W	OG6_105794
YCR067C	OG6_137497
YCR068W	OG6_111526
YCR069W	OG6_222555
YCR071C	OG6_104265
YCR072C	OG6_101916
YCR073C	OG6_104404
YCR073W-A	OG6_101429
YCR075C	OG6_102383
YCR075W-A	OG6_500316
YCR076C	OG6_500659
YCR077C	OG6_111832
YCR079W	OG6_105965
YCR081W	OG6_116612
YCR082W	OG6_500354
YCR083W	OG6_100096
YCR084C	OG6_108387
YCR086W	OG6_129966
YCR087C-A	OG6_201405
YCR088W	OG6_104762
YCR089W	OG6_500656
YCR090C	OG6_102587
YCR091W	OG6_105018
YCR092C	OG6_105075
YCR093W	OG6_101511
YCR094W	OG6_100927
YCR095C	OG6_499847
YCR095W-A	OG6_500068
YCR096C	OG6_176789
YCR097W	OG6_151230
YCR098C	OG6_112813
YCR099C	OG6_500918
YCR100C	OG6_181775
YCR101C	OG6_181775
YCR102C	OG6_115538
YCR104W	OG6_109825
YCR105W	OG6_100245
YCR106W	OG6_222539
YCR107W	OG6_100564
YCR108C	OG6_500909
YDL001W	OG6_101806
YDL002C	OG6_113304
YDL003W	OG6_103388
YDL004W	OG6_101225
YDL005C	OG6_500116
YDL006W	OG6_107202
YDL007C-A	OG6_500929
YDL007W	OG6_101477
YDL008W	OG6_103498
YDL009C	OG6_500922
YDL010W	OG6_100315
YDL015C	OG6_102127
YDL012C	OG6_500204
YDL013W	OG6_500142
YDL014W	OG6_100868
YDL017W	OG6_103228
YDL018C	OG6_103696
YDL019C	OG6_101373
YDL020C	OG6_500449
YDL021W	OG6_222556
YDL022C-A	OG6_500816
YDL022W	OG6_100385
YDL024C	OG6_101372
YDL025C	OG6_113602
YDL027C	OG6_500790
YDL028C	OG6_103440
YDL029W	OG6_102757
YDL030W	OG6_102364
YDL031W	OG6_101760
YDL033C	OG6_101163
YDL035C	OG6_499948
YDL036C	OG6_100211
YDL037C	OG6_500685
YDL039C	OG6_174172
YDL040C	OG6_101670
YDL042C	OG6_103854
YDL043C	OG6_102158
YDL044C	OG6_500034
YDL045C	OG6_102300
YDL045W-A	OG6_110914
YDL046W	OG6_104576
YDL047W	OG6_103044
YDL048C	OG6_222557
YDL049C	OG6_137739
YDL051W	OG6_102594
YDL052C	OG6_100535
YDL053C	OG6_500761
YDL054C	OG6_103711
YDL055C	OG6_100460
YDL056W	OG6_111252
YDL057W	OG6_106560
YDL058W	OG6_103848
YDL059C	OG6_500099
YDL060W	OG6_102221
YDL061C	OG6_101365
YDL063C	OG6_105619
YDL064W	OG6_101514
YDL065C	OG6_103566
YDL066W	OG6_100639
YDL067C	OG6_115943
YDL069C	OG6_500312
YDL070W	OG6_100249
YDL072C	OG6_102592
YDL073W	OG6_500358
YDL074C	OG6_113897
YDL075W	OG6_100706
YDL076C	OG6_108030
YDL077C	OG6_102524
YDL078C	OG6_100601
YDL079C	OG6_100482
YDL080C	OG6_104452
YDL081C	OG6_101037
YDL082W	OG6_100961
YDL083C	OG6_100841
YDL084W	OG6_101150
YDL085C-A	OG6_103660
YDL085W	OG6_100512
YDL086W	OG6_118030
YDL087C	OG6_103514
YDL088C	OG6_209971
YDL089W	OG6_500177
YDL090C	OG6_101706
YDL091C	OG6_102329
YDL092W	OG6_103910
YDL093W	OG6_101353
YDL095W	OG6_101353
YDL097C	OG6_101896
YDL098C	OG6_103136
YDL099W	OG6_500867
YDL100C	OG6_100709
YDL101C	OG6_101842
YDL102W	OG6_101046
YDL103C	OG6_101381
YDL104C	OG6_100288
YDL105W	OG6_102377
YDL106C	OG6_127343
YDL107W	OG6_500768
YDL108W	OG6_103547
YDL109C	OG6_124580
YDL110C	OG6_116900
YDL111C	OG6_129058
YDL112W	OG6_102883
YDL113C	OG6_111249
YDL114W	OG6_100599
YDL115C	OG6_106713
YDL116W	OG6_103478
YDL117W	OG6_129980
YDL119C	OG6_104304
YDL120W	OG6_102217
YDL121C	OG6_500903
YDL122W	OG6_104100
YDL123W	OG6_102636
YDL124W	OG6_118235
YDL125C	OG6_100377
YDL126C	OG6_100525
YDL127W	OG6_112495
YDL128W	OG6_103671
YDL129W	OG6_499975
YDL130W	OG6_101037
YDL130W-A	OG6_120008
YDL131W	OG6_101528
YDL132W	OG6_101330
YDL133C-A	OG6r20_520154
YDL133W	OG6_123056
YDL134C	OG6_100547
YDL135C	OG6_102354
YDL136W	OG6_100532
YDL137W	OG6_100600
YDL138W	OG6_100060
YDL139C	OG6_500252
YDL140C	OG6_100210
YDL141W	OG6_100546
YDL142C	OG6_102621
YDL143W	OG6_101757
YDL144C	OG6_102045
YDL145C	OG6_101600
YDL146W	OG6_113917
YDL147W	OG6_102014
YDL148C	OG6_103518
YDL149W	OG6_102183
YDL150W	OG6_122843
YDL153C	OG6_126521
YDL154W	OG6_102961
YDL155W	OG6_100199
YDL156W	OG6_105184
YDL157C	OG6_500141
YDL159W	OG6_100914
YDL159W-A	OG6_500485
YDL160C	OG6_101887
YDL160C-A	OG6_106638
YDL161W	OG6_103058
YDL164C	OG6_100906
YDL165W	OG6_101639
YDL166C	OG6_101453
YDL167C	OG6_109251
YDL168W	OG6_100471
YDL169C	OG6_500026
YDL170W	OG6_143740
YDL171C	OG6_100905
YDL173W	OG6_119771
YDL174C	OG6_100306
YDL175C	OG6_105655
YDL176W	OG6_500832
YDL177C	OG6_103276
YDL178W	OG6_100306
YDL179W	OG6_112495
YDL180W	OG6_500610
YDL181W	OG6_120008
YDL182W	OG6_101528
YDL183C	OG6_110277
YDL184C	OG6r20_520151
YDL185W	OG6_100902
YDL186W	OG6_500353
YDL188C	OG6_100547
YDL189W	OG6_104085
YDL190C	OG6_101833
YDL191W	OG6_100532
YDL192W	OG6_100600
YDL193W	OG6_104306
YDL194W	OG6_100060
YDL195W	OG6_101250
YDL197C	OG6_121399
YDL198C	OG6_110235
YDL199C	OG6_500972
YDL200C	OG6_101199
YDL201W	OG6_100919
YDL202W	OG6_124821
YDL203C	OG6_100744
YDL204W	OG6_128923
YDL205C	OG6_101048
YDL206W	OG6_101277
YDL207W	OG6_103111
YDL208W	OG6_102271
YDL209C	OG6_106961
YDL210W	OG6_103247
YDL211C	OG6_500166
YDL212W	OG6_112508
YDL213C	OG6_108498
YDL214C	OG6_500424
YDL215C	OG6_106160
YDL216C	OG6_102889
YDL217C	OG6_102845
YDL218W	OG6_149327
YDL219W	OG6_101644
YDL220C	OG6_500431
YDL222C	OG6_133379
YDL223C	OG6_119472
YDL224C	OG6_158797
YDL225W	OG6_500540
YDL226C	OG6_102808
YDL227C	OG6_499873
YDL229W	OG6_100083
YDL230W	OG6_100623
YDL231C	OG6_161777
YDL232W	OG6_499953
YDL233W	OG6_123067
YDL234C	OG6_101355
YDL235C	OG6_111253
YDL236W	OG6_100677
YDL237W	OG6_121387
YDL238C	OG6_100650
YDL239C	OG6_500740
YDL240W	OG6_111250
YDL241W	OG6_500384
YDL243C	OG6_101126
YDL244W	OG6_107444
YDL245C	OG6_100060
YDL246C	OG6_100349
YDL247W	OG6_113013
YDL248W	OG6_111794
YDR001C	OG6_111461
YDR002W	OG6_101736
YDR003W	OG6_160274
YDR003W-A	OG6_500779
YDR004W	OG6_104619
YDR005C	OG6_102476
YDR006C	OG6_119246
YDR007W	OG6_105178
YDR009W	OG6_102769
YDR011W	OG6_100151
YDR012W	OG6_100849
YDR013W	OG6_103148
YDR014W	OG6_500552
YDR014W-A	OG6_500958
YDR016C	OG6_113505
YDR017C	OG6_101518
YDR018C	OG6_102498
YDR019C	OG6_101103
YDR020C	OG6_222558
YDR021W	OG6_101114
YDR022C	OG6_500794
YDR023W	OG6_100275
YDR025W	OG6_100208
YDR026C	OG6_104743
YDR027C	OG6_102785
YDR028C	OG6_500869
YDR030C	OG6_104574
YDR031W	OG6_110646
YDR032C	OG6_101948
YDR033W	OG6_108032
YDR034C	OG6_500510
YDR034C-A	OG6_500122
YDR034C-C	OG6_100069
YDR034C-D	OG6_100069
YDR034W-B	OG6_500275
YDR035W	OG6_103629
YDR036C	OG6_102025
YDR037W	OG6_100559
YDR038C	OG6_106383
YDR039C	OG6_106383
YDR040C	OG6_106383
YDR041W	OG6_100367
YDR042C	OG6_500038
YDR043C	OG6_222545
YDR044W	OG6_101984
YDR045C	OG6_101491
YDR046C	OG6_142238
YDR047W	OG6_100829
YDR049W	OG6_104356
YDR050C	OG6_100657
YDR051C	OG6_106630
YDR052C	OG6_115956
YDR054C	OG6_104162
YDR055W	OG6_117007
YDR056C	OG6_500827
YDR057W	OG6_104081
YDR058C	OG6_108836
YDR059C	OG6_100671
YDR060W	OG6_102698
YDR061W	OG6_109322
YDR062W	OG6_100700
YDR063W	OG6_104464
YDR064W	OG6_100971
YDR065W	OG6_500062
YDR066C	OG6_104782
YDR067C	OG6_110858
YDR068W	OG6_500300
YDR069C	OG6_101021
YDR070C	OG6_500406
YDR071C	OG6_106784
YDR072C	OG6_170053
YDR073W	OG6_500279
YDR074W	OG6_100616
YDR075W	OG6_101963
YDR076W	OG6_152742
YDR077W	OG6_222559
YDR078C	OG6_500705
YDR079C-A	OG6_104325
YDR079W	OG6_106533
YDR080W	OG6_103391
YDR081C	OG6_142402
YDR082W	OG6_500059
YDR083W	OG6_102474
YDR084C	OG6_101456
YDR085C	OG6_500093
YDR086C	OG6_101625
YDR087C	OG6_102179
YDR088C	OG6_101940
YDR089W	OG6_500091
YDR090C	OG6_116883
YDR091C	OG6_101314
YDR097C	OG6_100652
YDR092W	OG6_101934
YDR093W	OG6_100089
YDR096W	OG6_499932
YDR098C	OG6_101660
YDR098C-A	OG6_100069
YDR098C-B	OG6_100069
YDR099W	OG6_100283
YDR100W	OG6_118131
YDR101C	OG6_191818
YDR103W	OG6_500503
YDR104C	OG6_119800
YDR105C	OG6_101085
YDR106W	OG6_500307
YDR107C	OG6_100462
YDR108W	OG6_102833
YDR109C	OG6_104010
YDR110W	OG6_100837
YDR111C	OG6_100524
YDR113C	OG6_499889
YDR114C	OG6_499897
YDR115W	OG6_102992
YDR116C	OG6_100942
YDR117C	OG6_102936
YDR118W	OG6_500444
YDR119W	OG6_499863
YDR119W-A	OG6_500515
YDR120C	OG6_101071
YDR121W	OG6_103217
YDR122W	OG6_111506
YDR123C	OG6_500539
YDR124W	OG6_500075
YDR125C	OG6_101137
YDR126W	OG6_103790
YDR127W	OG6_100765
YDR128W	OG6_104242
YDR129C	OG6_101115
YDR130C	OG6_500825
YDR131C	OG6_222560
YDR132C	OG6_129929
YDR135C	OG6_100026
YDR137W	OG6_104371
YDR138W	OG6_500554
YDR139C	OG6_105034
YDR140W	OG6_101563
YDR141C	OG6_102162
YDR142C	OG6_102912
YDR143C	OG6_123374
YDR144C	OG6_114704
YDR145W	OG6_103171
YDR146C	OG6_135229
YDR147W	OG6_101889
YDR148C	OG6_101182
YDR150W	OG6_209567
YDR151C	OG6_101179
YDR152W	OG6_102929
YDR153C	OG6_500926
YDR155C	OG6_100528
YDR156W	OG6_499896
