Gene Names	Accession
B9J08_000081	OG6_112501
B9J08_000082	OG6_101761
B9J08_000083	OG6r20_119435
B9J08_000084	OG6_115057
B9J08_000085	OG6_100805
B9J08_000086	OG6r20_101802
B9J08_000087	OG6_102165
B9J08_000088	OG6_102595
B9J08_000089	OG6_104409
B9J08_000090	OG6_100803
B9J08_000091	OG6_100904
B9J08_000092	OG6_100025
B9J08_000093	OG6_100689
B9J08_000094	OG6_101943
B9J08_000095	OG6_173339
B9J08_000096	OG6_133435
B9J08_000097	OG6_102486
B9J08_000098	OG6_100743
B9J08_000099	OG6_107015
B9J08_000100	OG6_100623
B9J08_000101	OG6_102340
B9J08_000102	OG6_100083
B9J08_000103	OG6_101547
B9J08_000104	OG6r20_103967
B9J08_000105	OG6_102623
B9J08_000106	OG6_108820
B9J08_000107	OG6_100367
B9J08_000108	OG6_101170
B9J08_000109	OG6_100340
B9J08_000110	OG6r20_103084
B9J08_000111	OG6_104982
B9J08_000112	OG6_103566
B9J08_000113	OG6_101514
B9J08_000114	OG6_100250
B9J08_000115	OG6_222600
B9J08_000116	OG6r20_110735
B9J08_000117	OG6r20_101107
B9J08_000118	OG6_105619
B9J08_000119	OG6r20_106972
B9J08_000120	OG6_102221
B9J08_000121	OG6_101830
B9J08_000122	OG6_100614
B9J08_000123	OG6_102134
B9J08_000124	OG6r20_101519
B9J08_000127	OG6_101920
B9J08_000128	OG6_100474
B9J08_000129	OG6_104453
B9J08_000130	OG6r20_102487
B9J08_000131	OG6_104322
B9J08_000132	OG6_129583
B9J08_000133	OG6_101492
B9J08_000134	OG6_114274
B9J08_000135	OG6_102077
B9J08_000136	OG6_101624
B9J08_000137	OG6_102568
B9J08_000138	OG6_103364
B9J08_000139	OG6_133175
B9J08_000140	OG6_102857
B9J08_000141	OG6_100728
B9J08_000142	OG6_100814
B9J08_000143	OG6_102678
B9J08_000144	OG6_500110
B9J08_000145	OG6_113608
B9J08_000146	OG6_103808
B9J08_000147	OG6_105676
B9J08_000148	OG6_100521
B9J08_000149	OG6_127173
B9J08_000150	OG6_103173
B9J08_000151	OG6_131521
B9J08_000152	OG6r20_101643
B9J08_000153	OG6_129990
B9J08_000154	OG6_104789
B9J08_000155	OG6_116989
B9J08_000156	OG6_114551
B9J08_000157	OG6_129937
B9J08_000158	OG6r20_106955
B9J08_000159	OG6_210574
B9J08_000160	OG6_500388
B9J08_000161	OG6_104156
B9J08_000162	OG6_109058
B9J08_000163	OG6_103009
B9J08_000164	OG6_100151
B9J08_000165	OG6_105034
B9J08_000166	OG6_101977
B9J08_000168	OG6_114877
B9J08_000169	OG6_105315
B9J08_000170	OG6_107140
B9J08_000171	OG6_104394
B9J08_000172	OG6_102726
B9J08_000173	OG6_102032
B9J08_000174	OG6_100353
B9J08_000175	OG6_100143
B9J08_000176	OG6_500111
B9J08_000177	OG6_106042
B9J08_000178	OG6_106080
B9J08_000179	OG6_500295
B9J08_000180	OG6_102900
B9J08_000181	OG6_102307
B9J08_000182	OG6_103017
B9J08_000183	OG6_122937
B9J08_000184	OG6_113935
B9J08_000185	OG6_101127
B9J08_000186	OG6_101105
B9J08_000187	OG6_103717
B9J08_000188	OG6_100085
B9J08_000189	OG6_101512
B9J08_000190	OG6_115046
B9J08_000192	OG6_102249
B9J08_000193	OG6_101563
B9J08_000194	OG6_102013
B9J08_000195	OG6_121206
B9J08_000196	OG6r20_109170
B9J08_000197	OG6_100282
B9J08_000198	OG6_103719
B9J08_000199	OG6r20_103498
B9J08_000200	OG6_101393
B9J08_000201	OG6_122551
B9J08_000202	OG6_101395
B9J08_000203	OG6_100955
B9J08_000204	OG6_102093
B9J08_000205	OG6_108229
B9J08_000206	OG6_100992
B9J08_000207	OG6_500936
B9J08_000208	OG6_101864
B9J08_000209	OG6_101037
B9J08_000210	OG6_110323
B9J08_000211	OG6r20_110710
B9J08_000213	OG6_114251
B9J08_000214	OG6_102924
B9J08_000215	OG6_101548
B9J08_000216	OG6_104171
B9J08_000217	OG6_101181
B9J08_000220	OG6_118295
B9J08_000221	OG6r20_109171
B9J08_000222	OG6_102888
B9J08_000223	OG6_100571
B9J08_000224	OG6r20_119436
B9J08_000225	OG6_122832
B9J08_000226	OG6_103495
B9J08_000227	OG6_115065
B9J08_000228	OG6_500262
B9J08_000229	OG6_103350
B9J08_000230	OG6_100745
B9J08_000231	OG6_102662
B9J08_000232	OG6_103866
B9J08_000233	OG6_499906
B9J08_000234	OG6_102578
B9J08_000235	OG6_102432
B9J08_000236	OG6_100302
B9J08_000237	OG6_102319
B9J08_000238	OG6_100377
B9J08_000239	OG6_103301
B9J08_000240	OG6_499845
B9J08_000241	OG6_105212
B9J08_000242	OG6_100543
B9J08_000243	OG6_102210
B9J08_000244	OG6_104348
B9J08_000245	OG6_103088
B9J08_000246	OG6_118122
B9J08_000247	OG6_118284
B9J08_000248	OG6_101068
B9J08_000249	OG6r20_115390
B9J08_000250	OG6_126505
B9J08_000251	OG6_102047
B9J08_000252	OG6_121415
B9J08_000253	OG6_108388
B9J08_000254	OG6_100832
B9J08_000255	OG6_100940
B9J08_000256	OG6_129700
B9J08_000257	OG6_102475
B9J08_000258	OG6_102787
B9J08_000259	OG6_109522
B9J08_000260	OG6_101778
B9J08_000261	OG6_103798
B9J08_000262	OG6_103671
B9J08_000263	OG6_112495
B9J08_000264	OG6_101890
B9J08_000266	OG6_107936
B9J08_000267	OG6_121206
B9J08_000268	OG6_107571
B9J08_000269	OG6_104797
B9J08_000270	OG6_222562
B9J08_000271	OG6_117015
B9J08_000272	OG6_102376
B9J08_000273	OG6_103826
B9J08_000274	OG6_100260
B9J08_000275	OG6_102143
B9J08_000276	OG6_100423
B9J08_000277	OG6r20_112426
B9J08_000278	OG6_102910
B9J08_000279	OG6_102320
B9J08_000280	OG6_103010
B9J08_000281	OG6_101102
B9J08_000282	OG6_119798
B9J08_000283	OG6_101441
B9J08_000284	OG6_116858
B9J08_000285	OG6_100153
B9J08_000286	OG6_102698
B9J08_000287	OG6_107719
B9J08_000288	OG6_102972
B9J08_000289	OG6_104395
B9J08_000290	OG6_100252
B9J08_000291	OG6_100157
B9J08_000292	OG6r20_102777
B9J08_000293	OG6_117002
B9J08_000294	OG6_102943
B9J08_000295	OG6r20_106115
B9J08_000296	OG6_101663
B9J08_000297	OG6_137799
B9J08_000298	OG6_121421
B9J08_000299	OG6_112063
B9J08_000300	OG6_112063
B9J08_000301	OG6_103711
B9J08_000302	OG6_150671
B9J08_000303	OG6_102329
B9J08_000306	OG6_101706
B9J08_000307	OG6_104767
B9J08_000308	OG6r20_110711
B9J08_000309	OG6_114974
B9J08_000310	OG6_209971
B9J08_000311	OG6_129058
B9J08_000312	OG6_102883
B9J08_000313	OG6_166362
B9J08_000314	OG6_111249
B9J08_000315	OG6_106468
B9J08_000316	OG6r20_103979
B9J08_000317	OG6_100344
B9J08_000319	OG6_103627
B9J08_000320	OG6_100629
B9J08_000321	OG6_106767
B9J08_000322	OG6_100096
B9J08_000323	OG6_101410
B9J08_000324	OG6_101566
B9J08_000325	OG6_222544
B9J08_000326	OG6_101704
B9J08_000327	OG6_100753
B9J08_000328	OG6_101033
B9J08_000329	OG6_116900
B9J08_000330	OG6_100787
B9J08_000331	OG6_101896
B9J08_000332	OG6_103478
B9J08_000333	OG6_102388
B9J08_000334	OG6_112318
B9J08_000335	OG6_103510
B9J08_000336	OG6r20_106950
B9J08_000337	OG6_114113
B9J08_000338	OG6_102748
B9J08_000339	OG6_103849
B9J08_000340	OG6_104974
B9J08_000341	OG6_119685
B9J08_000342	OG6_101471
B9J08_000343	OG6_100473
B9J08_000344	OG6_101299
B9J08_000345	OG6_101371
B9J08_000346	OG6_100748
B9J08_000347	OG6_100060
B9J08_000348	OG6_116987
B9J08_000349	OG6_127189
B9J08_000350	OG6_101004
B9J08_000351	OG6_100893
B9J08_000352	OG6_102135
B9J08_000353	OG6_101450
B9J08_000354	OG6_113025
B9J08_000355	OG6_102083
B9J08_000356	OG6_101161
B9J08_000357	OG6r20_109172
B9J08_000358	OG6_499937
B9J08_000359	OG6_103010
B9J08_000360	OG6_103098
B9J08_000361	OG6r20_110712
B9J08_000362	OG6_103602
B9J08_000363	OG6_100995
B9J08_000364	OG6_104380
B9J08_000365	OG6_110305
B9J08_000366	OG6_152871
B9J08_000367	OG6_102540
B9J08_000368	OG6_129693
B9J08_000369	OG6r20_126668
B9J08_000370	OG6_100272
B9J08_000371	OG6_102660
B9J08_000372	OG6_133424
B9J08_000373	OG6_103728
B9J08_000374	OG6_123097
B9J08_000375	OG6r20_101368
B9J08_000376	OG6_500839
B9J08_000377	OG6_100991
B9J08_000378	OG6_100129
B9J08_000379	OG6_102508
B9J08_000380	OG6_149732
B9J08_000381	OG6_102041
B9J08_000382	OG6_103138
B9J08_000383	OG6_500126
B9J08_000384	OG6_107446
B9J08_000385	OG6r20_103089
B9J08_000388	OG6_129940
B9J08_000389	OG6_108070
B9J08_000390	OG6_100703
B9J08_000391	OG6_111074
B9J08_000392	OG6_104712
B9J08_000393	OG6_102160
B9J08_000394	OG6_102982
B9J08_000395	OG6_102191
B9J08_000396	OG6_110926
B9J08_000397	OG6_103414
B9J08_000398	OG6_114704
B9J08_000399	OG6_500385
B9J08_000400	OG6_103036
B9J08_000401	OG6r20_112610
B9J08_000402	OG6_124935
B9J08_000403	OG6r20_109173
B9J08_000404	OG6_101883
B9J08_000405	OG6_100336
B9J08_000406	OG6_103436
B9J08_000407	OG6r20_102014
B9J08_000408	OG6_101176
B9J08_000409	OG6_101298
B9J08_000410	OG6_100646
B9J08_000411	OG6_115929
B9J08_000412	OG6_500547
B9J08_000413	OG6_102458
B9J08_000414	OG6_106185
B9J08_000415	OG6_103187
B9J08_000417	OG6_112509
B9J08_000418	OG6_114877
B9J08_000419	OG6_101719
B9J08_000420	OG6_500274
B9J08_000421	OG6_111804
B9J08_000422	OG6_121384
B9J08_000423	OG6_102788
B9J08_000424	OG6_101849
B9J08_000425	OG6_152225
B9J08_000427	OG6_500327
B9J08_000428	OG6_100327
B9J08_000429	OG6r20_101015
B9J08_000430	OG6_166187
B9J08_000431	OG6_100232
B9J08_000432	OG6_100157
B9J08_000433	OG6_102374
B9J08_000434	OG6_100505
B9J08_000435	OG6_100089
B9J08_000436	OG6_105857
B9J08_000437	OG6_101934
B9J08_000438	OG6r20_100255
B9J08_000439	OG6r20_101511
B9J08_000440	OG6r20_103080
B9J08_000441	OG6r20_109174
B9J08_000442	OG6_101981
B9J08_000443	OG6_129770
B9J08_000444	OG6_100867
B9J08_000445	OG6_102468
B9J08_000446	OG6_500858
B9J08_000447	OG6_114247
B9J08_000448	OG6_102120
B9J08_000449	OG6_103579
B9J08_000450	OG6_133054
B9J08_000451	OG6_152921
B9J08_000452	OG6_120624
B9J08_000454	OG6_112450
B9J08_000456	OG6r20_102784
B9J08_000457	OG6_129958
B9J08_000458	OG6_100339
B9J08_000459	OG6_101558
B9J08_000460	OG6_100337
B9J08_000461	OG6_100584
B9J08_000462	OG6_100222
B9J08_000463	OG6_500367
B9J08_000464	OG6_103000
B9J08_000465	OG6_102633
B9J08_000466	OG6_103210
B9J08_000467	OG6_117256
B9J08_000468	OG6_114247
B9J08_000469	OG6_101182
B9J08_000471	OG6r20_102247
B9J08_000472	OG6r20_109195
B9J08_000473	OG6_123074
B9J08_000474	OG6_101741
B9J08_000475	OG6_101255
B9J08_000476	OG6_100223
B9J08_000478	OG6_110555
B9J08_000479	OG6_100151
B9J08_000480	OG6_100525
B9J08_000481	OG6r20_101229
B9J08_000482	OG6_101277
B9J08_000483	OG6_100083
B9J08_000484	OG6_100619
B9J08_000485	OG6_105078
B9J08_000486	OG6_100127
B9J08_000487	OG6_104311
B9J08_000488	OG6_102456
B9J08_000489	OG6_123064
B9J08_000490	OG6r20_115410
B9J08_000491	OG6_100930
B9J08_000492	OG6_100101
B9J08_000493	OG6_143621
B9J08_000494	OG6_105067
B9J08_000495	OG6_143281
B9J08_000496	OG6_101474
B9J08_000497	OG6_102476
B9J08_000498	OG6_100346
B9J08_000499	OG6_101269
B9J08_000500	OG6_160274
B9J08_000501	OG6_100323
B9J08_000502	OG6r20_115447
B9J08_000503	OG6_112813
B9J08_000504	OG6_138560
B9J08_000505	OG6r20_110726
B9J08_000506	OG6_101069
B9J08_000507	OG6_100447
B9J08_000508	OG6_102086
B9J08_000509	OG6_306051
B9J08_000510	OG6_104196
B9J08_000511	OG6_100813
B9J08_000512	OG6_116641
B9J08_000513	OG6_101783
B9J08_000514	OG6_105470
B9J08_000515	OG6_101845
B9J08_000516	OG6_101137
B9J08_000517	OG6_100257
B9J08_000518	OG6_143782
B9J08_000519	OG6_105019
B9J08_000520	OG6_115599
B9J08_000521	OG6r20_115409
B9J08_000522	OG6_100275
B9J08_000523	OG6_102110
B9J08_000524	OG6_500682
B9J08_000525	OG6_129167
B9J08_000526	OG6_102652
B9J08_000527	OG6_100996
B9J08_000528	OG6_100280
B9J08_000529	OG6_118299
B9J08_000530	OG6_112510
B9J08_000531	OG6_103538
B9J08_000532	OG6_101619
B9J08_000533	OG6_105306
B9J08_000534	OG6_129948
B9J08_000535	OG6_119601
B9J08_000536	OG6_112021
B9J08_000537	OG6_101323
B9J08_000538	OG6_100590
B9J08_000539	OG6_102532
B9J08_000540	OG6r20_115408
B9J08_000541	OG6_152858
B9J08_000542	OG6_104767
B9J08_000543	OG6_100096
B9J08_000544	OG6_499893
B9J08_000545	OG6_103515
B9J08_000546	OG6r20_103491
B9J08_000547	OG6_115961
B9J08_000548	OG6_102708
B9J08_000549	OG6_100860
B9J08_000550	OG6_101464
B9J08_000551	OG6_102597
B9J08_000552	OG6_222618
B9J08_000553	OG6_119305
B9J08_000554	OG6_100365
B9J08_000555	OG6_117316
B9J08_000556	OG6_101862
B9J08_000557	OG6_119780
B9J08_000558	OG6_100812
B9J08_000559	OG6_103701
B9J08_000560	OG6_108195
B9J08_000561	OG6_104030
B9J08_000562	OG6_145910
B9J08_000563	OG6_100509
B9J08_000565	OG6_100929
B9J08_000566	OG6_102003
B9J08_000567	OG6_143629
B9J08_000568	OG6_114877
B9J08_000569	OG6_104174
B9J08_000570	OG6_101597
B9J08_000571	OG6_133160
B9J08_000572	OG6r20_101816
B9J08_000573	OG6_126571
B9J08_000574	OG6_126571
B9J08_000575	OG6r20_102497
B9J08_000576	OG6_101855
B9J08_000577	OG6_122731
B9J08_000578	OG6_115059
B9J08_000579	OG6_101251
B9J08_000580	OG6_106143
B9J08_000581	OG6_106209
B9J08_000582	OG6_110766
B9J08_000583	OG6r20_106125
B9J08_000584	OG6_100831
B9J08_000586	OG6r20_101497
B9J08_000587	OG6_101239
B9J08_000588	OG6_101769
B9J08_000589	OG6_100818
B9J08_000590	OG6_109251
B9J08_000591	OG6_100323
B9J08_000592	OG6_210852
B9J08_000593	OG6_129934
B9J08_000594	OG6_105899
B9J08_000595	OG6r20_107989
B9J08_000596	OG6_101790
B9J08_000597	OG6r20_105307
B9J08_000598	OG6_101218
B9J08_000599	OG6_101802
B9J08_000600	OG6r20_101796
B9J08_000601	OG6_111244
B9J08_000602	OG6_101703
B9J08_000603	OG6_102188
B9J08_000604	OG6_100322
B9J08_000605	OG6_100266
B9J08_000606	OG6_137822
B9J08_000607	OG6_100246
B9J08_000608	OG6r20_102252
B9J08_000609	OG6_121034
B9J08_000610	OG6_102608
B9J08_000611	OG6_100913
B9J08_000612	OG6_100420
B9J08_000613	OG6_100905
B9J08_000614	OG6_117007
B9J08_000615	OG6_127248
B9J08_000616	OG6_112760
B9J08_000617	OG6_499989
B9J08_000618	OG6_112036
B9J08_000619	OG6_103250
B9J08_000620	OG6_193892
B9J08_000621	OG6_119785
B9J08_000622	OG6_101396
B9J08_000623	OG6r20_102794
B9J08_000624	OG6_102373
B9J08_000625	OG6_103841
B9J08_000626	OG6_101657
B9J08_000627	OG6_100625
B9J08_000628	OG6_103308
B9J08_000629	OG6_166614
B9J08_000630	OG6_104282
B9J08_000631	OG6_102983
B9J08_000632	OG6_101107
B9J08_000633	OG6_101215
B9J08_000634	OG6r20_103463
B9J08_000635	OG6_102353
B9J08_000636	OG6_100777
B9J08_000637	OG6_104616
B9J08_000638	OG6_112794
B9J08_000639	OG6_102318
B9J08_000640	OG6_118235
B9J08_000642	OG6r20_109194
B9J08_000643	OG6_101440
B9J08_000644	OG6_222575
B9J08_000645	OG6_100111
B9J08_000646	OG6_101676
B9J08_000647	OG6_102673
B9J08_000648	OG6_100844
B9J08_000649	OG6_111592
B9J08_000650	OG6_100834
B9J08_000651	OG6_104893
B9J08_000652	OG6_151927
B9J08_000653	OG6r20_102216
B9J08_000654	OG6_111589
B9J08_000656	OG6_100721
B9J08_000657	OG6_100076
B9J08_000658	OG6_116931
B9J08_000659	OG6_101424
B9J08_000660	OG6_110008
B9J08_000661	OG6_137793
B9J08_000662	OG6_119246
B9J08_000663	OG6r20_107988
B9J08_000664	OG6_150392
B9J08_000665	OG6_103999
B9J08_000666	OG6_110308
B9J08_000667	OG6_101921
B9J08_000668	OG6_101973
B9J08_000669	OG6r20_109193
B9J08_000670	OG6_100769
B9J08_000671	OG6_166114
B9J08_000672	OG6r20_119426
B9J08_000673	OG6_101337
B9J08_000674	OG6_104832
B9J08_000675	OG6_109925
B9J08_000676	OG6r20_115407
B9J08_000677	OG6_105259
B9J08_000678	OG6_102820
B9J08_000679	OG6_103773
B9J08_000680	OG6_102767
B9J08_000681	OG6_101353
B9J08_000682	OG6_101019
B9J08_000683	OG6_201441
B9J08_000684	OG6_222573
B9J08_000685	OG6_100952
B9J08_000686	OG6_101359
B9J08_000687	OG6_124918
B9J08_000688	OG6_102291
B9J08_000689	OG6_103927
B9J08_000690	OG6_113917
B9J08_000691	OG6_111525
B9J08_000692	OG6_101736
B9J08_000693	OG6_101697
B9J08_000694	OG6_101212
B9J08_000695	OG6_111461
B9J08_000696	OG6_100316
B9J08_000697	OG6_100949
B9J08_000698	OG6_103727
B9J08_000699	OG6_102070
B9J08_000700	OG6r20_100193
B9J08_000701	OG6_114877
B9J08_000702	OG6r20_107987
B9J08_000703	OG6_102911
B9J08_000704	OG6_102222
B9J08_000705	OG6_101314
B9J08_000706	OG6_156413
B9J08_000707	OG6_115946
B9J08_000708	OG6_137696
B9J08_000709	OG6_143644
B9J08_000710	OG6_152930
B9J08_000711	OG6_100781
B9J08_000712	OG6r20_107986
B9J08_000713	OG6_101089
B9J08_000714	OG6_103654
B9J08_000715	OG6_103777
B9J08_000716	OG6_103824
B9J08_000717	OG6r20_110725
B9J08_000718	OG6_106650
B9J08_000719	OG6_104575
B9J08_000720	OG6_102676
B9J08_000721	OG6_102756
B9J08_000722	OG6_193297
B9J08_000724	OG6r20_102484
B9J08_000725	OG6_102772
B9J08_000726	OG6r20_101793
B9J08_000727	OG6_101322
B9J08_000728	OG6_103501
B9J08_000729	OG6_100157
B9J08_000730	OG6r20_101646
B9J08_000731	OG6_102855
B9J08_000732	OG6_106702
B9J08_000733	OG6_100938
B9J08_000734	OG6_101040
B9J08_000735	OG6_112060
B9J08_000736	OG6r20_106132
B9J08_000737	OG6_104021
B9J08_000738	OG6_100509
B9J08_000739	OG6_113593
B9J08_000740	OG6_100455
B9J08_000741	OG6_103911
B9J08_000742	OG6_100651
B9J08_000743	OG6_102764
B9J08_000746	OG6_108411
B9J08_000747	OG6_103994
B9J08_000748	OG6_111250
B9J08_000749	OG6_105076
B9J08_000750	OG6_105326
B9J08_000751	OG6_103591
B9J08_000752	OG6_100220
B9J08_000753	OG6_101386
B9J08_000754	OG6_102591
B9J08_000755	OG6_100541
B9J08_000756	OG6_110303
B9J08_000757	OG6_100642
B9J08_000758	OG6_101137
B9J08_000759	OG6_100144
B9J08_000760	OG6_108985
B9J08_000761	OG6_104618
B9J08_000762	OG6_103019
B9J08_000764	OG6_101212
B9J08_000765	OG6_117256
B9J08_000766	OG6_100337
B9J08_000767	OG6r20_101509
B9J08_000768	OG6_105071
B9J08_000769	OG6_101709
B9J08_000770	OG6_102246
B9J08_000771	OG6_100737
B9J08_000772	OG6_113827
B9J08_000773	OG6r20_115406
B9J08_000774	OG6_100425
B9J08_000775	OG6_100616
B9J08_000776	OG6_100540
B9J08_000777	OG6_500046
B9J08_000778	OG6_106907
B9J08_000779	OG6_103112
B9J08_000780	OG6_102025
B9J08_000781	OG6_102754
B9J08_000782	OG6_137720
B9J08_000783	OG6r20_115405
B9J08_000784	OG6_105437
B9J08_000785	OG6_102579
B9J08_000786	OG6_222561
B9J08_000787	OG6_101167
B9J08_000788	OG6_100351
B9J08_000789	OG6_104344
B9J08_000790	OG6_109735
B9J08_000791	OG6r20_110724
B9J08_000792	OG6_100593
B9J08_000793	OG6_106185
B9J08_000794	OG6_106185
B9J08_000795	OG6r20_102016
B9J08_000796	OG6_101689
B9J08_000797	OG6_101689
B9J08_000798	OG6_146692
B9J08_000799	OG6r20_102022
B9J08_000800	OG6_100666
B9J08_000801	OG6_122175
B9J08_000802	OG6_500616
B9J08_000803	OG6_101628
B9J08_000804	OG6_102776
B9J08_000805	OG6_186829
B9J08_000806	OG6r20_101236
B9J08_000807	OG6_100282
B9J08_000808	OG6_100716
B9J08_000809	OG6_500649
B9J08_000810	OG6_102485
B9J08_000811	OG6_100282
B9J08_000812	OG6_100072
B9J08_000813	OG6_104988
B9J08_000814	OG6_103152
B9J08_000815	OG6_114268
B9J08_000816	OG6_100304
B9J08_000817	OG6r20_106131
B9J08_000818	OG6_105473
B9J08_000819	OG6_103433
B9J08_000820	OG6_102920
B9J08_000821	OG6_118311
B9J08_000822	OG6_100850
B9J08_000823	OG6_100788
B9J08_000824	OG6_101550
B9J08_000825	OG6r20_103998
B9J08_000826	OG6r20_101940
B9J08_000827	OG6_104807
B9J08_000828	OG6_107192
B9J08_000829	OG6_105449
B9J08_000830	OG6r20_102013
B9J08_000831	OG6_101610
B9J08_000834	OG6_100282
B9J08_000835	OG6_123029
B9J08_000836	OG6_105611
B9J08_000837	OG6_100158
B9J08_000838	OG6_100577
B9J08_000839	OG6_103714
B9J08_000840	OG6_118131
B9J08_000841	OG6_119800
B9J08_000842	OG6_500503
B9J08_000843	OG6_116978
B9J08_000844	OG6r20_101366
B9J08_000845	OG6_103694
B9J08_000846	OG6r20_102023
B9J08_000847	OG6_100725
B9J08_000848	OG6_105516
B9J08_000849	OG6_112915
B9J08_000850	OG6_102044
B9J08_000852	OG6_113601
B9J08_000853	OG6_103247
B9J08_000854	OG6_108615
B9J08_000855	OG6_112353
B9J08_000856	OG6_102548
B9J08_000857	OG6_120864
B9J08_000858	OG6_107459
B9J08_000859	OG6_100513
B9J08_000860	OG6_123100
B9J08_000861	OG6_101247
B9J08_000862	OG6_133447
B9J08_000863	OG6_103520
B9J08_000864	OG6_100703
B9J08_000865	OG6_137751
B9J08_000866	OG6_101960
B9J08_000867	OG6_102324
B9J08_000868	OG6_112515
B9J08_000869	OG6_142300
B9J08_000870	OG6_103046
B9J08_000871	OG6_105635
B9J08_000872	OG6_102876
B9J08_000873	OG6_103251
B9J08_000874	OG6_104311
B9J08_000875	OG6_115039
B9J08_000876	OG6_103051
B9J08_000877	OG6_112328
B9J08_000878	OG6_100954
B9J08_000879	OG6_111491
B9J08_000880	OG6_101059
B9J08_000881	OG6_114868
B9J08_000882	OG6_112802
B9J08_000883	OG6_103655
B9J08_000884	OG6r20_102248
B9J08_000885	OG6r20_102793
B9J08_000886	OG6_101229
B9J08_000887	OG6_103309
B9J08_000888	OG6_105051
B9J08_000889	OG6_102809
B9J08_000890	OG6r20_110723
B9J08_000891	OG6r20_126669
B9J08_000892	OG6r20_115404
B9J08_000894	OG6_499915
B9J08_000895	OG6_100819
B9J08_000896	OG6_127200
B9J08_000897	OG6_112960
B9J08_000898	OG6_103859
B9J08_000899	OG6_102996
B9J08_000900	OG6_103222
B9J08_000901	OG6_104452
B9J08_000902	OG6_107650
B9J08_000903	OG6_100466
B9J08_000904	OG6_103257
B9J08_000905	OG6_114277
B9J08_000906	OG6r20_107959
B9J08_000907	OG6_102422
B9J08_000908	OG6_101211
B9J08_000909	OG6_102729
B9J08_000910	OG6_101399
B9J08_000911	OG6r20_112589
B9J08_000912	OG6_101124
B9J08_000913	OG6r20_101362
B9J08_000914	OG6_101695
B9J08_000915	OG6_103288
B9J08_000916	OG6_198028
B9J08_000917	OG6_104777
B9J08_000918	OG6_107446
B9J08_000919	OG6r20_102008
B9J08_000920	OG6_102847
B9J08_000921	OG6_102783
B9J08_000922	OG6r20_101979
B9J08_000923	OG6_102680
B9J08_000924	OG6_101377
B9J08_000925	OG6_136451
B9J08_000926	OG6_103307
B9J08_000927	OG6_102868
B9J08_000928	OG6_100198
B9J08_000929	OG6r20_115403
B9J08_000930	OG6_115844
B9J08_000931	OG6r20_115402
B9J08_000932	OG6_100927
B9J08_000933	OG6_101138
B9J08_000934	OG6_101829
B9J08_000935	OG6_115942
B9J08_000936	OG6_133175
B9J08_000937	OG6_100486
B9J08_000938	OG6_117943
B9J08_000939	OG6_210852
B9J08_000940	OG6r20_110722
B9J08_000941	OG6_102399
B9J08_000942	OG6_103169
B9J08_000943	OG6r20_109191
B9J08_000944	OG6_102975
B9J08_000945	OG6_500540
B9J08_000946	OG6_101642
B9J08_000947	OG6_103418
B9J08_000948	OG6_102808
