Entry	Gene Names	Protein names	Mass
A0A8H4FY28	AAH1 FT663_03308	Adenine deaminase (ADE) (EC 3.5.4.2) (Adenine aminohydrolase) (AAH)	39968
A0A1B0Z731	ACT1	Actin	35510
A0A2V1AUB9	ADI1 CXQ85_000666	Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53)	21268
A0A8H4FW63	ADI1 FT663_00369	Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53)	21268
A0A2V1AVP3	ADK1 CXQ85_000854	Adenylate kinase (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate kinase cytosolic and mitochondrial) (Adenylate monophosphate kinase)	27462
A0A8H4D8A4	ADK1 FT663_00065	Adenylate kinase (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate kinase cytosolic and mitochondrial) (Adenylate monophosphate kinase)	27462
A0A2V1B0R0	ADK2 CXQ85_002997	GTP:AMP phosphotransferase, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (AK 3)	25579
A0A8H4FV26	ADK2 FT663_01719	GTP:AMP phosphotransferase, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (AK 3)	25579
A0A2V1ARP2	AIM11 CXQ85_002200	Altered inheritance of mitochondria protein 11	18850
A0A8H4FSR0	AIM11 FT663_04926	Altered inheritance of mitochondria protein 11	18850
A0A2V1AL44	AIM41 CXQ85_001069	Altered inheritance of mitochondria protein 41	19244
A0A8H4FWE4	AIM41 FT663_00140	Altered inheritance of mitochondria protein 41	19244
A0A2V1AYU5	ALA1 CXQ85_002774	Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	105594
A0A8H4FV11	ALA1 FT663_01384	Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	106790
A0A2V1AKN1	ALG13 CXQ85_000892	UDP-N-acetylglucosamine transferase subunit ALG13 (EC 2.4.1.141) (Asparagine-linked glycosylation protein 13)	23084
A0A8H4D305	ALG13 FT663_03199	UDP-N-acetylglucosamine transferase subunit ALG13 (EC 2.4.1.141) (Asparagine-linked glycosylation protein 13)	23084
A0A2V1AUM4	ALG14 CXQ85_000490	UDP-N-acetylglucosamine transferase subunit ALG14 (Asparagine-linked glycosylation protein 14)	24400
A0A8H4CYF2	ALG14 FT663_05252	UDP-N-acetylglucosamine transferase subunit ALG14 (Asparagine-linked glycosylation protein 14)	24400
M9WII2	Act	Actin	21812
M9WJJ8	Act	Actin	21812
A0A2V1AWI6	BMT2 CXQ85_005026	25S rRNA adenine-N(1) methyltransferase (EC 2.1.1.-)	35493
A0A8H4D3G0	BMT2 FT663_02585	25S rRNA adenine-N(1) methyltransferase (EC 2.1.1.-)	35493
A0A2V1AUN0	BNA1 CXQ85_000464	3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6) (3-hydroxyanthranilate oxygenase) (3-HAO) (3-hydroxyanthranilic acid dioxygenase) (HAD) (Biosynthesis of nicotinic acid protein 1)	19559
A0A8H4D273	BNA1 FT663_03325	3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6) (3-hydroxyanthranilate oxygenase) (3-HAO) (3-hydroxyanthranilic acid dioxygenase) (HAD) (Biosynthesis of nicotinic acid protein 1)	19559
A0A2V1ALP3	BNA4 CXQ85_001518	Kynurenine 3-monooxygenase (EC 1.14.13.9) (Biosynthesis of nicotinic acid protein 4) (Kynurenine 3-hydroxylase)	52894
A0A8H4FU21	BNA4 FT663_02988	Kynurenine 3-monooxygenase (EC 1.14.13.9) (Biosynthesis of nicotinic acid protein 4) (Kynurenine 3-hydroxylase)	52894
A0A2V1AU40	BNA5 CXQ85_000274	Kynureninase (EC 3.7.1.3) (Biosynthesis of nicotinic acid protein 5) (L-kynurenine hydrolase)	50597
A0A8H4D8C9	BNA5 FT663_01070	Kynureninase (EC 3.7.1.3) (Biosynthesis of nicotinic acid protein 5) (L-kynurenine hydrolase)	50597
A0A2V1AS85	BNA7 CXQ85_002398	Kynurenine formamidase (KFA) (KFase) (EC 3.5.1.9) (Arylformamidase) (N-formylkynurenine formamidase) (FKF)	28649
A0A8H4FYW9	BNA7 FT663_02449	Kynurenine formamidase (KFA) (KFase) (EC 3.5.1.9) (Arylformamidase) (N-formylkynurenine formamidase) (FKF)	28649
A0A2V1B1B5	CIA1 CXQ85_002746	Probable cytosolic iron-sulfur protein assembly protein 1	43328
A0A8H4D715	CIA1 FT663_01412	Probable cytosolic iron-sulfur protein assembly protein 1	43328
A0A2V1AXC6	CLP1 CXQ85_004836	Polynucleotide 5'-hydroxyl-kinase GRC3 (Polynucleotide 5'-hydroxyl-kinase grc3)	49216
A0A8H4D683	CLP1 FT663_01119	Polynucleotide 5'-hydroxyl-kinase GRC3 (Polynucleotide 5'-hydroxyl-kinase grc3)	53846
A0A2V1AU17	COQ2 CXQ85_004534	4-hydroxybenzoate polyprenyltransferase, mitochondrial (4-HB polyprenyltransferase) (EC 2.5.1.39) (4-hydroxybenzoate hexaprenyltransferase) (Para-hydroxybenzoate--polyprenyltransferase) (PHB:PPT) (PHB:polyprenyltransferase)	43606
A0A8H4D6P8	COQ2 FT663_01901	4-hydroxybenzoate polyprenyltransferase, mitochondrial (4-HB polyprenyltransferase) (EC 2.5.1.39) (4-hydroxybenzoate hexaprenyltransferase) (Para-hydroxybenzoate--polyprenyltransferase) (PHB:PPT) (PHB:polyprenyltransferase)	43606
A0A2V1AV96	COQ3 CXQ85_000735	Ubiquinone biosynthesis O-methyltransferase, mitochondrial (3,4-dihydroxy-5-hexaprenylbenzoate methyltransferase) (3-demethylubiquinol 3-O-methyltransferase) (3-demethylubiquinone-6 3-O-methyltransferase) (Hexaprenyldihydroxybenzoate methyltransferase) (Polyprenyldihydroxybenzoate methyltransferase) (DHHB methyltransferase) (DHHB-MT) (DHHB-MTase) (EC 2.1.1.114, EC 2.1.1.64)	36001
A0A8H4FS54	COQ3 FT663_05019	Ubiquinone biosynthesis O-methyltransferase, mitochondrial (3,4-dihydroxy-5-hexaprenylbenzoate methyltransferase) (3-demethylubiquinol 3-O-methyltransferase) (3-demethylubiquinone-6 3-O-methyltransferase) (Hexaprenyldihydroxybenzoate methyltransferase) (Polyprenyldihydroxybenzoate methyltransferase) (DHHB methyltransferase) (DHHB-MT) (DHHB-MTase) (EC 2.1.1.114, EC 2.1.1.64)	36001
A0A2V1AL11	COQ4 CXQ85_001301	Ubiquinone biosynthesis protein COQ4, mitochondrial (Coenzyme Q biosynthesis protein 4)	93212
A0A8H4FUR9	COQ4 FT663_02039	Ubiquinone biosynthesis protein COQ4, mitochondrial (Coenzyme Q biosynthesis protein 4)	36583
A0A2V1AQM1	COQ5 CXQ85_003664	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial (EC 2.1.1.201) (Ubiquinone biosynthesis methyltransferase COQ5)	33232
A0A8H4D712	COQ5 FT663_00741	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial (EC 2.1.1.201) (Ubiquinone biosynthesis methyltransferase COQ5)	33232
A0A2V1AZV5	COQ6 CXQ85_002928	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial (EC 1.14.13.-)	52104
A0A8H4D1M7	COQ6 FT663_03915	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial (EC 1.14.13.-)	52104
A0A2V1AYD1	COQ7 CXQ85_002556	5-demethoxyubiquinone hydroxylase, mitochondrial (DMQ hydroxylase) (EC 1.14.99.60) (Ubiquinone biosynthesis monooxygenase COQ7)	118421
A0A8H4D3G9	COQ7 FT663_02705	5-demethoxyubiquinone hydroxylase, mitochondrial (DMQ hydroxylase) (EC 1.14.99.60) (Ubiquinone biosynthesis monooxygenase COQ7)	27657
A0A2V1AU32	CXQ85_000001	Uncharacterized protein	13209
A0A2V1AS39	CXQ85_000002	Cytochrome b2, mitochondrial	61314
A0A2V1AT79	CXQ85_000003	Mandelate racemase/muconate lactonizing enzyme C-terminal domain-containing protein	47127
A0A2V1AT72	CXQ85_000004	Transcription factor domain-containing protein	76920
A0A2V1ASG5	CXQ85_000005	alpha-L-rhamnosidase (EC 3.2.1.40)	94043
A0A2V1AVY1	CXQ85_000006	Major facilitator superfamily (MFS) profile domain-containing protein	62380
A0A2V1ATF5	CXQ85_000007	Dihydrodipicolinate synthase	32627
A0A2V1AUQ3	CXQ85_000008	Amidohydrolase-related domain-containing protein	38252
A0A2V1ATG0	CXQ85_000009	L-rhamnose-1-dehydrogenase	26958
A0A2V1ATB2	CXQ85_000010	beta-glucosidase (EC 3.2.1.21)	91126
A0A2V1AU44	CXQ85_000011	MIF4G domain-containing protein	78673
A0A2V1AS49	CXQ85_000012	OPT family small oligopeptide transporter	105620
A0A2V1AT89	CXQ85_000013	Hyphally-regulated cell wall protein N-terminal domain-containing protein	100715
A0A2V1AT80	CXQ85_000014	CNH domain-containing protein	36857
A0A2V1ASH4	CXQ85_000015	Major facilitator superfamily (MFS) profile domain-containing protein	82687
A0A2V1AVZ7	CXQ85_000016	Uncharacterized protein	58985
A0A2V1ATG5	CXQ85_000017	OPT family small oligopeptide transporter	106038
A0A2V1AUR2	CXQ85_000018	Major facilitator superfamily (MFS) profile domain-containing protein	71968
A0A2V1ATH0	CXQ85_000019	Uncharacterized protein	56149
A0A2V1ATC3	CXQ85_000020	Uncharacterized protein	24132
A0A2V1AU52	CXQ85_000021	Uncharacterized protein	27131
A0A2V1AS58	CXQ85_000022	Uncharacterized protein	24259
A0A2V1AT99	CXQ85_000023	Uncharacterized protein	32035
A0A2V1AT90	CXQ85_000024	CRAL-TRIO domain-containing protein	51365
A0A2V1ASI5	CXQ85_000025	ferric-chelate reductase (NADPH) (EC 1.16.1.9)	67634
A0A2V1AW06	CXQ85_000026	Ceramide glucosyltransferase (EC 2.4.1.80) (Glucosylceramide synthase) (UDP-glucose ceramide glucosyltransferase) (UDP-glucose:N-acylsphingosine D-glucosyltransferase)	52127
A0A2V1ATH5	CXQ85_000027	Choline/carnitine acyltransferase domain-containing protein	69615
A0A2V1AUS0	CXQ85_000028	Autophagy-related protein 11	134906
A0A2V1ATH8	CXQ85_000029	ribose-phosphate diphosphokinase (EC 2.7.6.1)	35585
A0A2V1ATD1	CXQ85_000030	dihydroxy-acid dehydratase (EC 4.2.1.9)	63003
A0A2V1AU59	CXQ85_000031	Uncharacterized protein	67461
A0A2V1AS70	CXQ85_000032	homocitrate synthase (EC 2.3.3.14)	47017
A0A2V1ATA9	CXQ85_000033	SPX domain-containing protein	108437
A0A2V1ATA0	CXQ85_000034	Tyrosine specific protein phosphatases domain-containing protein	71345
A0A2V1ASJ5	CXQ85_000035	Phospholipid-transporting ATPase (EC 7.6.2.1)	127557
A0A2V1AW16	CXQ85_000036	RNase III domain-containing protein	45720
A0A2V1ATI4	CXQ85_000037	ATP synthase subunit alpha	58408
A0A2V1AUS8	CXQ85_000038	Uncharacterized protein	52049
A0A2V1ATI7	CXQ85_000039	Uncharacterized protein	26787
A0A2V1ATE1	CXQ85_000040	Aminopeptidase (EC 3.4.11.-)	97232
A0A2V1AU70	CXQ85_000041	Rhodanese domain-containing protein	15877
A0A2V1AS80	CXQ85_000042	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	19186
A0A2V1ATB1	CXQ85_000044	Uncharacterized protein	26639
A0A2V1AW26	CXQ85_000046	Uncharacterized protein	32430
A0A2V1ATJ3	CXQ85_000047	Uncharacterized protein	30761
A0A2V1AUT9	CXQ85_000048	Nucleosome assembly protein	46300
A0A2V1ATJ6	CXQ85_000049	ABC transporter domain-containing protein	93978
A0A2V1ATF2	CXQ85_000050	Major facilitator superfamily (MFS) profile domain-containing protein	58346
A0A2V1AU82	CXQ85_000051	Mitochondrial oxaloacetate transport protein	43838
A0A2V1AS89	CXQ85_000052	Metallo-beta-lactamase domain-containing protein	31514
A0A2V1ATC9	CXQ85_000053	Presequence protease, mitochondrial (Pitrilysin metalloproteinase)	117756
A0A2V1ATC4	CXQ85_000054	GOLD domain-containing protein	21288
A0A2V1ASM1	CXQ85_000055	Uncharacterized protein	70626
A0A2V1AW36	CXQ85_000056	Uncharacterized protein	24964
A0A2V1ATK2	CXQ85_000057	Tryptophan synthase beta chain-like PALP domain-containing protein	124556
A0A2V1AUU9	CXQ85_000058	Histone-lysine N-methyltransferase, H3 lysine-79 specific (EC 2.1.1.360) (Histone H3-K79 methyltransferase)	138009
A0A2V1ATK6	CXQ85_000059	ISWI chromatin-remodeling complex ATPase ISW2	124238
A0A2V1AU93	CXQ85_000061	EamA domain-containing protein	36233
A0A2V1ASA0	CXQ85_000062	Uncharacterized protein	29184
A0A2V1ATD8	CXQ85_000063	Uncharacterized protein	28426
A0A2V1ATD5	CXQ85_000064	Mitochondrial genome maintenance protein MGM101	26009
A0A2V1ASN6	CXQ85_000065	NADH-ubiquinone oxidoreductase subunit B14.7	21829
A0A2V1AW46	CXQ85_000066	Mitochondrial import receptor subunit TOM20	19321
A0A2V1ATL2	CXQ85_000067	glucan 1,3-beta-glucosidase (EC 3.2.1.58)	57104
A0A2V1AUV9	CXQ85_000068	Homoserine dehydrogenase (HDH) (EC 1.1.1.3)	38519
A0A2V1ATL5	CXQ85_000069	Vacuolar membrane-associated protein IML1 (Vacuolar membrane-associated protein iml1)	173065
A0A2V1ATH1	CXQ85_000070	glutaminase (EC 3.5.1.2)	26352
A0A2V1AUA2	CXQ85_000071	pyridoxal 5'-phosphate synthase (glutamine hydrolyzing) (EC 4.3.3.6)	31209
A0A2V1ASA9	CXQ85_000072	Peroxisome assembly protein 22	19174
A0A2V1ATE7	CXQ85_000073	Ras-GEF domain-containing protein	156575
A0A2V1ATE5	CXQ85_000074	Ribosome biogenesis protein SLX9	21612
A0A2V1ASP4	CXQ85_000075	FHA domain-containing protein	107432
A0A2V1AW56	CXQ85_000076	Proteasome subunit beta	30947
A0A2V1ATM3	CXQ85_000077	60S ribosomal protein L11-A	20181
A0A2V1AUW7	CXQ85_000078	Pre-mRNA-splicing factor SPF27	25062
A0A2V1ATM4	CXQ85_000079	PHD finger-like domain-containing protein 5A	12790
A0A2V1ATI1	CXQ85_000080	RING-type domain-containing protein	51971
A0A2V1AUB3	CXQ85_000081	ADF-H domain-containing protein	37896
A0A2V1ASB9	CXQ85_000082	Uncharacterized protein	40702
A0A2V1ATF7	CXQ85_000083	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	18164
A0A2V1ATF6	CXQ85_000084	Uncharacterized protein	70339
A0A2V1ASQ2	CXQ85_000085	Sphingolipid long chain base-responsive protein PIL1	35008
A0A2V1AW66	CXQ85_000086	Protein SYM1	23964
A0A2V1ATN3	CXQ85_000087	Protein SYM1	19559
A0A2V1AUX7	CXQ85_000088	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit	85752
A0A2V1ATN4	CXQ85_000089	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	56030
A0A2V1ATJ1	CXQ85_000090	Calponin-homology (CH) domain-containing protein	20320
A0A2V1AUC4	CXQ85_000091	Protein MAK16	35564
A0A2V1ASD0	CXQ85_000092	Sphingoid long-chain base transporter RSB1	50632
A0A2V1ATG6	CXQ85_000093	HTH APSES-type domain-containing protein	29756
A0A2V1ATG9	CXQ85_000094	Amino acid transporter transmembrane domain-containing protein	57851
A0A2V1ASR2	CXQ85_000095	RRM domain-containing protein	117350
A0A2V1AW79	CXQ85_000096	GTP-binding nuclear protein	24459
A0A2V1ATP4	CXQ85_000097	Matrin-type domain-containing protein	15657
A0A2V1AUY5	CXQ85_000098	Uncharacterized protein	11646
A0A2V1ATP3	CXQ85_000099	Autophagy-related protein 16 domain-containing protein	45321
A0A2V1ATK1	CXQ85_000100	Uncharacterized protein	42678
A0A2V1AUD5	CXQ85_000101	DNA replication licensing factor MCM5 (EC 3.6.4.12)	102284
A0A2V1ASE2	CXQ85_000102	Peptidase S54 rhomboid domain-containing protein	38496
A0A2V1ATH7	CXQ85_000103	60S ribosomal protein L18-A	21581
A0A2V1ATI0	CXQ85_000104	40S ribosomal protein S19-B	76628
A0A2V1ASS1	CXQ85_000105	Dynein heavy chain, cytoplasmic (Dynein heavy chain, cytosolic)	470976
A0A2V1AW87	CXQ85_000106	EF-hand domain-containing protein	57281
A0A2V1ATQ3	CXQ85_000107	HORMA domain-containing protein	22295
A0A2V1AUZ3	CXQ85_000108	DNA mismatch repair protein MutL	197113
A0A2V1ATQ4	CXQ85_000109	Zn(2)-C6 fungal-type domain-containing protein	90930
A0A2V1ATL1	CXQ85_000110	carnosine N-methyltransferase (EC 2.1.1.22)	44569
A0A2V1AUE5	CXQ85_000111	Vacuolar protein sorting-associated protein 21	23010
A0A2V1ASF4	CXQ85_000112	Ca3427-like PBP 2 domain-containing protein	33946
A0A2V1ATI9	CXQ85_000113	Uncharacterized protein	35560
A0A2V1ATJ0	CXQ85_000114	K Homology domain-containing protein	27509
A0A2V1AST3	CXQ85_000115	Heat shock protein SSB1	66358
A0A2V1AW98	CXQ85_000116	non-specific serine/threonine protein kinase (EC 2.7.11.1)	48770
A0A2V1ATR2	CXQ85_000117	F-box domain-containing protein	50039
A0A2V1AV04	CXQ85_000118	Nudix hydrolase domain-containing protein	94324
A0A2V1ATR4	CXQ85_000119	Mitochondrial ATPase complex subunit ATP10	32234
A0A2V1ATL8	CXQ85_000120	40S ribosomal protein S20	13136
A0A2V1AUF5	CXQ85_000121	PPM-type phosphatase domain-containing protein	63011
A0A2V1ASG6	CXQ85_000122	Antiviral helicase SKI2	139606
A0A2V1ATJ7	CXQ85_000123	RNase III domain-containing protein	28500
A0A2V1ATK0	CXQ85_000124	AAA+ ATPase domain-containing protein	84386
A0A2V1ASU5	CXQ85_000125	Peroxisomal biogenesis factor 19	35895
A0A2V1AWB1	CXQ85_000126	SUMO-conjugating enzyme UBC9	18043
A0A2V1ATS2	CXQ85_000127	6-phosphofructo-2-kinase domain-containing protein	52457
A0A2V1AV15	CXQ85_000128	SPS-sensor serine protease component SSY5	86639
A0A2V1ATS3	CXQ85_000129	Pyrroloquinoline quinone-dependent pyranose dehydrogenase beta-propeller domain-containing protein	33244
A0A2V1ATM7	CXQ85_000130	Uncharacterized protein	33852
A0A2V1AUG5	CXQ85_000131	40S ribosomal protein S29	81984
A0A2V1ASH8	CXQ85_000132	Bms1-type G domain-containing protein	87245
A0A2V1ATK4	CXQ85_000133	C2H2-type domain-containing protein	47737
A0A2V1ATL0	CXQ85_000134	Chaperone DnaJ	62466
A0A2V1ASV5	CXQ85_000135	Vacuolar protein 14 C-terminal Fig4-binding domain-containing protein	106818
A0A2V1AWB9	CXQ85_000136	Protein Zds1 C-terminal domain-containing protein	76052
A0A2V1ATT0	CXQ85_000139	NADPH:adrenodoxin oxidoreductase, mitochondrial (EC 1.18.1.6)	53741
A0A2V1AV23	CXQ85_000140	triacylglycerol lipase (EC 3.1.1.3)	38540
A0A2V1ATT1	CXQ85_000141	Mitochondrial distribution and morphology protein 35	12161
A0A2V1ATN7	CXQ85_000142	DASH complex subunit ASK1 (Outer kinetochore protein ASK1)	52364
A0A2V1AUH6	CXQ85_000143	Complex 1 LYR protein domain-containing protein	15283
A0A2V1ASJ2	CXQ85_000144	Rho-GAP domain-containing protein	107160
A0A2V1ATL4	CXQ85_000145	Mannan polymerase II complex ANP1 subunit	52444
A0A2V1ATM1	CXQ85_000146	SMC hinge domain-containing protein	131756
A0A2V1ASW5	CXQ85_000147	Peroxin/Ferlin domain-containing protein	52232
A0A2V1AWD5	CXQ85_000148	Pre-mRNA-splicing factor 18	38174
A0A2V1ATU0	CXQ85_000149	Uncharacterized protein	45710
A0A2V1AV32	CXQ85_000150	arginyltransferase (EC 2.3.2.8)	53458
A0A2V1ATU1	CXQ85_000151	LicD/FKTN/FKRP nucleotidyltransferase domain-containing protein	95267
A0A2V1ATP7	CXQ85_000152	Cytochrome c oxidase subunit (Cytochrome c oxidase polypeptide VIa)	16047
A0A2V1AUI6	CXQ85_000153	Protein phosphatase PP2A regulatory subunit B	57908
A0A2V1ASK2	CXQ85_000154	40S ribosomal protein S26	13512
A0A2V1ATM5	CXQ85_000155	Cytochrome c oxidase subunit 4, mitochondrial	16268
A0A2V1ATN0	CXQ85_000156	D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding domain-containing protein	40187
A0A2V1ASX4	CXQ85_000157	Actin cytoskeleton-regulatory complex protein SLA1	137071
A0A2V1AWE5	CXQ85_000158	mRNA m(6)A methyltransferase (EC 2.1.1.348)	57798
A0A2V1ATU9	CXQ85_000159	Endoplasmic reticulum membrane protein	22500
A0A2V1AV43	CXQ85_000160	dolichyl-diphosphooligosaccharide--protein glycotransferase (EC 2.4.99.18)	83783
A0A2V1ATV2	CXQ85_000161	FYVE-type domain-containing protein	85559
A0A2V1ATQ7	CXQ85_000162	Succinate dehydrogenase, cytochrome b556 subunit	17468
A0A2V1AUJ8	CXQ85_000163	F-box domain-containing protein	72459
A0A2V1ASL2	CXQ85_000164	Hap4 transcription factor heteromerisation domain-containing protein	48548
A0A2V1ATN5	CXQ85_000165	COX assembly mitochondrial protein	12595
A0A2V1ATP0	CXQ85_000166	Kinetochore protein Spc24	24334
A0A2V1ASY3	CXQ85_000167	Large ribosomal subunit protein mL60	13589
A0A2V1AWF5	CXQ85_000168	Uncharacterized protein	13088
A0A2V1ATV9	CXQ85_000169	Uncharacterized protein	21291
A0A2V1AV53	CXQ85_000170	Uncharacterized protein	111129
A0A2V1ATW2	CXQ85_000171	U1 small nuclear ribonucleoprotein component SNU71	62376
A0A2V1ATR7	CXQ85_000172	Suppressor of forked domain-containing protein	82578
A0A2V1AUK7	CXQ85_000173	Multidrug resistance protein CDR1	271239
A0A2V1ASM3	CXQ85_000174	Pre-mRNA-splicing factor CLF1	84463
A0A2V1ATP6	CXQ85_000176	FAD-binding FR-type domain-containing protein	79930
A0A2V1ATQ0	CXQ85_000177	Sulfiredoxin (EC 1.8.98.2)	13837
A0A2V1ASZ4	CXQ85_000178	FTR1 family protein	43883
A0A2V1AWG3	CXQ85_000179	Serine/threonine-protein kinase BUR1 (EC 2.7.11.22) (EC 2.7.11.23)	45221
A0A2V1ATW7	CXQ85_000180	Major facilitator superfamily (MFS) profile domain-containing protein	59774
A0A2V1AV62	CXQ85_000181	quinol--cytochrome-c reductase (EC 7.1.1.8)	31511
A0A2V1ATX0	CXQ85_000182	cystathionine gamma-lyase (EC 4.4.1.1) (Gamma-cystathionase)	42656
A0A2V1ATS7	CXQ85_000183	Calcium-translocating P-type ATPase, PMCA-type	129432
A0A2V1AUL8	CXQ85_000184	Uncharacterized protein	28126
A0A2V1ASN3	CXQ85_000185	Anaphase-promoting complex subunit 4 WD40 domain-containing protein	42792
A0A2V1ATQ6	CXQ85_000186	Oleate-induced peroxisomal protein POX18	14006
A0A2V1AT05	CXQ85_000188	MMS19 nucleotide excision repair protein	119104
A0A2V1AWH3	CXQ85_000189	C3H1-type domain-containing protein	349688
A0A2V1ATX7	CXQ85_000190	Phosphatidate phosphatase APP1 catalytic domain-containing protein	69241
A0A2V1AV72	CXQ85_000191	Protein BZZ1	68595
A0A2V1ATX9	CXQ85_000192	40S ribosomal protein S7	21308
A0A2V1ATT7	CXQ85_000193	Ribose-5-phosphate isomerase (EC 5.3.1.6) (D-ribose-5-phosphate ketol-isomerase) (Phosphoriboisomerase)	25351
A0A2V1AUM6	CXQ85_000194	ADP-ribosylation factor 6	17642
A0A2V1ASP6	CXQ85_000195	RNA helicase (EC 3.6.4.13)	85076
A0A2V1ATR6	CXQ85_000196	ABC1 atypical kinase-like domain-containing protein	65115
A0A2V1ATS0	CXQ85_000198	Uncharacterized protein	114491
A0A2V1AT15	CXQ85_000199	DNA-directed RNA polymerase subunit beta (EC 2.7.7.6)	130711
A0A2V1AWI4	CXQ85_000200	Methyltransferase small domain-containing protein	24581
A0A2V1ATY7	CXQ85_000201	Branchpoint-bridging protein	84437
A0A2V1AV83	CXQ85_000202	Nucleoporin Nup82	82468
A0A2V1ATY9	CXQ85_000203	Uncharacterized protein	15433
A0A2V1ATU8	CXQ85_000204	Uncharacterized protein	89742
A0A2V1AUN8	CXQ85_000205	Uncharacterized protein	41699
A0A2V1ASQ7	CXQ85_000206	CCHC-type domain-containing protein	20881
A0A2V1ATS5	CXQ85_000207	Uncharacterized protein	82102
A0A2V1ATT2	CXQ85_000208	leucine--tRNA ligase (EC 6.1.1.4)	99136
A0A2V1AT27	CXQ85_000209	Diphthine--ammonia ligase (EC 6.3.1.14) (Diphthamide synthase) (Diphthamide synthetase) (Mitochondrial 15S rRNA processing factor CCM1)	152014
A0A2V1AWJ4	CXQ85_000210	Protein CASP	125689
A0A2V1AU05	CXQ85_000211	Protein transport protein SEC23	84874
A0A2V1AV92	CXQ85_000212	60S ribosomal subunit assembly/export protein LOC1 (60S ribosomal subunit assembly/export protein loc1)	23824
A0A2V1ATZ7	CXQ85_000213	Peptidase S54 rhomboid domain-containing protein	33315
A0A2V1ATV8	CXQ85_000214	60S acidic ribosomal protein P1-B	10545
A0A2V1AUP8	CXQ85_000215	Uncharacterized protein	27920
A0A2V1ASR6	CXQ85_000216	Uncharacterized protein	22527
A0A2V1ATT4	CXQ85_000218	dynamin GTPase (EC 3.6.5.5)	97811
A0A2V1ATU3	CXQ85_000219	Uncharacterized protein	94376
A0A2V1AT35	CXQ85_000220	Peptidase M20 dimerisation domain-containing protein	64274
