Accession	Entry
OG6_100847	P38077
OG6_143735	P38224
OG6_100576	P38225
OG6_102498	P38226
OG6_104355	P38227
OG6_500105	P38228
OG6_499872	P38229
OG6_102213	P38230
OG6_500771	P38231
OG6_100208	P0CX48
OG6_104743	P21538
OG6_499841	P38232
OG6_500598	P38234
OG6_101744	P38235
OG6_108032	P38079
OG6_102682	P19735
OG6_124567	P38081
OG6_500800	I2HB52
OG6_105437	P38236
OG6_101380	P38237
OG6_500581	Q3E790
OG6_101386	P38080
OG6_102887	P32833
OG6_102125	P38238
OG6_153256	P38239
OG6_114772	P38083
OG6_102614	P38241
OG6_222545	P38082
OG6_109825	P27654
OG6_142238	P38084
OG6_142238	P38085
OG6_102531	P38242
OG6_500785	P38243
OG6_500253	Q3E794
OG6_100183	P15992
OG6_105504	P38086
OG6_116543	P38244
OG6_500336	P38246
OG6_500185	P38247
OG6_117007	P38248
OG6_102668	P38249
OG6_101440	P18759
OG6_112471	P35177
OG6_100671	P15731
OG6_127159	P18412
OG6_100773	P0CX82
OG6_100216	P09440
OG6_500098	O43137
OG6_100505	P18238
OG6_100943	P38250
OG6_102480	P38251
OG6_100882	P15873
OG6_100324	P11633
OG6_500696	P38253
OG6_500836	P32830
OG6_101372	P24031
OG6_101372	P00635
OG6_111397	P38254
OG6_500066	P38255
OG6_116641	P38256
OG6_102384	P22219
OG6_105221	P38257
OG6_103411	P38260
OG6_104892	P38261
OG6_102387	P38262
OG6_101471	P38087
OG6_104071	P38263
OG6_106805	P38264
OG6_500694	P38265
OG6_500593	P38266
OG6_100851	P06787
OG6_102371	P16661
OG6_101523	Q01976
OG6_103619	Q6WNK7
OG6_101645	P14922
OG6_105241	P31244
OG6_100454	P07702
OG6_100329	P33315
OG6_100227	P02994
OG6_100753	P32605
OG6_107653	P07253
OG6_100673	P38088
OG6_119806	P36531
OG6_103019	P32367
OG6_499951	P38089
OG6_100616	Q00764
OG6_500584	Q8TGU7
OG6_100544	P16140
OG6_499992	P38270
OG6_500710	P38271
OG6_500127	P38272
OG6_500065	P38273
OG6_129674	P38090
OG6_101720	P38274
OG6_100899	P20486
OG6_102609	P38111
OG6_121320	P38276
OG6_500621	P38277
OG6_100109	P38109
OG6_103500	P18963
OG6_109956	P38278
OG6_102605	P38112
OG6_100994	P12385
OG6_100245	P38113
OG6_101155	P38120
OG6_102512	P38279
OG6_500930	P38280
OG6_100072	P38115
OG6_222546	P38114
OG6_105567	P38281
OG6_111911	P38282
OG6_101319	P33312
OG6_101049	P20434
OG6_102484	P33313
OG6_109783	P38283
OG6_500849	P38284
OG6_110409	P38285
OG6_100431	P38286
OG6_100334	P00546
OG6_108518	P38287
OG6_114872	P38288
OG6_133599	P38374
OG6_106506	P38289
OG6_103249	P38116
OG6_500368	P38290
OG6_106957	P20049
OG6_152915	P38291
OG6_181303	P38292
OG6_100680	P32590
OG6_101880	P33755
OG6_114113	P33754
OG6_500543	P32909
OG6_102572	P38293
OG6_101464	P38123
OG6_102860	P38122
OG6_100540	P38295
OG6_112063	P38297
OG6_104355	P38125
OG6_100737	P0CX38
OG6_103662	P38128
OG6_500350	Q8TGU6
OG6_104603	P38298
OG6_499849	P38299
OG6_500900	P38300
OG6_103946	P38126
OG6_101338	P38301
OG6_499972	P38302
OG6_100955	P05755
OG6_100663	Q02753
OG6_103444	P38127
OG6_122984	P38304
OG6_499965	P38305
OG6_101102	P13712
OG6_100716	P12709
OG6_500281	Q3E820
OG6_500541	Q3E778
OG6_222547	P38306
OG6_102926	P38129
OG6_129979	P38131
OG6_114264	P29366
OG6_500641	Q3E755
OG6_499887	Q2V2Q3
OG6_101672	P38307
OG6_102101	P38132
OG6_500405	P38308
OG6_112275	P38139
OG6_104259	P38130
OG6_107140	P38310
OG6_108968	P32528
OG6_101313	P38312
OG6_500389	P38313
OG6_102296	P32831
OG6_106954	P15807
OG6_106150	P38314
OG6_500101	Q01448
OG6_222548	P38315
OG6_103577	P38316
OG6_101725	P32327
OG6_500171	P38317
OG6_101700	P38318
OG6_101309	P32473
OG6_499941	Q3E781
OG6_100107	P38137
OG6_101894	P38319
OG6_125232	P38321
OG6_101643	P38323
OG6_103129	P38324
OG6_100592	P38138
OG6_500975	P38325
OG6_500440	Q3E762
OG6_104154	P38326
OG6_103287	P38151
OG6_122175	P69850
OG6_101628	P38328
OG6_104998	P38329
OG6_102244	P32783
OG6_102375	P21372
OG6_222549	P38330
OG6_116987	P38140
OG6_500465	P38141
OG6_100060	P38142
OG6_101371	P38331
OG6_101483	P07286
OG6_100297	P38143
OG6_100877	P38144
OG6_103086	P38332
OG6_102261	P38333
OG6_101130	P33734
OG6_103629	P32449
OG6_499955	P33757
OG6_104516	P33759
OG6_101166	P33317
OG6_500147	P32570
OG6_102292	P38334
OG6_500153	Q3E776
OG6_500783	P38335
OG6_104340	P38145
OG6_101654	P38336
OG6_500021	P38337
OG6_500365	P38338
OG6_113547	P38339
OG6_102160	P38340
OG6_500443	P38341
OG6_100262	P37292
OG6_500608	P38146
OG6_102003	P38342
OG6_101830	P38344
OG6_104091	P36532
OG6_104552	P38345
OG6_221330	P38346
OG6_111528	P38347
OG6_500408	P38348
OG6_105479	P38349
OG6_104812	P38147
OG6_500376	P29539
OG6_120864	P38148
OG6_104378	P27344
OG6_104057	P38351
OG6_123854	P38352
OG6_100503	P38149
OG6_102880	P36526
OG6_500287	P38353
OG6_222550	P38150
OG6_500855	P38354
OG6_108976	P37302
OG6_105935	P38355
OG6_500162	P38153
OG6_103095	P18480
OG6_112257	P38356
OG6_104005	P38152
OG6_143704	P38358
OG6_100144	P38359
OG6_129394	P38360
OG6_100354	P38361
OG6_500702	Q8TGU5
OG6_123060	P38157
OG6_113013	P38156
OG6_500758	Q8TGK4
OG6_100402	P38158
OG6_109825	P38155
OG6_111794	P0CX12
OG6_101272	P25560
OG6_500528	P87012
OG6_500973	Q96VH2
OG6_500732	P25565
OG6_102888	P25578
OG6_500434	P25587
OG6_102348	Q3E7B6
OG6_102944	P25604
OG6_104341	P25605
OG6_122832	P25554
OG6_103495	P25555
OG6_115065	Q8J0M4
OG6_500262	P25558
OG6_103866	P25559
OG6_100745	P25374
OG6_103350	P04173
OG6_100069	P25384
OG6_100069	P25383
OG6_500041	Q96VH3
OG6_100252	P25389
OG6_142238	P25376
OG6_110917	P37261
OG6_110917	Q96VH4
OG6_500039	P11710
OG6_500670	P25367
OG6_137870	P11709
OG6_103269	P00815
OG6_103832	P25368
OG6_113385	P25344
OG6_100783	P25566
OG6_118310	P25369
OG6_100315	P25373
OG6_117004	P25370
OG6_103868	P25567
OG6_105093	P25568
OG6_102395	P25569
OG6_100418	P17709
OG6_500955	P25572
OG6_100478	P17967
OG6_499879	P25573
OG6_102462	P25574
OG6_118130	P25576
OG6_117007	P25380
OG6_500603	Q2V2Q2
OG6_500161	P25577
OG6_108841	P16550
OG6_222551	P25579
OG6_121253	P25580
OG6_101655	P25582
OG6_500006	A0A0B7P221
OG6_104881	P25583
OG6_499857	P25584
OG6_103551	Q96VH5
OG6_100561	P25375
OG6_500525	P25585
OG6_500596	Q2V2Q1
OG6_102159	P25586
OG6_500789	P25588
OG6_500078	P25591
OG6_105174	P25379
OG6_222552	P0CY07
OG6_176789	P0CY09
OG6_222553	P25593
OG6_100558	P25594
OG6_105688	P25596
OG6_104031	P25342
OG6_105363	P25348
OG6_101948	P25349
OG6_101425	P08679
OG6_111794	P25354
OG6_110015	P25333
OG6_105748	P25343
OG6_103278	P25613
OG6_100076	P25371
OG6_100440	P00560
OG6_101198	P25615
OG6_106503	P25616
OG6_105869	P25617
OG6_105956	P25618
OG6_500566	P09007
OG6_115007	P23060
OG6_144034	P25362
OG6_105331	P23059
OG6_499925	Q9URQ5
OG6_108032	P25619
OG6_101689	P25351
OG6_101288	P25345
OG6_222554	P32903
OG6_500155	Q3E7Z8
OG6_100651	P25353
OG6_104157	P25378
OG6_124156	P25621
OG6_101436	P32445
OG6_124880	P25623
OG6_100266	P06367
OG6_102608	P25356
OG6_115537	P25357
OG6_100254	P25358
OG6_100420	P25359
OG6_100800	P25332
OG6_191423	P25360
OG6_222553	P25300
OG6_176789	P0CY08
OG6_222552	P0CY06
OG6_500176	P37265
OG6_102824	P23255
OG6_500225	P25361
OG6_104144	P25625
OG6_105356	P25381
OG6_101282	P25626
OG6_102190	P25627
OG6_101524	P25628
OG6_500403	P25630
OG6_109900	P25631
OG6_100964	P25632
OG6_102837	P16120
OG6_104233	P25355
OG6_102497	P25635
OG6_103276	P25637
OG6_177806	P25638
OG6_118311	P25639
OG6_102341	P25337
OG6_109619	P25364
OG6_105794	P10862
OG6_137497	P25365
OG6_111526	P25641
OG6_222555	P25334
OG6_104265	P25642
OG6_101916	P25382
OG6_104404	P25390
OG6_101429	P37262
OG6_102383	P17261
OG6_500316	Q3E830
OG6_500659	P25659
OG6_111832	P25644
OG6_105965	P25646
OG6_116612	P25648
OG6_500354	P25649
OG6_100096	P25372
OG6_108387	P16649
OG6_129966	P25651
OG6_201405	P37263
OG6_104762	P15891
OG6_500656	P25653
OG6_102587	P25654
OG6_105018	P25341
OG6_105075	P25336
OG6_101511	P25655
OG6_100927	P25656
OG6_499847	P25366
OG6_500068	Q3E787
OG6_176789	P0CY13
OG6_151230	P0CY11
OG6_112813	P25346
OG6_500918	P25657
OG6_181775	P25606
OG6_181775	P25607
OG6_115538	P25608
OG6_109825	P25610
OG6_100245	P25377
OG6_222539	P25611
OG6_100564	P25612
OG6_500909	Q3E819
OG6_101806	Q03441
OG6_113304	Q03435
OG6_103388	Q12158
OG6_101225	Q12165
OG6_500116	Q12124
OG6_107202	P35182
OG6_500929	Q2V2Q0
OG6_101477	P40327
OG6_103498	Q12157
OG6_500922	Q12210
OG6_100315	Q12438
OG6_102127	Q99190
OG6_500204	Q12489
OG6_500142	P32828
OG6_100868	P15646
OG6_103228	P06243
OG6_103696	Q12403
OG6_101373	Q12451
OG6_500449	Q03465
OG6_222556	Q12008
OG6_500816	P0C5L6
OG6_100385	Q00055
OG6_101372	P52290
OG6_113602	Q12100
OG6_500790	Q07349
OG6_103440	P54199
OG6_102757	P32381
OG6_102364	P19736
OG6_101760	Q12389
OG6_101163	Q12093
OG6_499948	Q12361
OG6_100211	Q12069
OG6_500685	Q12140
OG6_174172	Q12459
OG6_101670	P12945
OG6_103854	P06700
OG6_102158	Q07350
OG6_500034	P10849
OG6_102300	P38913
OG6_110914	O75012
OG6_104576	Q12408
OG6_103044	P20604
OG6_222557	Q07351
OG6_137739	P50112
OG6_102594	P33399
OG6_100535	P33333
OG6_500761	Q07362
OG6_103711	Q07376
OG6_100460	P41940
OG6_111252	P39678
OG6_106560	Q07379
OG6_103848	P25386
OG6_500099	Q12223
OG6_102221	Q07381
OG6_101365	P41058
OG6_105619	Q07395
OG6_101514	P50623
OG6_103566	Q07418
OG6_100639	P21954
OG6_115943	P07255
OG6_500312	P14066
OG6_100249	Q07442
OG6_102592	Q07451
OG6_500358	Q07454
OG6_113897	Q07457
OG6_100706	P0C2H8
OG6_108030	Q07458
OG6_102524	Q07468
OG6_100601	P32419
OG6_100482	P50873
OG6_104452	Q07471
OG6_101037	P05318
OG6_100961	Q12690
OG6_100841	P0CX52
OG6_101150	Q07478
OG6_103660	Q3E7B7
OG6_100512	Q07500
OG6_118030	Q07505
OG6_103514	Q07508
OG6_209971	Q05166
OG6_500177	Q12066
OG6_101706	P22007
OG6_102329	Q12229
OG6_103910	P38985
OG6_101353	P52867
OG6_101353	P33775
OG6_101896	Q12377
OG6_103136	Q12368
OG6_500867	Q12191
OG6_100709	Q12154
OG6_101842	P39009
OG6_101046	P15436
OG6_101381	P43123
OG6_100288	P43122
OG6_102377	P43124
OG6_127343	P07269
OG6_500768	P40990
OG6_103547	P06242
OG6_124580	Q12103
OG6_116900	Q12513
OG6_129058	Q12277
OG6_102883	Q07527
OG6_111249	Q07528
OG6_100599	Q07530
OG6_106713	Q07532
OG6_103478	P52891
OG6_129980	Q07533
OG6_104304	Q07534
OG6_102217	Q07540
OG6_500903	Q07541
OG6_104100	P25037
OG6_102636	Q07549
OG6_118235	Q07551
OG6_100377	Q04344
OG6_100525	P25694
OG6_112495	P25693
OG6_103671	Q99385
OG6_499975	Q07555
OG6_101037	P10622
OG6_120008	P01098
OG6_101528	Q12122
OG6_101330	Q12018
OG6r20_520154	P0CX87
OG6_123056	Q12516
OG6_100547	P23594
OG6_102354	Q12434
OG6_100532	P0CX85
OG6_100600	P19146
OG6_100060	Q12300
OG6_500252	Q12334
OG6_100210	P04050
OG6_100546	P48445
OG6_102621	Q07560
OG6_101757	P39078
OG6_102045	Q07589
OG6_101600	P53622
OG6_113917	Q12342
OG6_102014	Q12250
OG6_103518	Q99207
OG6_102183	Q12142
OG6_122843	P25441
OG6_126521	Q12136
OG6_102961	Q12175
OG6_100199	P24870
OG6_105184	Q12510
OG6_500141	Q12082
OG6_100914	P06784
OG6_500485	Q3E774
OG6_101887	P39517
OG6_106638	Q3E829
OG6_103058	Q12518
OG6_100906	P04819
OG6_101639	P06100
OG6_101453	Q12055
OG6_109251	P32770
OG6_100471	P32771
OG6_500026	P32772
OG6_143740	P26370
OG6_100905	Q12680
OG6_119771	Q12515
OG6_100306	P32891
OG6_105655	Q12476
OG6_500832	Q12027
OG6_103276	Q12257
OG6_100306	P46681
OG6_112495	Q12477
OG6_500610	Q12301
OG6_120008	P01097
OG6_101528	P48570
OG6_110277	P48569
OG6r20_520151	P0CX86
OG6_100902	P17255
OG6_500353	P48568
OG6_100547	P23595
OG6_104085	Q05672
OG6_101833	P54860
OG6_100532	P0CX84
OG6_100600	P11076
OG6_104306	Q12063
OG6_100060	P10870
OG6_101250	P38968
OG6_121399	P32448
OG6_110235	P38988
OG6_500972	Q12407
OG6_101199	P26188
OG6_100919	Q12009
OG6_124821	P36521
OG6_100744	Q07622
OG6_128923	Q12443
OG6_101048	P28789
OG6_101277	Q12424
OG6_103111	Q12315
OG6_102271	P32495
OG6_106961	Q12046
OG6_103247	P32837
OG6_500166	Q12121
OG6_112508	Q02774
OG6_108498	Q07623
OG6_500424	Q12310
OG6_106160	P33327
OG6_102889	Q12468
OG6_102845	Q12328
OG6_149327	Q07629
OG6_101644	Q07648
OG6_500431	P32797
OG6_133379	Q07651
OG6_119472	Q07653
OG6_158797	Q07655
OG6_500540	Q07657
OG6_102808	P35197
OG6_499873	P09932
OG6_100083	P11484
OG6_100623	P25044
OG6_161777	Q07660
OG6_499953	Q99380
OG6_123067	Q07684
OG6_101355	P48365
OG6_111253	Q07688
OG6_100677	P19881
OG6_121387	Q07716
OG6_100650	Q07729
OG6_500740	Q07732
OG6_111250	P35688
OG6_500384	Q07738
OG6_101126	Q07747
OG6_107444	Q07748
OG6_100060	P54854
OG6_100349	Q07786
OG6_113013	P0CD99
OG6_111794	Q07788
OG6_111461	P32356
OG6_101736	P41920
OG6_160274	Q03446
OG6_500779	Q3E7Z7
OG6_104619	P25301
OG6_102476	P41910
OG6_119246	P40317
OG6_105178	P00912
OG6_102769	P13045
OG6_100151	P32568
OG6_100849	P49626
OG6_103148	Q12488
OG6_500552	Q99359
OG6_500958	Q03937
OG6_113505	Q12248
OG6_101518	Q12494
OG6_102498	Q12185
OG6_101103	P48015
OG6_222558	Q12084
OG6_101114	Q12099
OG6_500794	Q12421
OG6_100275	P07284
OG6_100208	P0CX47
OG6_104743	Q12457
OG6_102785	Q12071
OG6_500869	Q00816
OG6_104574	Q12021
OG6_110646	Q04341
OG6_101948	Q12335
OG6_108032	Q12117
OG6_500510	P40971
OG6_500122	P0C289
OG6_100069	Q12392
OG6_100069	Q12472
OG6_500275	Q6Q5X2
OG6_103629	P14843
OG6_102025	P28817
OG6_100559	P15180
OG6_106383	Q12691
OG6_106383	Q01896
OG6_106383	P13587
OG6_100367	Q03201
OG6_500038	Q03205
OG6_222545	Q03125
OG6_101984	P11353
OG6_101491	Q04307
OG6_142238	P41815
OG6_100829	P32347
OG6_104356	Q04311
OG6_100657	P00942
OG6_106630	Q99288
OG6_115956	P32325
OG6_104162	P14682
OG6_117007	Q12355
OG6_500827	Q12025
OG6_104081	Q99220
OG6_108836	P54857
OG6_100671	P15732
OG6_102698	Q12176
OG6_109322	Q12298
OG6_100700	P40970
OG6_104464	Q12156
OG6_100971	P05756
OG6_500062	Q12167
OG6_104782	Q12378
OG6_110858	Q12454
OG6_500300	P54858
OG6_101021	P32571
OG6_500406	Q12497
OG6_106784	Q12447
OG6_170053	P38954
OG6_500279	P38956
OG6_100616	P31688
OG6_101963	P32345
OG6_152742	P38953
OG6_222559	Q01589
OG6_500705	P38957
OG6_104325	Q3E7C1
OG6_106533	P38958
OG6_103391	P38959
OG6_142402	P32896
OG6_500059	P38960
OG6_102474	P38961
OG6_101456	P38962
OG6_500093	P33304
OG6_101625	P35179
OG6_102179	P35178
OG6_101940	Q02775
OG6_500091	P38966
OG6_116883	Q03193
OG6_101314	Q03195
OG6_100652	Q03834
OG6_101934	P52490
OG6_100089	Q12675
OG6_499932	Q03833
OG6_101660	Q03835
OG6_100069	Q03856
OG6_100069	Q03855
OG6_100283	P34730
OG6_118131	Q03860
OG6_191818	Q03862
OG6_500503	P32917
OG6_119800	Q03868
OG6_101085	Q12116
OG6_500307	Q04549
OG6_100462	Q04562
OG6_102833	P46944
OG6_104010	Q04585
OG6_100837	O13329
OG6_100524	P52892
OG6_499889	P40316
OG6_499897	Q04597
OG6_102992	Q04598
OG6_100942	Q04599
OG6_102936	Q04600
OG6_500444	Q04601
OG6_499863	Q04602
OG6_500515	Q2V2P9
OG6_101071	P15565
OG6_103217	Q04603
OG6_111506	P13185
OG6_500539	P26798
OG6_500075	Q04608
OG6_101137	Q04623
OG6_103790	Q04629
OG6_100765	P08566
OG6_104242	Q03897
OG6_101115	P32599
OG6_500825	Q03898
OG6_222560	Q03899
OG6_129929	Q03900
OG6_100026	P39109
OG6_104371	P16664
OG6_500554	P17629
OG6_105034	Q03919
OG6_101563	Q03920
OG6_102162	Q03921
OG6_102912	P39108
OG6_123374	P22470
OG6_114704	P53379
OG6_103171	Q03761
OG6_135229	P08153
OG6_101889	Q03764
OG6_101182	P19262
OG6_209567	Q00402
OG6_101179	P47976
OG6_102929	Q03768
OG6_500926	Q03769
OG6_100528	P14832
OG6_499896	P50106
OG6_102581	P13663
OG6_132492	P46674
OG6_100168	Q03770
OG6_105270	Q03771
OG6_129934	Q12163
OG6_102825	Q03772
OG6_100816	P30619
OG6_103715	Q03774
OG6_103938	P89102
OG6_103784	Q12030
OG6_114747	P06101
OG6_500073	Q12427
OG6_500931	Q3E789
OG6_100729	P11075
OG6_100069	Q03964
OG6_100183	Q12329
OG6_101550	P05453
OG6_113316	P07250
OG6_143619	Q03973
OG6_112794	Q03976
OG6_104616	P32494
OG6_103192	P21734
OG6_103841	P37298
OG6_499870	Q03981
OG6_127160	Q03983
OG6_103308	Q04002
OG6_499856	Q04003
OG6_104282	P40986
OG6_500064	Q3E796
OG6_101215	Q04004
OG6_500943	Q04005
OG6_102353	Q04006
OG6_500845	Q04007
OG6_101716	P39079
OG6_101825	P22213
OG6_101792	Q03940
OG6_110516	P53688
OG6_499940	P49686
OG6_105578	P15424
OG6_500328	Q3E818
OG6_500453	P42073
OG6_101308	Q03941
OG6_102045	P14905
OG6_105100	Q03942
OG6_193892	Q03944
OG6_119785	Q03954
OG6_500644	Q03956
OG6_103250	O13525
OG6_105399	Q03455
OG6_222561	Q03466
OG6_500969	P39001
OG6_100438	P38994
OG6_100069	Q12441
OG6_100069	Q99231
OG6r20_520152	Q03482
OG6_100069	Q03483
OG6_100069	Q03494
OG6_101778	P32501
OG6_101890	P12612
OG6_222562	Q12151
OG6_102661	Q12449
OG6_124415	P07248
OG6_175124	P14737
OG6_500895	Q04921
OG6_500401	Q04922
OG6_102618	Q04924
OG6_111589	Q04925
OG6_499894	Q04930
OG6_100082	P02293
OG6_100077	P04911
OG6_100712	P07170
OG6_500781	P11978
OG6_112326	P39081
OG6_125890	Q04934
OG6_136683	Q04935
OG6_100359	P09950
OG6_128923	Q04947
OG6_101506	P49367
OG6_104156	Q03776
OG6_101300	Q03778
OG6_100325	P36519
OG6_100064	P41810
OG6_500609	Q03780
OG6_500954	Q03782
OG6_101248	P22580
OG6_102378	P23394
OG6_101647	P35056
OG6_133176	P50108
OG6_102399	Q03784
OG6_499903	Q3E763
OG6_111239	Q03785
OG6_104107	Q03786
OG6_500033	Q03787
OG6_222563	P37304
OG6_101091	P40314
OG6_119813	Q12041
OG6_143758	P38907
OG6_102297	Q12508
OG6_100495	P15202
OG6_103554	Q12504
OG6_100223	P33416
OG6_156106	Q03935
OG6_500143	Q12379
OG6_107620	P52911
OG6_100069	O74302
OG6_100069	Q07793
OG6_100069	Q99303
OG6_100069	Q07791
OG6_127248	Q12331
OG6_101671	Q12086
OG6_101007	P39010
OG6_103665	Q05568
OG6_101580	Q05580
OG6_102166	Q05583
OG6_101334	P04803
OG6_100289	P38995
OG6_101019	Q05584
OG6_500167	Q05610
OG6_500492	Q05611
OG6_102636	P87284
OG6_222564	P35198
OG6_500209	Q05635
OG6_100420	Q05636
OG6_500726	Q05637
OG6_101806	Q05648
OG6_102717	P15442
OG6_100228	Q05521
OG6_133709	P31111
OG6_107131	Q05530
OG6_100401	Q05533
OG6_114002	Q05541
OG6_110728	Q05543
OG6_104923	Q05549
OG6_100631	P32916
OG6_102526	P24276
OG6_101412	Q05567
OG6_500493	Q06629
OG6_500647	Q06630
OG6_108958	P38992
OG6_101031	P09457
OG6_102684	Q06631
OG6_104735	P32264
OG6_103351	Q06632
OG6_104722	Q06636
OG6_181776	Q06639
OG6_100844	P35176
OG6_101676	P49775
OG6_137734	Q06640
OG6_500232	Q06644
OG6_104457	P47822
OG6_222565	Q06648
OG6_500383	P46676
OG6_103656	P32776
OG6_101976	Q12153
OG6_109220	Q06651
