Accession	Entry
OG6r20_103967	A0A2H1A707
OG6_102623	A0A2H1A2H2
OG6_108820	A0A2H1A701
OG6_100367	A0A5Q7YDP5
OG6_101170	A0A2H1A7T5
OG6_100340	A0A2H1A7Z8
OG6r20_103084	A0A2H1A702
OG6_104982	A0A2H1A711
OG6_103566	A0A2H1A2J2
OG6_101514	A0A2H1A716
OG6_100250	A0A2H1A2I1
OG6_222600	A0A2H1A721
OG6r20_110735	A0A2H1A2L7
OG6r20_101107	A0A2H1A2K2
OG6_105619	A0A2H1A7U5
OG6r20_106972	A0A2H1A807
OG6_102221	A0A2H1A3Q1
OG6_101830	A0A2H1A3U3
OG6_100614	A0A2H1A730
OG6_102134	A0A2H1A728
OG6r20_101519	A0A2H1A2J1
OG6_101920	A0A2H1A732
OG6_100474	A0A2H1A719
OG6_104453	A0A2H1A725
OG6r20_102487	A0A2H1A7V6
OG6_104322	A0A2H1A817
OG6_129583	A0A2H1A723
OG6_101492	A0A2H1A733
OG6_114274	A0A2H1A740
OG6_102077	A0A2H1A736
OG6_101624	A0A2H1A739
OG6_102568	A0A2H1A745
OG6_103364	A0A2H1A729
OG6_133175	A0A2H1A2L8
OG6_102857	A0A2H1A2M0
OG6_100728	A0A2H1A2J3
OG6_100814	A0A2H1A734
OG6_102678	A0A2H1A743
OG6_500110	A0A2H1A749
OG6_113608	A0A2H1A746
OG6_103808	A0A2H1A2K5
OG6_105676	A0A2H1A755
OG6_100521	A0A2H1A737
OG6_127173	A0A2H1A744
OG6_103173	A0A2H1A7X4
OG6_131521	A0A2H1A838
OG6r20_101643	A0A2H1A742
OG6_129990	A0A2H1A752
OG6_104789	A0A2H1A758
OG6_116989	A0A2H1A757
OG6_114551	A0A2H1A2N0
OG6_129937	A0A2H1A765
OG6r20_106955	A0A2H1A748
OG6_210574	A0A2H1A754
OG6_500388	A0A2H1A7Y4
OG6_104156	A0A2H1A854
OG6_109058	A0A2H1A753
OG6_103009	A0A2H1A762
OG6_100151	A0A2H1A768
OG6_105034	A0A2H1A767
OG6_101977	A0A2H1A770
OG6_114877	A0A2H1A2N9
OG6_105315	A0A2H1A759
OG6_107140	A0A2H1A764
OG6_104394	A0A2H1A7Z4
OG6_102726	A0A2H1A869
OG6_102032	A0A2H1A763
OG6_100353	A0A2H1A772
OG6_100143	A0A2H1A778
OG6_500111	A0A2H1A777
OG6_106042	A0A2H1A3Z5
OG6_106080	A0A2H1A784
OG6_500295	A0A2H1A769
OG6_102900	A0A2H1A2N3
OG6_102307	A0A2H1A804
OG6_103017	A0A2H1A886
OG6_122937	A0A2H1A776
OG6_113935	A0A2H1A782
OG6_101127	A0A2H1A787
OG6_101105	A0A2H1A788
OG6_103717	A0A2H1A405
OG6_100085	A0A2H1A793
OG6_101512	A0A2H1A779
OG6_115046	A0A2H1A783
OG6_102249	A0A2H1A814
OG6_101563	A0A2H1A899
OG6_102013	A0A2H1A786
OG6_121206	A0A2H1A792
OG6r20_109170	A0A2H1A797
OG6_100282	A0A2H1A798
OG6_103719	A0A2H1A7A1
OG6r20_103498	A0A2H1A7A3
OG6_101393	A0A2H1A2Q0
OG6_122551	A0A2H1A795
OG6_101395	A0A2H1A821
OG6_100955	A0A2H1A2S6
OG6_102093	A0A2H1A796
OG6_108229	A0A2H1A2Q2
OG6_100992	A0A2H1A7A7
OG6_500936	A0A2H1A7A9
OG6_101864	A0A2H1A2S3
OG6_101037	A0A2H1A7B1
OG6_110323	A0A2H1A2R0
OG6r20_110710	A0A2H1A2R3
OG6_114251	A0A2H1A833
OG6_102924	A0A2H1A8D0
OG6_101548	A0A2H1A7A6
OG6_104171	A0A2H1A7B3
OG6_101181	A0A2H1A7B7
OG6_118295	A0A2H1A7B9
OG6r20_109171	A0A2H1A7C3
OG6_102888	A0A2H1A7C0
OG6_100571	A0A2H1A7A8
OG6r20_119436	A0A2H1A7B5
OG6_122832	A0A2H1A843
OG6_103495	A0A2H1A8E8
OG6_115065	A0A2H1A7B6
OG6_500262	A0A2H1A7C4
OG6_103350	A0A2H1A7C7
OG6_100745	A0A2H1A2S0
OG6_102662	A0A2H1A7D3
OG6_103866	A0A2H1A7D2
OG6_499906	A0A2H1A7B8
OG6_102578	A0A2H1A7C5
OG6_102432	A0A2H1A858
OG6_100302	A0A2H1A8G1
OG6_102319	A0A2H1A2X4
OG6_100377	A0A5Q7YC35
OG6_103301	A0A2H1A2V6
OG6_499845	A0A2H1A7D9
OG6_105212	A0A2H1A7E3
OG6_100543	A0A2H1A7E1
OG6_102210	A0A2H1A2V4
OG6_104348	A0A2H1A2U1
OG6_103088	A0A2H1A874
OG6_118122	A0A2H1A8H8
OG6_118284	A0A2H1A2Y3
OG6_101068	A0A2H1A7E4
OG6r20_115390	A0A2H1A7E7
OG6_126505	A0A2H1A2T8
OG6_102047	A0A2H1A7F4
OG6_121415	A0A2H1A7F1
OG6_108388	A0A2H1A2W2
OG6_100832	A0A2H1A7E5
OG6_100940	A0A2H1A887
OG6_129700	A0A2H1A8I8
OG6_102475	A0A2H1A7E6
OG6_102787	A0A2H1A7F3
OG6_109522	A0A2H1A7F7
OG6_101778	A0A2H1A7F8
OG6_103798	A0A2H1A7G3
OG6_103671	A0A2H1A7G1
OG6_112495	A0A2H1A7E9
OG6_101890	A0A2H1A7F6
OG6_107936	A0A2H1A8A3
OG6_121206	A0A2H1A2V8
OG6_107571	A0A2H1A7F5
OG6_104797	A0A2H1A7G4
OG6_222562	A0A2H1A7H1
OG6_117015	A0A2H1A2V7
OG6_102376	A0A2H1A7H3
OG6_103826	A0A2H1A7H0
OG6_100260	A0A2H1A7F9
OG6_102143	A0A2H1A2W9
OG6_100423	A0A2H1A8B6
OG6r20_112426	A0A2H1A8L9
OG6_102910	A0A2H1A7G5
OG6_102320	A0A2H1A7H4
OG6_103010	A0A2H1A7I1
OG6_101102	A0A2H1A7H6
OG6_119798	A0A2H1A7I3
OG6_101441	A0A2H1A498
OG6_116858	A0A2H1A2Z2
OG6_100153	A0A2H1A7H9
OG6_102698	A0A2H1A8D2
OG6_107719	A0A2H1A8N5
OG6_102972	A0A2H1A7H5
OG6_104395	A0A2H1A7I4
OG6_100252	A0A2H1A7J4
OG6_100157	A0A2H1A7I7
OG6r20_102777	A0A2H1A474
OG6_117002	A0A2H1A7I6
OG6_102943	A0A2H1A2Z8
OG6r20_106115	A0A2H1A7I9
OG6_101663	A0A2H1A8E6
OG6_137799	A0A2H1A2Y6
OG6_121421	A0A2H1A7I5
OG6_112063	A0A2H1A7J3
OG6_112063	A0A2H1A7K4
OG6_103711	A0A2H1A7J7
OG6_150671	A0A2H1A7K2
OG6_102329	A0A2H1A482
OG6_101706	A0A2H1A7I8
OG6_104767	A0A2H1A7J9
OG6r20_110711	A0A2H1A8G3
OG6_114974	A0A2H1A8Q6
OG6_209971	A0A2H1A7J5
OG6_129058	A0A2H1A7K3
OG6_102883	A0A2H1A7L3
OG6_166362	A0A2H1A7K8
OG6_111249	A0A2H1A7K7
OG6_106468	A0A2H1A7K6
OG6r20_103979	A0A2H1A7J8
OG6_100344	A0A2H1A7L0
OG6_103627	A0A2H1A8H7
OG6_100629	A0A2H1A8Q9
OG6_106767	A0A2H1A7K5
OG6_100096	A0A2H1A7L2
OG6_101410	A0A2H1A7M3
OG6_101566	A0A2H1A7L8
OG6_222544	A0A2H1A7M0
OG6_101704	A0A2H1A7L6
OG6_100753	A0A2H1A7L4
OG6_101033	A0A2H1A7L9
OG6_116900	A0A2H1A8J0
OG6_100787	A0A2H1A8R8
OG6_101896	A0A2H1A7L5
OG6_103478	A0A2H1A364
OG6_102388	A0A2H1A7N3
OG6_112318	A0A2H1A7M7
OG6_103510	A0A2H1A315
OG6r20_106950	A0A2H1A7M8
OG6_114113	A0A2H1A7M4
OG6_102748	A0A2H1A7M6
OG6_103849	A0A2H1A8K2
OG6_104974	A0A2H1A8T0
OG6_119685	A0A2H1A7M5
OG6_101471	A0A2H1A7M9
OG6_100473	A0A2H1A7P2
OG6_101299	A0A2H1A352
OG6_101371	A0A2H1A7P1
OG6_100748	A0A2H1A7N8
OG6_100060	A0A2H1A7N4
OG6_116987	A0A2H1A7N6
OG6_127189	A0A2H1A8L6
OG6_101004	A0A2H1A8T9
OG6_100893	A0A2H1A331
OG6_102135	A0A2H1A7N9
OG6_101450	A0A2H1A7Q2
OG6_113025	A0A2H1A361
OG6_102083	A0A2H1A7Q1
OG6_101161	A0A2H1A7P8
OG6r20_109172	A0A2H1A7P4
OG6_499937	A0A2H1A7P6
OG6_103010	A0A2H1A8M6
OG6_103098	A0A2H1A8U6
OG6r20_110712	A0A2H1A340
OG6_103602	A0A2H1A388
OG6_100995	A0A2H1A7R2
OG6_104380	A0A2H1A7Q7
OG6_110305	A0A2H1A7R1
OG6_152871	A0A2H1A7Q8
OG6_102540	A0A2H1A7Q6
OG6_129693	A0A2H1A366
OG6r20_126668	A0A2H1A8P4
OG6_100272	A0A2H1A8V8
OG6_102660	A0A2H1A7Q4
OG6_133424	A0A2H1A7Q9
OG6_103728	A0A2H1A7S2
OG6_123097	A0A2H1A7R4
OG6r20_101368	A0A2H1A7S1
OG6_500839	A0A2H1A7R6
OG6_100991	A0A2H1A7R5
OG6_100129	A0A2H1A7R7
OG6_102508	A0A2H1A8Q4
OG6_149732	A0A2H1A8W7
OG6_102041	A0A2H1A7R3
OG6_103138	A0A2H1A7R9
OG6_500126	A0A2H1A7T2
OG6_107446	A0A2H1A7S4
OG6r20_103089	A0A2H1A7T0
OG6_129940	A0A2H1A7S5
OG6_108070	A0A2H1A7S6
OG6_100703	A0A2H1A7S9
OG6_111074	A0A2H1A8Q8
OG6_104712	A0A2H1A8X9
OG6_102160	A0A2H1A365
OG6_102982	A0A2H1A3B8
OG6_102191	A0A2H1A7T9
OG6_110926	A0A2H1A7T4
OG6_103414	A0A2H1A7U1
OG6_114704	A0A2H1A7T6
OG6_500385	A0A2H1A7T7
OG6_103036	A0A2H1A7T8
OG6r20_112610	A0A2H1A8R7
OG6_124935	A0A2H1A8Z4
OG6r20_109173	A0A2H1A376
OG6_101883	A0A2H1A3C8
OG6_100336	A0A2H1A399
OG6_103436	A0A2H1A3A6
OG6r20_102014	A0A2H1A382
OG6_101176	A0A2H1A7U6
OG6_101298	A0A2H1A4P4
OG6_100646	A0A2H1A7U8
OG6_115929	A0A2H1A8S8
OG6_500547	A0A2H1A908
OG6_102458	A0A2H1A383
OG6_106185	A0A2H1A7V3
OG6_103187	A0A2H1A7W2
OG6_112509	A0A2H1A7V4
OG6_114877	A0A2H1A7W1
OG6_101719	A0A2H1A7V5
OG6_500274	A0A2H1A7V7
OG6_111804	A0A2H1A7V8
OG6_121384	A0A2H1A8T6
OG6_102788	A0A2H1A921
OG6_101849	A0A2H1A396
OG6_152225	A0A2H1A7W5
OG6_500327	A0A2H1A7X2
OG6_100327	A0A2H1A7W6
OG6r20_101015	A0A2H1A7X1
OG6_166187	A0A2H1A4K1
OG6_100232	A0A2H1A7W7
OG6_100157	A0A2H1A7W8
OG6_102374	A0A2H1A8U4
OG6_100505	A0A2H1A937
OG6_100089	A0A2H1A7W0
OG6_105857	A0A2H1A7X7
OG6_101934	A0A2H1A3C6
OG6r20_100255	A0A2H1A7X5
OG6r20_101511	A0A2H1A7Y2
OG6r20_103080	A0A2H1A7X3
OG6r20_109174	A0A2H1A7X6
OG6_101981	A0A2H1A7X8
OG6_129770	A0A2H1A8V7
OG6_100867	A0A2H1A3A4
OG6_102468	A0A2H1A7X0
OG6_500858	A0A2H1A7Y5
OG6_114247	A0A2H1A7Y9
OG6_102120	A0A2H1A7Y6
OG6_103579	A0A2H1A7Z2
OG6_133054	A0A2H1A7Y3
OG6_152921	A0A2H1A7Y7
OG6_120624	A0A2H1A7Y8
OG6_112450	A0A2H1A3D7
OG6r20_102784	A0A2H1A975
OG6_129958	A0A2H1A7X9
OG6_100339	A0A2H1A7Z5
OG6_101558	A0A5C1DUJ9
OG6_100337	A0A2H1A3F8
OG6_100584	A0A2H1A3C7
OG6_100222	A0A2H1A7Z3
OG6_500367	A0A2H1A7Z7
OG6_103000	A0A2H1A7Z9
OG6_102633	A0A2H1A8X8
OG6_103210	A0A2H1A983
OG6_117256	A0A2H1A3C9
OG6_114247	A0A2H1A805
OG6_101182	A0A2H1A809
OG6r20_102247	A0A2H1A806
OG6r20_109195	A0A2H1A3D8
OG6_123074	A0A2H1A803
OG6_101741	A0A2H1A810
OG6_101255	A0A2H1A808
OG6_100223	A0A2H1A8Z7
OG6_110555	A0A2H1A991
OG6_100151	A0A2H1A801
OG6_100525	A0A2H1A815
OG6r20_101229	A0A2H1A819
OG6_101277	A0A2H1A816
OG6_100083	A0A2H1A3E8
OG6_100619	A0A5Q7YJH9
OG6_105078	A0A2H1A820
OG6_100127	A0A2H1A3H0
OG6_104311	A0A2H1A909
OG6_102456	A0A2H1A9A4
OG6_123064	A0A2H1A812
OG6r20_115410	A0A2H1A824
OG6_100930	A0A2H1A828
OG6_100101	A0A2H1A826
OG6_143621	A0A2H1A830
OG6_105067	A0A2H1A825
OG6_143281	A0A2H1A831
OG6_101474	A0A2H1A827
OG6_102476	A0A2H1A3F1
OG6_100346	A0A2H1A9B9
OG6_101269	A0A2H1A823
OG6_160274	A0A2H1A834
OG6_100323	A0A2H1A840
OG6r20_115447	A0A2H1A836
OG6_112813	A0A2H1A839
OG6_138560	A0A2H1A835
OG6r20_110726	A0A2H1A537
OG6_101069	A0A2H1A540
OG6_100447	A0A2H1A534
OG6_102086	A0A2H1A5Z9
OG6_306051	A0A2H1A629
OG6_104196	A0A2H1A545
OG6_100813	A0A2H1A525
OG6_116641	A0A2H1A512
OG6_101783	A0A2H1A528
OG6_105470	A0A2H1A555
OG6_101845	A0A2H1A3J3
OG6_101137	A0A2H1A552
OG6_100257	A0A2H1A546
OG6_143782	A0A2H1A613
OG6_105019	A0A2H1A639
OG6_115599	A0A2H1A558
OG6r20_115409	A0A2H1A539
OG6_100275	A0A2H1A530
OG6_102110	A0A2H1A542
OG6_500682	A0A2H1A567
OG6_129167	A0A0L0P1I5
OG6_102652	A0A2H1A564
OG6_100996	A0A2H1A3I7
OG6_100280	A0A2H1A3N7
OG6_118299	A0A2H1A650
OG6_112510	A0A2H1A3M1
OG6_103538	A0A2H1A554
OG6_101619	A0A2H1A544
OG6_105306	A0A2H1A517
OG6_129948	A0A2H1A578
OG6_119601	A0A2H1A3L2
OG6_112021	A0A2H1A574
OG6_101323	A0A2H1A565
OG6_100590	A0A2H1A636
OG6_102532	A0A2H1A3M5
OG6r20_115408	A0A2H1A581
OG6_152858	A0A2H1A3K1
OG6_104767	A0A2H1A4W1
OG6_100096	A0A5Q7YJR0
OG6_499893	A0A2H1A588
OG6_103515	A0A2H1A582
OG6r20_103491	A0A2H1A586
OG6_115961	A0A2H1A576
OG6_102708	A0A2H1A645
OG6_100860	A0A2H1A3N5
OG6_101464	A0A2H1A594
OG6_102597	A0A2H1A580
OG6_222618	A0A2H1A4X2
OG6_119305	A0A2H1A573
OG6_100365	A0A2H1A599
OG6_117316	A0A2H1A593
OG6_101862	A0A2H1A596
OG6_119780	A0A2H1A3L5
OG6_100812	A0A2H1A657
OG6_103701	A0A2H1A683
OG6_108195	A0A2H1A3M3
OG6_104030	A0A2H1A4Y2
OG6_145910	A0A2H1A579
OG6_100509	A0A2H1A583
OG6_100929	A0A2H1A5B0
OG6_102003	A0A2H1A5A6
OG6_143629	A0A2H1A3M6
OG6_114877	A0A2H1A598
OG6_104174	A0A2H1A668
OG6_101597	A0A2H1A690
OG6_133160	A0A2H1A3N3
OG6r20_101816	A0A2H1A4Z2
OG6_126571	A0A2H1A591
OG6_126571	A0A2H1A595
OG6r20_102497	A0A2H1A5C1
OG6_101855	A0A2H1A5B7
OG6_122731	A0A2H1A3N6
OG6_115059	A0A2H1A5A9
OG6_101251	A0A5Q7YJG1
OG6_106143	A0A2H1A6A3
OG6_106209	A0A2H1A5C6
OG6_110766	A0A2H1A5B2
OG6r20_106125	A0A2H1A5A3
OG6_100831	A0A2H1A5A5
OG6r20_101497	A0A2H1A5D4
OG6_101239	A0A2H1A3R2
OG6_101769	A0A2H1A5C7
OG6_100818	A0A2H1A5C0
OG6_109251	A0A2H1A688
OG6_100323	A0A2H1A6B2
OG6_210852	A0A2H1A3T1
OG6_129934	A0A2H1A3Q2
OG6_105899	A0A2H1A5B4
OG6r20_107989	A0A2H1A5B6
OG6_101790	A0A2H1A5E6
OG6r20_105307	A0A2H1A5D8
OG6_101218	A0A2H1A5D9
OG6_101802	A0A2H1A5D2
OG6r20_101796	A0A2H1A698
OG6_111244	A0A2H1A6C6
OG6_101703	A0A2H1A3T9
OG6_102188	A0A2H1A5D3
OG6_100322	A0A2H0ZHF9
OG6_100266	A0A2H1A5C8
OG6_137822	A0A2H1A5G3
OG6_100246	A0A2H1A3T3
OG6r20_102252	A0A2H1A5F0
OG6_121034	A0A2H1A5E2
OG6_102608	A0A2H1A6A8
OG6_100913	A0A2H1A6D6
OG6_100420	A0A2H1A3V1
OG6_100905	A0A2H1A5E4
OG6_117007	A0A2H1A533
OG6_127248	A0A2H1A5E1
OG6_112760	A0A2H1A3V0
OG6_499989	A0A2H1A3U2
OG6_112036	A0A2H1A3S6
OG6_103250	A0A2H1A5F3
OG6_193892	A0A2H1A6B8
OG6_119785	A0A2H1A6E4
OG6_101396	A0A2H1A5G8
OG6r20_102794	A0A2H1A5F5
OG6_102373	A0A2H1A541
OG6_103841	A0A2H1A5F1
OG6_101657	A0A2H1A5I1
OG6_100625	A0A2H1A5H0
OG6_103308	A0A2H1A5H1
OG6_166614	A0A2H1A5G6
OG6_104282	A0A2H1A6C7
OG6_102983	A0A2H1A6G2
OG6_101107	A0A5Q7YJ74
OG6_101215	A0A2H1A5G5
OG6r20_103463	A0A2H1A548
OG6_102353	A0A2H1A5G2
OG6_100777	A0A2H1A5J2
OG6_104616	A0A2H1A3W4
OG6_112794	A0A2H1A3U5
OG6_102318	A0A2H1A3U9
OG6_118235	A0A2H1A6D7
OG6r20_109194	A0A2H1A6H0
OG6_101440	A0A2H1A5I9
OG6_222575	A0A2H1A5H9
OG6_100111	A0A5C1DUY5
OG6_101676	A0A2H1A5H3
OG6_102673	A0A2H1A3X9
OG6_100844	A0A2H1A5J7
OG6_111592	A0A2H1A5J4
OG6_100834	A0A2H1A5I7
OG6_104893	A0A2H1A6E5
OG6_151927	A0A2H1A6I0
OG6r20_102216	A0A2H1A5K0
OG6_111589	A0A2H1A5J1
OG6_100721	A0A2H1A5I6
OG6_100076	A0A2H1A5I2
OG6_116931	A0A2H1A5L4
OG6_101424	A0A2H1A3Y3
OG6_110008	A0A2H1A5K5
OG6_137793	A0A2H1A5J9
OG6_119246	A0A2H1A6F9
OG6r20_107988	A0A2H1A6J4
OG6_150392	A0A2H1A5L0
OG6_103999	A0A2H1A5K2
OG6_110308	A0A2H1A5J5
OG6_101921	A0A2H1A570
OG6_101973	A0A2H1A5M6
OG6r20_109193	A0A2H1A3Z9
OG6_100769	A0A2H1A3Z3
OG6_166114	A0A2H1A3X3
OG6r20_119426	A0A2H1A6G6
OG6_101337	A0A2H1A6K5
OG6_104832	A0A2H1A5M0
OG6_109925	A0A2H1A5L3
OG6r20_115407	A0A2H1A5L1
OG6_105259	A0A2H1A577
OG6_102820	A0A2H1A5N5
OG6_103773	A0A2H1A5N1
OG6_102767	A0A2H1A5M5
OG6_101353	A0A2H1A5M1
OG6_101019	A0A2H1A3Z2
OG6_201441	A0A2H1A6L6
OG6_222573	A0A2H1A5N0
OG6_100952	A0A2H1A5M4
OG6_101359	A0A2H1A3Y8
OG6_124918	A0A2H1A5L7
OG6_102291	A0A2H1A5P7
OG6_103927	A0A2H1A5P1
OG6_113917	A0A2H1A5N4
OG6_111525	A0A2H1A5N7
OG6_101736	A0A2H1A402
OG6_101697	A0A2H1A443
OG6_101212	A0A2H1A5P2
OG6_111461	A0A2H1A422
OG6_100316	A0A2H1A5N2
OG6_100949	A0A2H1A592
OG6_103727	A0A2H1A5D1
OG6_102070	A0A2H1A5Q2
OG6r20_100193	A0A2H1A5P5
OG6_114877	A0A2H1A403
OG6r20_107987	A0A2H1A6J8
OG6_102911	A0A2H1A6N8
OG6_102222	A0A2H1A5Q3
OG6_101314	A0A2H1A5P9
OG6_156413	A0A2H1A5P3
OG6_115946	A0A2H1A5A0
OG6_137696	A0A2H1A5S2
OG6_143644	A0A2H1A5R4
OG6_152930	A0A2H1A5Q6
OG6_100781	A0A2H1A5Q8
OG6r20_107986	A0A2H1A430
OG6_101089	A0A2H1A6Q3
OG6_103654	A0A2H1A5R3
OG6_103777	A0A2H1A5Q9
OG6_103824	A0A2H1A5Q5
OG6r20_110725	A0A2H1A5A8
OG6_106650	A0A2H1A5T5
OG6_104575	A0A2H1A5S3
OG6_102676	A0A2H1A5R7
OG6_102756	A0A2H1A5S4
OG6_193297	A0A2H1A6L9
OG6r20_102484	A0A2H1A478
OG6_102772	A0A2H1A5S5
OG6r20_101793	A0A2H1A5R9
OG6_101322	A0A2H1A421
OG6_103501	A0A2H1A5R2
OG6_100157	A0A2H1A5F4
OG6r20_101646	A0A2H1A5T6
OG6_102855	A0A2H1A5S8
OG6_106702	A0A2H1A5T3
OG6_100938	A0A2H1A448
OG6_101040	A0A2H1A483
OG6_112060	A0A2H1A470
OG6r20_106132	A0A2H1A467
OG6_104021	A0A2H1A5S7
OG6_100509	A0A2H1A5C2
OG6_113593	A0A2H1A5V6
OG6_100455	A0A2H1A5U7
OG6_103911	A0A2H1A5U0
OG6_100651	A0A2H1A5U4
OG6_102764	A0A2H1A6N7
OG6_108411	A0A2H1A6S8
OG6_103994	A0A2H1A5U9
OG6_111250	A0A2H1A476
OG6_105076	A0A2H1A5T8
OG6_105326	A0A2H1A5D0
OG6_103591	A0A2H1A5W7
OG6_100220	A0A2H1A5V8
OG6_101386	A0A2H1A5V1
OG6_102591	A0A2H1A5V5
OG6_100541	A0A2H1A465
OG6_110303	A0A2H1A6T6
OG6_100642	A0A2H1A5V7
OG6_101137	A0A2H1A5V2
OG6_100144	A0A2H1A452
OG6_108985	A0A2H1A5U3
OG6_104618	A0A2H1A5X7
OG6_103019	A0A2H1A485
OG6_101212	A0A2H1A5V9
OG6_117256	A0A2H1A5W4
OG6_100337	A0A2H1A473
OG6r20_101509	A0A2H1A6U9
OG6_105071	A0A2H1A4A1
OG6_101709	A0A2H1A5W2
OG6_102246	A0A2H1A5W5
OG6_100737	A0A2H1A5E3
OG6_113827	A0A2H1A5Z3
OG6r20_115406	A0A2H1A5Y7
OG6_100425	A0A2H1A5X4
OG6_100616	A0A2H1A471
OG6_100540	A0A2H1A6R2
OG6_500046	A0A2H1A6W7
OG6_106907	A0A2H1A5Y4
OG6_103112	A0A2H1A4B0
OG6_102025	A0A2H1A472
OG6_102754	A0A2H1A5F2
OG6_137720	A0A2H1A606
OG6r20_115405	A0A2H1A600
OG6_105437	A0A2H1A4A0
OG6_102579	A0A2H1A480
OG6_222561	A0A2H1A495
OG6_101167	A0A2H1A6X8
OG6_100351	A0A2H1A5Z8
OG6_104344	A0A2H1A5Y6
OG6_109735	A0A2H1A499
OG6r20_110724	A0A2H1A5Y1
OG6_100593	A0A2H1A617
OG6_106185	A0A2H1A611
OG6_106185	A0A2H1A5Z7
OG6r20_102016	A0A2H1A486
OG6_101689	A0A2H1A6T5
OG6_101689	A0A2H1A6Y7
OG6_146692	A0A2H1A609
OG6r20_102022	A0A2H1A4C8
OG6_100666	A0A2H1A5Z4
OG6_122175	A0A2H1A5Z2
OG6_500616	A0A2H1A627
OG6_101628	A0A2H1A622
OG6_102776	A0A2H1A608
OG6_186829	A0A2H1A612
OG6r20_101236	A0A2H1A6U5
OG6_100282	A0A2H1A6Z5
OG6_100716	A0A2H1A619
OG6_500649	A0A2H1A4D9
OG6_102485	A0A2H1A4C7
OG6_100282	A0A2H1A602
OG6_100072	A0A2H1A637
OG6_104988	A0A2H1A4C9
OG6_103152	A0A2H1A618
