Accession	Entry
OG6_102093	A0A2V1AWJ4
OG6_100992	A0A2V1AU05
OG6_500936	A0A2V1AV92
OG6_101864	A0A2V1ATZ7
OG6_101037	A0A2V1ATV8
OG6r20_115389	A0A2V1AUP8
OG6r20_110710	A0A2V1ASR6
OG6_114251	A0A2V1ATT4
OG6_102924	A0A2V1ATU3
OG6_104171	A0A2V1AT35
OG6_101181	A0A2V1AWK5
OG6r20_109171	A0A2V1AU14
OG6_102888	A0A2V1AVA1
OG6_100571	A0A2V1AU07
OG6_122832	A0A2V1ATW9
OG6_103495	A0A2V1AUQ7
OG6_115065	A0A2V1ASS7
OG6_500262	A0A2V1ATU2
OG6_103350	A0A2V1ATV3
OG6_100745	A0A2V1AT46
OG6_102662	A0A2V1AWL6
OG6_499906	A0A2V1AU16
OG6_102578	A0A2V1AVB0
OG6_102432	A0A2V1AU15
OG6_100302	A0A2V1ATX8
OG6_102319	A0A2V1AUR3
OG6_100377	A0A2V1AST7
OG6_103301	A0A2V1ATV1
OG6r20_127072	A0A2V1ATW3
OG6_105212	A0A2V1AT56
OG6_100543	A0A2V1AWM7
OG6_102210	A0A2V1AU20
OG6_104348	A0A2V1AVC1
OG6_103088	A0A2V1AU19
OG6_118122	A0A2V1ATY8
OG6_118284	A0A2V1AUS1
OG6_101068	A0A2V1ASU9
OG6r20_140412	A0A2V1ATW0
OG6_126505	A0A2V1ATX3
OG6_102047	A0A2V1AT66
OG6_121415	A0A2V1AWN8
OG6_108388	A0A2V1AU28
OG6_100832	A0A2V1AVC9
OG6_100940	A0A2V1AU23
OG6_129700	A0A2V1AU00
OG6_102475	A0A2V1AUT2
OG6_127591	A0A2V1ASV9
OG6_109522	A0A2V1ATX1
OG6_101778	A0A2V1ATY3
OG6_103798	A0A2V1AT76
OG6_103671	A0A2V1AWP6
OG6_112495	A0A2V1AU33
OG6_101890	A0A2V1AVE2
OG6r20_127071	A0A2V1AU41
OG6_121206	A0A2V1AU10
OG6_107571	A0A2V1AUU0
OG6_104239	A0A2V1ASX0
OG6_104797	A0A2V1ATY0
OG6_222562	A0A2V1ATZ2
OG6_117015	A0A2V1AT86
OG6_102376	A0A2V1AWQ7
OG6_103826	A0A2V1AU40
OG6_100260	A0A2V1AVF2
OG6_102143	A0A2V1AU50
OG6_100423	A0A2V1AU18
OG6_127245	A0A2V1AUV0
OG6r20_101992	A0A2V1ASY0
OG6_101436	A0A2V1ATZ5
OG6_103356	A0A2V1AU01
OG6_102040	A0A2V1AT97
OG6_222558	A0A2V1AWR7
OG6_101114	A0A2V1AU48
OG6_102877	A0A2V1AVG2
OG6_113599	A0A2V1AU61
OG6_101213	A0A2V1AU21
OG6r20_309491	A0A2V1AUW0
OG6_100707	A0A2V1ASY9
OG6r20_112592	A0A2V1AU02
OG6_103627	A0A2V1AU08
OG6_103535	A0A2V1ATA7
OG6r20_115449	A0A2V1AWS8
OG6_102845	A0A2V1AU62
OG6_222574	A0A2V1AVH1
OG6_102009	A0A2V1AU71
OG6_101750	A0A2V1AU30
OG6_100256	A0A2V1AUX0
OG6_500256	A0A2V1AT01
OG6_102474	A0A2V1AU06
OG6r20_101629	A0A2V1AU36
OG6_104182	A0A2V1ATB7
OG6r20_112607	A0A2V1AWT8
OG6r20_103494	A0A2V1AU72
OG6_114877	A0A2V1AVI1
OG6r20_110727	A0A2V1AU79
OG6_101248	A0A2V1AU35
OG6_100720	A0A2V1AUY0
OG6r20_101651	A0A2V1AT14
OG6_104574	A0A2V1AU12
OG6_100275	A0A2V1AU46
OG6_106531	A0A2V1ATC7
OG6_101010	A0A2V1AWU8
OG6_101525	A0A2V1AU80
OG6_107913	A0A2V1AVJ0
OG6_136431	A0A2V1AU89
OG6_102126	A0A2V1AU45
OG6_105123	A0A2V1AUY9
OG6_103187	A0A2V1AT24
OG6_108401	A0A2V1AU27
OG6_102458	A0A2V1AU54
OG6_500547	A0A2V1ATD6
OG6_115929	A0A2V1AWV8
OG6_100646	A0A2V1AU90
OG6_101298	A0A2V1AVK0
OG6_101176	A0A2V1AUA0
OG6r20_102014	A0A2V1AU53
OG6_103436	A0A2V1AUZ9
OG6_100336	A0A2V1AT37
OG6_101883	A0A2V1AU37
OG6r20_109173	A0A2V1AU64
OG6_124935	A0A2V1ATE8
OG6r20_112610	A0A2V1AWW9
OG6_103036	A0A2V1AU99
OG6_500385	A0A2V1AVL3
OG6_114704	A0A2V1AUB1
OG6_103414	A0A2V1AU63
OG6_102191	A0A2V1AV08
OG6_102982	A0A2V1AT47
OG6_102160	A0A2V1AU56
OG6_104712	A0A2V1AU74
OG6_111074	A0A2V1ATF9
OG6_100703	A0A2V1AWX9
OG6_108070	A0A2V1AUB0
OG6_500752	A0A2V1AVM0
OG6_101172	A0A2V1AUC1
OG6_107446	A0A2V1AU73
OG6_500126	A0A2V1AV17
OG6_103138	A0A2V1AT57
OG6_102508	A0A2V1AU65
OG6r20_106997	A0A2V1AU84
OG6_100991	A0A2V1ATG8
OG6_100282	A0A2V1AWY8
OG6r20_101368	A0A2V1AUC0
OG6_123097	A0A2V1AVN2
OG6_103728	A0A2V1AUD1
OG6_101791	A0A2V1AU83
OG6_102660	A0A2V1AV27
OG6_100272	A0A2V1AT69
OG6_129693	A0A2V1AU75
OG6_102540	A0A2V1AU94
OG6_152871	A0A2V1ATH9
OG6_104380	A0A2V1AWZ9
OG6_100995	A0A2V1AUD0
OG6_103602	A0A2V1AVP4
OG6r20_110712	A0A2V1AUE2
OG6_103098	A0A2V1AU95
OG6_103010	A0A2V1AV37
OG6_499937	A0A2V1AT82
OG6r20_109172	A0A2V1AU86
OG6_101161	A0A2V1AUA7
OG6_102083	A0A2V1ATI8
OG6_113025	A0A2V1AX08
OG6_118280	A0A2V1AUE1
OG6_101450	A0A2V1AVQ2
OG6_102135	A0A2V1AUF2
OG6_100893	A0A2V1AUA5
OG6_101004	A0A2V1AV50
OG6_127189	A0A2V1AT94
OG6_116987	A0A2V1AU96
OG6_100060	A0A2V1AUB7
OG6_100748	A0A2V1ATJ9
OG6_101371	A0A2V1AX18
OG6_101299	A0A2V1AUF1
OG6_101660	A0A2V1AVR2
OG6_100011	A0A2V1AUG3
OG6_101471	A0A2V1AUB6
OG6_155145	A0A2V1AV59
OG6_105688	A0A2V1ATA6
OG6_104974	A0A2V1AUA3
OG6_103849	A0A2V1AUC8
OG6_102748	A0A2V1ATK8
OG6_114113	A0A2V1AX27
OG6r20_106950	A0A2V1AUG2
OG6_103510	A0A2V1AVS1
OG6_112318	A0A2V1AUH2
OG6_102388	A0A2V1AUC6
OG6_103478	A0A2V1AV69
OG6_101896	A0A2V1ATB6
OG6_100787	A0A2V1AUB2
OG6_116900	A0A2V1AUD6
OG6_101033	A0A2V1ATL6
OG6_100753	A0A2V1AX39
OG6_101704	A0A2V1AUH1
OG6_222544	A0A2V1AVT2
OG6_101566	A0A2V1AUI2
OG6_101410	A0A2V1AUD7
OG6_100096	A0A2V1AV79
OG6_106767	A0A2V1ATC6
OG6_100629	A0A2V1AUC3
OG6_102588	A0A2V1AUE6
OG6_100344	A0A2V1ATM8
OG6_106468	A0A2V1AX52
OG6_111249	A0A2V1AUI1
OG6_123058	A0A2V1AVU2
OG6_102883	A0A2V1AUJ2
OG6_129058	A0A2V1AUE7
OG6_209971	A0A2V1AV90
OG6_114974	A0A2V1ATD9
OG6r20_110711	A0A2V1AUD3
OG6_104767	A0A2V1AUF6
OG6_101706	A0A2V1ATN9
OG6_102329	A0A2V1AX63
OG6_103910	A0A2V1AUJ1
OG6_103711	A0A2V1AVV2
OG6_112063	A0A2V1AUK2
OG6_121421	A0A2V1AUF8
OG6_137799	A0A2V1AVA0
OG6_101663	A0A2V1ATF0
OG6r20_106115	A0A2V1AUE3
OG6_102943	A0A2V1AUG7
OG6_117002	A0A2V1ATP9
OG6_126629	A0A2V1AX73
OG6_100157	A0A2V1AUK0
OG6_104395	A0A2V1AVW2
OG6_102972	A0A2V1AUL2
OG6_396614	A0A2V1AUG9
OG6_102698	A0A2V1AVB1
OG6_100153	A0A2V1ATG1
OG6_116858	A0A2V1AUF4
OG6_101441	A0A2V1AUH9
OG6_119798	A0A2V1ATQ9
OG6_101102	A0A2V1AX83
OG6_103010	A0A2V1AUK9
OG6_102320	A0A2V1AVX2
OG6_102910	A0A2V1AUM2
OG6r20_112426	A0A2V1AUH8
OG6_101299	A0A2V1AVB9
OG6_110251	A0A2V1ATH2
OG6_102989	A0A2V1AUG4
OG6_116884	A0A2V1AUJ0
OG6_100973	A0A2V1ATR9
OG6_181780	A0A2V1AX94
OG6_100789	A0A2V1AUL9
OG6_104944	A0A2V1AVY6
OG6_105385	A0A2V1AUN0
OG6_112869	A0A2V1AUI9
OG6_101369	A0A2V1AVD1
OG6r20_102246	A0A2V1ATI3
OG6_100574	A0A2V1AUH4
OG6_102068	A0A2V1AUK1
OG6_113584	A0A2V1ATS8
OG6_103040	A0A2V1AXA5
OG6_100476	A0A2V1AUN1
OG6_100190	A0A2V1AVZ4
OG6_100448	A0A2V1AUP0
OG6_101881	A0A2V1AUJ9
OG6_100774	A0A2V1AVE1
OG6_101006	A0A2V1ATJ4
OG6_102828	A0A2V1AUI4
OG6_121410	A0A2V1AUL3
OG6r20_140424	A0A2V1ATT9
OG6_101494	A0A2V1AXB8
OG6_102265	A0A2V1AUP2
OG6_143619	A0A2V1AW04
OG6_101327	A0A2V1AUP9
OG6_100216	A0A2V1AUL0
OG6_100318	A0A2V1AVF1
OG6_100801	A0A2V1ATK9
OG6_103080	A0A2V1AUJ4
OG6_102531	A0A2V1AUM4
OG6_100409	A0A2V1ATV0
OG6r20_169538	A0A2V1AXC9
OG6_101621	A0A2V1AUQ1
OG6_101900	A0A2V1AW14
OG6_102679	A0A2V1AUQ8
OG6_101748	A0A2V1AUM1
OG6_101489	A0A2V1AVG1
OG6_101429	A0A2V1ATM0
OG6_188633	A0A2V1AUK4
OG6_103574	A0A2V1AUN5
OG6_101562	A0A2V1ATW1
OG6_101484	A0A2V1AXD8
OG6_132750	A0A2V1AUR1
OG6_104650	A0A2V1AW24
OG6_102525	A0A2V1AUR7
OG6_102431	A0A2V1AUN2
OG6_108921	A0A2V1AVH2
OG6_100077	A0A2V1ATN1
OG6_100082	A0A2V1AUL4
OG6_111877	A0A2V1AUP4
OG6r20_105301	A0A2V1ATX2
OG6_133379	A0A2V1AXE8
OG6_100234	A0A2V1AUS2
OG6r20_112593	A0A2V1AW35
OG6_101259	A0A2V1AUS6
OG6_102512	A0A2V1AUP1
OG6_186970	A0A2V1AVI2
OG6_100925	A0A2V1ATP1
OG6_115935	A0A2V1AUM5
OG6_103921	A0A2V1AUQ6
OG6r20_309463	A0A2V1ATY1
OG6_111849	A0A2V1AXF9
OG6_100460	A0A2V1AUT3
OG6r20_309471	A0A2V1AW45
OG6_103711	A0A2V1AUT7
OG6_101108	A0A2V1AUQ0
OG6_102184	A0A2V1AVJ5
OG6_100672	A0A2V1ATQ5
OG6_100722	A0A2V1AUN4
OG6_216801	A0A2V1AUR6
OG6_136883	A0A2V1ATZ0
OG6_100558	A0A2V1AXG9
OG6_102152	A0A2V1AUU4
OG6_100150	A0A2V1AW55
OG6_104355	A0A2V1AUU7
OG6_500731	A0A2V1AUQ9
OG6_101728	A0A2V1AVK7
OG6_107653	A0A2V1ATR5
OG6_100250	A0A2V1AUP3
OG6_100640	A0A2V1AUT0
OG6_115656	A0A2V1AU03
OG6r20_309467	A0A2V1AXH9
OG6r20_140775	A0A2V1AUV4
OG6r20_309479	A0A2V1AW65
OG6r20_309499	A0A2V1AUV8
OG6r20_169539	A0A2V1AUR9
OG6_101882	A0A2V1AVL8
OG6r20_112594	A0A2V1ATS6
OG6_100397	A0A2V1AUQ4
OG6_108976	A0A2V1AUU2
OG6_101911	A0A2V1AU09
OG6_101513	A0A2V1AXJ1
OG6_120114	A0A2V1AUW4
OG6_111107	A0A2V1AW80
OG6r20_109198	A0A2V1AUW9
OG6_102902	A0A2V1AUS9
OG6_123067	A0A2V1AVM8
OG6_105445	A0A2V1ATT6
OG6r20_101649	A0A2V1AUR4
OG6r20_120177	A0A2V1AUV2
OG6_108634	A0A2V1AU29
OG6_105801	A0A2V1AXK5
OG6_115878	A0A2V1AUX5
OG6_155990	A0A2V1AW88
OG6_101725	A0A2V1AUX8
OG6_118288	A0A2V1AUU1
OG6_103162	A0A2V1AVN8
OG6_105238	A0A2V1ATU6
OG6_140267	A0A2V1AUS3
OG6_102325	A0A2V1AUW3
OG6_101309	A0A2V1AU34
OG6_101700	A0A2V1AXL5
OG6_110133	A0A2V1AUY7
OG6r20_309511	A0A2V1AW97
OG6r20_140776	A0A2V1AUZ0
OG6_101916	A0A2V1AUV1
OG6_130445	A0A2V1AVP9
OG6r20_101656	A0A2V1ATV6
OG6_104404	A0A2V1AUT4
OG6_104265	A0A2V1AUX2
OG6_111832	A0A2V1AU42
OG6_106370	A0A2V1AXM5
OG6_103848	A0A2V1AUZ5
OG6_100301	A0A2V1AWA7
OG6r20_309497	A0A2V1AUZ8
OG6_104954	A0A2V1AUW1
OG6_102569	A0A2V1AVQ9
OG6_100262	A0A2V1ATW8
OG6_100418	A0A2V1AUU3
OG6_110919	A0A2V1AUY2
OG6_101088	A0A2V1AU51
OG6_101208	A0A2V1AXN7
OG6_102540	A0A2V1AV07
OG6_103680	A0A2V1AWB7
OG6_160270	A0A2V1AV09
OG6_102091	A0A2V1AUX9
OG6r20_309460	A0A2V1AVS5
OG6r20_105302	A0A2V1ATY5
OG6_102570	A0A2V1AUV7
OG6_103706	A0A2V1AV00
OG6_100324	A0A2V1AU66
OG6_111397	A0A2V1AXQ2
OG6_500836	A0A2V1AV24
OG6_102020	A0A2V1AWC7
OG6_101962	A0A2V1AV26
OG6_500066	A0A2V1AUY8
OG6_100882	A0A2V1AVT7
OG6r20_104601	A0A2V1AU04
OG6_101263	A0A2V1AUW8
OG6_122891	A0A2V1AV10
OG6_102014	A0A2V1AU76
OG6_103082	A0A2V1AXR2
OG6_100252	A0A2V1AV33
OG6_102792	A0A2V1AWD7
OG6_101493	A0A2V1AV36
OG6_500211	A0A2V1AUZ6
OG6_137859	A0A2V1AVU4
OG6_102483	A0A2V1AU24
OG6_102902	A0A2V1AUX6
OG6_117010	A0A2V1AV18
OG6_100654	A0A2V1AU85
OG6_104927	A0A2V1AXS5
OG6_100228	A0A2V1AV42
OG6r20_103953	A0A2V1AWE7
OG6r20_107970	A0A2V1AV45
OG6_100650	A0A2V1AV05
OG6_454102	A0A2V1AVV4
OG6_142779	A0A2V1AU43
OG6r20_103086	A0A2V1AUY3
OG6_500644	A0A2V1AV28
OG6_100422	A0A2V1AU92
OG6_101522	A0A2V1AXT4
OG6_153190	A0A2V1AV51
OG6_101230	A0A2V1AWF6
OG6_101035	A0A2V1AV54
OG6_104805	A0A2V1AV14
OG6r20_100630	A0A2V1AVW6
OG6_100175	A0A2V1AU47
OG6_100445	A0A2V1AUZ4
OG6_102116	A0A2V1AV38
OG6_100556	A0A2V1AUA1
OG6_102804	A0A2V1AXU1
OG6_101228	A0A2V1AV61
OG6_100903	A0A2V1AWG6
OG6_114713	A0A2V1AV64
OG6_101992	A0A2V1AV20
OG6_114704	A0A2V1AVX7
OG6_102225	A0A2V1AU57
OG6_103579	A0A2V1AV02
OG6r20_112595	A0A2V1AV49
OG6r20_107992	A0A2V1AUA9
OG6_222584	A0A2V1AXV0
OG6_106277	A0A2V1AV70
OG6r20_101798	A0A2V1AWH4
OG6_102279	A0A2V1AV73
OG6r20_140423	A0A2V1AV31
OG6_153158	A0A2V1AVY7
OG6_111633	A0A2V1AU67
OG6_132866	A0A2V1AV11
OG6_102397	A0A2V1AV60
OG6_102069	A0A2V1AUB9
OG6_102034	A0A2V1AXV9
OG6_103031	A0A2V1AV80
OG6_102802	A0A2V1AWI1
OG6_102356	A0A2V1AV82
OG6_104458	A0A2V1AV40
OG6_133359	A0A2V1AVZ6
OG6_104603	A0A2V1AU77
OG6_102031	A0A2V1AV19
OG6r20_110713	A0A2V1AV71
OG6r20_107993	A0A2V1AUC9
OG6_104065	A0A2V1AXX1
OG6_110014	A0A2V1AV89
OG6r20_140411	A0A2V1AWJ1
OG6_102231	A0A2V1AV91
OG6_130545	A0A2V1AV47
OG6r20_115446	A0A2V1AW08
OG6r20_115446	A0A2V1AU87
OG6_222582	A0A2V1AV29
OG6_102039	A0A2V1AV81
OG6_100907	A0A2V1AUD8
OG6_103823	A0A2V1AXY1
OG6_111049	A0A2V1AV98
OG6_111049	A0A2V1AWJ9
OG6_100806	A0A2V1AV99
OG6_123088	A0A2V1AV56
OG6r20_101645	A0A2V1AW18
OG6_102114	A0A2V1AU97
OG6_100491	A0A2V1AV39
OG6_118216	A0A2V1AV93
OG6_100581	A0A2V1AUE9
OG6_104832	A0A2V1AXZ2
OG6_102304	A0A2V1AVA8
OG6_113385	A0A2V1AWK8
OG6_114704	A0A2V1AVA7
OG6_100843	A0A2V1AV66
OG6_103494	A0A2V1AW29
OG6_102666	A0A2V1AUA6
OG6_121272	A0A2V1AV48
OG6_104760	A0A2V1AVA3
OG6_103650	A0A2V1AUF7
OG6_103368	A0A2V1AY01
OG6_500043	A0A2V1AVB7
OG6_102588	A0A2V1AWL5
OG6_143671	A0A2V1AVB8
OG6_101939	A0A2V1AV75
OG6_500271	A0A2V1AW39
OG6_100847	A0A2V1AUB4
OG6_105956	A0A2V1AV58
OG6_107381	A0A2V1AVB4
OG6_500607	A0A2V1AUG6
OG6_103517	A0A2V1AY11
OG6_101262	A0A2V1AVC6
OG6_100652	A0A2V1AWM4
OG6_104062	A0A2V1AVC7
OG6_130006	A0A2V1AV84
OG6_103579	A0A2V1AW49
OG6_105343	A0A2V1AUC2
OG6_112859	A0A2V1AV68
OG6_101620	A0A2V1AVC4
OG6_102534	A0A2V1AUH5
OG6_100487	A0A2V1AY21
OG6_104278	A0A2V1AVD6
OG6_101374	A0A2V1AWN2
OG6_100614	A0A2V1AVD7
OG6_102172	A0A2V1AV96
OG6_100282	A0A2V1AW58
OG6_102661	A0A2V1AUD2
OG6_100380	A0A2V1AV78
OG6_102730	A0A2V1AVD4
OG6_137497	A0A2V1AUI3
OG6_102185	A0A2V1AY31
OG6_111526	A0A2V1AVE6
OG6_133379	A0A2V1AWP1
OG6_222603	A0A2V1AVE7
OG6_100702	A0A2V1AVA6
OG6_115052	A0A2V1AW67
OG6_179534	A0A2V1AUE0
OG6_105219	A0A2V1AV86
OG6_100628	A0A2V1AVE3
OG6_127246	A0A2V1AUJ3
OG6r20_101515	A0A2V1AY42
OG6_123104	A0A2V1AVF7
OG6_104329	A0A2V1AWQ0
OG6_107303	A0A2V1AVF6
OG6r20_103085	A0A2V1AVB6
OG6_102268	A0A2V1AW77
OG6_102384	A0A2V1AUF0
OG6_103072	A0A2V1AV95
OG6_164863	A0A2V1AVF3
OG6_138956	A0A2V1AUK3
OG6_102387	A0A2V1AY53
OG6_104892	A0A2V1AVG7
OG6_104355	A0A2V1AWR0
OG6_102498	A0A2V1AVG6
OG6_143735	A0A2V1AVC8
OG6_101815	A0A2V1AW90
OG6r20_126673	A0A2V1AUF9
OG6_106813	A0A2V1AVA4
OG6_101580	A0A2V1AVG3
OG6_103202	A0A2V1AUL1
OG6_102875	A0A2V1AY64
OG6_101854	A0A2V1AVH7
OG6_102717	A0A2V1AWR8
OG6_101726	A0A2V1AVH6
OG6_100228	A0A2V1AVE0
OG6_105405	A0A2V1AWA0
OG6_153040	A0A2V1AUG8
OG6_114265	A0A2V1AVB3
OG6_101335	A0A2V1AVH3
OG6r20_102015	A0A2V1AUM0
OG6r20_109199	A0A2V1AY75
OG6_114704	A0A2V1AVI7
OG6_120864	A0A2V1AWS7
OG6_137869	A0A2V1AVI5
OG6_115045	A0A2V1AVE9
OG6_102672	A0A2V1AWA8
OG6_103085	A0A2V1AUH7
OG6_100154	A0A2V1AVC3
OG6_222545	A0A2V1AVI3
OG6_100076	A0A2V1AUM8
OG6_127524	A0A2V1AY84
OG6_101462	A0A2V1AVJ6
OG6_110868	A0A2V1AWT7
OG6_104307	A0A2V1AVJ3
OG6_102586	A0A2V1AVF9
OG6_101367	A0A2V1AWC1
OG6_152930	A0A2V1AUI8
OG6r20_101624	A0A2V1AVD0
OG6_101090	A0A2V1AVJ1
OG6_100144	A0A2V1AUN6
