"Accession","Group ID"
"chae|CXQ85_000062","OG7_0071888"
"chae|CXQ85_000063","OG7_0071888"
"chae|CXQ85_000064","OG7_0015034"
"chae|CXQ85_000065","OGR7_0003441"
"chae|CXQ85_000066","OG7_0008718"
"chae|CXQ85_000067","OG7_0006512"
"chae|CXQ85_000068","OG7_0003537"
"chae|CXQ85_000069","OG7_0006814"
"chae|CXQ85_000070","OG7_0008733"
"chae|CXQ85_000071","OG7_0008429"
"chae|CXQ85_000072","OGR7_0002661"
"chae|CXQ85_000073","OG7_0001368"
"chae|CXQ85_000074","OG7_0155900"
"chae|CXQ85_000075","OG7_0000970"
"chae|CXQ85_000076","OG7_0001933"
"chae|CXQ85_000077","OG7_0003690"
"chae|CXQ85_000078","OG7_0008818"
"chae|CXQ85_000079","OG7_0008087"
"chae|CXQ85_000080","OG7_0002147"
"chae|CXQ85_000081","OG7_0007344"
"chae|CXQ85_000082","OGR7_0002822"
"chae|CXQ85_000083","OG7_0008837"
"chae|CXQ85_000084","OGR7_0003756"
"chae|CXQ85_000085","OG7_0015586"
"chae|CXQ85_000086","OG7_0001918"
"chae|CXQ85_000087","OG7_0001918"
"chae|CXQ85_000088","OG7_0002540"
"chae|CXQ85_000089","OG7_0002926"
"chae|CXQ85_000090","OG7_0003037"
"chae|CXQ85_000091","OG7_0007199"
"chae|CXQ85_000092","OG7_0010250"
"chae|CXQ85_000093","OG7_0009582"
"chae|CXQ85_000094","OG7_0001576"
"chae|CXQ85_000095","OG7_0014205"
"chae|CXQ85_000096","OG7_0005954"
"chae|CXQ85_000097","OG7_0007657"
"chae|CXQ85_000098","OG7_0019457"
"chae|CXQ85_000099","OG7_0009474"
"chae|CXQ85_000100","OGR7_0004591"
"chae|CXQ85_000101","OG7_0001163"
"chae|CXQ85_000102","OG7_0008131"
"chae|CXQ85_000103","OG7_0005238"
"chae|CXQ85_000104","OG7_0005519"
"chae|CXQ85_000105","OG7_0000699"
"chae|CXQ85_000106","OG7_0001013"
"chae|CXQ85_000107","OGR7_0016697"
"chae|CXQ85_000108","OG7_0002232"
"chae|CXQ85_000109","OG7_0009351"
"chae|CXQ85_000110","OG7_0006763"
"chae|CXQ85_000111","OG7_0000131"
"chae|CXQ85_000112","OG7_0017561"
"chae|CXQ85_000113","OG7_0000542"
"chae|CXQ85_000114","OGR7_0008214"
"chae|CXQ85_000115","OG7_0000779"
"chae|CXQ85_000116","OG7_0006451"
"chae|CXQ85_000117","OGR7_0003752"
"chae|CXQ85_000118","OG7_0007069"
"chae|CXQ85_000119","OG7_0013310"
"chae|CXQ85_000120","OG7_0003061"
"chae|CXQ85_000121","OG7_0004625"
"chae|CXQ85_000122","OG7_0002665"
"chae|CXQ85_000123","OGR7_0004919"
"chae|CXQ85_000124","OG7_0001162"
"chae|CXQ85_000125","OG7_0008539"
"chae|CXQ85_000126","OG7_0006107"
"chae|CXQ85_000127","OG7_0002306"
"chae|CXQ85_000128","OG7_0101643"
"chae|CXQ85_000129","OGR7_0014522"
"chae|CXQ85_000130","OGR7_0000189"
"chae|CXQ85_000131","OG7_0010224"
"chae|CXQ85_000132","OG7_0007760"
"chae|CXQ85_000133","OG7_0006562"
"chae|CXQ85_000134","OG7_0000411"
"chae|CXQ85_000135","OG7_0005976"
"chae|CXQ85_000136","OGR7_0003767"
"chae|CXQ85_000139","OG7_0006573"
"chae|CXQ85_000140","OG7_0001839"
"chae|CXQ85_000141","OG7_0009603"
"chae|CXQ85_000142","OG7_0022144"
"chae|CXQ85_000143","OG7_0011826"
"chae|CXQ85_000144","OG7_0001056"
"chae|CXQ85_000145","OG7_0013961"
"chae|CXQ85_000146","OG7_0001761"
"chae|CXQ85_000147","OG7_0016789"
"chae|CXQ85_000148","OG7_0006742"
"chae|CXQ85_000149","OG7_0007120"
"chae|CXQ85_000150","OG7_0006705"
"chae|CXQ85_000151","OG7_0028333"
"chae|CXQ85_000152","OG7_0008036"
"chae|CXQ85_000153","OG7_0003116"
"chae|CXQ85_000154","OG7_0005594"
"chae|CXQ85_000155","OG7_0007155"
"chae|CXQ85_000156","OG7_0001271"
"chae|CXQ85_000157","OG7_0000102"
"chae|CXQ85_000158","OG7_0008371"
"chae|CXQ85_000159","OG7_0010831"
"chae|CXQ85_000160","OG7_0003905"
"chae|CXQ85_000161","OG7_0001169"
"chae|CXQ85_000162","OG7_0007873"
"chae|CXQ85_000163","OGR7_0005277"
"chae|CXQ85_000164","OGR7_0002811"
"chae|CXQ85_000165","OG7_0009261"
"chae|CXQ85_000166","OG7_0023008"
"chae|CXQ85_000167","OG7_0020356"
"chae|CXQ85_000168","OG7_0024616"
"chae|CXQ85_000169","OGR7_0005306"
"chae|CXQ85_000170","OG7_0022141"
"chae|CXQ85_000171","OG7_0005804"
"chae|CXQ85_000172","OG7_0007595"
"chae|CXQ85_000173","OG7_0002622"
"chae|CXQ85_000174","OG7_0006470"
"chae|CXQ85_000176","OG7_0035606"
"chae|CXQ85_000177","OG7_0010898"
"chae|CXQ85_000178","OG7_0013042"
"chae|CXQ85_000179","OG7_0000396"
"chae|CXQ85_000180","OG7_0000446"
"chae|CXQ85_000181","OG7_0007156"
"chae|CXQ85_000182","OG7_0002476"
"chae|CXQ85_000183","OG7_0001750"
"chae|CXQ85_000184","OGR7_0029489"
"chae|CXQ85_000185","OG7_0008072"
"chae|CXQ85_000186","OG7_0003757"
"chae|CXQ85_000187","OG7_0156120"
"chae|CXQ85_000188","OG7_0007713"
"chae|CXQ85_000189","OG7_0004231"
"chae|CXQ85_000190","OG7_0013311"
"chae|CXQ85_000191","OG7_0003516"
"chae|CXQ85_000192","OG7_0005796"
"chae|CXQ85_000193","OG7_0006003"
"chae|CXQ85_000194","OG7_0000557"
"chae|CXQ85_000195","OG7_0000698"
"chae|CXQ85_000196","OG7_0006190"
"chae|CXQ85_000198","OG7_0011978"
"chae|CXQ85_000199","OG7_0001821"
"chae|CXQ85_000200","OG7_0006586"
"chae|CXQ85_000201","OG7_0002301"
"chae|CXQ85_000202","OGR7_0006162"
"chae|CXQ85_000203","OGR7_0054291"
"chae|CXQ85_000204","OG7_0000136"
"chae|CXQ85_000205","OG7_0010365"
"chae|CXQ85_000206","OGR7_0000093"
"chae|CXQ85_000207","OG7_0012098"
"chae|CXQ85_000208","OG7_0006215"
"chae|CXQ85_000209","OG7_0005204"
"chae|CXQ85_000210","OG7_0004893"
"chae|CXQ85_000211","OG7_0004996"
"chae|CXQ85_000212","OG7_0033026"
"chae|CXQ85_000213","OG7_0004534"
"chae|CXQ85_000214","OG7_0004828"
"chae|CXQ85_000215","OG7_0036294"
"chae|CXQ85_000216","OGR7_0014525"
"chae|CXQ85_000218","OG7_0018916"
"chae|CXQ85_000219","OG7_0007232"
"chae|CXQ85_000220","OG7_0002744"
"chae|CXQ85_000221","OG7_0006192"
"chae|CXQ85_000224","OGR7_0012690"
"chae|CXQ85_000225","OG7_0008032"
"chae|CXQ85_000226","OG7_0003363"
"chae|CXQ85_000227","OG7_0008064"
"chae|CXQ85_000228","OG7_0000011"
"chae|CXQ85_000229","OG7_0018423"
"chae|CXQ85_000230","OG7_0040963"
"chae|CXQ85_000231","OG7_0002141"
"chae|CXQ85_000232","OG7_0002726"
"chae|CXQ85_000233","OG7_0001370"
"chae|CXQ85_000234","OG7_0003718"
"chae|CXQ85_000235","OG7_0002949"
"chae|CXQ85_000236","OG7_0007715"
"chae|CXQ85_000237","OG7_0000425"
"chae|CXQ85_000238","OG7_0005033"
"chae|CXQ85_000239","OG7_0001985"
"chae|CXQ85_000240","OG7_0003990"
"chae|CXQ85_000241","OGR7_0029485"
"chae|CXQ85_000242","OGR7_0011408"
"chae|CXQ85_000243","OG7_0002770"
"chae|CXQ85_000244","OG7_0001609"
"chae|CXQ85_000245","OG7_0009416"
"chae|CXQ85_000246","OG7_0007633"
"chae|CXQ85_000247","OG7_0024040"
"chae|CXQ85_000248","OG7_0022155"
"chae|CXQ85_000249","OG7_0004253"
"chae|CXQ85_000250","OGR7_0014510"
"chae|CXQ85_000251","OG7_0004173"
"chae|CXQ85_000252","OG7_0006128"
"chae|CXQ85_000253","OG7_0156112"
"chae|CXQ85_000254","OG7_0008671"
"chae|CXQ85_000255","OG7_0005468"
"chae|CXQ85_000256","OG7_0004914"
"chae|CXQ85_000257","OG7_0030288"
"chae|CXQ85_000258","OG7_0006996"
"chae|CXQ85_000259","OG7_0003055"
"chae|CXQ85_000260","OG7_0012910"
"chae|CXQ85_000261","OG7_0007809"
"chae|CXQ85_000262","OG7_0008728"
"chae|CXQ85_000263","OG7_0004761"
"chae|CXQ85_000264","OG7_0001822"
"chae|CXQ85_000265","OG7_0001068"
"chae|CXQ85_000266","OGR7_0012821"
"chae|CXQ85_000267","OG7_0001300"
"chae|CXQ85_000268","OG7_0000969"
"chae|CXQ85_000269","OG7_0000615"
"chae|CXQ85_000270","OG7_0001254"
"chae|CXQ85_000271","OG7_0009351"
"chae|CXQ85_000272","OG7_0024575"
"chae|CXQ85_000273","OG7_0001857"
"chae|CXQ85_000274","OG7_0008550"
"chae|CXQ85_000275","OG7_0002539"
"chae|CXQ85_000276","OG7_0001215"
"chae|CXQ85_000277","OG7_0000776"
"chae|CXQ85_000278","OG7_0021372"
"chae|CXQ85_000280","OGR7_0004267"
"chae|CXQ85_000281","OG7_0006092"
"chae|CXQ85_000282","OG7_0008418"
"chae|CXQ85_000283","OG7_0006587"
"chae|CXQ85_000284","OG7_0001754"
"chae|CXQ85_000285","OG7_0000130"
"chae|CXQ85_000286","OG7_0003452"
"chae|CXQ85_000287","OG7_0017962"
"chae|CXQ85_000288","OG7_0005283"
"chae|CXQ85_000289","OG7_0002160"
"chae|CXQ85_000290","OG7_0002923"
"chae|CXQ85_000291","OGR7_0010231"
"chae|CXQ85_000293","OG7_0004753"
"chae|CXQ85_000294","OG7_0008184"
"chae|CXQ85_000295","OGR7_0023564"
"chae|CXQ85_000296","OG7_0007758"
"chae|CXQ85_000297","OG7_0101638"
"chae|CXQ85_000298","OG7_0004292"
"chae|CXQ85_000299","OG7_0001256"
"chae|CXQ85_000300","OG7_0000785"
"chae|CXQ85_000301","OG7_0004239"
"chae|CXQ85_000302","OG7_0007720"
"chae|CXQ85_000303","OGR7_0003201"
"chae|CXQ85_000304","OG7_0007396"
"chae|CXQ85_000305","OGR7_0008201"
"chae|CXQ85_000306","OGR7_0004926"
"chae|CXQ85_000307","OG7_0035606"
"chae|CXQ85_000308","OGR7_0014536"
"chae|CXQ85_000309","OG7_0001379"
"chae|CXQ85_000310","OG7_0004809"
"chae|CXQ85_000311","OGR7_0004038"
"chae|CXQ85_000312","OG7_0008182"
"chae|CXQ85_000313","OG7_0002999"
"chae|CXQ85_000314","OG7_0009381"
"chae|CXQ85_000315","OG7_0003494"
"chae|CXQ85_000316","OG7_0001761"
"chae|CXQ85_000317","OG7_0013446"
"chae|CXQ85_000318","OG7_0040972"
"chae|CXQ85_000319","OG7_0006259"
"chae|CXQ85_000320","OG7_0009857"
"chae|CXQ85_000322","OG7_0008232"
"chae|CXQ85_000323","OG7_0017135"
"chae|CXQ85_000324","OG7_0004029"
"chae|CXQ85_000325","OG7_0155944"
"chae|CXQ85_000326","OG7_0018899"
"chae|CXQ85_000327","OG7_0001911"
"chae|CXQ85_000328","OG7_0005905"
"chae|CXQ85_000329","OG7_0005197"
"chae|CXQ85_000330","OGR7_0003725"
"chae|CXQ85_000331","OG7_0008863"
"chae|CXQ85_000332","OG7_0001346"
"chae|CXQ85_000333","OG7_0003556"
"chae|CXQ85_000334","OGR7_0012822"
"chae|CXQ85_000335","OG7_0003564"
"chae|CXQ85_000336","OG7_0033019"
"chae|CXQ85_000337","OG7_0008238"
"chae|CXQ85_000338","OG7_0009051"
"chae|CXQ85_000339","OG7_0001304"
"chae|CXQ85_000340","OG7_0008183"
"chae|CXQ85_000341","OG7_0006737"
"chae|CXQ85_000342","OG7_0008440"
"chae|CXQ85_000343","OG7_0006624"
"chae|CXQ85_000344","OG7_0002776"
"chae|CXQ85_000345","OG7_0005801"
"chae|CXQ85_000346","OG7_0001013"
"chae|CXQ85_000347","OG7_0001127"
"chae|CXQ85_000348","OG7_0015585"
"chae|CXQ85_000351","OG7_0004854"
"chae|CXQ85_000352","OG7_0009493"
"chae|CXQ85_000353","OG7_0155578"
"chae|CXQ85_000354","OG7_0007419"
"chae|CXQ85_000355","OG7_0004437"
"chae|CXQ85_000356","OG7_0053568"
"chae|CXQ85_000357","OG7_0005002"
"chae|CXQ85_000358","OGR7_0004588"
"chae|CXQ85_000359","OGR7_0003430"
"chae|CXQ85_000360","OG7_0020677"
"chae|CXQ85_000361","OG7_0009197"
"chae|CXQ85_000362","OG7_0002727"
"chae|CXQ85_000363","OG7_0007328"
"chae|CXQ85_000364","OG7_0000033"
"chae|CXQ85_000365","OG7_0003055"
"chae|CXQ85_000366","OG7_0003175"
"chae|CXQ85_000367","OG7_0010019"
"chae|CXQ85_000368","OG7_0000402"
"chae|CXQ85_000369","OG7_0004676"
"chae|CXQ85_000370","OG7_0004886"
"chae|CXQ85_000371","OGR7_0016666"
"chae|CXQ85_000372","OG7_0007003"
"chae|CXQ85_000373","OG7_0007293"
"chae|CXQ85_000374","OG7_0155824"
"chae|CXQ85_000375","OGR7_0011403"
"chae|CXQ85_000376","OG7_0005663"
"chae|CXQ85_000377","OG7_0006526"
"chae|CXQ85_000378","OG7_0000434"
"chae|CXQ85_000379","OG7_0021366"
"chae|CXQ85_000380","OG7_0006531"
"chae|CXQ85_000381","OG7_0005542"
"chae|CXQ85_000382","OG7_0002829"
"chae|CXQ85_000383","OG7_0001794"
"chae|CXQ85_000384","OG7_0028318"
"chae|CXQ85_000385","OG7_0007261"
"chae|CXQ85_000386","OG7_0000446"
"chae|CXQ85_000387","OG7_0005074"
"chae|CXQ85_000388","OG7_0006399"
"chae|CXQ85_000389","OG7_0006105"
"chae|CXQ85_000390","OGR7_0002656"
"chae|CXQ85_000391","OG7_0000134"
"chae|CXQ85_000392","OG7_0001718"
"chae|CXQ85_000393","OG7_0001357"
"chae|CXQ85_000394","OG7_0011977"
"chae|CXQ85_000395","OG7_0004764"
"chae|CXQ85_000396","OG7_0016440"
"chae|CXQ85_000397","OG7_0006367"
"chae|CXQ85_000398","OG7_0015550"
"chae|CXQ85_000399","OGR7_0003189"
"chae|CXQ85_000400","OG7_0000557"
"chae|CXQ85_000401","OG7_0017548"
"chae|CXQ85_000402","OG7_0007347"
"chae|CXQ85_000403","OG7_0008455"
"chae|CXQ85_000404","OG7_0007036"
"chae|CXQ85_000405","OG7_0001781"
"chae|CXQ85_000406","OG7_0024029"
"chae|CXQ85_000407","OG7_0002660"
"chae|CXQ85_000408","OG7_0005049"
"chae|CXQ85_000409","OG7_0006344"
"chae|CXQ85_000410","OG7_0101690"
"chae|CXQ85_000411","OG7_0002350"
"chae|CXQ85_000412","OG7_0006544"
"chae|CXQ85_000413","OG7_0000495"
"chae|CXQ85_000414","OG7_0000446"
"chae|CXQ85_000415","OG7_0001259"
"chae|CXQ85_000416","OG7_0002542"
"chae|CXQ85_000418","OG7_0000136"
"chae|CXQ85_000419","OG7_0006472"
"chae|CXQ85_000420","OG7_0001722"
"chae|CXQ85_000421","OG7_0016484"
"chae|CXQ85_000422","OG7_0002388"
"chae|CXQ85_000423","OG7_0002825"
"chae|CXQ85_000424","OG7_0101636"
"chae|CXQ85_000425","OG7_0021358"
"chae|CXQ85_000426","OGR7_0016687"
"chae|CXQ85_000427","OG7_0000542"
"chae|CXQ85_000428","OG7_0002914"
"chae|CXQ85_000431","OG7_0004862"
"chae|CXQ85_000432","OG7_0008334"
"chae|CXQ85_000433","OG7_0004823"
"chae|CXQ85_000434","OG7_0017545"
"chae|CXQ85_000435","OG7_0009596"
"chae|CXQ85_000436","OG7_0036311"
"chae|CXQ85_000437","OG7_0004230"
"chae|CXQ85_000438","OGR7_0004284"
"chae|CXQ85_000439","OG7_0007207"
"chae|CXQ85_000440","OG7_0021360"
"chae|CXQ85_000441","OGR7_0004257"
"chae|CXQ85_000442","OG7_0000103"
"chae|CXQ85_000443","OG7_0008372"
"chae|CXQ85_000444","OG7_0000103"
"chae|CXQ85_000445","OG7_0001070"
"chae|CXQ85_000446","OG7_0007685"
"chae|CXQ85_000447","OG7_0000003"
"chae|CXQ85_000448","OG7_0019391"
"chae|CXQ85_000449","OG7_0006533"
"chae|CXQ85_000450","OG7_0003228"
"chae|CXQ85_000451","OG7_0004181"
"chae|CXQ85_000452","OG7_0007293"
"chae|CXQ85_000453","OG7_0007859"
"chae|CXQ85_000454","OG7_0008444"
"chae|CXQ85_000455","OGR7_0000550"
"chae|CXQ85_000456","OG7_0006105"
"chae|CXQ85_000457","OG7_0014816"
"chae|CXQ85_000458","OG7_0007088"
"chae|CXQ85_000459","OG7_0021359"
"chae|CXQ85_000460","OG7_0005712"
"chae|CXQ85_000461","OG7_0018912"
"chae|CXQ85_000462","OG7_0005091"
"chae|CXQ85_000463","OG7_0010209"
"chae|CXQ85_000464","OG7_0010449"
"chae|CXQ85_000465","OG7_0017909"
"chae|CXQ85_000466","OG7_0004112"
"chae|CXQ85_000467","OGR7_0010214"
"chae|CXQ85_000468","OG7_0002160"
"chae|CXQ85_000469","OG7_0006787"
"chae|CXQ85_000470","OG7_0007261"
"chae|CXQ85_000471","OG7_0000431"
"chae|CXQ85_000472","OG7_0001015"
"chae|CXQ85_000473","OG7_0001821"
"chae|CXQ85_000475","OG7_0004218"
"chae|CXQ85_000476","OG7_0006840"
"chae|CXQ85_000477","OG7_0000615"
"chae|CXQ85_000478","OG7_0004234"
"chae|CXQ85_000479","OG7_0000128"
"chae|CXQ85_000480","OGR7_0004929"
"chae|CXQ85_000481","OGR7_0014494"
"chae|CXQ85_000482","OG7_0002693"
"chae|CXQ85_000483","OG7_0007567"
"chae|CXQ85_000484","OG7_0000969"
"chae|CXQ85_000485","OG7_0185040"
"chae|CXQ85_000486","OG7_0002735"
"chae|CXQ85_000487","OG7_0001648"
"chae|CXQ85_000488","OG7_0002996"
"chae|CXQ85_000489","OG7_0008007"
"chae|CXQ85_000490","OG7_0007583"
"chae|CXQ85_000491","OG7_0003652"
"chae|CXQ85_000492","OGR7_0087399"
"chae|CXQ85_000493","OG7_0001215"
"chae|CXQ85_000494","OG7_0002813"
"chae|CXQ85_000495","OG7_0006371"
"chae|CXQ85_000496","OG7_0006848"
"chae|CXQ85_000497","OG7_0003727"
"chae|CXQ85_000498","OG7_0006485"
"chae|CXQ85_000499","OG7_0013477"
"chae|CXQ85_000500","OG7_0005139"
"chae|CXQ85_000501","OG7_0001363"
"chae|CXQ85_000502","OG7_0004091"
"chae|CXQ85_000503","OG7_0028297"
"chae|CXQ85_000504","OG7_0001596"
"chae|CXQ85_000505","OG7_0007594"
"chae|CXQ85_000506","OG7_0000011"
"chae|CXQ85_000507","OG7_0015007"
"chae|CXQ85_000508","OG7_0001197"
"chae|CXQ85_000509","OG7_0001377"
"chae|CXQ85_000510","OG7_0007454"
"chae|CXQ85_000511","OGR7_0006758"
"chae|CXQ85_000512","OG7_0036329"
"chae|CXQ85_000513","OG7_0003209"
"chae|CXQ85_000514","OGR7_0011406"
"chae|CXQ85_000515","OG7_0006018"
"chae|CXQ85_000516","OG7_0006909"
"chae|CXQ85_000517","OG7_0012345"
"chae|CXQ85_000518","OGR7_0003439"
"chae|CXQ85_000519","OG7_0021356"
"chae|CXQ85_000520","OG7_0007286"
"chae|CXQ85_000521","OGR7_0054846"
"chae|CXQ85_000522","OG7_0017970"
"chae|CXQ85_000523","OG7_0001668"
"chae|CXQ85_000524","OGR7_0004235"
"chae|CXQ85_000525","OG7_0004823"
"chae|CXQ85_000526","OG7_0004024"
"chae|CXQ85_000527","OGR7_0004283"
"chae|CXQ85_000528","OG7_0004691"
"chae|CXQ85_000529","OG7_0001216"
"chae|CXQ85_000530","OGR7_0038589"
"chae|CXQ85_000531","OGR7_0003774"
"chae|CXQ85_000532","OG7_0002001"
"chae|CXQ85_000533","OG7_0000428"
"chae|CXQ85_000534","OG7_0001362"
"chae|CXQ85_000535","OG7_0003055"
"chae|CXQ85_000536","OG7_0155624"
"chae|CXQ85_000537","OG7_0004547"
"chae|CXQ85_000538","OG7_0025520"
"chae|CXQ85_000539","OG7_0002314"
"chae|CXQ85_000540","OG7_0003876"
"chae|CXQ85_000541","OG7_0002078"
"chae|CXQ85_000542","OGR7_0226078"
"chae|CXQ85_000543","OGR7_0029486"
"chae|CXQ85_000544","OGR7_0226085"
"chae|CXQ85_000546","OGR7_0226098"
"chae|CXQ85_000547","OGR7_0087401"
"chae|CXQ85_000548","OG7_0001370"
"chae|CXQ85_000549","OGR7_0006060"
"chae|CXQ85_000550","OG7_0001271"
"chae|CXQ85_000551","OG7_0007451"
"chae|CXQ85_000552","OG7_0003427"
"chae|CXQ85_000553","OG7_0000949"
"chae|CXQ85_000554","OG7_0021539"
"chae|CXQ85_000555","OG7_0002304"
"chae|CXQ85_000556","OGR7_0014502"
"chae|CXQ85_000557","OG7_0006141"
"chae|CXQ85_000558","OG7_0011319"
"chae|CXQ85_000559","OG7_0009124"
"chae|CXQ85_000560","OGR7_0003205"
"chae|CXQ85_000561","OGR7_0014776"
"chae|CXQ85_000562","OG7_0011589"
"chae|CXQ85_000563","OG7_0011197"
"chae|CXQ85_000564","OG7_0028320"
"chae|CXQ85_000565","OG7_0155951"
"chae|CXQ85_000566","OG7_0001443"
"chae|CXQ85_000567","OG7_0024048"
"chae|CXQ85_000568","OG7_0008235"
"chae|CXQ85_000569","OG7_0009314"
"chae|CXQ85_000570","OG7_0028322"
"chae|CXQ85_000571","OG7_0006508"
"chae|CXQ85_000572","OG7_0003146"
"chae|CXQ85_000573","OG7_0005287"
"chae|CXQ85_000574","OG7_0000696"
"chae|CXQ85_000575","OG7_0024057"
"chae|CXQ85_000576","OG7_0006502"
"chae|CXQ85_000577","OG7_0000433"
"chae|CXQ85_000578","OGR7_0085485"
"chae|CXQ85_000579","OGR7_0004002"
"chae|CXQ85_000580","OG7_0000432"
"chae|CXQ85_000581","OGR7_0019406"
"chae|CXQ85_000582","OG7_0008776"
"chae|CXQ85_000583","OG7_0004438"
"chae|CXQ85_000584","OG7_0008213"
"chae|CXQ85_000585","OG7_0002346"
"chae|CXQ85_000586","OGR7_0226096"
"chae|CXQ85_000587","OG7_0009599"
"chae|CXQ85_000588","OG7_0006365"
"chae|CXQ85_000589","OG7_0003031"
"chae|CXQ85_000590","OG7_0002467"
"chae|CXQ85_000591","OG7_0015591"
"chae|CXQ85_000592","OG7_0005195"
"chae|CXQ85_000593","OG7_0006058"
"chae|CXQ85_000594","OG7_0003175"
"chae|CXQ85_000595","OG7_0002368"
"chae|CXQ85_000596","OG7_0056871"
"chae|CXQ85_000597","OG7_0005271"
"chae|CXQ85_000598","OGR7_0226077"
"chae|CXQ85_000599","OGR7_0010217"
"chae|CXQ85_000600","OG7_0007632"
"chae|CXQ85_000601","OG7_0008451"
"chae|CXQ85_000602","OG7_0000969"
"chae|CXQ85_000603","OG7_0008727"
"chae|CXQ85_000604","OG7_0008515"
"chae|CXQ85_000605","OG7_0008165"
"chae|CXQ85_000606","OG7_0001962"
"chae|CXQ85_000607","OG7_0028329"
"chae|CXQ85_000608","OG7_0005136"
"chae|CXQ85_000609","OGR7_0006752"
"chae|CXQ85_000610","OG7_0002824"
"chae|CXQ85_000611","OG7_0009493"
"chae|CXQ85_000612","OG7_0006556"
"chae|CXQ85_000613","OG7_0008600"
"chae|CXQ85_000614","OG7_0000009"
"chae|CXQ85_000615","OG7_0001363"
"chae|CXQ85_000616","OG7_0006310"
"chae|CXQ85_000617","OG7_0156108"
"chae|CXQ85_000619","OG7_0020672"
"chae|CXQ85_000620","OG7_0007075"
"chae|CXQ85_000621","OG7_0006141"
"chae|CXQ85_000622","OG7_0021351"
"chae|CXQ85_000623","OG7_0002909"
"chae|CXQ85_000624","OG7_0008399"
"chae|CXQ85_000625","OG7_0002355"
"chae|CXQ85_000626","OGR7_0003390"
"chae|CXQ85_000627","OG7_0017553"
"chae|CXQ85_000628","OG7_0004147"
"chae|CXQ85_000629","OG7_0155565"
"chae|CXQ85_000630","OG7_0033006"
"chae|CXQ85_000631","OGR7_0004014"
"chae|CXQ85_000632","OG7_0156224"
"chae|CXQ85_000633","OG7_0002754"
"chae|CXQ85_000634","OG7_0006616"
"chae|CXQ85_000635","OG7_0004910"
"chae|CXQ85_000636","OG7_0001253"
"chae|CXQ85_000637","OG7_0003484"
"chae|CXQ85_000638","OGR7_0019469"
"chae|CXQ85_000640","OGR7_0003995"
"chae|CXQ85_000641","OGR7_0003995"
"chae|CXQ85_000642","OG7_0003137"
"chae|CXQ85_000643","OG7_0007587"
"chae|CXQ85_000644","OG7_0003017"
"chae|CXQ85_000645","OG7_0000556"
"chae|CXQ85_000646","OG7_0002298"
"chae|CXQ85_000647","OG7_0002143"
"chae|CXQ85_000648","OG7_0008441"
"chae|CXQ85_000649","OG7_0006232"
"chae|CXQ85_000651","OG7_0001304"
