"Accession","Group ID"
"calb|C1_02310C_A","OG7_0155786"
"calb|C1_02320C_A","OG7_0002306"
"calb|C1_02330C_A","OG7_0005205"
"calb|C1_02350W_A","OG7_0009965"
"calb|C1_02360C_A","OG7_0009493"
"calb|C1_02370C_A","OGR7_0004030"
"calb|C1_02380C_A","OG7_0000557"
"calb|C1_02390W_A","OG7_0003518"
"calb|C1_02400C_A","OG7_0005756"
"calb|C1_02410C_A","OG7_0008314"
"calb|C1_02420C_A","OG7_0004854"
"calb|C1_02430C_A","OG7_0006738"
"calb|C1_02440C_A","OG7_0008044"
"calb|C1_02450C_A","OG7_0008477"
"calb|C1_02460W_A","OG7_0004941"
"calb|C1_02470W_A","OGR7_0014479"
"calb|C1_02480W_A","OG7_0006507"
"calb|C1_02490C_A","OG7_0000958"
"calb|C1_02500W_A","OG7_0007438"
"calb|C1_02510W_A","OG7_0007923"
"calb|C1_02520W_A","OG7_0010826"
"calb|C1_02530C_A","OG7_0005294"
"calb|C1_02560W_A","OGR7_0085305"
"calb|C1_02570C_A","OG7_0005294"
"calb|C1_02580W_A","OG7_0005350"
"calb|C1_02590C_A","OG7_0008429"
"calb|C1_02600W_A","OG7_0008733"
"calb|C1_02610W_A","OG7_0006814"
"calb|C1_02620C_A","OG7_0003537"
"calb|C1_02630C_A","OG7_0006512"
"calb|C1_02640C_A","OG7_0008718"
"calb|C1_02650W_A","OGR7_0003441"
"calb|C1_02660C_A","OG7_0015034"
"calb|C1_02670C_A","OG7_0028333"
"calb|C1_02680C_A","OG7_0028333"
"calb|C1_02690C_A","OGR7_0038544"
"calb|C1_02700C_A","OG7_0007186"
"calb|C1_02710W_A","OG7_0002997"
"calb|C1_02720W_A","OG7_0000135"
"calb|C1_02730W_A","OGR7_0023493"
"calb|C1_02740C_A","OG7_0001461"
"calb|C1_02750C_A","OG7_0005034"
"calb|C1_02760W_A","OG7_0004948"
"calb|C1_02770W_A","OG7_0009262"
"calb|C1_02780W_A","OG7_0025095"
"calb|C1_02790W_A","OG7_0003947"
"calb|C1_02800W_A","OGR7_0023495"
"calb|C1_02810W_A","OG7_0000402"
"calb|C1_02820W_A","OG7_0000535"
"calb|C1_02830W_A","OGR7_0008205"
"calb|C1_02840W_A","OG7_0000695"
"calb|C1_02850W_A","OG7_0007114"
"calb|C1_02860C_A","OG7_0006468"
"calb|C1_02870W_A","OG7_0000131"
"calb|C1_02880C_A","OG7_0008707"
"calb|C1_02890C_A","OGR7_0005704"
"calb|C1_02900C_A","OG7_0007062"
"calb|C1_02910C_A","OGR7_0011381"
"calb|C1_02920W_A","OG7_0007392"
"calb|C1_02930C_A","OG7_0003264"
"calb|C1_02940C_A","OGR7_0006751"
"calb|C1_02950W_A","OG7_0024061"
"calb|C1_02960C_A","OG7_0017500"
"calb|C1_02970W_A","OG7_0007676"
"calb|C1_02980W_A","OG7_0001271"
"calb|C1_02990C_A","OG7_0006512"
"calb|C1_03000W_A","OG7_0015876"
"calb|C1_03010W_A","OG7_0004828"
"calb|C1_03020C_A","OG7_0005753"
"calb|C1_03030W_A","OG7_0003127"
"calb|C1_03040W_A","OG7_0155891"
"calb|C1_03050W_A","OG7_0007938"
"calb|C1_03060C_A","OG7_0008269"
"calb|C1_03070C_A","OG7_0003362"
"calb|C1_03080C_A","OG7_0000131"
"calb|C1_03090W_A","OG7_0005029"
"calb|C1_03100W_A","OG7_0001015"
"calb|C1_03110W_A","OG7_0005860"
"calb|C1_03120W_A","OGR7_0010206"
"calb|C1_03130C_A","OG7_0001949"
"calb|C1_03140W_A","OG7_0155895"
"calb|C1_03150C_A","OG7_0017939"
"calb|C1_03160C_A","OG7_0008280"
"calb|C1_03170C_A","OG7_0005006"
"calb|C1_03180W_A","OG7_0006581"
"calb|C1_03190C_A","OG7_0020661"
"calb|C1_03200C_A","OG7_0023012"
"calb|C1_03210C_A","OG7_0001286"
"calb|C1_03220C_A","OG7_0002080"
"calb|C1_03230C_A","OG7_0006554"
"calb|C1_03240W_A","OG7_0006533"
"calb|C1_03250C_A","OG7_0003228"
"calb|C1_03260W_A","OG7_0006141"
"calb|C1_03270W_A","OG7_0007502"
"calb|C1_03280W_A","OG7_0017558"
"calb|C1_03290W_A","OG7_0009312"
"calb|C1_03300C_A","OG7_0001878"
"calb|C1_03310W_A","OG7_0000774"
"calb|C1_03320C_A","OG7_0000750"
"calb|C1_03330C_A","OG7_0002811"
"calb|C1_03340C_A","OG7_0007874"
"calb|C1_03350C_A","OG7_0006271"
"calb|C1_03360W_A","OG7_0000402"
"calb|C1_03370W_A","OG7_0002347"
"calb|C1_03380W_A","OG7_0003699"
"calb|C1_03390W_A","OG7_0002952"
"calb|C1_03400W_A","OG7_0011635"
"calb|C1_03410W_A","OGR7_0012776"
"calb|C1_03430W_A","OG7_0013637"
"calb|C1_03440C_A","OG7_0000703"
"calb|C1_03450C_A","OG7_0024053"
"calb|C1_03460C_A","OGR7_0004016"
"calb|C1_03470C_A","OG7_0000432"
"calb|C1_03480C_A","OG7_0003968"
"calb|C1_03490W_A","OG7_0005185"
"calb|C1_03500W_A","OG7_0000131"
"calb|C1_03510C_A","OGR7_0005311"
"calb|C1_03520W_A","OG7_0007121"
"calb|C1_03530W_A","OG7_0021361"
"calb|C1_03540C_A","OG7_0101672"
"calb|C1_03550C_A","OG7_0006928"
"calb|C1_03560C_A","OG7_0002693"
"calb|C1_03580W_A","OGR7_0085302"
"calb|C1_03600W_A","OG7_0007926"
"calb|C1_03610C_A","OG7_0002816"
"calb|C1_03620C_A","OG7_0003622"
"calb|C1_03630W_A","OG7_0008755"
"calb|C1_03640C_A","OG7_0002332"
"calb|C1_03650C_A","OG7_0009172"
"calb|C1_03660W_A","OGR7_0008208"
"calb|C1_03670C_A","OG7_0004809"
"calb|C1_03680W_A","OG7_0009974"
"calb|C1_03690W_A","OG7_0006524"
"calb|C1_03710C_A","OG7_0023011"
"calb|C1_03720C_A","OG7_0005946"
"calb|C1_03730C_A","OG7_0002768"
"calb|C1_03740W_A","OG7_0020037"
"calb|C1_03750W_A","OG7_0003360"
"calb|C1_03760C_A","OG7_0015545"
"calb|C1_03770W_A","OG7_0005333"
"calb|C1_03780C_A","OG7_0005934"
"calb|C1_03790C_A","OG7_0001020"
"calb|C1_03800W_A","OG7_0007815"
"calb|C1_03810C_A","OG7_0009559"
"calb|C1_03820W_A","OG7_0001253"
"calb|C1_03830C_A","OG7_0006954"
"calb|C1_03840W_A","OGR7_0006738"
"calb|C1_03860C_A","OG7_0017145"
"calb|C1_03870C_A","OG7_0004746"
"calb|C1_03880C_A","OGR7_0054197"
"calb|C1_03890W_A","OG7_0032027"
"calb|C1_03900W_A","OG7_0036303"
"calb|C1_03910C_A","OGR7_0029143"
"calb|C1_03920C_A","OG7_0000782"
"calb|C1_03930W_A","OGR7_0002541"
"calb|C1_03940W_A","OG7_0008826"
"calb|C1_03950C_A","OGR7_0011380"
"calb|C1_03960C_A","OG7_0004320"
"calb|C1_03970W_A","OGR7_0054183"
"calb|C1_03980W_A","OG7_0023022"
"calb|C1_03990W_A","OG7_0004680"
"calb|C1_04000C_A","OG7_0007223"
"calb|C1_04010C_A","OG7_0001184"
"calb|C1_04020C_A","OG7_0001184"
"calb|C1_04030W_A","OG7_0006499"
"calb|C1_04040C_A","OG7_0008396"
"calb|C1_04050C_A","OGR7_0004927"
"calb|C1_04060W_A","OG7_0005946"
"calb|C1_04070C_A","OG7_0007446"
"calb|C1_04080W_A","OG7_0005139"
"calb|C1_04090C_A","OG7_0001363"
"calb|C1_04100C_A","OG7_0004091"
"calb|C1_04110W_A","OG7_0015007"
"calb|C1_04120C_A","OG7_0000011"
"calb|C1_04130W_A","OG7_0007594"
"calb|C1_04140W_A","OG7_0001184"
"calb|C1_04150C_A","OG7_0001596"
"calb|C1_04160C_A","OGR7_0008204"
"calb|C1_04170C_A","OG7_0001197"
"calb|C1_04180W_A","OG7_0001377"
"calb|C1_04190C_A","OG7_0007454"
"calb|C1_04200C_A","OG7_0017540"
"calb|C1_04210C_A","OG7_0001286"
"calb|C1_04220C_A","OG7_0003012"
"calb|C1_04230W_A","OG7_0006970"
"calb|C1_04240C_A","OG7_0002354"
"calb|C1_04250C_A","OGR7_0054217"
"calb|C1_04260W_A","OG7_0001575"
"calb|C1_04270C_A","OG7_0016484"
"calb|C1_04280C_A","OG7_0007603"
"calb|C1_04290C_A","OG7_0000501"
"calb|C1_04300C_A","OG7_0000779"
"calb|C1_04310C_A","OG7_0016143"
"calb|C1_04320W_A","OG7_0002311"
"calb|C1_04330W_A","OG7_0024025"
"calb|C1_04340C_A","OG7_0007716"
"calb|C1_04350C_A","OGR7_0003998"
"calb|C1_04360C_A","OG7_0020830"
"calb|C1_04370C_A","OG7_0003994"
"calb|C1_04380W_A","OG7_0000696"
"calb|C1_04390C_A","OG7_0000011"
"calb|C1_04400C_A","OG7_0001210"
"calb|C1_04410C_A","OG7_0003241"
"calb|C1_04420C_A","OG7_0001354"
"calb|C1_04430C_A","OG7_0000082"
"calb|C1_04440W_A","OGR7_0054064"
"calb|C1_04450C_A","OG7_0000082"
"calb|C1_04460C_A","OG7_0000052"
"calb|C1_04470C_A","OGR7_0023496"
"calb|C1_04480C_A","OG7_0004535"
"calb|C1_04490W_A","OG7_0007562"
"calb|C1_04500W_A","OG7_0010327"
"calb|C1_04510W_A","OGR7_0002995"
"calb|C1_04520C_A","OG7_0000396"
"calb|C1_04530C_A","OG7_0010218"
"calb|C1_04540C_A","OG7_0007658"
"calb|C1_04550W_A","OG7_0007456"
"calb|C1_04560W_A","OG7_0006971"
"calb|C1_04570C_A","OG7_0036324"
"calb|C1_04580C_A","OG7_0155854"
"calb|C1_04590W_A","OGR7_0019206"
"calb|C1_04600C_A","OGR7_0004027"
"calb|C1_04610W_A","OG7_0004945"
"calb|C1_04620W_A","OGR7_0003445"
"calb|C1_04630C_A","OG7_0001014"
"calb|C1_04640W_A","OG7_0004121"
"calb|C1_04650W_A","OG7_0010613"
"calb|C1_04660W_A","OG7_0001431"
"calb|C1_04670W_A","OG7_0006925"
"calb|C1_04680W_A","OG7_0015586"
"calb|C1_04690C_A","OG7_0013860"
"calb|C1_04700C_A","OG7_0003131"
"calb|C1_04710C_A","OG7_0017903"
"calb|C1_04720W_A","OGR7_0038525"
"calb|C1_04730C_A","OG7_0004756"
"calb|C1_04740W_A","OG7_0001184"
"calb|C1_04750W_A","OG7_0001110"
"calb|C1_04760C_A","OG7_0003118"
"calb|C1_04770C_A","OG7_0006351"
"calb|C1_04780C_A","OG7_0005739"
"calb|C1_04790W_A","OG7_0006749"
"calb|C1_04800C_A","OG7_0003112"
"calb|C1_04810W_A","OG7_0155752"
"calb|C1_04820C_A","OG7_0008065"
"calb|C1_04830W_A","OG7_0005920"
"calb|C1_04840C_A","OG7_0010089"
"calb|C1_04850C_A","OGR7_0085281"
"calb|C1_04860W_A","OG7_0000433"
"calb|C1_04870W_A","OG7_0001304"
"calb|C1_04880C_A","OG7_0009759"
"calb|C1_04890W_A","OG7_0003363"
"calb|C1_04900W_A","OG7_0010607"
"calb|C1_04910C_A","OG7_0004824"
"calb|C1_04930C_A","OGR7_0007411"
"calb|C1_04940C_A","OGR7_0023480"
"calb|C1_04950C_A","OG7_0155766"
"calb|C1_04960C_A","OG7_0020591"
"calb|C1_04970W_A","OG7_0003288"
"calb|C1_04980C_A","OG7_0004660"
"calb|C1_04990C_A","OG7_0004323"
"calb|C1_05000W_A","OGR7_0001206"
"calb|C1_05010C_A","OG7_0002922"
"calb|C1_05020C_A","OG7_0006456"
"calb|C1_05030C_A","OG7_0008049"
"calb|C1_05050C_A","OG7_0005093"
"calb|C1_05060W_A","OG7_0006562"
"calb|C1_05070C_A","OG7_0004202"
"calb|C1_05080W_A","OG7_0005350"
"calb|C1_05090W_A","OG7_0004323"
"calb|C1_05100W_A","OG7_0014595"
"calb|C1_05110C_A","OG7_0009286"
"calb|C1_05120W_A","OG7_0007291"
"calb|C1_05130W_A","OGR7_0054150"
"calb|C1_05140W_A","OG7_0001357"
"calb|C1_05150C_A","OGR7_0085292"
"calb|C1_05160C_A","OG7_0006756"
"calb|C1_05170C_A","OG7_0019452"
"calb|C1_05180C_A","OG7_0009557"
"calb|C1_05190C_A","OG7_0009557"
"calb|C1_05200C_A","OGR7_0003719"
"calb|C1_05210C_A","OGR7_0003196"
"calb|C1_05220C_A","OG7_0007382"
"calb|C1_05230W_A","OG7_0003800"
"calb|C1_05240C_A","OG7_0000949"
"calb|C1_05250W_A","OG7_0212652"
"calb|C1_05260C_A","OG7_0003094"
"calb|C1_05270C_A","OG7_0155630"
"calb|C1_05280W_A","OG7_0007514"
"calb|C1_05290W_A","OG7_0004176"
"calb|C1_05300C_A","OG7_0002961"
"calb|C1_05320C_A","OG7_0155462"
"calb|C1_05330C_A","OG7_0036298"
"calb|C1_05340C_A","OG7_0025206"
"calb|C1_05350W_A","OG7_0000131"
"calb|C1_05360C_A","OG7_0003906"
"calb|C1_05370C_A","OG7_0013639"
"calb|C1_05380C_A","OG7_0156103"
"calb|C1_05390C_A","OGR7_0004580"
"calb|C1_05400C_A","OG7_0008315"
"calb|C1_05410C_A","OG7_0006109"
"calb|C1_05420W_A","OG7_0006689"
"calb|C1_05430W_A","OG7_0006442"
"calb|C1_05440C_A","OGR7_0003202"
"calb|C1_05450W_A","OGR7_0054187"
"calb|C1_05460W_A","OG7_0005815"
"calb|C1_05470W_A","OG7_0001370"
"calb|C1_05480C_A","OGR7_0006742"
"calb|C1_05490C_A","OG7_0020044"
"calb|C1_05500W_A","OG7_0008231"
"calb|C1_05510C_A","OG7_0004396"
"calb|C1_05520W_A","OGR7_0003728"
"calb|C1_05530C_A","OG7_0004691"
"calb|C1_05540C_A","OGR7_0004267"
"calb|C1_05560W_A","OG7_0008066"
"calb|C1_05600W_A","OG7_0004854"
"calb|C1_05610W_A","OG7_0005283"
"calb|C1_05620C_A","OG7_0017962"
"calb|C1_05630C_A","OG7_0003452"
"calb|C1_05640C_A","OG7_0000130"
"calb|C1_05650W_A","OG7_0001754"
"calb|C1_05660C_A","OG7_0006587"
"calb|C1_05670W_A","OG7_0008418"
"calb|C1_05680C_A","OG7_0006092"
"calb|C1_05690C_A","OGR7_0010104"
"calb|C1_05700W_A","OG7_0002923"
"calb|C1_05710C_A","OG7_0005350"
"calb|C1_05720W_A","OG7_0003718"
"calb|C1_05740C_A","OGR7_0014450"
"calb|C1_05750C_A","OG7_0003036"
"calb|C1_05760C_A","OGR7_0000189"
"calb|C1_05770C_A","OG7_0001279"
"calb|C1_05780W_A","OG7_0003345"
"calb|C1_05790W_A","OGR7_0008210"
"calb|C1_05800C_A","OG7_0007304"
"calb|C1_05810W_A","OG7_0006557"
"calb|C1_05820C_A","OG7_0007927"
"calb|C1_05830W_A","OG7_0004824"
"calb|C1_05840W_A","OG7_0004189"
"calb|C1_05850W_A","OG7_0009013"
"calb|C1_05860W_A","OG7_0004189"
"calb|C1_05870W_A","OG7_0004189"
"calb|C1_05880W_A","OG7_0004189"
"calb|C1_05890W_A","OGR7_0001123"
"calb|C1_05900W_A","OGR7_0003420"
"calb|C1_05910W_A","OG7_0011021"
"calb|C1_05920W_A","OGR7_0004010"
"calb|C1_05930C_A","OG7_0004687"
"calb|C1_05940W_A","OG7_0002970"
"calb|C1_05950C_A","OGR7_0004009"
"calb|C1_05960W_A","OGR7_0004011"
"calb|C1_05970W_A","OGR7_0012778"
"calb|C1_05980W_A","OG7_0004912"
"calb|C1_05990C_A","OG7_0007177"
"calb|C1_06000W_A","OG7_0005294"
"calb|C1_06010W_A","OG7_0014005"
"calb|C1_06020W_A","OG7_0001056"
"calb|C1_06030C_A","OGR7_0029121"
"calb|C1_06040W_A","OG7_0001577"
"calb|C1_06050C_A","OG7_0019453"
"calb|C1_06060C_A","OG7_0003886"
"calb|C1_06070W_A","OG7_0003205"
"calb|C1_06080C_A","OG7_0007634"
"calb|C1_06090C_A","OG7_0003017"
"calb|C1_06100C_A","OG7_0000779"
"calb|C1_06110C_A","OG7_0007128"
"calb|C1_06120C_A","OGR7_0003722"
"calb|C1_06130C_A","OG7_0048899"
"calb|C1_06140C_A","OGR7_0054169"
"calb|C1_06150W_A","OGR7_0054143"
"calb|C1_06160W_A","OGR7_0029150"
"calb|C1_06180W_A","OGR7_0000847"
"calb|C1_06190C_A","OGR7_0038509"
"calb|C1_06200W_A","OGR7_0000448"
"calb|C1_06210W_A","OG7_0006572"
"calb|C1_06220C_A","OGR7_0004200"
"calb|C1_06230C_A","OG7_0016770"
"calb|C1_06250W_A","OG7_0013108"
"calb|C1_06260W_A","OGR7_0029123"
"calb|C1_06270W_A","OG7_0002441"
"calb|C1_06280C_A","OG7_0017967"
"calb|C1_06290C_A","OGR7_0054205"
"calb|C1_06320W_A","OG7_0004284"
"calb|C1_06330W_A","OGR7_0085293"
"calb|C1_06340W_A","OGR7_0001677"
"calb|C1_06350W_A","OGR7_0038520"
"calb|C1_06360W_A","OG7_0000103"
"calb|C1_06370C_A","OGR7_0016632"
"calb|C1_06380C_A","OGR7_0008202"
"calb|C1_06390W_A","OG7_0005232"
"calb|C1_06400C_A","OG7_0006213"
"calb|C1_06410W_A","OGR7_0004012"
"calb|C1_06420C_A","OG7_0015057"
"calb|C1_06430C_A","OG7_0016484"
"calb|C1_06440C_A","OGR7_0009179"
"calb|C1_06450C_A","OG7_0003058"
"calb|C1_06460C_A","OG7_0003622"
"calb|C1_06470W_A","OG7_0006033"
"calb|C1_06480C_A","OG7_0006561"
"calb|C1_06500W_A","OGR7_0003762"
"calb|C1_06510C_A","OG7_0001151"
"calb|C1_06520C_A","OG7_0001358"
"calb|C1_06530C_A","OG7_0001214"
"calb|C1_06540C_A","OG7_0002825"
"calb|C1_06550W_A","OG7_0003684"
"calb|C1_06560W_A","OG7_0155677"
"calb|C1_06570W_A","OG7_0001013"
"calb|C1_06580W_A","OG7_0003205"
"calb|C1_06590C_A","OG7_0007026"
"calb|C1_06600W_A","OG7_0004321"
"calb|C1_06610C_A","OG7_0004577"
"calb|C1_06620C_A","OGR7_0023500"
"calb|C1_06630W_A","OG7_0007462"
"calb|C1_06640C_A","OGR7_0038531"
"calb|C1_06650W_A","OG7_0001957"
