Accession	Group ID	Entry
C100810WA	OG7_0008240	Q5ABE5
C100820WA	OGR7_0004289	Q5ABE6
C100830WA	OG7_0001708	A0A1D8PCB5
C100840CA	OG7_0072946	A0A1D8PCB2
C100850WA	OGR7_0029132	Q5ABE9
C100860WA	OG7_0007193	Q5ABQ7
C100870WA	OG7_0009577	A0A1D8PCB0
C100880WA	OGR7_0004578	A0A1D8PCC7
C100890WA	OG7_0004122	Q5ABR2
C100900WA	OG7_0008319	A0A1D8PCC8
C100910WA	OG7_0007071	A0A1D8PCC6
C100920WA	OG7_0015587	Q5ABF8
C100930CA	OG7_0003662	A0A1D8PCC3
C100940WA	OG7_0003756	A0A1D8PCD0
C100950CA	OG7_0000004	Q5ABG0
C100960CA	OG7_0000775	Q5ABG1
C100970WA	OG7_0009542	A0A1D8PCD5
C100980WA	OGR7_0019428	A0A1D8PCD7
C100990CA	OG7_0011827	A0A1D8PCD2
C101000CA	OGR7_0004576	Q5A945
C101010WA	OG7_0008316	A0A1D8PCD3
C101030WA	OG7_0001729	Q5A943
C101040WA	OG7_0003890	Q5A942
C101050CA	OG7_0006198	A0A1D8PCD8
C101060WA	OG7_0006305	Q5A940
C101070CA	OG7_0020685	A0A1D8PCF1
C101080WA	OGR7_0003448	Q5A938
C101090CA	OG7_0015017	Q5A937
C101100WA	OG7_0001206	Q5A936
C101110CA	OG7_0006538	Q5A934
C101130WA	OG7_0002743	Q5A933
C101140CA	OG7_0004116	Q5A932
C101150CA	OG7_0005126	Q5A931
C101160CA	OG7_0007513	A0A1D8PCE7
C101170CA	OG7_0009351	A0A1D8PCF5
C101180CA	OG7_0007675	Q5A928
C101190CA	OG7_0001362	Q5A927
C101200WA	OG7_0020045	Q5A926
C101210WA	OGR7_0011093	Q5A925
C101220CA	OGR7_0004043	Q5A924
C101240WA	OG7_0001184	Q5A923
C101250WA	OG7_0011622	Q5A922
C101260CA	OG7_0004832	Q5A920
C101270WA	OGR7_0004035	A0A1D8PCF2
C101280CA	OGR7_0014457	Q5A917
C101290CA	OG7_0156065	A0A1D8PCF7
C101300WA	OG7_0000495	Q5A915
C101320WA	OG7_0005407	A0A1D8PCG9
C101330CA	OG7_0005325	P0CY19
C101340CA	OGR7_0004015	Q5A911
C101350CA	OG7_0000130	P87206
C101360CA	OG7_0002910	A0A1D8PCG4
C101370CA	OG7_0006431	A0A1D8PCG7
C101380CA	OG7_0004255	A0A1D8PCG3
C101390CA	OG7_0155697	A0A1D8PCG5
C101400CA	OG7_0006826	Q5A905
C101420CA	OG7_0001254	Q5A904
C101440CA	OG7_0003757	A0A1D8PCH9
C101450WA	OG7_0006190	A0A1D8PCI9
C101460WA	OG7_0011978	A0A1D8PCH1
C101470WA	OG7_0019990	A0A1D8PCH2
C101480CA	OG7_0002866	Q5A900
C101490WA	OGR7_0003724	Q5A8Z9
C101510WA	OGR7_0012774	A0A1D8PCH3
C101520CA	OG7_0003185	Q5A8Z4
C101530CA	OG7_0003615	A0A1D8PCI5
C101540WA	OGR7_0002416	Q5A8Z2
C101550WA	OG7_0022160	Q5A8Z0
C101560WA	OG7_0002157	A0A1D8PCK0
C101570CA	OG7_0003800	Q5A8Y7
C101580WA	OG7_0005994	Q5A8Y6
C101590CA	OG7_0001821	Q5A8Y5
C101600WA	OG7_0009058	A0A1D8PCJ1
C101610CA	OG7_0002143	A0A1D8PCI8
C101620CA	OG7_0001023	A0A1D8PCJ0
C101630WA	OG7_0008750	A0A1D8PCJ4
C101640WA	OG7_0004517	A0A1D8PCI6
C101650WA	OG7_0013305	Q5A8X9
C101670CA	OG7_0007529	A0A1D8PCM0
C101680CA	OG7_0016766	Q5A8X7
C101690CA	OG7_0005210	Q5A8X6
C101700WA	OG7_0008829	A0A1D8PCJ9
C101710WA	OGR7_0004041	A0A1D8PCJ6
C101740WA	OG7_0001730	Q59T80
C101750WA	OG7_0001701	A0A1D8PCJ5
C101760WA	OGR7_0000448	A0A1D8PCK2
C101770WA	OG7_0017136	A0A1D8PCJ7
C101780CA	OG7_0003055	A0A1D8PCL5
C101790WA	OG7_0009582	A0A1D8PCM9
C101800WA	OGR7_0003768	Q59T87
C101810CA	OG7_0000704	Q59T88
C101820CA	OG7_0001363	Q59T89
C101830CA	OG7_0006962	Q59T91
C101840CA	OGR7_0038523	Q59T92
C101850CA	OG7_0000011	Q59T93
C101860WA	OG7_0003739	Q59T94
C101870CA	OG7_0002172	Q59T95
C101880CA	OG7_0101693	A0A1D8PCM3
C101890CA	OG7_0006386	A0A1D8PCP0
C101900CA	OG7_0003719	A0A1D8PCL3
C101910WA	OG7_0007238	A0A1D8PCL4
C101920WA	OG7_0001022	A0A1D8PCM6
C101930WA	OG7_0004018	A0A1D8PCL8
C101940CA	OGR7_0011394	Q59TA2
C101950CA	OG7_0008916	Q59TA3
C101970WA	OGR7_0054057	A0A1D8PCL0
C101980WA	OG7_0000446	A0A1D8PCL1
C101990WA	OG7_0010526	Q59TA5
C102000WA	OG7_0017540	A0A1D8PCP9
C102010CA	OG7_0041018	A0A1D8PCM7
C102020WA	OG7_0005754	Q59TA8
C102030CA	OG7_0002230	Q59TA9
C102040CA	OG7_0008002	A0A1D8PCM4
C102050CA	OG7_0002970	Q59VZ6
C102060WA	OG7_0022165	A0A1D8PCL9
C102070WA	OG7_0010526	Q59VZ4
C102080WA	OG7_0001287	Q59VZ3
C102090CA	OG7_0007460	A0A1D8PCP2
C102100WA	OG7_0000136	A0A1D8PCQ7
C102110CA	OG7_0000446	Q59VZ0
C102120CA	OG7_0000009	Q59VY9
C102130CA	OG7_0004338	Q59VY8
C102150WA	OG7_0001250	A0A1D8PCN0
C102160WA	OG7_0004616	Q59VY5
C102170CA	OG7_0001222	Q59VY4
C102180WA	OG7_0007662	A0A1D8PCM2
C102190WA	OG7_0003893	Q59VY2
C102200CA	OG7_0007853	Q59VY1
C102210WA	OGR7_0009160	A0A1D8PCQ8
C102220CA	OG7_0006318	Q59VX9
C102230WA	OG7_0001286	Q59VX8
C102240WA	OG7_0006736	Q59VX7
C102250WA	OG7_0006856	Q59VX6
C102260CA	OG7_0001719	A0A1D8PCP6
C102270CA	OG7_0000050	A0A1D8PCP4
C102280CA	OG7_0004683	A0A1D8PCN8
C102290CA	OG7_0007811	A0A1D8PCP8
C102300WA	OG7_0008267	Q59VX1
C102310CA	OG7_0155786	Q59W04
C102320CA	OG7_0002306	A0A1D8PCP7
C102330CA	OG7_0005205	A0A1D8PCQ5
C102350WA	OG7_0009965	Q59VW7
C102360CA	OG7_0009493	Q59VW6
C102370CA	OGR7_0004030	A0A1D8PCR0
C102380CA	OG7_0000557	A0A1D8PCQ6
C102390WA	OG7_0003518	A0A1D8PCQ2
C102400CA	OG7_0005756	A0A1D8PCR3
C102410CA	OG7_0008314	A0A1D8PCS2
C102420CA	OG7_0004854	A0A1D8PCT0
C102430CA	OG7_0006738	A0A1D8PCQ3
C102440CA	OG7_0008044	A0A1D8PCR2
C102450CA	OG7_0008477	A0A1D8PCR9
C102460WA	OG7_0004941	Q5AIB8
C102470WA	OGR7_0014479	Q5AIB7
C102480WA	OG7_0006507	P31353
C102490CA	OG7_0000958	Q5AIB5
C102500WA	OG7_0007438	Q5AIB4
C102510WA	OG7_0007923	Q5AIB3
C102520WA	OG7_0010826	Q5AIB2
C102530CA	OG7_0005294	A0A1D8PCR4
C102570CA	OG7_0005294	Q5AIA8
C102580WA	OG7_0005350	A0A1D8PCS6
C102590CA	OG7_0008429	Q5AIA6
C102600WA	OG7_0008733	A0A1D8PCS7
C102610WA	OG7_0006814	Q5AIA4
C102620CA	OG7_0003537	Q5AIA2
C102630CA	OG7_0006512	Q5AIA1
C102640CA	OG7_0008718	Q5AIA0
C102650WA	OGR7_0003441	A0A1D8PCU5
C102660CA	OG7_0015034	Q5AI97
C102670CA	OG7_0028333	A0A1D8PCT5
C102680CA	OG7_0028333	A0A1D8PCT7
C102690CA	OGR7_0038544	Q5AI94
C102700CA	OG7_0007186	A0A1D8PCT3
C102710WA	OG7_0002997	A0A1D8PCT4
C102720WA	OG7_0000135	Q5AI92
C102730WA	OGR7_0023493	Q5AI91
C102740CA	OG7_0001461	Q5AI90
C102750CA	OG7_0005034	A0A1D8PCV8
C102760WA	OG7_0004948	P0CB54
C102770WA	OG7_0009262	A0A1D8PCV2
C102780WA	OG7_0025095	Q5AI87
C102790WA	OG7_0003947	Q5AI86
C102800WA	OGR7_0023495	A0A1D8PCU3
C102810WA	OG7_0000402	Q5AI84
C102820WA	OG7_0000535	A0A1D8PCV7
C102830WA	OGR7_0008205	A0A1D8PCU1
C102840WA	OG7_0000695	A0A1D8PCV9
C102850WA	OG7_0007114	Q5AI80
C102860CA	OG7_0006468	Q5AI79
C102870WA	OG7_0000131	Q5AI78
C102880CA	OG7_0008707	O94030
C102890CA	OGR7_0005704	Q5AI75
C102900CA	OG7_0007062	A0A1D8PCV3
C102910CA	OGR7_0011381	Q5AI71
C102920WA	OG7_0007392	A0A1D8PCW7
C102930CA	OG7_0003264	A0A1D8PCV0
C102940CA	OGR7_0006751	Q5AI68
C102950WA	OG7_0024061	Q5AI67
C102960CA	OG7_0017500	Q5AI66
C102970WA	OG7_0007676	A0A1D8PCX5
C102980WA	OG7_0001271	A0A1D8PCW3
C102990CA	OG7_0006512	P29717
C103000WA	OG7_0015876	A0A1D8PCW2
C103010WA	OG7_0004828	Q9HFQ7
C103020CA	OG7_0005753	O59931
C103030WA	OG7_0003127	A0A1D8PCW6
C103040WA	OG7_0155891	Q5AI58
C103050WA	OG7_0007938	A0A1D8PCY2
C103060CA	OG7_0008269	Q5AI56
C103070CA	OG7_0003362	A0A1D8PCY1
C103080CA	OG7_0000131	A0A1D8PCX9
C103090WA	OG7_0005029	P40910
C103100WA	OG7_0001015	A0A1D8PCX0
C103110WA	OG7_0005860	A0A1D8PCX8
C103120WA	OGR7_0010206	Q5AI48
C103130CA	OG7_0001949	A0A1D8PCX6
C103140WA	OG7_0155895	Q5AI45
C103150CA	OG7_0017939	A0A1D8PCZ2
C103160CA	OG7_0008280	Q5AI44
C103170CA	OG7_0005006	A0A1D8PCZ1
C103180WA	OG7_0006581	Q5AI42
C103190CA	OG7_0020661	A0A1D8PCY4
C103200CA	OG7_0023012	A0A1D8PCY0
C103210CA	OG7_0001286	A0A1D8PCY5
C103220CA	OG7_0002080	O42766
C103230CA	OG7_0006554	Q5AI37
C103240WA	OG7_0006533	A0A1D8PD02
C103250CA	OG7_0003228	Q5AI35
C103260WA	OG7_0006141	A0A1D8PCY7
C103270WA	OG7_0007502	A0A1D8PD03
C103280WA	OG7_0017558	Q5AI30
C103290WA	OG7_0009312	Q5AI28
C103300CA	OG7_0001878	A0A1D8PCY8
C103310WA	OG7_0000774	A0A1D8PCZ5
C103320CA	OG7_0000750	Q5AI24
C103330CA	OG7_0002811	Q5AI22
C103340CA	OG7_0007874	Q5AI21
C103350CA	OG7_0006271	Q5AI20
C103360WA	OG7_0000402	A0A1D8PCZ6
C103370WA	OG7_0002347	Q5AI15
C103380WA	OG7_0003699	Q5AI14
C103390WA	OG7_0002952	A0A1D8PD05
C103400WA	OG7_0011635	A0A1D8PCZ8
C103410WA	OGR7_0012776	A0A1D8PD04
C103430WA	OG7_0013637	Q5AI09
C103440CA	OG7_0000703	Q5AI07
C103450CA	OG7_0024053	A0A1D8PD21
C103460CA	OGR7_0004016	A0A1D8PD17
C103470CA	OG7_0000432	A0A1D8PD13
C103480CA	OG7_0003968	A0A1D8PD25
C103490WA	OG7_0005185	Q5AI01
C103500WA	OG7_0000131	Q5AI00
C103510CA	OGR7_0005311	A0A1D8PD11
C103520WA	OG7_0007121	A0A1D8PD15
C103530WA	OG7_0021361	Q5AHZ7
C103540CA	OG7_0101672	A0A1D8PD24
C103550CA	OG7_0006928	Q5AHZ4
C103560CA	OG7_0002693	Q5AHZ3
C103580WA	OGR7_0085302	A0A1D8PD19
C103600WA	OG7_0007926	Q5AHZ2
C103610CA	OG7_0002816	Q5AHZ1
C103620CA	OG7_0003622	P0CU35
C103630WA	OG7_0008755	A0A1D8PD23
C103640CA	OG7_0002332	Q5AHY9
C103650CA	OG7_0009172	Q5AHY8
C103660WA	OGR7_0008208	A0A1D8PD34
C103670CA	OG7_0004809	A0A1D8PD33
C103680WA	OG7_0009974	Q5AIR7
C103690WA	OG7_0006524	A0A1D8PD30
C103710CA	OG7_0023011	A0A1D8PD52
C103720CA	OG7_0005946	A0A1D8PD32
C103730CA	OG7_0002768	A0A1D8PD38
C103740WA	OG7_0020037	Q59VQ8
C103750WA	OG7_0003360	A0A1D8PD35
C103760CA	OG7_0015545	A0A1D8PD47
C103770WA	OG7_0005333	Q59VR1
C103780CA	OG7_0005934	A0A1D8PD39
C103790CA	OG7_0001020	Q59VR3
C103800WA	OG7_0007815	A0A1D8PD31
C103810CA	OG7_0009559	A0A1D8PD64
C103820WA	OG7_0001253	A0A1D8PD50
C103830CA	OG7_0006954	A0A1D8PD51
C103840WA	OGR7_0006738	A0A1D8PD42
C103860CA	OG7_0017145	A0A1D8PD43
C103870CA	OG7_0004746	A0A1D8PD58
C103880CA	OGR7_0054197	A0A1D8PD45
C103890WA	OG7_0032027	A0A1D8PD48
C103900WA	OG7_0036303	A0A1D8PD63
C103910CA	OGR7_0029143	A0A1D8PD40
C103920CA	OG7_0000782	Q59QL0
C103930WA	OGR7_0002541	A0A1D8PD60
C103940WA	OG7_0008826	A0A1D8PD61
C103950CA	OGR7_0011380	A0A1D8PD49
C103960CA	OG7_0004320	A0A1D8PD53
C103980WA	OG7_0023022	Q59QH6
C103990WA	OG7_0004680	A0A1D8PD55
C104000CA	OG7_0007223	Q59QH4
C104010CA	OG7_0001184	A0A1D8PD74
C104020CA	OG7_0001184	Q59QH2
C104030WA	OG7_0006499	A0A1D8PD81
C104040CA	OG7_0008396	Q59QH0
C104050CA	OGR7_0004927	Q59QG8
C104060WA	OG7_0005946	A0A1D8PD62
C104070CA	OG7_0007446	A0A1D8PD57
C104080WA	OG7_0005139	Q59VQ3
C104090CA	OG7_0001363	A0A1D8PD68
C104100CA	OG7_0004091	P83781
C104110WA	OG7_0015007	A0A1D8PD80
C104120CA	OG7_0000011	Q59VP9
C104130WA	OG7_0007594	Q59VP7
C104140WA	OG7_0001184	A0A1D8PD78
C104150CA	OG7_0001596	Q59VP4
C104160CA	OGR7_0008204	A0A1D8PD75
C104170CA	OG7_0001197	Q59VP2
C104180WA	OG7_0001377	Q59VP1
C104190CA	OG7_0007454	Q59VP0
C104200CA	OG7_0017540	A0A1D8PD79
C104210CA	OG7_0001286	A0A1D8PD83
C104220CA	OG7_0003012	Q59VN7
C104230WA	OG7_0006970	A0A1D8PDB0
C104240CA	OG7_0002354	Q59VN4
CR06800CA	OG7_0002354	Q59VN4
C104260WA	OG7_0001575	Q59VN2
CR06810WA	OG7_0001575	Q59VN2
C104270CA	OG7_0016484	A0A1D8PD86
C104280CA	OG7_0007603	Q59VN0
C104290CA	OG7_0000501	Q8NJN3
C104300CA	OG7_0000779	P46587
C104310CA	OG7_0016143	Q59VM7
C104320WA	OG7_0002311	Q59VM6
C104330WA	OG7_0024025	Q59VM4
C104340CA	OG7_0007716	A0A1D8PDB8
C104350CA	OGR7_0003998	A0A1D8PD94
C104360CA	OG7_0020830	A0A1D8PD97
C104370CA	OG7_0003994	Q59KY7
C104380WA	OG7_0000696	Q59KY8
C104390CA	OG7_0000011	A0A1D8PD99
C104400CA	OG7_0001210	Q59KZ1
C104410CA	OG7_0003241	Q59KZ2
C104420CA	OG7_0001354	Q59KZ3
C104430CA	OG7_0000082	A0A1D8PDA0
C104440WA	OGR7_0054064	Q59KZ4
C104450CA	OG7_0000082	A0A1D8PDA4
C104460CA	OG7_0000052	Q59RC4
C104470CA	OGR7_0023496	Q59RC2
C104480CA	OG7_0004535	A0A1D8PDA9
C104490WA	OG7_0007562	A0A1D8PDB1
C104500WA	OG7_0010327	Q59RB8
C104510WA	OGR7_0002995	Q59RB7
C104520CA	OG7_0000396	A0A1D8PDA6
C104530CA	OG7_0010218	A0A1D8PDB2
C104540CA	OG7_0007658	A0A1D8PDC9
C104550WA	OG7_0007456	Q59RB3
C104560WA	OG7_0006971	Q59RB2
C104570CA	OG7_0036324	A0A1D8PDB7
C104580CA	OG7_0155854	Q59RB0
C104590WA	OGR7_0019206	A0A1D8PDB6
C104600CA	OGR7_0004027	A0A1D8PDC7
C104610WA	OG7_0004945	A0A1D8PDC4
C104620WA	OGR7_0003445	A0A1D8PDC2
C104630CA	OG7_0001014	A0A1D8PDD2
C104640WA	OG7_0004121	A0A1D8PDD7
C104650WA	OG7_0010613	A0A1D8PDB5
C104660WA	OG7_0001431	A0A1D8PDC6
C104670WA	OG7_0006925	Q59VF4
C104680WA	OG7_0015586	A0A1D8PDD1
C104690CA	OG7_0013860	A0A1D8PDC0
C104700CA	OG7_0003131	A0A1D8PDD4
C104710CA	OG7_0017903	Q59VF9
C104720WA	OGR7_0038525	A0A1D8PDD0
C104730CA	OG7_0004756	Q59VG1
C104740WA	OG7_0001184	A0A1D8PDE2
C104750WA	OG7_0001110	A0A1D8PDC5
C104760CA	OG7_0003118	A0A1D8PDF2
C104770CA	OG7_0006351	Q59VG6
C104780CA	OG7_0005739	A0A1D8PDD9
C104790WA	OG7_0006749	Q59VH0
C104800CA	OG7_0003112	A0A1D8PDE1
C104810WA	OG7_0155752	A0A1D8PDD8
C104820CA	OG7_0008065	Q59VH3
C104830WA	OG7_0005920	A0A1D8PDE3
C104840CA	OG7_0010089	Q59VH5
C104860WA	OG7_0000433	A0A1D8PDE5
C104870WA	OG7_0001304	Q59VH7
C104880CA	OG7_0009759	Q59VH8
C104890WA	OG7_0003363	A0A1D8PDE8
C104900WA	OG7_0010607	Q59VL7
C104910CA	OG7_0004824	A0A1D8PDG0
C104930CA	OGR7_0007411	Q59VI2
C104940CA	OGR7_0023480	Q59VI3
C104950CA	OG7_0155766	A0A1D8PDF0
C104960CA	OG7_0020591	A0A1D8PDG3
C104970WA	OG7_0003288	Q59MA9
C104980CA	OG7_0004660	A0A1D8PDG5
C104990CA	OG7_0004323	A0A1D8PDF7
C105000WA	OGR7_0001206	Q59MA6
C105010CA	OG7_0002922	A0A1D8PDF5
C105020CA	OG7_0006456	Q59MB6
C105030CA	OG7_0008049	Q59MA3
C105050CA	OG7_0005093	A0A1D8PDF4
C105060WA	OG7_0006562	A0A1D8PDH5
C105070CA	OG7_0004202	Q8TGB2
C105080WA	OG7_0005350	A0A1D8PDH1
C105090WA	OG7_0004323	Q59LX5
C105100WA	OG7_0014595	A0A1D8PDG2
C105110CA	OG7_0009286	P79023
C105120WA	OG7_0007291	Q59LX9
C105140WA	OG7_0001357	Q59LY1
C105150CA	OGR7_0085292	A0A1D8PDG7
C105160CA	OG7_0006756	A0A1D8PDH0
C105170CA	OG7_0019452	A0A1D8PDI5
C105180CA	OG7_0009557	A0A1D8PDI3
C105190CA	OG7_0009557	A0A1D8PDI1
C105200CA	OGR7_0003719	A0A1D8PDI8
C105210CA	OGR7_0003196	A0A1D8PDG9
C105220CA	OG7_0007382	Q5A297
C105230WA	OG7_0003800	Q5A298
C105240CA	OG7_0000949	Q5A2A0
C105250WA	OG7_0212652	Q5A299
C105260CA	OG7_0003094	Q5A2A1
C105270CA	OG7_0155630	Q5A2A2
C105280WA	OG7_0007514	A0A1D8PDJ2
C105290WA	OG7_0004176	Q5A2A5
C105300CA	OG7_0002961	Q5A2A7
C105320CA	OG7_0155462	A0A1D8PDI2
C105330CA	OG7_0036298	A0A1D8PDI0
C105340CA	OG7_0025206	A0A1D8PDI4
C105350WA	OG7_0000131	Q5A2B1
C105360CA	OG7_0003906	Q5A2B2
C105370CA	OG7_0013639	A0A1D8PDJ5
C105380CA	OG7_0156103	A0A1D8PDJ8
C105390CA	OGR7_0004580	A0A1D8PDK0
C105400CA	OG7_0008315	Q5A2B6
C105410CA	OG7_0006109	A0A1D8PDN3
C105420WA	OG7_0006689	Q5A2B8
C105430WA	OG7_0006442	Q5A2B9
C105440CA	OGR7_0003202	A0A1D8PDJ0
C105450WA	OGR7_0054187	Q5A2C1
C105460WA	OG7_0005815	Q5A2C3
C105470WA	OG7_0001370	A0A1D8PDJ9
C105480CA	OGR7_0006742	Q5A2C5
C105490CA	OG7_0020044	Q5A2C6
C105500WA	OG7_0008231	Q5A2C7
C105510CA	OG7_0004396	A0A1D8PDP4
C105520WA	OGR7_0003728	A0A1D8PDK2
C105530CA	OG7_0004691	A0A1D8PDL0
C105540CA	OGR7_0004267	A0A1D8PDK1
C105560WA	OG7_0008066	A0A1D8PDK6
C105600WA	OG7_0004854	A0A1D8PDL5
C105610WA	OG7_0005283	Q5A9Z1
C105620CA	OG7_0017962	Q5A9Z4
C105630CA	OG7_0003452	A0A1D8PDL7
C105640CA	OG7_0000130	Q5A9Z6
C105650WA	OG7_0001754	Q5A9Z7
C105660CA	OG7_0006587	A0A1D8PDK7
C105670WA	OG7_0008418	Q5AA00
C105680CA	OG7_0006092	Q5AA01
C105690CA	OGR7_0010104	Q5AA03
C105700WA	OG7_0002923	P0C075
C105710CA	OG7_0005350	A0A1D8PDL9
C105720WA	OG7_0003718	A0A1D8PDL6
C105740CA	OGR7_0014450	A0A1D8PDN0
C105750CA	OG7_0003036	A0A1D8PDM2
C105760CA	OGR7_0000189	Q5AA09
C105770CA	OG7_0001279	A0A1D8PDM9
C105780WA	OG7_0003345	Q5AA11
C105790WA	OGR7_0008210	A0A1D8PDP5
C105800CA	OG7_0007304	Q5AA12
C105810WA	OG7_0006557	Q5AA13
C105820CA	OG7_0007927	Q5AA15
C105830WA	OG7_0004824	A0A1D8PDM3
C105840WA	OG7_0004189	A0A1D8PDN9
C105850WA	OG7_0009013	A0A1D8PDM8
C105860WA	OG7_0004189	Q5AA21
C105870WA	OG7_0004189	A0A1D8PDP2
C105880WA	OG7_0004189	Q5AA23
C105890WA	OGR7_0001123	A0A1D8PDR3
C105900WA	OGR7_0003420	A0A1D8PDN5
C105910WA	OG7_0011021	Q5AA26
C105920WA	OGR7_0004010	A0A1D8PDN4
C105930CA	OG7_0004687	A0A1D8PDN2
C105940WA	OG7_0002970	A0A1D8PDP9
C105950CA	OGR7_0004009	A0A1D8PDN8
C105960WA	OGR7_0004011	Q5AA33
C105970WA	OGR7_0012778	A0A1D8PDQ8
C105980WA	OG7_0004912	Q5AA37
C105990CA	OG7_0007177	Q5AA38
C106000WA	OG7_0005294	A0A1D8PDP0
C106010WA	OG7_0014005	Q5AA40
C106020WA	OG7_0001056	A0A1D8PDP3
C106030CA	OGR7_0029121	Q5AA42
C106040WA	OG7_0001577	A0A1D8PDR1
C106050CA	OG7_0019453	A0A1D8PDP8
C106060CA	OG7_0003886	A0A1D8PDT0
C106070WA	OG7_0003205	Q5AA46
C106080CA	OG7_0007634	Q5AA47
C106090CA	OG7_0003017	A0A1D8PDS9
C106100CA	OG7_0000779	Q96VB9
C106110CA	OG7_0007128	Q5AA50
C106120CA	OGR7_0003722	A0A1D8PDQ2
C106130CA	OG7_0048899	A0A1D8PDR2
C106150WA	OGR7_0054143	A0A1D8PDS4
C106160WA	OGR7_0029150	Q5AA55
C106180WA	OGR7_0000847	A0A1D8PDT5
C106190CA	OGR7_0038509	A0A1D8PDS8
C106200WA	OGR7_0000448	A0A1D8PDQ5
C106210WA	OG7_0006572	Q59MC6
C106220CA	OGR7_0004200	A0A1D8PDR0
C106230CA	OG7_0016770	Q59MC8
C106250WA	OG7_0013108	A0A1D8PDQ9
C106260WA	OGR7_0029123	Q59MD0
C106270WA	OG7_0002441	A0A1D8PDS7
C106280CA	OG7_0017967	Q59MD2
C106320WA	OG7_0004284	A0A1D8PDU5
C106340WA	OGR7_0001677	A0A1D8PDT7
C106350WA	OGR7_0038520	Q5AAN5
C106360WA	OG7_0000103	Q5AAN6
C106370CA	OGR7_0016632	Q5AAN7
C106380CA	OGR7_0008202	Q5AAN8
C106390WA	OG7_0005232	A0A1D8PDR9
C106400CA	OG7_0006213	A0A1D8PDS6
C106410WA	OGR7_0004012	A0A1D8PDT1
C106420CA	OG7_0015057	A0A1D8PDT2
C106430CA	OG7_0016484	A0A1D8PDV2
C106440CA	OGR7_0009179	A0A1D8PDU6
C106450CA	OG7_0003058	A0A1D8PDT3
C106460CA	OG7_0003622	Q96W54
C106470WA	OG7_0006033	A0A1D8PDT4
C106480CA	OG7_0006561	A0A1D8PDT9
C106500WA	OGR7_0003762	Q5AAP7
