Accession	Group ID	Entry
B9J08_000061	OG7_0155900	A0A2H1A2E6
B9J08_000062	OG7_0000970	A0A2H1A6W8
B9J08_000063	OG7_0001933	A0A2H1A6W4
B9J08_000064	OG7_0003690	A0A2H1A6W9
B9J08_000065	OG7_0008818	A0A2H1A2H3
B9J08_000066	OG7_0002147	A0A2H1A6W2
B9J08_000067	OG7_0007344	A0A2H1A2F8
B9J08_000068	OGR7_0002822	A0A2H1A7Q0
B9J08_000069	OG7_0008837	A0A2H1A7V9
B9J08_000070	OGR7_0003756	A0A2H1A6W3
B9J08_000071	OG7_0015586	A0A2H1A2F2
B9J08_000072	OG7_0001918	A0A2H1A6X7
B9J08_000073	OG7_0001918	A0A2H1A6X6
B9J08_000074	OG7_0002540	A0A2H1A6X9
B9J08_000075	OG7_0002926	A0A2H1A2E4
B9J08_000076	OG7_0003037	A0A2H1A6X3
B9J08_000077	OG7_0007199	A0A2H1A6X4
B9J08_000078	OG7_0010250	A0A2H1A7R0
B9J08_000079	OG7_0009582	A0A2H1A7W9
B9J08_000080	OG7_0001576	A0A2H1A3L0
B9J08_000081	OG7_0014205	A0A2H1A6Y3
B9J08_000082	OG7_0005954	A0A2H1A6Z0
B9J08_000083	OGR7_0029171	A0A2H1A6Y6
B9J08_000084	OG7_0019457	A0A2H1A2F0
B9J08_000085	OG7_0030270	A0A2H1A6Y9
B9J08_000086	OGR7_0004591	A0A2H1A6Y1
B9J08_000087	OG7_0001163	A0A2H1A2H1
B9J08_000088	OG7_0007922	A0A2H1A7R8
B9J08_000089	OG7_0008131	A0A2H1A2E7
B9J08_000090	OG7_0005238	A0A2H1A3M0
B9J08_000091	OG7_0005519	A0A2H1A3R4
B9J08_000092	OG7_0000699	A0A2H1A700
B9J08_000093	OG7_0001013	A0A2H1A6Z7
B9J08_000094	OG7_0002232	A0A2H1A6Z8
B9J08_000095	OG7_0009351	A0A2H1A6Z9
B9J08_000096	OG7_0009351	A0A2H1A6Z1
B9J08_000097	OG7_0006763	A0A2H1A2I0
B9J08_000098	OG7_0000131	A0A5C1DTW8
B9J08_000099	OG7_0017561	A0A2H1A2F7
B9J08_000100	OG7_0000542	A0A2H1A3N1
B9J08_000101	OGR7_0008214	A0A2H1A703
B9J08_000102	OG7_0000779	A0A2H1A2I2
B9J08_000103	OG7_0006451	A0A2H1A706
B9J08_000104	OGR7_0003752	A0A2H1A707
B9J08_000105	OG7_0007069	A0A2H1A2H2
B9J08_000106	OG7_0013310	A0A2H1A701
B9J08_000107	OG7_0003061	A0A5Q7YDP5
B9J08_000108	OG7_0004625	A0A2H1A7T5
B9J08_000109	OG7_0002665	A0A2H1A7Z8
B9J08_000110	OGR7_0004919	A0A2H1A702
B9J08_000111	OG7_0001162	A0A2H1A711
B9J08_000112	OG7_0008539	A0A2H1A2J2
B9J08_000113	OG7_0006107	A0A2H1A716
B9J08_000114	OG7_0002306	A0A2H1A2I1
B9J08_000115	OG7_0101643	A0A2H1A721
B9J08_000116	OGR7_0014522	A0A2H1A2L7
B9J08_000117	OGR7_0000189	A0A2H1A2K2
B9J08_000118	OG7_0010224	A0A2H1A7U5
B9J08_000119	OG7_0155744	A0A2H1A807
B9J08_000120	OG7_0007760	A0A2H1A3Q1
B9J08_000121	OG7_0006562	A0A2H1A3U3
B9J08_000122	OG7_0000411	A0A2H1A730
B9J08_000123	OG7_0005976	A0A2H1A728
B9J08_000124	OGR7_0003767	A0A2H1A2J1
B9J08_000127	OG7_0006573	A0A2H1A732
B9J08_000128	OG7_0001839	A0A2H1A719
B9J08_000129	OG7_0009603	A0A2H1A725
B9J08_000130	OG7_0022144	A0A2H1A7V6
B9J08_000131	OG7_0001056	A0A2H1A817
B9J08_000132	OG7_0013961	A0A2H1A723
B9J08_000133	OG7_0001761	A0A2H1A733
B9J08_000134	OG7_0016789	A0A2H1A740
B9J08_000135	OG7_0006742	A0A2H1A736
B9J08_000136	OG7_0006823	A0A2H1A739
B9J08_000137	OG7_0007120	A0A2H1A745
B9J08_000138	OG7_0006705	A0A2H1A729
B9J08_000139	OG7_0028333	A0A2H1A2L8
B9J08_000140	OG7_0008036	A0A2H1A2M0
B9J08_000141	OG7_0003116	A0A2H1A2J3
B9J08_000142	OG7_0005594	A0A2H1A734
B9J08_000143	OG7_0007155	A0A2H1A743
B9J08_000144	OG7_0001271	A0A2H1A749
B9J08_000145	OG7_0000102	A0A2H1A746
B9J08_000146	OG7_0008371	A0A2H1A2K5
B9J08_000147	OG7_0010831	A0A2H1A755
B9J08_000148	OG7_0003905	A0A2H1A737
B9J08_000149	OG7_0001169	A0A2H1A744
B9J08_000150	OG7_0007873	A0A2H1A7X4
B9J08_000151	OGR7_0005277	A0A2H1A838
B9J08_000152	OG7_0025211	A0A2H1A742
B9J08_000153	OG7_0030375	A0A2H1A752
B9J08_000154	OG7_0009261	A0A2H1A758
B9J08_000155	OG7_0023008	A0A2H1A757
B9J08_000156	OG7_0020356	A0A2H1A2N0
B9J08_000157	OGR7_0002294	A0A2H1A765
B9J08_000158	OGR7_0005306	A0A2H1A748
B9J08_000159	OG7_0022141	A0A2H1A754
B9J08_000160	OG7_0005804	A0A2H1A7Y4
B9J08_000161	OG7_0007595	A0A2H1A854
B9J08_000162	OG7_0003070	A0A2H1A753
B9J08_000163	OG7_0006844	A0A2H1A762
B9J08_000164	OG7_0002622	A0A2H1A768
B9J08_000165	OG7_0001212	A0A2H1A767
B9J08_000166	OG7_0006470	A0A2H1A770
B9J08_000168	OG7_0035606	A0A2H1A2N9
B9J08_000169	OG7_0010898	A0A2H1A759
B9J08_000170	OG7_0013042	A0A2H1A764
B9J08_000171	OG7_0000396	A0A2H1A7Z4
B9J08_000172	OG7_0000446	A0A2H1A869
B9J08_000173	OG7_0007156	A0A2H1A763
B9J08_000174	OG7_0002476	A0A2H1A772
B9J08_000175	OG7_0001750	A0A2H1A778
B9J08_000176	OG7_0156199	A0A2H1A777
B9J08_000177	OG7_0008072	A0A2H1A3Z5
B9J08_000178	OG7_0003757	A0A2H1A784
B9J08_000179	OG7_0156120	A0A2H1A769
B9J08_000180	OG7_0007713	A0A2H1A2N3
B9J08_000181	OG7_0004231	A0A2H1A804
B9J08_000182	OG7_0007137	A0A2H1A886
B9J08_000183	OG7_0013311	A0A2H1A776
B9J08_000184	OG7_0003516	A0A2H1A782
B9J08_000185	OG7_0005796	A0A2H1A787
B9J08_000186	OG7_0006003	A0A2H1A788
B9J08_000187	OG7_0000557	A0A2H1A405
B9J08_000188	OG7_0000698	A0A2H1A793
B9J08_000189	OG7_0006190	A0A2H1A779
B9J08_000190	OG7_0011978	A0A2H1A783
B9J08_000192	OG7_0001821	A0A2H1A814
B9J08_000193	OG7_0006586	A0A2H1A899
B9J08_000194	OG7_0002301	A0A2H1A786
B9J08_000195	OG7_0001300	A0A2H1A792
B9J08_000196	OGR7_0006162	A0A2H1A797
B9J08_000197	OG7_0013188	A0A2H1A798
B9J08_000198	OG7_0010365	A0A2H1A7A1
B9J08_000199	OG7_0012098	A0A2H1A7A3
B9J08_000200	OG7_0006215	A0A2H1A2Q0
B9J08_000201	OG7_0001172	A0A2H1A795
B9J08_000202	OG7_0005204	A0A2H1A821
B9J08_000203	OG7_0003589	A0A2H1A2S6
B9J08_000204	OG7_0004893	A0A2H1A796
B9J08_000205	OG7_0012620	A0A2H1A2Q2
B9J08_000206	OG7_0004996	A0A2H1A7A7
B9J08_000207	OG7_0033026	A0A2H1A7A9
B9J08_000208	OG7_0004534	A0A2H1A2S3
B9J08_000209	OG7_0004828	A0A2H1A7B1
B9J08_000210	OG7_0036294	A0A2H1A2R0
B9J08_000211	OGR7_0014525	A0A2H1A2R3
B9J08_000213	OG7_0018916	A0A2H1A833
B9J08_000214	OG7_0007232	A0A2H1A8D0
B9J08_000215	OG7_0007040	A0A2H1A7A6
B9J08_000216	OG7_0002744	A0A2H1A7B3
B9J08_000217	OG7_0006192	A0A2H1A7B7
B9J08_000220	OG7_0022170	A0A2H1A7B9
B9J08_000221	OGR7_0012690	A0A2H1A7C3
B9J08_000222	OG7_0008032	A0A2H1A7C0
B9J08_000223	OG7_0003363	A0A2H1A7A8
B9J08_000224	OGR7_0054278	A0A2H1A7B5
B9J08_000225	OG7_0008064	A0A2H1A843
B9J08_000226	OG7_0000011	A0A2H1A8E8
B9J08_000227	OG7_0018423	A0A2H1A7B6
B9J08_000228	OG7_0040963	A0A2H1A7C4
B9J08_000229	OG7_0002141	A0A2H1A7C7
B9J08_000230	OG7_0002726	A0A2H1A2S0
B9J08_000231	OG7_0001370	A0A2H1A7D3
B9J08_000232	OG7_0009337	A0A2H1A7D2
B9J08_000233	OG7_0003718	A0A2H1A7B8
B9J08_000234	OG7_0002949	A0A2H1A7C5
B9J08_000235	OG7_0007715	A0A2H1A858
B9J08_000236	OG7_0000425	A0A2H1A8G1
B9J08_000237	OG7_0005033	A0A2H1A2X4
B9J08_000238	OG7_0001985	A0A5Q7YC35
B9J08_000239	OG7_0003990	A0A2H1A2V6
B9J08_000240	OG7_0048634	A0A2H1A7D9
B9J08_000241	OGR7_0011408	A0A2H1A7E3
B9J08_000242	OG7_0002770	A0A2H1A7E1
B9J08_000243	OG7_0001609	A0A2H1A2V4
B9J08_000244	OG7_0009416	A0A2H1A2U1
B9J08_000245	OG7_0007633	A0A2H1A874
B9J08_000246	OG7_0024040	A0A2H1A8H8
B9J08_000247	OG7_0022155	A0A2H1A2Y3
B9J08_000248	OG7_0004253	A0A2H1A7E4
B9J08_000249	OGR7_0014510	A0A2H1A7E7
B9J08_000250	OG7_0004173	A0A2H1A2T8
B9J08_000251	OG7_0006128	A0A2H1A7F4
B9J08_000252	OG7_0156112	A0A2H1A7F1
B9J08_000253	OG7_0008671	A0A2H1A2W2
B9J08_000254	OG7_0005468	A0A2H1A7E5
B9J08_000255	OG7_0004914	A0A2H1A887
B9J08_000256	OG7_0030288	A0A2H1A8I8
B9J08_000257	OG7_0006996	A0A2H1A7E6
B9J08_000258	OG7_0003576	A0A2H1A7F3
B9J08_000259	OG7_0012910	A0A2H1A7F7
B9J08_000260	OG7_0007809	A0A2H1A7F8
B9J08_000261	OG7_0008728	A0A2H1A7G3
B9J08_000262	OG7_0004761	A0A2H1A7G1
B9J08_000263	OG7_0001822	A0A2H1A7E9
B9J08_000264	OG7_0001068	A0A2H1A7F6
B9J08_000266	OGR7_0012821	A0A2H1A8A3
B9J08_000267	OG7_0001300	A0A2H1A2V8
B9J08_000268	OG7_0000969	A0A2H1A7F5
B9J08_000269	OG7_0001254	A0A2H1A7G4
B9J08_000270	OG7_0009351	A0A2H1A7H1
B9J08_000271	OG7_0024575	A0A2H1A2V7
B9J08_000272	OG7_0001857	A0A2H1A7H3
B9J08_000273	OG7_0008550	A0A2H1A7H0
B9J08_000274	OG7_0002539	A0A2H1A7F9
B9J08_000275	OG7_0001215	A0A2H1A2W9
B9J08_000276	OG7_0000776	A0A2H1A8B6
B9J08_000277	OGR7_0000550	A0A2H1A8L9
B9J08_000278	OG7_0008444	A0A2H1A7G5
B9J08_000279	OG7_0007859	A0A2H1A7H4
B9J08_000280	OG7_0007293	A0A2H1A7I1
B9J08_000281	OG7_0004181	A0A2H1A7H6
B9J08_000282	OG7_0003228	A0A2H1A7I3
B9J08_000283	OG7_0006533	A0A2H1A498
B9J08_000284	OG7_0019391	A0A2H1A2Z2
B9J08_000285	OG7_0000003	A0A2H1A7H9
B9J08_000286	OG7_0007685	A0A2H1A8D2
B9J08_000287	OG7_0001070	A0A2H1A8N5
B9J08_000288	OG7_0000103	A0A2H1A7H5
B9J08_000289	OG7_0008372	A0A2H1A7I4
B9J08_000290	OG7_0000009	A0A2H1A7J4
B9J08_000291	OG7_0000103	A0A2H1A7I7
B9J08_000292	OGR7_0004257	A0A2H1A474
B9J08_000293	OG7_0021360	A0A2H1A7I6
B9J08_000294	OG7_0007207	A0A2H1A2Z8
B9J08_000295	OGR7_0004284	A0A2H1A7I9
B9J08_000296	OG7_0004230	A0A2H1A8E6
B9J08_000297	OG7_0036311	A0A2H1A2Y6
B9J08_000298	OG7_0009596	A0A2H1A7I5
B9J08_000299	OG7_0017545	A0A2H1A7J3
B9J08_000300	OG7_0017545	A0A2H1A7K4
B9J08_000301	OG7_0004823	A0A2H1A7J7
B9J08_000302	OG7_0008334	A0A2H1A7K2
B9J08_000303	OG7_0004862	A0A2H1A482
B9J08_000306	OG7_0002914	A0A2H1A7I8
B9J08_000307	OG7_0000542	A0A2H1A7J9
B9J08_000308	OGR7_0016687	A0A2H1A8G3
B9J08_000309	OG7_0021358	A0A2H1A8Q6
B9J08_000310	OG7_0101636	A0A2H1A7J5
B9J08_000311	OG7_0002825	A0A2H1A7K3
B9J08_000312	OG7_0002388	A0A2H1A7L3
B9J08_000313	OG7_0016484	A0A2H1A7K8
B9J08_000314	OG7_0001722	A0A2H1A7K7
B9J08_000315	OG7_0006472	A0A2H1A7K6
B9J08_000316	OGR7_0005707	A0A2H1A7J8
B9J08_000317	OG7_0000136	A0A2H1A7L0
B9J08_000319	OG7_0004753	A0A2H1A8H7
B9J08_000320	OG7_0001259	A0A2H1A8Q9
B9J08_000321	OG7_0000446	A0A2H1A7K5
B9J08_000322	OG7_0000495	A0A2H1A7L2
B9J08_000323	OG7_0006544	A0A2H1A7M3
B9J08_000324	OG7_0002350	A0A2H1A7L8
B9J08_000325	OG7_0101690	A0A2H1A7M0
B9J08_000326	OG7_0006344	A0A2H1A7L6
B9J08_000327	OG7_0005049	A0A2H1A7L4
B9J08_000328	OG7_0002660	A0A2H1A7L9
B9J08_000329	OG7_0024029	A0A2H1A8J0
B9J08_005587	OG7_0024029	A0A2H1A8J0
B9J08_000330	OG7_0001781	A0A2H1A8R8
B9J08_000331	OG7_0007036	A0A2H1A7L5
B9J08_000332	OG7_0008455	A0A2H1A364
B9J08_000333	OG7_0007347	A0A2H1A7N3
B9J08_000334	OG7_0017548	A0A2H1A7M7
B9J08_000335	OG7_0000557	A0A2H1A315
B9J08_000336	OGR7_0003189	A0A2H1A7M8
B9J08_000337	OG7_0015550	A0A2H1A7M4
B9J08_000338	OG7_0006367	A0A2H1A7M6
B9J08_000339	OG7_0016440	A0A2H1A8K2
B9J08_000340	OG7_0004764	A0A2H1A8T0
B9J08_000341	OG7_0001357	A0A2H1A7M5
B9J08_000342	OG7_0001718	A0A2H1A7M9
B9J08_000343	OGR7_0002656	A0A2H1A7P2
B9J08_000344	OG7_0006105	A0A2H1A352
B9J08_000345	OG7_0006399	A0A2H1A7P1
B9J08_000346	OG7_0005074	A0A2H1A7N8
B9J08_000347	OG7_0000446	A0A2H1A7N4
B9J08_000348	OG7_0007261	A0A2H1A7N6
B9J08_000349	OG7_0028318	A0A2H1A8L6
B9J08_000350	OG7_0001794	A0A2H1A8T9
B9J08_000351	OG7_0002829	A0A2H1A331
B9J08_000352	OG7_0005542	A0A2H1A7N9
B9J08_000353	OG7_0006531	A0A2H1A7Q2
B9J08_000354	OG7_0000434	A0A2H1A361
B9J08_000355	OG7_0006526	A0A2H1A7Q1
B9J08_000356	OG7_0005663	A0A2H1A7P8
B9J08_000357	OGR7_0011403	A0A2H1A7P4
B9J08_000358	OG7_0155824	A0A2H1A7P6
B9J08_000359	OG7_0007293	A0A2H1A8M6
B9J08_000360	OG7_0007003	A0A2H1A8U6
B9J08_000361	OGR7_0016666	A0A2H1A340
B9J08_000362	OG7_0004886	A0A2H1A388
B9J08_000363	OG7_0004676	A0A2H1A7R2
B9J08_000364	OG7_0000402	A0A2H1A7Q7
B9J08_000365	OG7_0013040	A0A2H1A7R1
B9J08_000366	OG7_0010019	A0A2H1A7Q8
B9J08_000367	OG7_0003175	A0A2H1A7Q6
B9J08_000368	OG7_0003055	A0A2H1A366
B9J08_000369	OGR7_0038575	A0A2H1A8P4
B9J08_000370	OG7_0000033	A0A2H1A8V8
B9J08_000371	OG7_0007328	A0A2H1A7Q4
B9J08_000372	OG7_0002727	A0A2H1A7Q9
B9J08_000373	OG7_0009197	A0A2H1A7S2
B9J08_000374	OG7_0020677	A0A2H1A7R4
B9J08_000375	OGR7_0003430	A0A2H1A7S1
B9J08_000376	OGR7_0004588	A0A2H1A7R6
B9J08_000377	OG7_0005002	A0A2H1A7R5
B9J08_000378	OG7_0053568	A0A2H1A7R7
B9J08_000379	OG7_0004437	A0A2H1A8Q4
B9J08_000380	OGR7_0003766	A0A2H1A8W7
B9J08_000381	OG7_0005644	A0A2H1A7R3
B9J08_000382	OG7_0007419	A0A2H1A7R9
B9J08_000383	OG7_0155578	A0A2H1A7T2
B9J08_000384	OG7_0009493	A0A2H1A7S4
B9J08_000385	OG7_0019451	A0A2H1A7T0
B9J08_000388	OG7_0015585	A0A2H1A7S5
B9J08_000389	OG7_0001127	A0A2H1A7S6
B9J08_000390	OG7_0001013	A0A2H1A7S9
B9J08_000391	OG7_0005801	A0A2H1A8Q8
B9J08_000392	OG7_0002776	A0A2H1A8X9
B9J08_000393	OG7_0006624	A0A2H1A365
B9J08_000394	OG7_0008440	A0A2H1A3B8
B9J08_000395	OG7_0006737	A0A2H1A7T9
B9J08_000396	OG7_0020054	A0A2H1A7T4
B9J08_000397	OG7_0008183	A0A2H1A7U1
B9J08_000398	OG7_0001304	A0A2H1A7T6
B9J08_000399	OG7_0009051	A0A2H1A7T7
B9J08_000400	OG7_0008238	A0A2H1A7T8
B9J08_000401	OG7_0033019	A0A2H1A8R7
B9J08_000402	OG7_0003564	A0A2H1A8Z4
B9J08_000403	OGR7_0012822	A0A2H1A376
B9J08_000404	OG7_0003556	A0A2H1A3C8
B9J08_000405	OG7_0001346	A0A2H1A399
B9J08_000406	OG7_0008863	A0A2H1A3A6
B9J08_000407	OGR7_0003725	A0A2H1A382
B9J08_000408	OG7_0005197	A0A2H1A7U6
B9J08_000409	OG7_0005905	A0A2H1A4P4
B9J08_000410	OG7_0001911	A0A2H1A7U8
B9J08_000411	OG7_0018899	A0A2H1A8S8
B9J08_000412	OG7_0155944	A0A2H1A908
B9J08_000413	OG7_0004029	A0A2H1A383
B9J08_000414	OG7_0017135	A0A2H1A7V3
B9J08_000415	OG7_0008232	A0A2H1A7W2
B9J08_000417	OG7_0002017	A0A2H1A7V4
B9J08_000418	OG7_0035606	A0A2H1A7W1
B9J08_000419	OG7_0006467	A0A2H1A7V5
B9J08_000420	OG7_0156005	A0A2H1A7V7
B9J08_000421	OG7_0018836	A0A2H1A7V8
B9J08_000422	OG7_0001168	A0A2H1A8T6
B9J08_000423	OG7_0002065	A0A2H1A921
B9J08_000424	OG7_0006933	A0A2H1A396
B9J08_000425	OG7_0001172	A0A2H1A7W5
B9J08_000427	OG7_0155667	A0A2H1A7X2
B9J08_000428	OG7_0003591	A0A2H1A7W6
B9J08_000429	OGR7_0002411	A0A2H1A7X1
B9J08_000430	OG7_0009125	A0A2H1A4K1
B9J08_000431	OG7_0001451	A0A2H1A7W7
B9J08_000432	OG7_0000103	A0A2H1A7W8
B9J08_000433	OG7_0006771	A0A2H1A8U4
B9J08_000434	OG7_0003519	A0A2H1A937
B9J08_000435	OG7_0001014	A0A2H1A7W0
B9J08_000436	OG7_0008068	A0A2H1A7X7
B9J08_000437	OG7_0001016	A0A2H1A3C6
B9J08_000438	OGR7_0000189	A0A2H1A7X5
B9J08_000439	OGR7_0003748	A0A2H1A7Y2
B9J08_000440	OGR7_0003731	A0A2H1A7X3
B9J08_000441	OGR7_0004921	A0A2H1A7X6
B9J08_000442	OG7_0000989	A0A2H1A7X8
B9J08_000443	OG7_0002757	A0A2H1A8V7
B9J08_000444	OG7_0001253	A0A2H1A3A4
B9J08_000445	OG7_0007641	A0A2H1A7X0
B9J08_000446	OG7_0001730	A0A2H1A7Y5
B9J08_000447	OG7_0007119	A0A2H1A7Y9
B9J08_000448	OGR7_0003735	A0A2H1A7Y6
B9J08_000449	OG7_0005294	A0A2H1A7Z2
B9J08_000450	OG7_0016493	A0A2H1A7Y3
B9J08_000451	OG7_0028306	A0A2H1A7Y7
B9J08_000452	OG7_0022601	A0A2H1A7Y8
B9J08_000454	OG7_0002079	A0A2H1A3D7
B9J08_000456	OGR7_0004944	A0A2H1A975
B9J08_000457	OG7_0028316	A0A2H1A7X9
B9J08_000458	OG7_0000396	A0A2H1A7Z5
B9J08_000459	OG7_0001609	A0A5C1DUJ9
B9J08_000460	OG7_0003266	A0A2H1A3F8
B9J08_000461	OG7_0004396	A0A2H1A3C7
B9J08_000462	OG7_0000696	A0A2H1A7Z3
B9J08_000463	OG7_0022166	A0A2H1A7Z7
B9J08_000464	OG7_0008390	A0A2H1A7Z9
B9J08_000465	OG7_0007768	A0A2H1A8X8
B9J08_000466	OGR7_0002820	A0A2H1A983
B9J08_000467	OG7_0030357	A0A2H1A3C9
B9J08_000468	OG7_0000135	A0A2H1A805
B9J08_000469	OG7_0001835	A0A2H1A809
B9J08_000471	OGR7_0003750	A0A2H1A806
B9J08_000472	OGR7_0010226	A0A2H1A3D8
B9J08_000473	OG7_0015877	A0A2H1A803
B9J08_000474	OG7_0003007	A0A2H1A810
B9J08_000475	OG7_0006385	A0A2H1A808
B9J08_000476	OG7_0002479	A0A2H1A8Z7
B9J08_000478	OG7_0012582	A0A2H1A991
B9J08_000479	OG7_0002622	A0A2H1A801
B9J08_000480	OG7_0001162	A0A2H1A815
B9J08_000481	OGR7_0002998	A0A2H1A819
B9J08_000482	OG7_0001914	A0A2H1A816
B9J08_000483	OG7_0000779	A0A2H1A3E8
B9J08_000484	OG7_0155517	A0A5Q7YJH9
B9J08_000485	OG7_0001890	A0A2H1A820
B9J08_000486	OG7_0000774	A0A2H1A3H0
B9J08_000487	OG7_0003099	A0A2H1A909
B9J08_000488	OG7_0000402	A0A2H1A9A4
B9J08_000489	OG7_0024028	A0A2H1A812
B9J08_000490	OGR7_0019466	A0A2H1A824
B9J08_000491	OG7_0003139	A0A2H1A828
B9J08_000492	OG7_0000433	A0A2H1A826
B9J08_000493	OG7_0022165	A0A2H1A830
B9J08_000494	OG7_0002970	A0A2H1A825
B9J08_000495	OG7_0008002	A0A2H1A831
B9J08_000496	OG7_0005754	A0A2H1A827
B9J08_000497	OG7_0007393	A0A2H1A3F1
B9J08_000498	OG7_0003350	A0A2H1A9B9
B9J08_000499	OG7_0005082	A0A2H1A823
B9J08_000500	OG7_0101687	A0A2H1A834
B9J08_000501	OG7_0002441	A0A2H1A840
B9J08_000502	OGR7_0004271	A0A2H1A836
B9J08_000503	OG7_0002865	A0A2H1A839
B9J08_000504	OG7_0000974	A0A2H1A835
B9J08_000505	OGR7_0014505	A0A2H1A537
B9J08_000506	OG7_0005997	A0A2H1A540
B9J08_000507	OG7_0003094	A0A2H1A534
B9J08_000508	OG7_0005739	A0A2H1A5Z9
B9J08_000509	OG7_0003112	A0A2H1A629
B9J08_000510	OG7_0004535	A0A2H1A545
B9J08_000511	OG7_0001356	A0A2H1A525
B9J08_000512	OG7_0009040	A0A2H1A512
B9J08_000513	OG7_0000785	A0A2H1A528
B9J08_000514	OG7_0009911	A0A2H1A555
B9J08_000515	OG7_0003569	A0A2H1A3J3
B9J08_000516	OG7_0003255	A0A2H1A552
B9J08_000517	OG7_0002295	A0A2H1A546
B9J08_000518	OG7_0006527	A0A2H1A613
B9J08_000519	OG7_0010696	A0A2H1A639
B9J08_000520	OG7_0002691	A0A2H1A558
B9J08_000521	OGR7_0005316	A0A2H1A539
B9J08_000522	OG7_0002999	A0A2H1A530
B9J08_000523	OG7_0002961	A0A2H1A542
B9J08_000524	OG7_0000103	A0A2H1A567
B9J08_000525	OG7_0033015	A0A0L0P1I5
B9J08_000526	OG7_0003427	A0A2H1A564
B9J08_000527	OG7_0005992	A0A2H1A3I7
B9J08_000528	OG7_0003185	A0A2H1A3N7
B9J08_000529	OG7_0022160	A0A2H1A650
B9J08_000530	OG7_0017975	A0A2H1A3M1
B9J08_000531	OG7_0008133	A0A2H1A554
B9J08_000532	OG7_0006189	A0A2H1A544
B9J08_000533	OG7_0005531	A0A2H1A517
B9J08_000534	OG7_0001167	A0A2H1A578
B9J08_000535	OG7_0008387	A0A2H1A3L2
B9J08_000536	OG7_0017500	A0A2H1A574
B9J08_000537	OG7_0006708	A0A2H1A565
B9J08_000538	OG7_0001962	A0A2H1A636
B9J08_000539	OG7_0007818	A0A2H1A3M5
B9J08_000540	OGR7_0016678	A0A2H1A581
B9J08_000541	OG7_0036308	A0A2H1A3K1
B9J08_000542	OG7_0000542	A0A2H1A4W1
