Accession	Group ID	Entry
CXQ85_000264	OG7_0001822	A0A2V1AU33
CXQ85_000265	OG7_0001068	A0A2V1AVE2
CXQ85_000266	OGR7_0012821	A0A2V1AU41
CXQ85_000267	OG7_0001300	A0A2V1AU10
CXQ85_000268	OG7_0000969	A0A2V1AUU0
CXQ85_000269	OG7_0000615	A0A2V1ASX0
CXQ85_000270	OG7_0001254	A0A2V1ATY0
CXQ85_000271	OG7_0009351	A0A2V1ATZ2
CXQ85_000272	OG7_0024575	A0A2V1AT86
CXQ85_000273	OG7_0001857	A0A2V1AWQ7
CXQ85_000274	OG7_0008550	A0A2V1AU40
CXQ85_000275	OG7_0002539	A0A2V1AVF2
CXQ85_000276	OG7_0001215	A0A2V1AU50
CXQ85_000277	OG7_0000776	A0A2V1AU18
CXQ85_000278	OG7_0021372	A0A2V1AUV0
CXQ85_000280	OGR7_0004267	A0A2V1ASY0
CXQ85_000281	OG7_0006092	A0A2V1ATZ5
CXQ85_000282	OG7_0008418	A0A2V1AU01
CXQ85_000283	OG7_0006587	A0A2V1AT97
CXQ85_000284	OG7_0001754	A0A2V1AWR7
CXQ85_000285	OG7_0000130	A0A2V1AU48
CXQ85_000286	OG7_0003452	A0A2V1AVG2
CXQ85_000287	OG7_0017962	A0A2V1AU61
CXQ85_000288	OG7_0005283	A0A2V1AU21
CXQ85_000289	OG7_0002160	A0A2V1AUW0
CXQ85_000290	OG7_0002923	A0A2V1ASY9
CXQ85_000291	OGR7_0010231	A0A2V1AU02
CXQ85_000293	OG7_0004753	A0A2V1AU08
CXQ85_000294	OG7_0008184	A0A2V1ATA7
CXQ85_000295	OGR7_0023564	A0A2V1AWS8
CXQ85_000296	OG7_0007758	A0A2V1AU62
CXQ85_000297	OG7_0101638	A0A2V1AVH1
CXQ85_000298	OG7_0004292	A0A2V1AU71
CXQ85_000299	OG7_0001256	A0A2V1AU30
CXQ85_000300	OG7_0000785	A0A2V1AUX0
CXQ85_000301	OG7_0004239	A0A2V1AT01
CXQ85_000302	OG7_0007720	A0A2V1AU06
CXQ85_000303	OGR7_0003201	A0A2V1AU36
CXQ85_000304	OG7_0007396	A0A2V1ATB7
CXQ85_000305	OGR7_0008201	A0A2V1AWT8
CXQ85_000306	OGR7_0004926	A0A2V1AU72
CXQ85_000307	OG7_0035606	A0A2V1AVI1
CXQ85_000308	OGR7_0014536	A0A2V1AU79
CXQ85_000309	OG7_0001379	A0A2V1AU35
CXQ85_000310	OG7_0004809	A0A2V1AUY0
CXQ85_000311	OGR7_0004038	A0A2V1AT14
CXQ85_000312	OG7_0008182	A0A2V1AU12
CXQ85_000313	OG7_0002999	A0A2V1AU46
CXQ85_000314	OG7_0009381	A0A2V1ATC7
CXQ85_000315	OG7_0003494	A0A2V1AWU8
CXQ85_000316	OG7_0001761	A0A2V1AU80
CXQ85_000317	OG7_0013446	A0A2V1AVJ0
CXQ85_000318	OG7_0040972	A0A2V1AU89
CXQ85_000319	OG7_0006259	A0A2V1AU45
CXQ85_000320	OG7_0009857	A0A2V1AUY9
CXQ85_000322	OG7_0008232	A0A2V1AT24
CXQ85_000323	OG7_0017135	A0A2V1AU27
CXQ85_000324	OG7_0004029	A0A2V1AU54
CXQ85_000325	OG7_0155944	A0A2V1ATD6
CXQ85_000326	OG7_0018899	A0A2V1AWV8
CXQ85_000327	OG7_0001911	A0A2V1AU90
CXQ85_000328	OG7_0005905	A0A2V1AVK0
CXQ85_000329	OG7_0005197	A0A2V1AUA0
CXQ85_000330	OGR7_0003725	A0A2V1AU53
CXQ85_000331	OG7_0008863	A0A2V1AUZ9
CXQ85_000332	OG7_0001346	A0A2V1AT37
CXQ85_000333	OG7_0003556	A0A2V1AU37
CXQ85_000334	OGR7_0012822	A0A2V1AU64
CXQ85_000335	OG7_0003564	A0A2V1ATE8
CXQ85_000336	OG7_0033019	A0A2V1AWW9
CXQ85_000337	OG7_0008238	A0A2V1AU99
CXQ85_000338	OG7_0009051	A0A2V1AVL3
CXQ85_000339	OG7_0001304	A0A2V1AUB1
CXQ85_000340	OG7_0008183	A0A2V1AU63
CXQ85_000341	OG7_0006737	A0A2V1AV08
CXQ85_000342	OG7_0008440	A0A2V1AT47
CXQ85_000343	OG7_0006624	A0A2V1AU56
CXQ85_000344	OG7_0002776	A0A2V1AU74
CXQ85_000345	OG7_0005801	A0A2V1ATF9
CXQ85_000346	OG7_0001013	A0A2V1AWX9
CXQ85_000347	OG7_0001127	A0A2V1AUB0
CXQ85_000348	OG7_0015585	A0A2V1AVM0
CXQ85_000351	OG7_0004854	A0A2V1AUC1
CXQ85_000352	OG7_0009493	A0A2V1AU73
CXQ85_000353	OG7_0155578	A0A2V1AV17
CXQ85_000354	OG7_0007419	A0A2V1AT57
CXQ85_000355	OG7_0004437	A0A2V1AU65
CXQ85_000356	OG7_0053568	A0A2V1AU84
CXQ85_000357	OG7_0005002	A0A2V1ATG8
CXQ85_000358	OGR7_0004588	A0A2V1AWY8
CXQ85_000359	OGR7_0003430	A0A2V1AUC0
CXQ85_000360	OG7_0020677	A0A2V1AVN2
CXQ85_000361	OG7_0009197	A0A2V1AUD1
CXQ85_000362	OG7_0002727	A0A2V1AU83
CXQ85_000363	OG7_0007328	A0A2V1AV27
CXQ85_000364	OG7_0000033	A0A2V1AT69
CXQ85_000365	OG7_0003055	A0A2V1AU75
CXQ85_000366	OG7_0003175	A0A2V1AU94
CXQ85_000367	OG7_0010019	A0A2V1ATH9
CXQ85_000368	OG7_0000402	A0A2V1AWZ9
CXQ85_000369	OG7_0004676	A0A2V1AUD0
CXQ85_000370	OG7_0004886	A0A2V1AVP4
CXQ85_000371	OGR7_0016666	A0A2V1AUE2
CXQ85_000372	OG7_0007003	A0A2V1AU95
CXQ85_000373	OG7_0007293	A0A2V1AV37
CXQ85_000374	OG7_0155824	A0A2V1AT82
CXQ85_000375	OGR7_0011403	A0A2V1AU86
CXQ85_000376	OG7_0005663	A0A2V1AUA7
CXQ85_000377	OG7_0006526	A0A2V1ATI8
CXQ85_000378	OG7_0000434	A0A2V1AX08
CXQ85_000379	OG7_0021366	A0A2V1AUE1
CXQ85_000380	OG7_0006531	A0A2V1AVQ2
CXQ85_000381	OG7_0005542	A0A2V1AUF2
CXQ85_000382	OG7_0002829	A0A2V1AUA5
CXQ85_000383	OG7_0001794	A0A2V1AV50
CXQ85_000384	OG7_0028318	A0A2V1AT94
CXQ85_000385	OG7_0007261	A0A2V1AU96
CXQ85_000386	OG7_0000446	A0A2V1AUB7
CXQ85_000387	OG7_0005074	A0A2V1ATJ9
CXQ85_000388	OG7_0006399	A0A2V1AX18
CXQ85_000389	OG7_0006105	A0A2V1AUF1
CXQ85_000390	OGR7_0002656	A0A2V1AVR2
CXQ85_000391	OG7_0000134	A0A2V1AUG3
CXQ85_000392	OG7_0001718	A0A2V1AUB6
CXQ85_000393	OG7_0001357	A0A2V1AV59
CXQ85_000394	OG7_0011977	A0A2V1ATA6
CXQ85_000395	OG7_0004764	A0A2V1AUA3
CXQ85_000396	OG7_0016440	A0A2V1AUC8
CXQ85_000397	OG7_0006367	A0A2V1ATK8
CXQ85_000398	OG7_0015550	A0A2V1AX27
CXQ85_000399	OGR7_0003189	A0A2V1AUG2
CXQ85_000400	OG7_0000557	A0A2V1AVS1
CXQ85_000401	OG7_0017548	A0A2V1AUH2
CXQ85_000402	OG7_0007347	A0A2V1AUC6
CXQ85_000403	OG7_0008455	A0A2V1AV69
CXQ85_000404	OG7_0007036	A0A2V1ATB6
CXQ85_000405	OG7_0001781	A0A2V1AUB2
CXQ85_000406	OG7_0024029	A0A2V1AUD6
CXQ85_000407	OG7_0002660	A0A2V1ATL6
CXQ85_000408	OG7_0005049	A0A2V1AX39
CXQ85_000409	OG7_0006344	A0A2V1AUH1
CXQ85_000410	OG7_0101690	A0A2V1AVT2
CXQ85_000411	OG7_0002350	A0A2V1AUI2
CXQ85_000412	OG7_0006544	A0A2V1AUD7
CXQ85_000413	OG7_0000495	A0A2V1AV79
CXQ85_000414	OG7_0000446	A0A2V1ATC6
CXQ85_000415	OG7_0001259	A0A2V1AUC3
CXQ85_000416	OG7_0002542	A0A2V1AUE6
CXQ85_000418	OG7_0000136	A0A2V1ATM8
CXQ85_000419	OG7_0006472	A0A2V1AX52
CXQ85_000420	OG7_0001722	A0A2V1AUI1
CXQ85_000421	OG7_0016484	A0A2V1AVU2
CXQ85_000422	OG7_0002388	A0A2V1AUJ2
CXQ85_000423	OG7_0002825	A0A2V1AUE7
CXQ85_000424	OG7_0101636	A0A2V1AV90
CXQ85_000425	OG7_0021358	A0A2V1ATD9
CXQ85_000426	OGR7_0016687	A0A2V1AUD3
CXQ85_000427	OG7_0000542	A0A2V1AUF6
CXQ85_000428	OG7_0002914	A0A2V1ATN9
CXQ85_000431	OG7_0004862	A0A2V1AX63
CXQ85_000432	OG7_0008334	A0A2V1AUJ1
CXQ85_000433	OG7_0004823	A0A2V1AVV2
CXQ85_000434	OG7_0017545	A0A2V1AUK2
CXQ85_000435	OG7_0009596	A0A2V1AUF8
CXQ85_000436	OG7_0036311	A0A2V1AVA0
CXQ85_000437	OG7_0004230	A0A2V1ATF0
CXQ85_000438	OGR7_0004284	A0A2V1AUE3
CXQ85_000439	OG7_0007207	A0A2V1AUG7
CXQ85_000440	OG7_0021360	A0A2V1ATP9
CXQ85_000441	OGR7_0004257	A0A2V1AX73
CXQ85_000442	OG7_0000103	A0A2V1AUK0
CXQ85_000443	OG7_0008372	A0A2V1AVW2
CXQ85_000444	OG7_0000103	A0A2V1AUL2
CXQ85_000445	OG7_0001070	A0A2V1AUG9
CXQ85_000446	OG7_0007685	A0A2V1AVB1
CXQ85_000447	OG7_0000003	A0A2V1ATG1
CXQ85_000448	OG7_0019391	A0A2V1AUF4
CXQ85_000449	OG7_0006533	A0A2V1AUH9
CXQ85_000450	OG7_0003228	A0A2V1ATQ9
CXQ85_000451	OG7_0004181	A0A2V1AX83
CXQ85_000452	OG7_0007293	A0A2V1AUK9
CXQ85_000453	OG7_0007859	A0A2V1AVX2
CXQ85_000454	OG7_0008444	A0A2V1AUM2
CXQ85_000455	OGR7_0000550	A0A2V1AUH8
CXQ85_000456	OG7_0006105	A0A2V1AVB9
CXQ85_000457	OG7_0014816	A0A2V1ATH2
CXQ85_000458	OG7_0007088	A0A2V1AUG4
CXQ85_000459	OG7_0021359	A0A2V1AUJ0
CXQ85_000460	OG7_0005712	A0A2V1ATR9
CXQ85_000461	OG7_0018912	A0A2V1AX94
CXQ85_000462	OG7_0005091	A0A2V1AUL9
CXQ85_000463	OG7_0010209	A0A2V1AVY6
CXQ85_000464	OG7_0010449	A0A2V1AUN0
CXQ85_000465	OG7_0017909	A0A2V1AUI9
CXQ85_000466	OG7_0004112	A0A2V1AVD1
CXQ85_000467	OGR7_0010214	A0A2V1ATI3
CXQ85_000468	OG7_0002160	A0A2V1AUH4
CXQ85_000469	OG7_0006787	A0A2V1AUK1
CXQ85_000470	OG7_0007261	A0A2V1ATS8
CXQ85_000471	OG7_0000431	A0A2V1AXA5
CXQ85_000472	OG7_0001015	A0A2V1AUN1
CXQ85_000473	OG7_0001821	A0A2V1AVZ4
CXQ85_000475	OG7_0004218	A0A2V1AUP0
CXQ85_000476	OG7_0006840	A0A2V1AUJ9
CXQ85_000477	OG7_0000615	A0A2V1AVE1
CXQ85_000478	OG7_0004234	A0A2V1ATJ4
CXQ85_000479	OG7_0000128	A0A2V1AUI4
CXQ85_000480	OGR7_0004929	A0A2V1AUL3
CXQ85_000481	OGR7_0014494	A0A2V1ATT9
CXQ85_000482	OG7_0002693	A0A2V1AXB8
CXQ85_000483	OG7_0007567	A0A2V1AUP2
CXQ85_000484	OG7_0000969	A0A2V1AW04
CXQ85_000485	OG7_0185040	A0A2V1AUP9
CXQ85_000486	OG7_0002735	A0A2V1AUL0
CXQ85_000487	OG7_0001648	A0A2V1AVF1
CXQ85_000488	OG7_0002996	A0A2V1ATK9
CXQ85_000489	OG7_0008007	A0A2V1AUJ4
CXQ85_000490	OG7_0007583	A0A2V1AUM4
CXQ85_000491	OG7_0003652	A0A2V1ATV0
CXQ85_000492	OGR7_0087399	A0A2V1AXC9
CXQ85_000493	OG7_0001215	A0A2V1AUQ1
CXQ85_000494	OG7_0002813	A0A2V1AW14
CXQ85_000495	OG7_0006371	A0A2V1AUQ8
CXQ85_000496	OG7_0006848	A0A2V1AUM1
CXQ85_000497	OG7_0003727	A0A2V1AVG1
CXQ85_000498	OG7_0006485	A0A2V1ATM0
CXQ85_000499	OG7_0013477	A0A2V1AUK4
CXQ85_000500	OG7_0005139	A0A2V1AUN5
CXQ85_000501	OG7_0001363	A0A2V1ATW1
CXQ85_000502	OG7_0004091	A0A2V1AXD8
CXQ85_000503	OG7_0028297	A0A2V1AUR1
CXQ85_000504	OG7_0001596	A0A2V1AW24
CXQ85_000505	OG7_0007594	A0A2V1AUR7
CXQ85_000506	OG7_0000011	A0A2V1AUN2
CXQ85_000507	OG7_0015007	A0A2V1AVH2
CXQ85_000508	OG7_0001197	A0A2V1ATN1
CXQ85_000509	OG7_0001377	A0A2V1AUL4
CXQ85_000510	OG7_0007454	A0A2V1AUP4
CXQ85_000511	OGR7_0006758	A0A2V1ATX2
CXQ85_000512	OG7_0036329	A0A2V1AXE8
CXQ85_000513	OG7_0003209	A0A2V1AUS2
CXQ85_000514	OGR7_0011406	A0A2V1AW35
CXQ85_000515	OG7_0006018	A0A2V1AUS6
CXQ85_000516	OG7_0006909	A0A2V1AUP1
